request_id,seed,gold_count,receiver_damage__natural,selected_restore__natural,random_restore__natural,restore_specificity__natural,clean_exact__natural,receiver_damage__matched_control,selected_restore__matched_control,random_restore__matched_control,restore_specificity__matched_control,clean_exact__matched_control,receiver_damage__cut,selected_restore__cut,random_restore__cut,restore_specificity__cut,clean_exact__cut,restoration_occlusion
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1243,1243,8,13.91292889912923,1.3709306716918945,1.0419464111328125,0.32898426055908203,1.0,-0.7950236002604167,-0.6541709899902344,-0.12497711181640625,-0.5291938781738281,,2.2911923726399728,-0.12480926513671875,0.41666539510091144,-0.5414746602376301,,-0.5293617248535156
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1244,1244,8,15.726083437601726,1.2473011016845703,0.41698455810546875,0.8303165435791016,1.0,15.283562978108723,1.4991111755371094,-0.0833292007446289,1.5824403762817383,,3.0830332438151054,-0.2500114440917969,0.20833969116210938,-0.45835113525390625,,1.7491226196289062
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1245,1245,8,11.95060380299886,-0.0011148452758789062,-0.12497329711914062,0.12385845184326172,1.0,11.65495999654134,-0.2530231475830078,0.5838718414306641,-0.8368949890136719,,3.958189646402996,0.0,0.4583168029785156,-0.4583168029785156,,-0.2530231475830078
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1247,1247,8,14.80426247914632,1.2437982559204102,-0.041309356689453125,1.2851076126098633,1.0,15.012228965759277,1.628972053527832,0.16658401489257812,1.462388038635254,,4.082547505696613,-0.37508392333984375,0.20831680297851562,-0.5834007263183594,,2.004055976867676
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1248,1248,8,10.118042310078938,1.875661849975586,2.3775914510091147,-0.5019296010335288,1.0,0.7163925170898438,1.2605743408203125,0.6099421183268229,0.6506322224934896,,2.9993731180826835,-0.2501564025878906,0.2083307902018229,-0.4584871927897135,,1.5107307434082031
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1249,1249,8,16.493794759114582,-0.23614120483398438,1.5444526672363281,-1.7805938720703125,1.0,12.377659797668457,0.1440277099609375,2.0853748321533203,-1.9413471221923828,,3.207295735677082,-0.3753166198730469,0.2500813802083333,-0.6253980000813801,,0.5193443298339844
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1250,1250,8,11.494766553243,0.7559108734130859,0.7083613077799479,0.04754956563313806,1.0,1.7689959208170571,2.0579147338867188,0.38582102457682294,1.6720937093098958,,2.6664148966471366,0.8750381469726562,-0.20833206176757812,1.0833702087402344,,1.1828765869140625
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1251,1251,8,12.238602320353191,-0.6249656677246094,0.7918453216552734,-1.4168109893798828,1.0,11.329739252726236,2.125009536743164,2.000004450480143,0.12500508626302098,,3.1662038167317696,0.125,0.0416717529296875,0.0833282470703125,,2.000009536743164
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1252,1252,8,9.440834045410156,-0.002117156982421875,0.5000406901041666,-0.5021578470865885,1.0,10.154101053873699,-0.2530479431152344,0.4582074483235677,-0.711255391438802,,3.2912381490071603,-0.12498092651367188,0.041666666666666664,-0.16664759318033853,,-0.1280670166015625
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1253,1253,8,13.783122062683105,0.6263141632080078,0.4167073567708333,0.2096068064371745,1.0,14.161942164103191,0.8750267028808594,0.8750076293945312,1.9073486328125e-05,,3.457478841145832,-0.25029754638671875,-0.12497711181640625,-0.1253204345703125,,1.1253242492675781
