request_id,seed,gold_count,receiver_damage__natural,selected_restore__natural,random_restore__natural,restore_specificity__natural,clean_exact__natural,receiver_damage__matched_control,selected_restore__matched_control,random_restore__matched_control,restore_specificity__matched_control,clean_exact__matched_control,receiver_damage__cut,selected_restore__cut,random_restore__cut,restore_specificity__cut,clean_exact__cut,restoration_occlusion
Qwen3-8B/native_thinking/v5/V4_4_T10000_N7_seed1261,1261,7,16.786282539367676,2.1243486404418945,0.541748046875,1.5826005935668945,1.0,15.741898854573567,1.2521553039550781,0.5833473205566406,0.6688079833984375,,5.708112080891926,0.2500152587890625,-0.16665236155192056,0.41666762034098304,,1.0021400451660156
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1254,1254,8,12.139258702596027,1.3942546844482422,1.8773333231608074,-0.4830786387125652,1.0,0.37767283121744794,0.24199295043945312,-0.21025466918945312,0.45224761962890625,,3.456189473470051,0.12472152709960938,0.208343505859375,-0.08362197875976562,,0.11727142333984375
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1255,1255,8,12.506974220275879,0.8661031723022461,1.0423075358072917,-0.17620436350504565,1.0,12.112783749898274,0.37584972381591797,1.3335952758789062,-0.9577455520629883,,3.32806396484375,-0.00042724609375,0.29169464111328125,-0.29212188720703125,,0.37627696990966797
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1256,1256,8,12.658648173014324,-0.5018291473388672,0.8751207987467448,-1.3769499460856118,1.0,12.492172876993816,-0.0007953643798828125,0.8333028157552084,-0.8340981801350912,,5.249857584635418,-0.249969482421875,-0.4166730244954427,0.1667035420735677,,0.2491741180419922
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1257,1257,8,13.59874661763509,1.251291275024414,0.9587237040201823,0.2925675710042318,1.0,13.029501914978027,1.3787193298339844,0.8333574930826823,0.5453618367513021,,3.624126434326172,-0.24992752075195312,0.6249809265136719,-0.874908447265625,,1.6286468505859375
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1258,1258,8,10.322860399882,0.8737602233886719,1.0000038146972656,-0.12624359130859375,1.0,9.947625160217285,0.0014362335205078125,1.6666920979817708,-1.665255864461263,,2.791158040364582,0.374908447265625,0.5,-0.125091552734375,,-0.3734722137451172
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1259,1259,8,15.923411051432293,2.5259780883789062,1.2506707509358723,1.275307337443034,1.0,14.451784769694012,6.397600173950195,3.5844847361246743,2.813115437825521,,8.999027887980144,-0.2500019073486328,0.4166526794433594,-0.6666545867919922,,6.647602081298828
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1260,1260,8,16.683019638061523,1.1410255432128906,1.0490519205729167,0.09197362263997388,1.0,12.530410766601562,2.128302574157715,1.8753945032755535,0.2529080708821614,,4.541025479634605,0.24972915649414062,-0.0833142598470052,0.3330434163411458,,1.8785734176635742
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1262,1262,8,13.133684158325195,2.2723731994628906,2.95918337504069,-0.6868101755777993,1.0,-0.4494959513346355,-0.7448654174804688,-0.3965231577555339,-0.3483422597249349,,2.7900606791178397,-0.37537384033203125,0.16666285196940103,-0.5420366923014323,,-0.3694915771484375
Qwen3-8B/native_thinking/v5/V4_4_T10000_N8_seed1263,1263,8,16.2141539255778,0.37938690185546875,0.5416653951009115,-0.16227849324544275,1.0,11.20395342508952,0.6249656677246094,0.708337148030599,-0.08337148030598962,,3.7906735738118478,-0.000308990478515625,0.20830663045247397,-0.2086156209309896,,0.625274658203125
