model_label,seed,gold_count,request_id,clean_reference_suffix_exact,clean_reference_suffix_token_accuracy,clean_reference_terminal_nonmarker_token_accuracy,targeted_suffix_token_damage,targeted_terminal_nonmarker_damage,selected_early_eos,mean_random_early_eos,targeted_answer_damage__expected_count_utility,selected_clean_state_restoration__expected_count_utility,random_clean_state_restoration__expected_count_utility,restoration_specificity__expected_count_utility,selected_state_occlusion__expected_count_utility,clean_selected_gap__expected_count_utility,targeted_answer_damage__correct_count_probability,selected_clean_state_restoration__correct_count_probability,random_clean_state_restoration__correct_count_probability,restoration_specificity__correct_count_probability,selected_state_occlusion__correct_count_probability,clean_selected_gap__correct_count_probability,targeted_answer_damage__correct_count_margin,selected_clean_state_restoration__correct_count_margin,random_clean_state_restoration__correct_count_margin,restoration_specificity__correct_count_margin,selected_state_occlusion__correct_count_margin,clean_selected_gap__correct_count_margin,targeted_answer_damage__exact_count,selected_clean_state_restoration__exact_count,random_clean_state_restoration__exact_count,restoration_specificity__exact_count,selected_state_occlusion__exact_count,clean_selected_gap__exact_count
Qwen3-8B,1254,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1254,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-14,3.375077994860476e-14,4.39648317751562e-14,-1.021405182655144e-14,7.549516567451064e-15,3.197442310920451e-14,-1.7985612998927536e-14,3.5083047578154947e-14,4.4853010194856324e-14,-9.769962616701378e-15,7.771561172376096e-15,3.2862601528904634e-14,-0.3749990463256836,2.1250038146972656,1.5000076293945312,0.6249961853027344,0.7500200271606445,1.7500286102294922,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,1255,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1255,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.333599897179738e-12,7.722711359292589e-13,0.0,7.722711359292589e-13,1.4876988529977098e-13,1.333599897179738e-12,1.333377852574813e-12,7.72937269744034e-13,0.0,7.72937269744034e-13,1.4854784069484595e-13,1.333377852574813e-12,1.625,0.6249961853027344,0.0,0.6249961853027344,0.375,1.625,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,1256,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1256,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,1257,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1257,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.504663143554353e-11,1.9553247909698257e-11,0.0,1.9553247909698257e-11,2.6645352591003757e-15,2.504663143554353e-11,2.6813884446141856e-11,2.0758061936021477e-11,0.0,2.0758061936021477e-11,9.769962616701378e-15,2.6813884446141856e-11,7.5,1.5,0.0,1.5,0.3749961853027344,7.5,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,1258,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1258,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,1259,2,Qwen3-8B/native_thinking/v5/V4_4_T10000_N2_seed1259,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,1260,3,Qwen3-8B/native_thinking/v5/V4_4_T10000_N3_seed1260,1.0,1.0,1.0,0.5789473684210527,0.5789473684210527,0.0,0.0,-6.661338147750939e-15,1.7319479184152442e-14,-3.9968028886505635e-15,2.1316282072803006e-14,0.0,1.9539925233402755e-14,-5.88418203051333e-15,1.84297022087776e-14,-3.9968028886505635e-15,2.2426505097428162e-14,0.0,2.020605904817785e-14,0.25002129872639856,1.1250028610229492,-0.08333555857340495,1.2083384195963542,1.52587890625e-05,1.3750476837158203,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,1261,4,Qwen3-8B/native_thinking/v5/V4_4_T10000_N4_seed1261,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,1262,5,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen3-8B,1263,6,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1263,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
