model_label,source_layer,target_layer,normalized_depth,contrast,metric,seed,effect,pairs_per_seed
Gemma4-E4B,39,40,0.975609756097561,aligned_dose_1_minus_orthogonal,target_donor_fraction,1262,0.9393724624533207,4
Gemma4-E4B,39,40,0.975609756097561,aligned_dose_1_minus_orthogonal,target_donor_fraction,1263,0.9579680354217999,4
Gemma4-E4B,40,41,1.0,aligned_dose_1_minus_orthogonal,target_donor_fraction,1254,0.9253424610942602,4
Gemma4-E4B,40,41,1.0,aligned_dose_1_minus_orthogonal,target_donor_fraction,1255,0.9069328680634499,4
Gemma4-E4B,40,41,1.0,aligned_dose_1_minus_orthogonal,target_donor_fraction,1256,0.9240025132894516,4
Gemma4-E4B,40,41,1.0,aligned_dose_1_minus_orthogonal,target_donor_fraction,1257,0.9516794206574559,4
Gemma4-E4B,40,41,1.0,aligned_dose_1_minus_orthogonal,target_donor_fraction,1258,0.9246564153581858,4
Gemma4-E4B,40,41,1.0,aligned_dose_1_minus_orthogonal,target_donor_fraction,1259,0.8827724419534206,4
Gemma4-E4B,40,41,1.0,aligned_dose_1_minus_orthogonal,target_donor_fraction,1260,0.9236960113048553,4
Gemma4-E4B,40,41,1.0,aligned_dose_1_minus_orthogonal,target_donor_fraction,1261,0.935884639620781,4
Gemma4-E4B,40,41,1.0,aligned_dose_1_minus_orthogonal,target_donor_fraction,1262,0.8749948907643557,4
Gemma4-E4B,40,41,1.0,aligned_dose_1_minus_orthogonal,target_donor_fraction,1263,0.9185986649245024,4
Qwen3-8B,0,1,0.0285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1254,-0.04488786339061328,4
Qwen3-8B,0,1,0.0285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1255,-0.0017658671131357533,4
Qwen3-8B,0,1,0.0285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1256,-0.15029444289393729,4
Qwen3-8B,0,1,0.0285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1257,0.014485730818705625,4
Qwen3-8B,0,1,0.0285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1258,-0.02403155021602288,4
Qwen3-8B,0,1,0.0285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1259,-0.04465230368077752,4
Qwen3-8B,0,1,0.0285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1260,0.0325277224183083,4
Qwen3-8B,0,1,0.0285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1261,0.044624677888350596,4
Qwen3-8B,0,1,0.0285714285714285,aligned_dose_1_minus_orthogonal,target_donor_fraction,1262,0.01698016934096815,4
