model_label,source_layer,target_layer,normalized_depth,contrast,metric,seeds,pairs_per_seed,mean_contrast,bootstrap_95ci_low,bootstrap_95ci_high,exact_seed_signflip_p_two_sided,seed_effect_min,seed_effect_max,holm_p_within_model_metric_contrast,significant_holm_0_05
Gemma4-E4B,7,8,0.1951219512195122,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,-0.00625,-0.025,0.015625,0.78125,-0.03125,0.0625,1.0,False
Gemma4-E4B,8,9,0.2195121951219512,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,0.0109375,-0.01875,0.0390625,0.57421875,-0.0625,0.078125,1.0,False
Gemma4-E4B,11,12,0.2926829268292683,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,0.009375,-0.028125,0.04375,0.765625,-0.09375,0.09375,1.0,False
Gemma4-E4B,15,16,0.3902439024390244,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,0.0140625,-0.009375,0.034375,0.375,-0.0625,0.078125,1.0,False
Gemma4-E4B,19,20,0.4878048780487805,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,0.1109375,0.075,0.146875,0.001953125,0.03125,0.203125,0.02734375,True
Gemma4-E4B,23,24,0.5853658536585366,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,1.73125,1.5233984375000003,1.93125,0.001953125,1.0625,2.296875,0.02734375,True
Gemma4-E4B,27,28,0.6829268292682927,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,9.9734375,9.237460937500002,10.6640625,0.001953125,7.84375,11.609375,0.02734375,True
Gemma4-E4B,31,32,0.7804878048780488,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,11.365625,10.7328125,12.053125,0.001953125,9.828125,13.59375,0.02734375,True
Gemma4-E4B,35,36,0.8780487804878049,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,13.278125,12.5640625,13.9671875,0.001953125,11.203125,15.03125,0.02734375,True
Gemma4-E4B,36,37,0.902439024390244,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,12.0625,11.4671875,12.690625,0.001953125,10.546875,14.046875,0.02734375,True
Gemma4-E4B,39,40,0.975609756097561,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,18.07890625,17.2203125,18.9796875,0.001953125,15.8046875,20.890625,0.02734375,True
Gemma4-E4B,40,41,1.0,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,17.9893310546875,17.00214538574219,19.0475341796875,0.001953125,15.1953125,21.494140625,0.02734375,True
Qwen3-8B,0,1,0.0285714285714285,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,-0.03125,-0.075,0.0125,0.3125,-0.125,0.125,1.0,False
Qwen3-8B,3,4,0.1142857142857142,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,0.0125,-0.05,0.06875,0.84375,-0.1875,0.125,1.0,False
Qwen3-8B,7,8,0.2285714285714285,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,0.00625,-0.05625,0.05625,1.0,-0.1875,0.125,1.0,False
Qwen3-8B,11,12,0.3428571428571428,aligned_dose_2_minus_orthogonal,donor_log_odds_gain,10,4,0.0125,-0.04375,0.075,0.84765625,-0.125,0.1875,1.0,False
