model_label,layer,metric,estimand,native_minus_nonthinking,jackknife_se,ci_low_normal,ci_high_normal,jackknife_seed_count
Gemma4-E4B,0,centroid_nearest_squared,quality_slope_per_index,35.99415324818005,28.883619539532777,-20.617741049304193,92.6060475456643,10
Gemma4-E4B,0,centroid_nearest_squared,quality_spearman,1.2635339589740906,0.538076406979291,0.20890420129468024,2.318163716653501,10
Gemma4-E4B,0,centroid_nearest_squared,late_8_10_minus_early_1_3,235.41836293538412,198.17540942881072,-153.0054395450849,623.8421654158532,10
Gemma4-E4B,0,class_nc1_ratio,quality_slope_per_index,0.8070956029737857,1.0468680263541035,-1.244765728680257,2.8589569346278285,10
Gemma4-E4B,0,class_nc1_ratio,quality_spearman,0.27878787878787864,0.7053514451371207,-1.103700953680878,1.6612767112566351,10
Gemma4-E4B,0,class_nc1_ratio,late_8_10_minus_early_1_3,6.506749774058221,5.68788292404382,-4.641500757067666,17.65500030518411,10
Gemma4-E4B,0,fisher_nearest,quality_slope_per_index,0.010018573443133122,0.15166253507365834,-0.2872399953012372,0.30727714218750346,10
Gemma4-E4B,0,fisher_nearest,quality_spearman,0.0,0.9230921804206332,-1.8092606736244412,1.8092606736244412,10
Gemma4-E4B,0,fisher_nearest,late_8_10_minus_early_1_3,0.05990923152815844,0.9331825760273511,-1.7691286174854497,1.8889470805417665,10
Gemma4-E4B,0,logistic_f1,quality_slope_per_index,0.004053369528179543,0.01592855054217978,-0.027166589534492826,0.035273328590851916,10
Gemma4-E4B,0,logistic_f1,quality_spearman,0.1768325556625402,0.44078834987012194,-0.6871126100828988,1.0407777214079792,10
Gemma4-E4B,0,logistic_f1,late_8_10_minus_early_1_3,-0.01371309537460208,0.13651614382792163,-0.28128473727732844,0.2538585465281243,10
Gemma4-E4B,0,logistic_precision,quality_slope_per_index,-0.019753712320557237,0.02938819934957844,-0.07735458304573098,0.0378471584046165,10
Gemma4-E4B,0,logistic_precision,quality_spearman,0.14318516829753708,0.3879961381679754,-0.6172872625116947,0.9036575991067688,10
Gemma4-E4B,0,logistic_precision,late_8_10_minus_early_1_3,-0.14149902385196497,0.2181860741279292,-0.5691437291427062,0.2861456814387763,10
Gemma4-E4B,0,logistic_recall,quality_slope_per_index,0.04779220779220779,0.031180466536497076,-0.013321506619326483,0.10890592220374207,10
Gemma4-E4B,0,logistic_recall,quality_spearman,0.6222641396813449,0.3021075338433146,0.030133373348448234,1.2143949060142414,10
Gemma4-E4B,0,logistic_recall,late_8_10_minus_early_1_3,0.2603174603174603,0.22886885410853172,-0.1882654937352619,0.7089004143701825,10
Gemma4-E4B,0,mean_bhattacharyya,quality_slope_per_index,0.07107074958106085,0.3846250665509784,-0.6827943808588568,0.8249358800209785,10
Gemma4-E4B,0,mean_bhattacharyya,quality_spearman,1.0545454545454545,0.5970284542688158,-0.11563031582142447,2.2247212249123334,10
Gemma4-E4B,0,mean_bhattacharyya,late_8_10_minus_early_1_3,0.5269660599253798,2.339903787418519,-4.059245363414917,5.113177483265677,10
Gemma4-E4B,0,min_bhattacharyya,quality_slope_per_index,0.10221073401696748,0.37866912715440876,-0.6399807552056737,0.8444022232396086,10
Gemma4-E4B,0,min_bhattacharyya,quality_spearman,1.443485825387895,0.5584316940641003,0.34895970502225837,2.5380119457535315,10
Gemma4-E4B,0,min_bhattacharyya,late_8_10_minus_early_1_3,0.7224824056029322,2.3798779539307375,-3.942078384101314,5.387043195307178,10
Gemma4-E4B,0,nc2_class_cosine_deviation,quality_slope_per_index,0.02127502051645836,0.012854150049949721,-0.0039191135814430934,0.04646915461435981,10
Gemma4-E4B,0,nc2_class_cosine_deviation,quality_spearman,0.7757575757575756,0.6928584938946649,-0.5822450722759676,2.1337602237911186,10
Gemma4-E4B,0,nc2_class_cosine_deviation,late_8_10_minus_early_1_3,0.13086556710701416,0.09145741658792009,-0.04839096940530921,0.31012210361933756,10
Gemma4-E4B,0,ncc_recall,quality_slope_per_index,-0.005800865800865796,0.020367718732325346,-0.04572159451622347,0.034119862914491886,10
Gemma4-E4B,0,ncc_recall,quality_spearman,-0.17127221213351174,0.4431010484617724,-1.0397502671185856,0.6972058428515622,10
Gemma4-E4B,0,ncc_recall,late_8_10_minus_early_1_3,-0.033333333333333354,0.12862041003100252,-0.28542933699409834,0.2187626703274316,10
Gemma4-E4B,0,silhouette_cosine,quality_slope_per_index,0.0023351607674902118,0.0649966804219846,-0.1250583328595996,0.12972865439458003,10
Gemma4-E4B,0,silhouette_cosine,quality_spearman,0.303030303030303,0.6631355520031922,-0.9967153788959537,1.6027759849565597,10
Gemma4-E4B,0,silhouette_cosine,late_8_10_minus_early_1_3,0.01860615238547325,0.37816143047051926,-0.7225902513367445,0.759802556107691,10
Gemma4-E4B,0,within_trace,quality_slope_per_index,-247.6464784564393,185.85265848287818,-611.9176890828805,116.62473217000195,10
Gemma4-E4B,0,within_trace,quality_spearman,-0.8606060606060605,0.6570557921893595,-2.148435413297205,0.42722329208508414,10
Gemma4-E4B,0,within_trace,late_8_10_minus_early_1_3,-1764.9053141276042,1283.3192383940677,-4280.211021379977,750.4003931247682,10
Gemma4-E4B,1,centroid_nearest_squared,quality_slope_per_index,28.58545763420337,27.45171735129898,-25.219908374342634,82.39082364274937,10
Gemma4-E4B,1,centroid_nearest_squared,quality_spearman,1.1890464949722532,0.6153748512276266,-0.017088213433894772,2.3951812033784012,10
Gemma4-E4B,1,centroid_nearest_squared,late_8_10_minus_early_1_3,189.35590871175134,189.06802978304327,-181.2174296630135,559.9292470865162,10
Gemma4-E4B,1,class_nc1_ratio,quality_slope_per_index,0.18517213057282766,1.2104383839641373,-2.187287101996881,2.5576313631425367,10
Gemma4-E4B,1,class_nc1_ratio,quality_spearman,-0.012121212121212144,0.7008377513512012,-1.3857632047695665,1.361520780527142,10
Gemma4-E4B,1,class_nc1_ratio,late_8_10_minus_early_1_3,1.8404246438707013,7.670362993575037,-13.193486823536372,16.874336111277774,10
Gemma4-E4B,1,fisher_nearest,quality_slope_per_index,0.009430972375117839,0.13595676823232888,-0.25704429336024676,0.2759062381104825,10
Gemma4-E4B,1,fisher_nearest,quality_spearman,0.3393939393939394,0.6972816166317322,-1.0272780292042556,1.7060659079921343,10
Gemma4-E4B,1,fisher_nearest,late_8_10_minus_early_1_3,0.05751631516421567,0.8244559576494089,-1.5584173618286257,1.6734499921570571,10
Gemma4-E4B,1,logistic_f1,quality_slope_per_index,-0.011736360550589771,0.021807342478137152,-0.05447875180773858,0.031006030706559044,10
Gemma4-E4B,1,logistic_f1,quality_spearman,-0.17821538501068612,0.40064748707587194,-0.9634844596793951,0.6070536896580229,10
Gemma4-E4B,1,logistic_f1,late_8_10_minus_early_1_3,-0.07458374958374961,0.19063906214187723,-0.44823631138182896,0.2990688122143298,10
Gemma4-E4B,1,logistic_precision,quality_slope_per_index,-0.02163198448713449,0.051290183754394654,-0.12216074464574801,0.07889677567147903,10
Gemma4-E4B,1,logistic_precision,quality_spearman,-0.18547232960690066,0.6698979003700749,-1.4984722143322475,1.127527555118446,10
Gemma4-E4B,1,logistic_precision,late_8_10_minus_early_1_3,-0.18686481180087314,0.3935965667360965,-0.9583140826036223,0.5845844590018761,10
Gemma4-E4B,1,logistic_recall,quality_slope_per_index,0.0033766233766234044,0.02596585569752035,-0.047516453790516486,0.05426970054376329,10
Gemma4-E4B,1,logistic_recall,quality_spearman,0.08718230400327151,0.4264488343528014,-0.7486574113282192,0.9230220193347622,10
Gemma4-E4B,1,logistic_recall,late_8_10_minus_early_1_3,0.08888888888888896,0.20199621069664275,-0.3070236840765308,0.4848014618543087,10
Gemma4-E4B,1,mean_bhattacharyya,quality_slope_per_index,0.06608954656003703,0.2655120036576998,-0.45431398060905454,0.5864930737291286,10
Gemma4-E4B,1,mean_bhattacharyya,quality_spearman,0.7151515151515151,0.472223507803576,-0.2104065601434939,1.640709590446524,10
Gemma4-E4B,1,mean_bhattacharyya,late_8_10_minus_early_1_3,0.4205535341192179,1.582554689960783,-2.681253658203917,3.5223607264423524,10
Gemma4-E4B,1,min_bhattacharyya,quality_slope_per_index,0.11135176799514084,0.23858672293239486,-0.35627820895235307,0.5789817449426348,10
Gemma4-E4B,1,min_bhattacharyya,quality_spearman,1.2382950142057134,0.6134635047585504,0.035906544878954616,2.440683483532472,10
Gemma4-E4B,1,min_bhattacharyya,late_8_10_minus_early_1_3,0.7844048440456388,1.3926673381651293,-1.9452231387580146,3.5140328268492924,10
