model_label,mode,layer,occurrence,n_confirmation_class,metric,value,quality_direction,quality_value
Qwen3-8B,non_thinking,0,10,10,nc2_class_cosine_deviation,0.6771270126840214,lower,-0.6771270126840214
Qwen3-8B,native_thinking,0,1,10,logistic_precision,0.42857142857142855,higher,0.42857142857142855
Qwen3-8B,native_thinking,0,1,10,logistic_recall,0.3,higher,0.3
Qwen3-8B,native_thinking,0,1,10,logistic_f1,0.35294117647058826,higher,0.35294117647058826
Qwen3-8B,native_thinking,0,1,10,ncc_recall,0.5,higher,0.5
Qwen3-8B,native_thinking,0,1,10,silhouette_cosine,-0.19361045956611633,higher,-0.19361045956611633
Qwen3-8B,native_thinking,0,1,10,within_trace,1908.643310546875,lower,-1908.643310546875
Qwen3-8B,native_thinking,0,1,10,class_nc1_ratio,14.549746862485204,lower,-14.549746862485204
Qwen3-8B,native_thinking,0,1,10,centroid_nearest_squared,178.68270874023438,higher,178.68270874023438
Qwen3-8B,native_thinking,0,1,10,fisher_nearest,0.09361765383445964,higher,0.09361765383445964
Qwen3-8B,native_thinking,0,1,10,min_bhattacharyya,1.7822976410388947,higher,1.7822976410388947
Qwen3-8B,native_thinking,0,1,10,mean_bhattacharyya,2.7031008071369595,higher,2.7031008071369595
Qwen3-8B,native_thinking,0,1,10,nc2_class_cosine_deviation,0.26320450431034886,lower,-0.26320450431034886
Qwen3-8B,native_thinking,0,2,10,logistic_precision,0.5,higher,0.5
Qwen3-8B,native_thinking,0,2,10,logistic_recall,0.2,higher,0.2
Qwen3-8B,native_thinking,0,2,10,logistic_f1,0.2857142857142857,higher,0.2857142857142857
Qwen3-8B,native_thinking,0,2,10,ncc_recall,0.0,higher,0.0
Qwen3-8B,native_thinking,0,2,10,silhouette_cosine,-0.0015269018476828933,higher,-0.0015269018476828933
Qwen3-8B,native_thinking,0,2,10,within_trace,911.100341796875,lower,-911.100341796875
Qwen3-8B,native_thinking,0,2,10,class_nc1_ratio,5.2618089686218745,lower,-5.2618089686218745
Qwen3-8B,native_thinking,0,2,10,centroid_nearest_squared,178.86611938476562,higher,178.86611938476562
Qwen3-8B,native_thinking,0,2,10,fisher_nearest,0.19631879297949256,higher,0.19631879297949256
Qwen3-8B,native_thinking,0,2,10,min_bhattacharyya,2.2243714779615402,higher,2.2243714779615402
Qwen3-8B,native_thinking,0,2,10,mean_bhattacharyya,4.5191876457797155,higher,4.5191876457797155
Qwen3-8B,native_thinking,0,2,10,nc2_class_cosine_deviation,0.24311353027084726,lower,-0.24311353027084726
Qwen3-8B,native_thinking,0,3,9,logistic_precision,0.1,higher,0.1
Qwen3-8B,native_thinking,0,3,9,logistic_recall,0.2222222222222222,higher,0.2222222222222222
Qwen3-8B,native_thinking,0,3,9,logistic_f1,0.13793103448275862,higher,0.13793103448275862
Qwen3-8B,native_thinking,0,3,9,ncc_recall,0.3333333333333333,higher,0.3333333333333333
Qwen3-8B,native_thinking,0,3,9,silhouette_cosine,-0.2217162549495697,higher,-0.2217162549495697
Qwen3-8B,native_thinking,0,3,9,within_trace,3316.24755859375,lower,-3316.24755859375
Qwen3-8B,native_thinking,0,3,9,class_nc1_ratio,9.162134689655861,lower,-9.162134689655861
Qwen3-8B,native_thinking,0,3,9,centroid_nearest_squared,347.31512451171875,higher,347.31512451171875
Qwen3-8B,native_thinking,0,3,9,fisher_nearest,0.10473136229280701,higher,0.10473136229280701
Qwen3-8B,native_thinking,0,3,9,min_bhattacharyya,1.716517373919487,higher,1.716517373919487
Qwen3-8B,native_thinking,0,3,9,mean_bhattacharyya,3.451847591333919,higher,3.451847591333919
Qwen3-8B,native_thinking,0,3,9,nc2_class_cosine_deviation,0.258615736608152,lower,-0.258615736608152
Qwen3-8B,native_thinking,0,4,9,logistic_precision,0.0,higher,0.0
Qwen3-8B,native_thinking,0,4,9,logistic_recall,0.0,higher,0.0
Qwen3-8B,native_thinking,0,4,9,logistic_f1,0.0,higher,0.0
Qwen3-8B,native_thinking,0,4,9,ncc_recall,0.0,higher,0.0
Qwen3-8B,native_thinking,0,4,9,silhouette_cosine,-0.26310110092163086,higher,-0.26310110092163086
Qwen3-8B,native_thinking,0,4,9,within_trace,2972.979736328125,lower,-2972.979736328125
Qwen3-8B,native_thinking,0,4,9,class_nc1_ratio,19.742505799368665,lower,-19.742505799368665
Qwen3-8B,native_thinking,0,4,9,centroid_nearest_squared,195.5050811767578,higher,195.5050811767578
Qwen3-8B,native_thinking,0,4,9,fisher_nearest,0.06576065043020532,higher,0.06576065043020532
Qwen3-8B,native_thinking,0,4,9,min_bhattacharyya,1.2150605916976929,higher,1.2150605916976929
Qwen3-8B,native_thinking,0,4,9,mean_bhattacharyya,2.79172782599926,higher,2.79172782599926
Qwen3-8B,native_thinking,0,4,9,nc2_class_cosine_deviation,0.33204269309723633,lower,-0.33204269309723633
Qwen3-8B,native_thinking,0,5,9,logistic_precision,0.0625,higher,0.0625
Qwen3-8B,native_thinking,0,5,9,logistic_recall,0.1111111111111111,higher,0.1111111111111111
Qwen3-8B,native_thinking,0,5,9,logistic_f1,0.08,higher,0.08
Qwen3-8B,native_thinking,0,5,9,ncc_recall,0.2222222222222222,higher,0.2222222222222222
Qwen3-8B,native_thinking,0,5,9,silhouette_cosine,-0.20096677541732788,higher,-0.20096677541732788
Qwen3-8B,native_thinking,0,5,9,within_trace,1230.7420654296875,lower,-1230.7420654296875
Qwen3-8B,native_thinking,0,5,9,class_nc1_ratio,12.68554408030385,lower,-12.68554408030385
Qwen3-8B,native_thinking,0,5,9,centroid_nearest_squared,164.2894287109375,higher,164.2894287109375
Qwen3-8B,native_thinking,0,5,9,fisher_nearest,0.13348810715556336,higher,0.13348810715556336
Qwen3-8B,native_thinking,0,5,9,min_bhattacharyya,2.196902558207512,higher,2.196902558207512
Qwen3-8B,native_thinking,0,5,9,mean_bhattacharyya,3.4172182199027805,higher,3.4172182199027805
Qwen3-8B,native_thinking,0,5,9,nc2_class_cosine_deviation,0.29158870390627856,lower,-0.29158870390627856
Qwen3-8B,native_thinking,0,6,9,logistic_precision,0.0,higher,0.0
Qwen3-8B,native_thinking,0,6,9,logistic_recall,0.0,higher,0.0
Qwen3-8B,native_thinking,0,6,9,logistic_f1,0.0,higher,0.0
Qwen3-8B,native_thinking,0,6,9,ncc_recall,0.0,higher,0.0
Qwen3-8B,native_thinking,0,6,9,silhouette_cosine,-0.2509932219982147,higher,-0.2509932219982147
Qwen3-8B,native_thinking,0,6,9,within_trace,1157.606201171875,lower,-1157.606201171875
Qwen3-8B,native_thinking,0,6,9,class_nc1_ratio,17.912424054549568,lower,-17.912424054549568
Qwen3-8B,native_thinking,0,6,9,centroid_nearest_squared,164.2894287109375,higher,164.2894287109375
Qwen3-8B,native_thinking,0,6,9,fisher_nearest,0.14192169024718684,higher,0.14192169024718684
Qwen3-8B,native_thinking,0,6,9,min_bhattacharyya,2.2109233736991882,higher,2.2109233736991882
Qwen3-8B,native_thinking,0,6,9,mean_bhattacharyya,3.0456102391084037,higher,3.0456102391084037
Qwen3-8B,native_thinking,0,6,9,nc2_class_cosine_deviation,0.15021801293241205,lower,-0.15021801293241205
Qwen3-8B,native_thinking,0,7,9,logistic_precision,0.0,higher,0.0
Qwen3-8B,native_thinking,0,7,9,logistic_recall,0.0,higher,0.0
Qwen3-8B,native_thinking,0,7,9,logistic_f1,0.0,higher,0.0
Qwen3-8B,native_thinking,0,7,9,ncc_recall,0.1111111111111111,higher,0.1111111111111111
Qwen3-8B,native_thinking,0,7,9,silhouette_cosine,-0.253273606300354,higher,-0.253273606300354
Qwen3-8B,native_thinking,0,7,9,within_trace,2932.514892578125,lower,-2932.514892578125
Qwen3-8B,native_thinking,0,7,9,class_nc1_ratio,19.123370515219335,lower,-19.123370515219335
Qwen3-8B,native_thinking,0,7,9,centroid_nearest_squared,209.00917053222656,higher,209.00917053222656
Qwen3-8B,native_thinking,0,7,9,fisher_nearest,0.0712730124785405,higher,0.0712730124785405
Qwen3-8B,native_thinking,0,7,9,min_bhattacharyya,1.2150605916976929,higher,1.2150605916976929
Qwen3-8B,native_thinking,0,7,9,mean_bhattacharyya,3.093663608034452,higher,3.093663608034452
Qwen3-8B,native_thinking,0,7,9,nc2_class_cosine_deviation,0.2104635903680766,lower,-0.2104635903680766
Qwen3-8B,native_thinking,0,8,9,logistic_precision,0.0,higher,0.0
Qwen3-8B,native_thinking,0,8,9,logistic_recall,0.0,higher,0.0
Qwen3-8B,native_thinking,0,8,9,logistic_f1,0.0,higher,0.0
Qwen3-8B,native_thinking,0,8,9,ncc_recall,0.1111111111111111,higher,0.1111111111111111
Qwen3-8B,native_thinking,0,8,9,silhouette_cosine,-0.18824145197868347,higher,-0.18824145197868347
Qwen3-8B,native_thinking,0,8,9,within_trace,1528.40966796875,lower,-1528.40966796875
Qwen3-8B,native_thinking,0,8,9,class_nc1_ratio,11.272828211192337,lower,-11.272828211192337
Qwen3-8B,native_thinking,0,8,9,centroid_nearest_squared,173.08078002929688,higher,173.08078002929688
Qwen3-8B,native_thinking,0,8,9,fisher_nearest,0.11324240068392168,higher,0.11324240068392168
Qwen3-8B,native_thinking,0,8,9,min_bhattacharyya,1.7822976410388947,higher,1.7822976410388947
Qwen3-8B,native_thinking,0,8,9,mean_bhattacharyya,2.8246367474397025,higher,2.8246367474397025
Qwen3-8B,native_thinking,0,8,9,nc2_class_cosine_deviation,0.26174300918240606,lower,-0.26174300918240606
Qwen3-8B,native_thinking,0,9,9,logistic_precision,0.07142857142857142,higher,0.07142857142857142
Qwen3-8B,native_thinking,0,9,9,logistic_recall,0.1111111111111111,higher,0.1111111111111111
Qwen3-8B,native_thinking,0,9,9,logistic_f1,0.08695652173913043,higher,0.08695652173913043
Qwen3-8B,native_thinking,0,9,9,ncc_recall,0.0,higher,0.0
Qwen3-8B,native_thinking,0,9,9,silhouette_cosine,-0.242445707321167,higher,-0.242445707321167
