model_label,mode,layer,n_confirmation,n_confirmation_seed_clusters,min_confirmation_per_class,max_confirmation_per_class,pca_components,logistic_accuracy,logistic_balanced_accuracy,ncc_accuracy,ncc_balanced_accuracy,class_balanced_snr,class_balanced_snr_db,class_balanced_signal_power,class_balanced_noise_power,nc4_probe_ncc_disagreement,nc1_trace_sigmaw_sigmab_pinv_over_c,nc2_etf_gram_relative_error,nc2_centered_centroid_norm_cv,pillai_trace_regularized,lawley_hotelling_trace_regularized,wilks_lambda_regularized,wilks_log_separation_regularized,covariance_ridge,covariance_ridge_attempts,covariance_min_eigenvalue_before_ridge,covariance_within_scale
Qwen3-8B,non_thinking,21,100,10,10,10,32,0.47,0.47000000000000003,0.38,0.38,0.9445081231783745,-0.2479430260570187,1249.6563720703125,1323.0763626098633,0.55,578012742.4220928,1.6364333629608154,0.712001383304596,4.508082811204281,226.6543413044435,2.6957405107601054e-06,12.823837619264577,4.134613825380802e-05,1,1.1540104785096377,41.34613825380802
Qwen3-8B,native_thinking,21,92,10,9,10,32,0.6847826086956522,0.6777777777777778,0.5434782608695652,0.5366666666666667,0.22727367643632737,-6.434508627373134,496.23345947265625,2183.418103027344,0.4782608695652174,-163111461.78146994,1.4639966487884521,0.5258522629737854,4.857071590250468,218.09219230138206,1.8895572165364184e-06,13.179168033304716,6.84656638354063e-05,1,0.3127432151102639,68.4656638354063
Qwen3-8B,non_thinking,22,100,10,10,10,32,0.44,0.44000000000000006,0.39,0.38999999999999996,0.6953241288509053,-1.578126996450454,971.0169677734375,1396.4954292297364,0.54,-15870418.782124931,1.4364224672317505,0.6950230002403259,4.535690997516692,145.87080090782788,8.997079546383634e-06,11.618610528134163,4.364048235118389e-05,1,2.0659392485234505,43.64048235118389
Qwen3-8B,native_thinking,22,92,10,9,10,32,0.6739130434782609,0.6677777777777779,0.5978260869565217,0.5911111111111111,0.23814670321304185,-6.231554262720392,521.5819702148438,2190.170861816406,0.3804347826086957,491517676.25092727,1.4435609579086304,0.49202126264572144,5.085489681113897,210.597843566607,9.715402926083702e-07,13.844383094353484,6.866498352587223e-05,1,0.31137633126989767,68.66498352587223
Qwen3-8B,non_thinking,23,100,10,10,10,32,0.33,0.32999999999999996,0.33,0.32999999999999996,0.6930209823848923,-1.5925361618757883,691.7237548828125,998.1281555175781,0.49,431153526.61558044,1.4092419147491455,0.7517834305763245,4.405186659699279,97.6349389363346,2.85625549893259e-05,10.463413964083664,3.1191506177186964e-05,1,1.592326056130331,31.191506177186966
Qwen3-8B,native_thinking,23,92,10,9,10,32,0.7282608695652174,0.7233333333333334,0.5217391304347826,0.5133333333333334,0.2503574877608458,-6.014394150715932,537.0687255859375,2145.2073608398437,0.4782608695652174,466077733.637345,1.4434915781021118,0.5171443223953247,5.111832928216639,175.23716845502045,1.0855763065493882e-06,13.733399553876353,6.727652487903833e-05,1,0.18220386154637522,67.27652487903833
Qwen3-8B,non_thinking,24,100,10,10,10,32,0.31,0.30999999999999994,0.3,0.3,0.7460156064339961,-1.272520871154391,587.333740234375,787.2941734313965,0.55,-125752315.79580934,1.4174968004226685,0.8017796277999878,4.300415911704366,74.91759914791335,7.038883399917163e-05,9.561475915346163,2.4602943167090414e-05,1,1.3358805420784186,24.602943167090416
Qwen3-8B,native_thinking,24,92,10,9,10,32,0.6304347826086957,0.6233333333333333,0.5,0.49111111111111116,0.2504343627913203,-6.013060806263276,502.3168029785156,2005.7822631835938,0.391304347826087,-371159732.12687886,1.3358968496322632,0.5245482921600342,5.107958833591335,111.68379705428563,4.317779999274481e-06,12.352769176851323,6.289771205186844e-05,1,0.25893460627666465,62.89771205186844
Qwen3-8B,non_thinking,25,100,10,10,10,32,0.31,0.31000000000000005,0.26,0.26,0.7134249094983847,-1.4665173117815964,510.54534912109375,715.6259086608886,0.55,-135108700.8031816,1.4376225471496582,0.8341287970542908,4.127230186699091,68.58595763082738,0.00011866625625345429,9.03919557432464,2.2363310918211935e-05,1,1.3902481630781338,22.363310918211937
Qwen3-8B,native_thinking,25,92,10,9,10,32,0.717391304347826,0.7122222222222222,0.4891304347826087,0.4800000000000001,0.23658869868333493,-6.260060044954448,488.31903076171875,2063.9998168945312,0.5,9805943890.66232,1.4580044746398926,0.5595501661300659,4.976168740990392,101.52030341013167,4.568037194263078e-06,12.296426943291902,6.47775193825364e-05,1,0.20403148960810324,64.77751938253641
Qwen3-8B,non_thinking,26,100,10,10,10,32,0.29,0.29000000000000004,0.26,0.26000000000000006,0.6781290711823125,-1.6868763715457544,451.148193359375,665.2836643218994,0.54,-95244871.66276145,1.4285858869552612,0.8309827446937561,4.068679570872915,60.09708139633481,0.00016597449223167883,8.703676442669778,2.079011461138725e-05,1,1.0646485388667912,20.790114611387253
Qwen3-8B,native_thinking,26,92,10,9,10,32,0.6413043478260869,0.6333333333333334,0.44565217391304346,0.4377777777777778,0.2358936826252602,-6.2728368962617616,482.8744201660156,2047.0002197265626,0.4891304347826087,-319869123.2989977,1.4736136198043823,0.5811834335327148,4.922373934054521,105.08476150762728,5.0159164475907485e-06,12.202894411951265,6.428302399069071e-05,1,0.29016871725857607,64.28302399069071
Qwen3-8B,non_thinking,27,100,10,10,10,32,0.32,0.31999999999999995,0.26,0.26,0.6936717257117503,-1.5884600712598136,398.7235412597656,574.8014896392822,0.54,-56330373.47823252,1.4590508937835693,0.8650853633880615,3.920254733188496,56.23793735233818,0.0002388540211995652,8.339657982600919,1.7962546981871128e-05,1,0.8731264991810292,17.962546981871128
Qwen3-8B,native_thinking,27,92,10,9,10,32,0.6195652173913043,0.6122222222222222,0.4673913043478261,0.4600000000000001,0.23446432884423038,-6.299232210278152,462.720458984375,1973.52177734375,0.4673913043478261,1110626275.938566,1.4850287437438965,0.5921436548233032,4.978721427142052,118.64853740766948,3.52770702475242e-06,12.554862466138609,6.19769999757409e-05,1,0.2202440498652419,61.97699997574091
Qwen3-8B,non_thinking,28,100,10,10,10,32,0.26,0.26,0.23,0.23000000000000004,0.6671679963659022,-1.7576479470701951,336.2482604980469,503.9933904647827,0.53,823594837.1910131,1.4772855043411255,0.8825251460075378,3.980671519974165,51.937202796498276,0.0002434593043981561,8.320560757137336,1.5749794356524943e-05,1,0.6868818214104422,15.749794356524944
Qwen3-8B,native_thinking,28,92,10,9,10,32,0.6195652173913043,0.6133333333333334,0.44565217391304346,0.4377777777777778,0.22343814392560993,-6.508426849252649,457.091796875,2045.71962890625,0.43478260869565216,169614896.59109348,1.369071125984192,0.5982418656349182,4.839211477897665,89.9862197699124,1.1986772004413438e-05,11.33170684915767,6.420216038823128e-05,1,0.20943150472994612,64.20216038823128
Qwen3-8B,non_thinking,29,100,10,10,10,32,0.25,0.25,0.24,0.24000000000000005,0.6486280096294547,-1.8800430116896494,310.571533203125,478.813015460968,0.49,139479332.46211684,1.4880528450012207,0.903234601020813,3.9124511674961866,46.88387158986504,0.0003431993575237209,7.977199062369349,1.4962906353175639e-05,1,0.8245032576646535,14.96290635317564
Qwen3-8B,native_thinking,29,92,10,9,10,32,0.6739130434782609,0.6666666666666667,0.45652173913043476,0.4477777777777778,0.21900469461478544,-6.595465754637933,411.1458435058594,1877.338037109375,0.33695652173913043,-160914832.43929976,1.3462172746658325,0.6048256754875183,5.4494154620253505,62.622575058512815,5.789036290561303e-06,12.059544724004468,5.887781552970409e-05,1,0.2798084447334869,58.877815529704094
Qwen3-8B,non_thinking,30,100,10,10,10,32,0.29,0.29000000000000004,0.24,0.24000000000000005,0.6061087185465387,-2.1744946885351233,271.6376037597656,448.1664682388306,0.54,58198031.61290304,1.490217924118042,0.8923482894897461,3.999889883999797,41.97617986545324,0.00030893638057192656,8.08237519038114,1.4005202762782573e-05,1,0.5858999522001228,14.005202762782574
Qwen3-8B,native_thinking,30,92,10,9,10,32,0.5869565217391305,0.5788888888888889,0.45652173913043476,0.4488888888888889,0.20642978209634374,-6.852276458673387,392.7841796875,1902.7495727539062,0.33695652173913043,-442710591.617993,1.226256012916565,0.5750079154968262,5.067797655269219,61.08581634924506,1.5140033552187869e-05,11.09816809382877,5.9592613548040385e-05,1,0.3874768659129217,59.59261354804039
Qwen3-8B,non_thinking,31,100,10,10,10,32,0.26,0.26,0.27,0.27,0.5856276984433438,-2.323783906302955,254.4045867919922,434.4135147094727,0.55,-128290707.31658559,1.5034079551696777,0.9031769633293152,3.776138523849708,41.35727284023662,0.0005306107041721163,7.541481942751124,1.3575422152876854e-05,1,0.6056022101432661,13.575422152876854
Qwen3-8B,native_thinking,31,92,10,9,10,32,0.5434782608695652,0.5355555555555556,0.42391304347826086,0.4188888888888889,0.19225799167046498,-7.161155986461761,371.8721618652344,1934.2351318359374,0.40217391304347827,-260627087.16162476,1.2740675210952759,0.6086012721061707,4.915400134532096,63.64670972170631,1.7744951214131514e-05,10.93940952114367,6.055641284584999e-05,1,0.24795883018251663,60.55641284584999
Qwen3-8B,non_thinking,32,100,10,10,10,32,0.27,0.27,0.28,0.28,0.5918481243992237,-2.2778972435401537,268.4436340332031,453.56844596862794,0.48,-400678210.5718706,1.4953776597976685,0.8937632441520691,3.836713272837419,42.29672525545967,0.0004675329485338269,7.668040733571777,1.4174013793468475e-05,1,0.5935482427800326,14.174013793468475
Qwen3-8B,native_thinking,32,92,10,9,10,32,0.532608695652174,0.5255555555555556,0.4673913043478261,0.46222222222222226,0.15668357842991298,-8.049765183431001,316.3634338378906,2019.1231079101562,0.5,-1859835436.4737027,1.2560420036315918,0.6031228303909302,4.752907432628584,57.63156268371355,3.131591642918956e-05,10.371384077551955,6.316478876769543e-05,1,0.3915093269110124,63.16478876769543
Qwen3-8B,non_thinking,33,100,10,10,10,32,0.24,0.24000000000000005,0.32,0.32,0.5880307795219599,-2.305999408852734,275.60858154296875,468.6975429534912,0.49,456202092.9541823,1.496923565864563,0.9071993231773376,3.9540276894370145,37.81688164777854,0.00047617331500530595,7.649728662849774,1.4646799348294734e-05,1,0.39746321229367365,14.646799348294735
