population,model_label,seed,condition,endpoint,effect,rows
all,Gemma4-E4B,1263,centroid_curve_remove,absolute_error_increase,0.1111111111111111,9
all,Gemma4-E4B,1263,actual_rank3_remove,accuracy_drop,0.0,9
all,Gemma4-E4B,1263,centroid_curve_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1254,actual_rank3_remove,absolute_error_increase,0.1111111111111111,9
all,Qwen3-8B,1254,centroid_curve_remove,absolute_error_increase,0.1111111111111111,9
all,Qwen3-8B,1254,actual_rank3_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1254,centroid_curve_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1255,actual_rank3_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1255,centroid_curve_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1255,actual_rank3_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1255,centroid_curve_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1256,actual_rank3_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1256,centroid_curve_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1256,actual_rank3_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1256,centroid_curve_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1257,actual_rank3_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1257,centroid_curve_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1257,actual_rank3_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1257,centroid_curve_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1258,actual_rank3_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1258,centroid_curve_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1258,actual_rank3_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1258,centroid_curve_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1259,actual_rank3_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1259,centroid_curve_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1259,actual_rank3_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1259,centroid_curve_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1260,actual_rank3_remove,absolute_error_increase,-0.1111111111111111,9
all,Qwen3-8B,1260,centroid_curve_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1260,actual_rank3_remove,accuracy_drop,-0.1111111111111111,9
all,Qwen3-8B,1260,centroid_curve_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1261,actual_rank3_remove,absolute_error_increase,0.3333333333333333,9
all,Qwen3-8B,1261,centroid_curve_remove,absolute_error_increase,0.3333333333333333,9
all,Qwen3-8B,1261,actual_rank3_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1261,centroid_curve_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1262,actual_rank3_remove,absolute_error_increase,0.2222222222222222,9
all,Qwen3-8B,1262,centroid_curve_remove,absolute_error_increase,0.2222222222222222,9
all,Qwen3-8B,1262,actual_rank3_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1262,centroid_curve_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1263,actual_rank3_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1263,centroid_curve_remove,absolute_error_increase,0.0,9
all,Qwen3-8B,1263,actual_rank3_remove,accuracy_drop,0.0,9
all,Qwen3-8B,1263,centroid_curve_remove,accuracy_drop,0.0,9
clean_correct_only,Gemma4-E4B,1254,actual_rank3_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1254,centroid_curve_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1254,actual_rank3_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1254,centroid_curve_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1255,actual_rank3_remove,absolute_error_increase,0.0,4
clean_correct_only,Gemma4-E4B,1255,centroid_curve_remove,absolute_error_increase,0.0,4
clean_correct_only,Gemma4-E4B,1255,actual_rank3_remove,accuracy_drop,0.0,4
clean_correct_only,Gemma4-E4B,1255,centroid_curve_remove,accuracy_drop,0.0,4
clean_correct_only,Gemma4-E4B,1256,actual_rank3_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1256,centroid_curve_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1256,actual_rank3_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1256,centroid_curve_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1257,actual_rank3_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1257,centroid_curve_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1257,actual_rank3_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1257,centroid_curve_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1258,actual_rank3_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1258,centroid_curve_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1258,actual_rank3_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1258,centroid_curve_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1259,actual_rank3_remove,absolute_error_increase,0.0,3
clean_correct_only,Gemma4-E4B,1259,centroid_curve_remove,absolute_error_increase,0.0,3
clean_correct_only,Gemma4-E4B,1259,actual_rank3_remove,accuracy_drop,0.0,3
clean_correct_only,Gemma4-E4B,1259,centroid_curve_remove,accuracy_drop,0.0,3
clean_correct_only,Gemma4-E4B,1260,actual_rank3_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1260,centroid_curve_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1260,actual_rank3_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1260,centroid_curve_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1261,actual_rank3_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1261,centroid_curve_remove,absolute_error_increase,0.0,2
clean_correct_only,Gemma4-E4B,1261,actual_rank3_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1261,centroid_curve_remove,accuracy_drop,0.0,2
clean_correct_only,Gemma4-E4B,1262,actual_rank3_remove,absolute_error_increase,0.0,4
clean_correct_only,Gemma4-E4B,1262,centroid_curve_remove,absolute_error_increase,0.0,4
clean_correct_only,Gemma4-E4B,1262,actual_rank3_remove,accuracy_drop,0.0,4
clean_correct_only,Gemma4-E4B,1262,centroid_curve_remove,accuracy_drop,0.0,4
clean_correct_only,Gemma4-E4B,1263,actual_rank3_remove,absolute_error_increase,0.0,3
clean_correct_only,Gemma4-E4B,1263,centroid_curve_remove,absolute_error_increase,0.0,3
clean_correct_only,Gemma4-E4B,1263,actual_rank3_remove,accuracy_drop,0.0,3
clean_correct_only,Gemma4-E4B,1263,centroid_curve_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1254,actual_rank3_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1254,centroid_curve_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1254,actual_rank3_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1254,centroid_curve_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1255,actual_rank3_remove,absolute_error_increase,0.0,5
clean_correct_only,Qwen3-8B,1255,centroid_curve_remove,absolute_error_increase,0.0,5
clean_correct_only,Qwen3-8B,1255,actual_rank3_remove,accuracy_drop,0.0,5
clean_correct_only,Qwen3-8B,1255,centroid_curve_remove,accuracy_drop,0.0,5
clean_correct_only,Qwen3-8B,1256,actual_rank3_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1256,centroid_curve_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1256,actual_rank3_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1256,centroid_curve_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1257,actual_rank3_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1257,centroid_curve_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1257,actual_rank3_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1257,centroid_curve_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1258,actual_rank3_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1258,centroid_curve_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1258,actual_rank3_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1258,centroid_curve_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1259,actual_rank3_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1259,centroid_curve_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1259,actual_rank3_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1259,centroid_curve_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1260,actual_rank3_remove,absolute_error_increase,-0.2,5
clean_correct_only,Qwen3-8B,1260,centroid_curve_remove,absolute_error_increase,0.0,5
clean_correct_only,Qwen3-8B,1260,actual_rank3_remove,accuracy_drop,-0.2,5
clean_correct_only,Qwen3-8B,1260,centroid_curve_remove,accuracy_drop,0.0,5
clean_correct_only,Qwen3-8B,1261,actual_rank3_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1261,centroid_curve_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1261,actual_rank3_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1261,centroid_curve_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1262,actual_rank3_remove,absolute_error_increase,0.0,4
clean_correct_only,Qwen3-8B,1262,centroid_curve_remove,absolute_error_increase,0.0,4
clean_correct_only,Qwen3-8B,1262,actual_rank3_remove,accuracy_drop,0.0,4
clean_correct_only,Qwen3-8B,1262,centroid_curve_remove,accuracy_drop,0.0,4
clean_correct_only,Qwen3-8B,1263,actual_rank3_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1263,centroid_curve_remove,absolute_error_increase,0.0,3
clean_correct_only,Qwen3-8B,1263,actual_rank3_remove,accuracy_drop,0.0,3
clean_correct_only,Qwen3-8B,1263,centroid_curve_remove,accuracy_drop,0.0,3
all,Gemma4-E4B,1254,actual_rank3_remove,gold_centroid_distance_increase_L37,2.781547909308655,9
all,Gemma4-E4B,1254,centroid_curve_remove,gold_centroid_distance_increase_L37,2.963111965119225,9
all,Gemma4-E4B,1254,actual_rank3_remove,gold_centroid_distance_increase_L41,-0.8048240955665821,9
all,Gemma4-E4B,1254,centroid_curve_remove,gold_centroid_distance_increase_L41,2.2674175770632528,9
all,Gemma4-E4B,1255,actual_rank3_remove,gold_centroid_distance_increase_L37,1.2708334388596667,9
all,Gemma4-E4B,1255,centroid_curve_remove,gold_centroid_distance_increase_L37,1.278571012151272,9
all,Gemma4-E4B,1255,actual_rank3_remove,gold_centroid_distance_increase_L41,3.7191467321200165,9
all,Gemma4-E4B,1255,centroid_curve_remove,gold_centroid_distance_increase_L41,1.8579449441011373,9
all,Gemma4-E4B,1256,actual_rank3_remove,gold_centroid_distance_increase_L37,2.1654735891479944,9
all,Gemma4-E4B,1256,centroid_curve_remove,gold_centroid_distance_increase_L37,1.6848314181522077,9
all,Gemma4-E4B,1256,actual_rank3_remove,gold_centroid_distance_increase_L41,1.0081894714364121,9
all,Gemma4-E4B,1256,centroid_curve_remove,gold_centroid_distance_increase_L41,0.43964200476479925,9
all,Gemma4-E4B,1257,actual_rank3_remove,gold_centroid_distance_increase_L37,8.531145152722091,9
all,Gemma4-E4B,1257,centroid_curve_remove,gold_centroid_distance_increase_L37,7.58322978770955,9
all,Gemma4-E4B,1257,actual_rank3_remove,gold_centroid_distance_increase_L41,3.3406934686902563,9
all,Gemma4-E4B,1257,centroid_curve_remove,gold_centroid_distance_increase_L41,2.5085251130194903,9
all,Gemma4-E4B,1258,actual_rank3_remove,gold_centroid_distance_increase_L37,6.8423070681919,9
all,Gemma4-E4B,1258,centroid_curve_remove,gold_centroid_distance_increase_L37,-1.8129866518968898,9
all,Gemma4-E4B,1258,actual_rank3_remove,gold_centroid_distance_increase_L41,6.7874741379293955,9
all,Gemma4-E4B,1258,centroid_curve_remove,gold_centroid_distance_increase_L41,3.006909620798397,9
all,Gemma4-E4B,1259,actual_rank3_remove,gold_centroid_distance_increase_L37,-13.595793633244645,9
all,Gemma4-E4B,1259,centroid_curve_remove,gold_centroid_distance_increase_L37,-18.184221762875858,9
all,Gemma4-E4B,1259,actual_rank3_remove,gold_centroid_distance_increase_L41,-5.304647937985523,9
all,Gemma4-E4B,1259,centroid_curve_remove,gold_centroid_distance_increase_L41,-5.871437884084801,9
all,Gemma4-E4B,1260,actual_rank3_remove,gold_centroid_distance_increase_L37,-3.224132252124619,9
all,Gemma4-E4B,1260,centroid_curve_remove,gold_centroid_distance_increase_L37,-2.0590912353901842,9
all,Gemma4-E4B,1260,actual_rank3_remove,gold_centroid_distance_increase_L41,3.2240025877749483,9
all,Gemma4-E4B,1260,centroid_curve_remove,gold_centroid_distance_increase_L41,0.7601440171874232,9
all,Gemma4-E4B,1261,actual_rank3_remove,gold_centroid_distance_increase_L37,-7.455826407214058,9
all,Gemma4-E4B,1261,centroid_curve_remove,gold_centroid_distance_increase_L37,-12.753374104859853,9
all,Gemma4-E4B,1261,actual_rank3_remove,gold_centroid_distance_increase_L41,-1.7063218416369188,9
all,Gemma4-E4B,1261,centroid_curve_remove,gold_centroid_distance_increase_L41,-1.7022080769480152,9
all,Gemma4-E4B,1262,actual_rank3_remove,gold_centroid_distance_increase_L37,2.5159134693390244,9
all,Gemma4-E4B,1262,centroid_curve_remove,gold_centroid_distance_increase_L37,2.878512200550647,9
all,Gemma4-E4B,1262,actual_rank3_remove,gold_centroid_distance_increase_L41,1.3061842216636483,9
all,Gemma4-E4B,1262,centroid_curve_remove,gold_centroid_distance_increase_L41,0.23756655334044177,9
all,Gemma4-E4B,1263,actual_rank3_remove,gold_centroid_distance_increase_L37,1.0748760598609728,9
all,Gemma4-E4B,1263,centroid_curve_remove,gold_centroid_distance_increase_L37,-5.014883634460637,9
all,Gemma4-E4B,1263,actual_rank3_remove,gold_centroid_distance_increase_L41,1.3132181426544869,9
all,Gemma4-E4B,1263,centroid_curve_remove,gold_centroid_distance_increase_L41,-2.725263690472833,9
all,Qwen3-8B,1254,actual_rank3_remove,gold_centroid_distance_increase_L29,0.7113430654517394,9
all,Qwen3-8B,1254,centroid_curve_remove,gold_centroid_distance_increase_L29,23.826066966528565,9
all,Qwen3-8B,1254,actual_rank3_remove,gold_centroid_distance_increase_L35,-248.93041143938498,9
all,Qwen3-8B,1254,centroid_curve_remove,gold_centroid_distance_increase_L35,-74.13391238714384,9
all,Qwen3-8B,1255,actual_rank3_remove,gold_centroid_distance_increase_L29,29.404595993589535,9
all,Qwen3-8B,1255,centroid_curve_remove,gold_centroid_distance_increase_L29,67.22145298181229,9
all,Qwen3-8B,1255,actual_rank3_remove,gold_centroid_distance_increase_L35,45.237813579101285,9
all,Qwen3-8B,1255,centroid_curve_remove,gold_centroid_distance_increase_L35,115.43025558214231,9
all,Qwen3-8B,1256,actual_rank3_remove,gold_centroid_distance_increase_L29,223.2841861678674,9
all,Qwen3-8B,1256,centroid_curve_remove,gold_centroid_distance_increase_L29,235.51464910006848,9
all,Qwen3-8B,1256,actual_rank3_remove,gold_centroid_distance_increase_L35,390.0286017373755,9
all,Qwen3-8B,1256,centroid_curve_remove,gold_centroid_distance_increase_L35,335.2466046866011,9
all,Qwen3-8B,1257,actual_rank3_remove,gold_centroid_distance_increase_L29,11.370544501837887,9
all,Qwen3-8B,1257,centroid_curve_remove,gold_centroid_distance_increase_L29,7.736560863902117,9
all,Qwen3-8B,1257,actual_rank3_remove,gold_centroid_distance_increase_L35,-72.57012596726275,9
all,Qwen3-8B,1257,centroid_curve_remove,gold_centroid_distance_increase_L35,46.19837920162365,9
all,Qwen3-8B,1258,actual_rank3_remove,gold_centroid_distance_increase_L29,199.42568289236283,9
all,Qwen3-8B,1258,centroid_curve_remove,gold_centroid_distance_increase_L29,218.65762171896384,9
all,Qwen3-8B,1258,actual_rank3_remove,gold_centroid_distance_increase_L35,597.573874962889,9
all,Qwen3-8B,1258,centroid_curve_remove,gold_centroid_distance_increase_L35,634.3560600416422,9
all,Qwen3-8B,1259,actual_rank3_remove,gold_centroid_distance_increase_L29,44.9054100916617,9
all,Qwen3-8B,1259,centroid_curve_remove,gold_centroid_distance_increase_L29,48.91060995094262,9
all,Qwen3-8B,1259,actual_rank3_remove,gold_centroid_distance_increase_L35,201.74875206024515,9
all,Qwen3-8B,1259,centroid_curve_remove,gold_centroid_distance_increase_L35,209.82714356105066,9
all,Qwen3-8B,1260,actual_rank3_remove,gold_centroid_distance_increase_L29,45.59162989093304,9
all,Qwen3-8B,1260,centroid_curve_remove,gold_centroid_distance_increase_L29,25.022990937714592,9
all,Qwen3-8B,1260,actual_rank3_remove,gold_centroid_distance_increase_L35,-111.09619751296415,9
all,Qwen3-8B,1260,centroid_curve_remove,gold_centroid_distance_increase_L35,-154.8353001043298,9
all,Qwen3-8B,1261,actual_rank3_remove,gold_centroid_distance_increase_L29,-688.6525816528876,9
all,Qwen3-8B,1261,centroid_curve_remove,gold_centroid_distance_increase_L29,-694.6128272457622,9
all,Qwen3-8B,1261,actual_rank3_remove,gold_centroid_distance_increase_L35,-1946.1708932467832,9
all,Qwen3-8B,1261,centroid_curve_remove,gold_centroid_distance_increase_L35,-1133.4815507340804,9
all,Qwen3-8B,1262,actual_rank3_remove,gold_centroid_distance_increase_L29,55.104371298377096,9
all,Qwen3-8B,1262,centroid_curve_remove,gold_centroid_distance_increase_L29,21.676468091400693,9
all,Qwen3-8B,1262,actual_rank3_remove,gold_centroid_distance_increase_L35,-359.48629636504893,9
all,Qwen3-8B,1262,centroid_curve_remove,gold_centroid_distance_increase_L35,-280.44246382848564,9
all,Qwen3-8B,1263,actual_rank3_remove,gold_centroid_distance_increase_L29,-256.9915976659089,9
all,Qwen3-8B,1263,centroid_curve_remove,gold_centroid_distance_increase_L29,-270.3340834302622,9
all,Qwen3-8B,1263,actual_rank3_remove,gold_centroid_distance_increase_L35,-646.2065524024355,9
all,Qwen3-8B,1263,centroid_curve_remove,gold_centroid_distance_increase_L35,-738.5330789617085,9
clean_correct_only,Gemma4-E4B,1254,actual_rank3_remove,gold_centroid_distance_increase_L37,4.286365136720121,2
clean_correct_only,Gemma4-E4B,1254,centroid_curve_remove,gold_centroid_distance_increase_L37,6.809629260761582,2
clean_correct_only,Gemma4-E4B,1254,actual_rank3_remove,gold_centroid_distance_increase_L41,3.0157832395253976,2
clean_correct_only,Gemma4-E4B,1254,centroid_curve_remove,gold_centroid_distance_increase_L41,6.577176052965182,2
clean_correct_only,Gemma4-E4B,1255,actual_rank3_remove,gold_centroid_distance_increase_L37,-3.011963332053739,4
clean_correct_only,Gemma4-E4B,1255,centroid_curve_remove,gold_centroid_distance_increase_L37,-2.5375047487212257,4
clean_correct_only,Gemma4-E4B,1255,actual_rank3_remove,gold_centroid_distance_increase_L41,1.947235768005072,4
clean_correct_only,Gemma4-E4B,1255,centroid_curve_remove,gold_centroid_distance_increase_L41,-0.4631645513151277,4
clean_correct_only,Gemma4-E4B,1256,actual_rank3_remove,gold_centroid_distance_increase_L37,-5.625327268545419,2
clean_correct_only,Gemma4-E4B,1256,centroid_curve_remove,gold_centroid_distance_increase_L37,-8.025205758321675,2
clean_correct_only,Gemma4-E4B,1256,actual_rank3_remove,gold_centroid_distance_increase_L41,-0.230012368600228,2
clean_correct_only,Gemma4-E4B,1256,centroid_curve_remove,gold_centroid_distance_increase_L41,-3.6087154219695634,2
clean_correct_only,Gemma4-E4B,1257,actual_rank3_remove,gold_centroid_distance_increase_L37,13.572510056105472,2
clean_correct_only,Gemma4-E4B,1257,centroid_curve_remove,gold_centroid_distance_increase_L37,13.747648348819723,2
clean_correct_only,Gemma4-E4B,1257,actual_rank3_remove,gold_centroid_distance_increase_L41,-2.7776871546505433,2
clean_correct_only,Gemma4-E4B,1257,centroid_curve_remove,gold_centroid_distance_increase_L41,-5.010348884848263,2
clean_correct_only,Gemma4-E4B,1258,actual_rank3_remove,gold_centroid_distance_increase_L37,36.21790681443781,2
clean_correct_only,Gemma4-E4B,1258,centroid_curve_remove,gold_centroid_distance_increase_L37,-0.16417730737819625,2
clean_correct_only,Gemma4-E4B,1258,actual_rank3_remove,gold_centroid_distance_increase_L41,35.87826120340064,2
clean_correct_only,Gemma4-E4B,1258,centroid_curve_remove,gold_centroid_distance_increase_L41,17.65053926787935,2
clean_correct_only,Gemma4-E4B,1259,actual_rank3_remove,gold_centroid_distance_increase_L37,-28.841385105113858,3
clean_correct_only,Gemma4-E4B,1259,centroid_curve_remove,gold_centroid_distance_increase_L37,-34.43973286318928,3
clean_correct_only,Gemma4-E4B,1259,actual_rank3_remove,gold_centroid_distance_increase_L41,-9.134615662806233,3
clean_correct_only,Gemma4-E4B,1259,centroid_curve_remove,gold_centroid_distance_increase_L41,-9.353773065207807,3
clean_correct_only,Gemma4-E4B,1260,actual_rank3_remove,gold_centroid_distance_increase_L37,-11.76065874492275,2
clean_correct_only,Gemma4-E4B,1260,centroid_curve_remove,gold_centroid_distance_increase_L37,-9.460333070227747,2
clean_correct_only,Gemma4-E4B,1260,actual_rank3_remove,gold_centroid_distance_increase_L41,0.04325674855190442,2
clean_correct_only,Gemma4-E4B,1260,centroid_curve_remove,gold_centroid_distance_increase_L41,3.0361535712631955,2
clean_correct_only,Gemma4-E4B,1261,actual_rank3_remove,gold_centroid_distance_increase_L37,-1.0292332895616028,2
clean_correct_only,Gemma4-E4B,1261,centroid_curve_remove,gold_centroid_distance_increase_L37,-3.4251381585201557,2
clean_correct_only,Gemma4-E4B,1261,actual_rank3_remove,gold_centroid_distance_increase_L41,-5.054503263385712,2
clean_correct_only,Gemma4-E4B,1261,centroid_curve_remove,gold_centroid_distance_increase_L41,1.1970703210950546,2
clean_correct_only,Gemma4-E4B,1262,actual_rank3_remove,gold_centroid_distance_increase_L37,-4.925064392877076,4
clean_correct_only,Gemma4-E4B,1262,centroid_curve_remove,gold_centroid_distance_increase_L37,-0.839145321617309,4
clean_correct_only,Gemma4-E4B,1262,actual_rank3_remove,gold_centroid_distance_increase_L41,-3.7402425092501037,4
clean_correct_only,Gemma4-E4B,1262,centroid_curve_remove,gold_centroid_distance_increase_L41,-4.511075025548437,4
clean_correct_only,Gemma4-E4B,1263,actual_rank3_remove,gold_centroid_distance_increase_L37,-2.4276385244650847,3
clean_correct_only,Gemma4-E4B,1263,centroid_curve_remove,gold_centroid_distance_increase_L37,-15.675305589991513,3
clean_correct_only,Gemma4-E4B,1263,actual_rank3_remove,gold_centroid_distance_increase_L41,-0.6805840517238977,3
clean_correct_only,Gemma4-E4B,1263,centroid_curve_remove,gold_centroid_distance_increase_L41,-12.26775031746333,3
clean_correct_only,Qwen3-8B,1254,actual_rank3_remove,gold_centroid_distance_increase_L29,-10.964043485628926,3
clean_correct_only,Qwen3-8B,1254,centroid_curve_remove,gold_centroid_distance_increase_L29,-32.71488762308748,3
clean_correct_only,Qwen3-8B,1254,actual_rank3_remove,gold_centroid_distance_increase_L35,-182.77220167523302,3
clean_correct_only,Qwen3-8B,1254,centroid_curve_remove,gold_centroid_distance_increase_L35,-279.1023130222141,3
clean_correct_only,Qwen3-8B,1255,actual_rank3_remove,gold_centroid_distance_increase_L29,61.2210162597049,5
clean_correct_only,Qwen3-8B,1255,centroid_curve_remove,gold_centroid_distance_increase_L29,49.79307259135885,5
clean_correct_only,Qwen3-8B,1255,actual_rank3_remove,gold_centroid_distance_increase_L35,251.81186982408434,5
clean_correct_only,Qwen3-8B,1255,centroid_curve_remove,gold_centroid_distance_increase_L35,140.04612504026318,5
clean_correct_only,Qwen3-8B,1256,actual_rank3_remove,gold_centroid_distance_increase_L29,3.297544561424047,3
clean_correct_only,Qwen3-8B,1256,centroid_curve_remove,gold_centroid_distance_increase_L29,-6.0627906059761045,3
clean_correct_only,Qwen3-8B,1256,actual_rank3_remove,gold_centroid_distance_increase_L35,-104.11731703464068,3
clean_correct_only,Qwen3-8B,1256,centroid_curve_remove,gold_centroid_distance_increase_L35,-312.7270002298725,3
