model_label,layer,needle_raw_rms_change_mean,needle_raw_rms_change_ci95_low,needle_raw_rms_change_ci95_high,needle_raw_rms_change_exact_sign_flip_p,needle_raw_rms_change_seed_units,ordinary_raw_rms_change_mean,ordinary_raw_rms_change_ci95_low,ordinary_raw_rms_change_ci95_high,ordinary_raw_rms_change_exact_sign_flip_p,ordinary_raw_rms_change_seed_units,raw_specificity_mean,raw_specificity_ci95_low,raw_specificity_ci95_high,raw_specificity_exact_sign_flip_p,raw_specificity_seed_units,needle_relative_rms_change_mean,needle_relative_rms_change_ci95_low,needle_relative_rms_change_ci95_high,needle_relative_rms_change_exact_sign_flip_p,needle_relative_rms_change_seed_units,ordinary_relative_rms_change_mean,ordinary_relative_rms_change_ci95_low,ordinary_relative_rms_change_ci95_high,ordinary_relative_rms_change_exact_sign_flip_p,ordinary_relative_rms_change_seed_units,relative_specificity_mean,relative_specificity_ci95_low,relative_specificity_ci95_high,relative_specificity_exact_sign_flip_p,relative_specificity_seed_units,needle_mean_cosine_distance_mean,needle_mean_cosine_distance_ci95_low,needle_mean_cosine_distance_ci95_high,needle_mean_cosine_distance_exact_sign_flip_p,needle_mean_cosine_distance_seed_units,ordinary_mean_cosine_distance_mean,ordinary_mean_cosine_distance_ci95_low,ordinary_mean_cosine_distance_ci95_high,ordinary_mean_cosine_distance_exact_sign_flip_p,ordinary_mean_cosine_distance_seed_units,cosine_specificity_mean,cosine_specificity_ci95_low,cosine_specificity_ci95_high,cosine_specificity_exact_sign_flip_p,cosine_specificity_seed_units
Qwen3-8B,10,0.8796442383527756,0.868665437027812,0.8897407406568526,0.001953125,10,0.959279823899269,0.9315614106804132,0.9817037792354822,0.001953125,10,-0.07963558554649353,-0.10084081260859967,-0.050934694409370415,0.00390625,10,1.0492494666576386,1.0413773411810396,1.0574301537573336,0.001953125,10,1.0628849190473555,1.0402284419536592,1.079134702056646,0.001953125,10,-0.013635452389717102,-0.03014631986618042,0.008617341905832302,0.228515625,10,0.5188771814107895,0.5108201038837432,0.5270127820372581,0.001953125,10,0.5543862685561181,0.5255787101387978,0.5746362032592297,0.001953125,10,-0.03550908714532853,-0.052485843695700175,-0.011272252924740303,0.01953125,10
Qwen3-8B,11,0.918706704378128,0.9068507233262061,0.9296317416429518,0.001953125,10,1.0032712000608446,0.9727084302902222,1.0275527357161045,0.001953125,10,-0.08456449568271637,-0.1076393608748913,-0.05242343673110003,0.00390625,10,1.0608314692974088,1.0512860697209834,1.0709009665846827,0.001953125,10,1.0718914717435837,1.0499464505314824,1.086655982762575,0.001953125,10,-0.011060002446174623,-0.027878326594829562,0.01053297698497774,0.326171875,10,0.5412311208248137,0.5319548779726028,0.5505073835104703,0.001953125,10,0.5661015829443932,0.5382535934597255,0.5849200922399759,0.001953125,10,-0.024870462119579315,-0.04102959752082824,-0.0015028005093336123,0.056640625,10
Qwen3-8B,12,0.9553674072027206,0.9433573013544082,0.9663632658123971,0.001953125,10,1.0437971961498258,1.0112752162218093,1.0690084804445508,0.001953125,10,-0.0884297889471054,-0.11340396463871001,-0.05435783326625824,0.00390625,10,1.016513578891754,1.0066312927007677,1.0265840587615966,0.001953125,10,1.025484408736229,1.007643357515335,1.0379071033596994,0.001953125,10,-0.008970829844474792,-0.025873950228095053,0.011403177589178087,0.3984375,10,0.49370175659656523,0.48715489268302925,0.5002454103752971,0.001953125,10,0.5171608299016952,0.4948976948857308,0.5324069632217288,0.001953125,10,-0.02345907330513,-0.03855954996496439,-0.0017398118972778334,0.060546875,10
Qwen3-8B,13,1.0161716729402541,1.0036592175513508,1.0276933313459158,0.001953125,10,1.1043397206068037,1.0716959565877915,1.1298895016610622,0.001953125,10,-0.08816804766654969,-0.11309614181518554,-0.054591669738292686,0.00390625,10,1.0483310389518739,1.0392436558902263,1.0576317856311797,0.001953125,10,1.0441118019819262,1.028046447634697,1.0553009601533414,0.001953125,10,0.004219236969947816,-0.011497257947921752,0.02275942265987397,0.69140625,10,0.5194763541221619,0.5135254628583789,0.5255675578415395,0.001953125,10,0.5360997295379638,0.5149403083845973,0.5502623064965009,0.001953125,10,-0.016623375415802007,-0.03049584099650383,0.0029151448607444754,0.109375,10
Qwen3-8B,14,1.0561251610517504,1.0428082430362704,1.0681015396118163,0.001953125,10,1.139924908876419,1.1070407210588455,1.1661915994882583,0.001953125,10,-0.08379974782466888,-0.1091211864054203,-0.04971195557713508,0.00390625,10,1.0023616302013398,0.992678813815117,1.0119620013236998,0.001953125,10,1.020099492073059,1.0065532256960867,1.0294184827208517,0.001953125,10,-0.01773786187171936,-0.032194570392370225,-0.0016063705235719653,0.06640625,10,0.4895855805277825,0.4830878534540534,0.4957760972455144,0.001953125,10,0.5119660073518754,0.49384975619614124,0.5241829170510173,0.001953125,10,-0.022380426824092862,-0.03589240518212319,-0.0038653921335935447,0.033203125,10
Qwen3-8B,15,1.1176881229877473,1.1048781376183034,1.1296803017258643,0.001953125,10,1.195203704237938,1.1611534842401745,1.2226080763339995,0.001953125,10,-0.07751558125019074,-0.10248628258705139,-0.045001975476741785,0.00390625,10,1.0224231374263764,1.014712269842625,1.0308756260573866,0.001953125,10,1.0383024668693541,1.0192780584096908,1.0505290054231884,0.001953125,10,-0.01587932944297791,-0.03070925134420395,0.0029147972166538327,0.115234375,10,0.5075975370407105,0.5007815659046174,0.5142903190851211,0.001953125,10,0.5316571101546287,0.50794177980721,0.5465966506451367,0.001953125,10,-0.024059573113918303,-0.03813927799463272,-0.004134767271578304,0.04296875,10
Qwen3-8B,16,4.575338308811188,2.085218486487866,7.410379316806792,0.001953125,10,2.2742213177680966,1.2229230247437954,3.9565163775086396,0.001953125,10,2.3011169910430906,0.04640920639038079,4.995386370360853,0.140625,10,2.979168900847435,1.0486456410735843,5.811033830240369,0.001953125,10,1.0252467781305312,1.0131114406287671,1.0363922160863877,0.001953125,10,1.9539221227169037,0.028013073861598965,4.777720657587051,0.00390625,10,0.5495731079578399,0.5437744084298611,0.5554602227061988,0.001953125,10,0.5190893968939781,0.5039600391611456,0.530436202287674,0.001953125,10,0.030483711063861847,0.01944803684949875,0.04364523500204086,0.001953125,10
Qwen3-8B,17,4.690936428308487,2.1860137927532195,7.505865106523037,0.001953125,10,2.364494856595993,1.3154856301546096,3.8214664255678654,0.001953125,10,2.3264415717124938,0.059077610969543407,5.029245428949594,0.140625,10,2.671864722967148,1.0195209835916759,5.0958472904562955,0.001953125,10,1.0072615963220595,0.9913326013088227,1.0204176472425461,0.001953125,10,1.6646031266450882,0.015100044190883637,4.079831076458096,0.0078125,10,0.510675511956215,0.504430277854204,0.5169751846790313,0.001953125,10,0.4989886239171028,0.4813675358891487,0.5111418006420135,0.001953125,10,0.011686888039112091,-0.00025137712061405146,0.026588295429944998,0.138671875,10
Qwen3-8B,18,4.791097559928894,2.3322916650772094,7.556836142539977,0.001953125,10,2.485813626050949,1.4462468713223937,3.93578589078784,0.001953125,10,2.3052839338779445,0.07109214544296277,4.97979892769456,0.140625,10,2.5084410434961315,1.0228786742687226,4.684385865300894,0.001953125,10,1.017511622309685,1.0030282324552535,1.0294895837604998,0.001953125,10,1.490929421186447,0.008235078170895575,3.662494037151336,0.0234375,10,0.5244315093755721,0.5178030846714974,0.5310302874445915,0.001953125,10,0.5132909253239631,0.4963899946212769,0.5263150008842349,0.001953125,10,0.011140584051609042,-0.0005417361855506892,0.02490574174374342,0.125,10
Qwen3-8B,19,4.984022309780121,2.606154519498348,7.725933586359025,0.001953125,10,2.7234726309776303,1.701304436534643,4.140637460678815,0.001953125,10,2.26054967880249,0.07273992419242854,4.8844423632323775,0.140625,10,2.3791270369291304,1.0670111477524042,4.293553528115154,0.001953125,10,1.0143468260765076,1.00637690167129,1.0232919853925704,0.001953125,10,1.3647802108526228,0.05749381065368653,3.2749032783508296,0.001953125,10,0.5795364892482757,0.5729563596248628,0.5859030896425248,0.001953125,10,0.513434712588787,0.5041029974818231,0.523072745501995,0.001953125,10,0.06610177665948867,0.05676145702600479,0.07561787811666727,0.001953125,10
Qwen3-8B,20,5.139479514360427,2.765490319013596,7.861675785213709,0.001953125,10,2.88233047246933,1.8750863409042355,4.283392652273178,0.001953125,10,2.2571490418910978,0.11055665490031283,4.823778200685979,0.11328125,10,2.200407847762108,1.0649562470763922,3.856156229376792,0.001953125,10,1.0062833374738693,0.9959666769355534,1.0166963306963446,0.001953125,10,1.1941245102882385,0.06113400399684906,2.8475092678666116,0.001953125,10,0.5660155087709428,0.5586622281223534,0.5727947252988815,0.001953125,10,0.5024943059682846,0.4912500792741775,0.5136028948426246,0.001953125,10,0.06352120280265809,0.05377631753683091,0.0731302586272359,0.001953125,10
Qwen3-8B,21,5.304701926708221,2.9766169144511223,7.964057235717773,0.001953125,10,3.0970545959472657,2.1027536798119546,4.632010002136231,0.001953125,10,2.207647330760955,0.09894691228866578,4.696859261929989,0.125,10,2.0927844113111496,1.0778686863183977,3.5658908546715984,0.001953125,10,1.0364834409952164,1.0238651926517488,1.0466870343685148,0.001953125,10,1.0563009703159332,0.042920013070106504,2.5309359667003157,0.00390625,10,0.5942583632469176,0.5853725469857453,0.6022039412409066,0.001953125,10,0.5401271429657936,0.5254063204824924,0.5525637587383389,0.001953125,10,0.05413122028112412,0.043466807901859285,0.06546571552753448,0.001953125,10
Qwen3-8B,22,5.584691679477692,3.309755270242691,8.144358189105988,0.001953125,10,3.455534155368805,2.4842252506017686,4.8089993793964405,0.001953125,10,2.1291575241088863,0.08461222070455558,4.592706664741041,0.134765625,10,1.960560956001282,1.0963735949993134,3.213242202013731,0.001953125,10,1.0304968166351318,1.0223549064844846,1.0388315654844045,0.001953125,10,0.9300641393661498,0.06612559258937836,2.1838397185653453,0.00390625,10,0.6070466279983521,0.6007537922859192,0.6123006326258182,0.001953125,10,0.5317204639315605,0.523082107938826,0.5412468309402466,0.001953125,10,0.07532616406679153,0.06522070438414812,0.0849130743443966,0.001953125,10
Qwen3-8B,23,5.98499903678894,3.813457123398781,8.436281604111196,0.001953125,10,4.028729536533357,3.0910700542926786,5.339777927398681,0.001953125,10,1.9562695002555845,0.007226830601692304,4.337718419671061,0.140625,10,1.782351589798927,1.0947201848030088,2.7740004757940775,0.001953125,10,1.0317011159658431,1.0224774199724198,1.041616759315133,0.001953125,10,0.7506504738330841,0.06096765756607057,1.744747643351555,0.00390625,10,0.5994911360740661,0.5932543506026269,0.6049249836057425,0.001953125,10,0.5324605080485343,0.5223419703394174,0.5436507114768028,0.001953125,10,0.06703062802553177,0.0563991019129753,0.07679791510105133,0.001953125,10
Qwen3-8B,24,6.478610911369325,4.436618868947028,8.807318258285523,0.001953125,10,4.626380999088286,3.731283666670322,6.013093085169792,0.001953125,10,1.8522299122810364,-0.004534582197666136,4.11294451612234,0.140625,10,1.5773575150966646,1.0594498383998872,2.3196788627505307,0.001953125,10,0.9722373324632644,0.957367206811905,0.9868531595170498,0.001953125,10,0.6051201826333998,0.08547299206256867,1.3455397637337445,0.001953125,10,0.5443188810348512,0.5382129873335362,0.5495912637114524,0.001953125,10,0.4671814194321632,0.4556138344630598,0.47910986375808723,0.001953125,10,0.07713746160268783,0.0670253255739808,0.08684917556494476,0.001953125,10
Qwen3-8B,25,6.836035723686218,4.852982034325601,9.076425323486328,0.001953125,10,5.1968148851394655,4.333342840313912,6.448140382766724,0.001953125,10,1.639220838546753,-0.15980469703674313,3.805349370241167,0.18359375,10,1.474286635518074,1.0384854030758144,2.1024393271654844,0.001953125,10,0.9782391989231108,0.9643244338035583,0.9917398991584779,0.001953125,10,0.4960474365949631,0.05793267841637135,1.116770537495613,0.001953125,10,0.5202272048592567,0.5149102647528051,0.524937751621008,0.001953125,10,0.4723592379689216,0.46054176181554796,0.4848178375288844,0.001953125,10,0.04786796689033509,0.036648687124252316,0.05815807174146175,0.001953125,10
Qwen3-8B,26,7.180255298614503,5.237655757546425,9.368436456918717,0.001953125,10,5.757473802566528,4.919441301822662,6.950478501558305,0.001953125,10,1.4227814960479734,-0.3132391059398651,3.501369200944901,0.248046875,10,1.3544942194223404,0.995471007451415,1.8747714309394359,0.001953125,10,0.9624488908052445,0.9476901654154061,0.9769646919369699,0.001953125,10,0.39204532861709596,0.030695859745144844,0.9075962264984848,0.001953125,10,0.4693147191405296,0.4645974559113383,0.4739552367031574,0.001953125,10,0.45595739096403126,0.4416058847308159,0.4700934982299804,0.001953125,10,0.013357328176498415,0.0009562700763344767,0.025733079634606845,0.076171875,10
Qwen3-8B,27,7.663802280426024,5.849346698641777,9.747151398658753,0.001953125,10,6.501970047950744,5.693818001747132,7.617528195381165,0.001953125,10,1.1618322324752808,-0.4877960293293,3.1681337729692456,0.3203125,10,1.3129175812005998,1.0039581250995402,1.756885196059942,0.001953125,10,0.9626853960752488,0.9479973710030316,0.9766617330908776,0.001953125,10,0.35023218512535104,0.037660197839140895,0.7916355098485948,0.00390625,10,0.4800888928771019,0.47510777801275256,0.48487024539709095,0.001953125,10,0.45596848875284196,0.4428533220291138,0.4687603702172637,0.001953125,10,0.02412040412425995,0.013305190540850165,0.03478376896679402,0.00390625,10
Qwen3-8B,28,8.21000253200531,6.486747349977493,10.191898930549621,0.001953125,10,7.443583889007568,6.644494919776916,8.526347909569743,0.001953125,10,0.7664186429977414,-0.810183913230896,2.6624129343032834,0.47265625,10,1.2477868610620502,0.9900862980186941,1.6178717902451756,0.001953125,10,0.9579391163587572,0.9429981684684753,0.9719531578868629,0.001953125,10,0.2898477447032929,0.028994189947843554,0.657913095638156,0.001953125,10,0.466201505959034,0.45999075563997033,0.47221117083728315,0.001953125,10,0.450747637450695,0.43399122744798657,0.4659217485710978,0.001953125,10,0.015453868508338927,0.0031695750132203103,0.028461002074182035,0.056640625,10
Qwen3-8B,29,8.78756483078003,7.108020046710969,10.665542519927026,0.001953125,10,8.269314727783202,7.492618055343629,9.296420386552812,0.001953125,10,0.5182501029968261,-0.9827033414840698,2.348233973264694,0.61328125,10,1.1737392985820772,0.962980762809515,1.4752503192424773,0.001953125,10,0.9272560828924178,0.9108879264742137,0.9423636970669031,0.001953125,10,0.2464832156896591,0.032006749093532565,0.5443323993682861,0.00390625,10,0.44217458933591847,0.4362846568226814,0.4477909916639328,0.001953125,10,0.41992459982633584,0.4060739514231682,0.43329442507773636,0.001953125,10,0.02224998950958252,0.011984315380454063,0.03263374795764685,0.0078125,10
Qwen3-8B,30,9.62002058506012,8.0774991440773,11.33963933432102,0.001953125,10,9.396575932502746,8.631902533650399,10.39062306833267,0.001953125,10,0.22344465255737306,-1.171216735839844,1.9132043982744218,0.818359375,10,1.0982525181770324,0.9334566086530686,1.333431111469865,0.001953125,10,0.8661775839328765,0.8455138079673052,0.8861225057542325,0.001953125,10,0.23207493424415587,0.06146499554812908,0.4632661988884212,0.00390625,10,0.39520077377557755,0.3898009818792343,0.40015178292989734,0.001953125,10,0.3617380556464195,0.3492161496803165,0.37407336312532424,0.001953125,10,0.03346271812915803,0.023731137640774252,0.04323781929910183,0.001953125,10
Qwen3-8B,31,10.311335859298705,8.85919487643242,11.941361778974535,0.001953125,10,10.391116948127747,9.590162849426271,11.346921838760375,0.001953125,10,-0.07978108882904057,-1.4127940701246262,1.5004920387268066,0.927734375,10,1.0250883293151856,0.8919302892684937,1.2122987311780453,0.001953125,10,0.8282178241014482,0.8082773258090018,0.847214279949665,0.001953125,10,0.1968705052137375,0.059722198754549025,0.3781663528978825,0.001953125,10,0.3552213150262833,0.34994590431451794,0.36036026986688374,0.001953125,10,0.32810520827770234,0.3160752139985561,0.3402705312892795,0.001953125,10,0.02711610674858093,0.017677662760019305,0.03631546378135681,0.001953125,10
Qwen3-8B,32,11.278802165985109,9.94742034626007,12.767660820960998,0.001953125,10,11.389232416152954,10.618499962091446,12.298196792602539,0.001953125,10,-0.1104302501678466,-1.3587795317173006,1.3732242107391357,0.890625,10,0.9957187670469281,0.8872305274456739,1.1462795047163965,0.001953125,10,0.8089810925722123,0.788680417060852,0.8296820533275604,0.001953125,10,0.18673767447471618,0.07326001822948455,0.3356856899112463,0.00390625,10,0.35409973382949833,0.34923888000845904,0.3586499002575874,0.001953125,10,0.313408614397049,0.3026469503715634,0.32412676749378444,0.001953125,10,0.040691119432449345,0.032481615707278255,0.04886867429316044,0.001953125,10
Qwen3-8B,33,12.658687028884888,11.470225695371628,13.991994695663454,0.001953125,10,12.45359624862671,11.781876981019973,13.293259364604952,0.001953125,10,0.20509078025817867,-0.9160170514583585,1.5524283409118653,0.79296875,10,0.9450951695442201,0.863035543590784,1.0590213721990585,0.001953125,10,0.7614090418815613,0.7355226859897376,0.7925298418253661,0.001953125,10,0.1836861276626587,0.09110899306833743,0.2983814541101457,0.00390625,10,0.33718239396810523,0.33083585862815384,0.34390743170678617,0.001953125,10,0.27954374939203264,0.26579233333468444,0.2959121483564377,0.001953125,10,0.057638644576072685,0.04642811001092195,0.06758499326184392,0.001953125,10
Qwen3-8B,34,13.312167015075683,13.171503639221195,13.471561970472337,0.001953125,10,13.514533367156982,13.30776806139946,13.696589581489562,0.001953125,10,-0.20236635208129883,-0.3538327789306641,-0.04353690147399902,0.044921875,10,0.6942878627777099,0.6877288067638874,0.7002507550120353,0.001953125,10,0.5851419186592102,0.5550006388425827,0.6313532692193984,0.001953125,10,0.10914594411849976,0.06615670557320119,0.13696486334502697,0.00390625,10,0.2197731250524521,0.2126221460103989,0.22848538136854768,0.001953125,10,0.16931592956185343,0.15365632830187678,0.19254893434792758,0.001953125,10,0.05045719549059868,0.03421009593084454,0.061859255950897925,0.00390625,10
Qwen3-8B,35,18.88871771812439,18.41139877080917,19.62742075395584,0.001953125,10,16.773733825683593,15.525550117492676,18.763150777816772,0.001953125,10,2.1149838924407955,0.783699964761734,3.041570930480957,0.017578125,10,0.9388578963279726,0.9131689834594727,0.9740804873555898,0.001953125,10,0.6931330120563507,0.6118026260584593,0.8236260639280081,0.001953125,10,0.2457248842716217,0.14746989704668523,0.30979486359655856,0.00390625,10,0.3699331058561802,0.3460039235651493,0.3968629055917264,0.001953125,10,0.21834969729185105,0.17252231344580654,0.2911045853756368,0.001953125,10,0.15158340856432914,0.09602685123682023,0.1907555481791496,0.00390625,10
Gemma4-E4B,0,0.8409035539627074,0.8379404337853195,0.8447645560801029,0.001953125,10,0.7570865565538407,0.7543416010439397,0.7598263289183377,0.001953125,10,0.08381699740886688,0.08017471879720689,0.08819069027900694,0.001953125,10,0.782099023461342,0.7786240963935852,0.7867781163156033,0.001953125,10,0.7625214523077011,0.7595351580828429,0.7650592913776636,0.001953125,10,0.019577571153640748,0.015448145031929017,0.02435213653743267,0.001953125,10,0.3277466067671776,0.32508154094219205,0.33092995198071,0.001953125,10,0.2907690869271755,0.28836161956191064,0.29273728534579274,0.001953125,10,0.03697751984000207,0.034286263793706896,0.03985988479480148,0.001953125,10
Gemma4-E4B,1,0.4576839271187783,0.4535851763933897,0.46365337699651715,0.001953125,10,0.4245797103643418,0.4225218239575625,0.42658998668193815,0.001953125,10,0.03310421675443649,0.029813302062451842,0.037780931308865555,0.001953125,10,0.23270967066287995,0.23059476211667063,0.23580808823183178,0.001953125,10,0.21652796670794489,0.21512428470700978,0.2181243102252483,0.001953125,10,0.016181703954935074,0.014719669967889783,0.018062374595552683,0.001953125,10,0.026940710898488755,0.02640076669352129,0.02774263570364565,0.001953125,10,0.02322941720485687,0.022933979713823646,0.02355345220817253,0.001953125,10,0.003711293693631888,0.0033243960137479007,0.004247923133894802,0.001953125,10
