model,layer,head,discovery_seeds,first_span_mass_mean,ten_span_total_mass_mean,first_share_ratio_of_means,first_share_mean_of_rows,other_nine_span_mass_mean,first_minus_other_mean,span_1_mass,span_2_mass,span_3_mass,span_4_mass,span_5_mass,span_6_mass,span_7_mass,span_8_mass,span_9_mass,span_10_mass,ten_span_mass_profile,first_span_absolute_mass_rank
Qwen3-8B,24,31,20,0.0916312973946333,0.3465632232320786,0.2643999456724574,0.2664500589280075,0.02832576953749392,0.06330552785713937,0.0916312973946333,0.06838166932575404,0.027251136483391745,0.0218384423176758,0.019347763813857454,0.02053612016607076,0.024558255600277336,0.024278982754913157,0.029179815197858262,0.019559740177646744,"[0.0916312973946333, 0.06838166932575404, 0.027251136483391745, 0.0218384423176758, 0.019347763813857454, 0.02053612016607076, 0.024558255600277336, 0.024278982754913157, 0.029179815197858262, 0.019559740177646744]",11
Qwen3-8B,24,26,20,0.08837824426591397,0.23366079577099297,0.37823308773001013,0.3765208861664069,0.016142505722786558,0.07223573854312741,0.08837824426591397,0.049724890291690825,0.021995643968693912,0.011351439030840993,0.008804233535192907,0.006370031404367182,0.010862839128822088,0.01180741096904967,0.011401614680653437,0.01296444849576801,"[0.08837824426591397, 0.049724890291690825, 0.021995643968693912, 0.011351439030840993, 0.008804233535192907, 0.006370031404367182, 0.010862839128822088, 0.01180741096904967, 0.011401614680653437, 0.01296444849576801]",12
Qwen3-8B,34,28,20,0.08504707122920081,0.4201512581979842,0.2024201274416387,0.2027949133734673,0.03723379855208704,0.04781327267711377,0.08504707122920081,0.06717443009838461,0.07099298054235988,0.0430687184620183,0.040252347101341,0.02310514878554386,0.0236832506430801,0.02358808055323607,0.029959568148478867,0.013279662634340638,"[0.08504707122920081, 0.06717443009838461, 0.07099298054235988, 0.0430687184620183, 0.040252347101341, 0.02310514878554386, 0.0236832506430801, 0.02358808055323607, 0.029959568148478867, 0.013279662634340638]",13
Qwen3-8B,14,6,20,0.08309204542310908,0.23281266956146285,0.35690517006495076,0.35964862364875916,0.01663562490426153,0.06645642051884755,0.08309204542310908,0.058109337883070114,0.02676457251654938,0.022376022581011058,0.01026274827127054,0.0072799524758011104,0.0060548200897756034,0.005016719884588383,0.008223384554730729,0.0056330658815568315,"[0.08309204542310908, 0.058109337883070114, 0.02676457251654938, 0.022376022581011058, 0.01026274827127054, 0.0072799524758011104, 0.0060548200897756034, 0.005016719884588383, 0.008223384554730729, 0.0056330658815568315]",14
Qwen3-8B,21,25,20,0.07782037105321252,0.5506489343455939,0.1413248372952839,0.13719226592678868,0.05253650703248683,0.025283864020725688,0.07782037105321252,0.10208676996408031,0.06715758183809158,0.052340623085692074,0.03916034644237811,0.03964180236462198,0.035876861597171225,0.03767279801733139,0.04789841961964214,0.05099336036337263,"[0.07782037105321252, 0.10208676996408031, 0.06715758183809158, 0.052340623085692074, 0.03916034644237811, 0.03964180236462198, 0.035876861597171225, 0.03767279801733139, 0.04789841961964214, 0.05099336036337263]",15
Qwen3-8B,24,5,20,0.07770723812282085,0.25602805480636304,0.3035106374635066,0.3037829630714314,0.019813424075949135,0.05789381404687172,0.07770723812282085,0.020872541739663575,0.033315231561573455,0.02073480581311742,0.011508658815637318,0.01923700351280786,0.021232475683518715,0.020963852199315625,0.016784209413299323,0.013672037944608917,"[0.07770723812282085, 0.020872541739663575, 0.033315231561573455, 0.02073480581311742, 0.011508658815637318, 0.01923700351280786, 0.021232475683518715, 0.020963852199315625, 0.016784209413299323, 0.013672037944608917]",16
Qwen3-8B,9,14,20,0.07087174899279489,0.09660663046386161,0.7336116439679202,0.7159069512025532,0.00285943127456297,0.06801231771823192,0.07087174899279489,0.013300466550208511,0.0035097591842713884,0.0016605487806373275,0.0010951365662549505,0.0013382384281612758,0.0015044087520436733,0.000997068015522018,0.0009088147037800808,0.0014204404901875024,"[0.07087174899279489, 0.013300466550208511, 0.0035097591842713884, 0.0016605487806373275, 0.0010951365662549505, 0.0013382384281612758, 0.0015044087520436733, 0.000997068015522018, 0.0009088147037800808, 0.0014204404901875024]",17
Qwen3-8B,31,14,20,0.06423015978652984,0.17749907456118308,0.3618619417893923,0.373853753765513,0.01258543497496147,0.051644724811568364,0.06423015978652984,0.022071070213860365,0.018363439125823788,0.010135270474711433,0.007162319853614462,0.006824535716259561,0.01111443830995995,0.011639314763851872,0.011123985687481764,0.014834540629090042,"[0.06423015978652984, 0.022071070213860365, 0.018363439125823788, 0.010135270474711433, 0.007162319853614462, 0.006824535716259561, 0.01111443830995995, 0.011639314763851872, 0.011123985687481764, 0.014834540629090042]",18
Qwen3-8B,33,15,20,0.06364979275967926,0.14688841573365605,0.43332071111102194,0.45836323534445683,0.009248735885997422,0.05440105687368184,0.06364979275967926,0.0207972954667639,0.014567838767288777,0.005849997878976864,0.005680546560324728,0.0030281724779342768,0.006426203244336648,0.008329375878201973,0.007020979889421142,0.01153821281072851,"[0.06364979275967926, 0.0207972954667639, 0.014567838767288777, 0.005849997878976864, 0.005680546560324728, 0.0030281724779342768, 0.006426203244336648, 0.008329375878201973, 0.007020979889421142, 0.01153821281072851]",19
Qwen3-8B,35,22,20,0.059319897400564515,0.34175830962485637,0.17357265567493937,0.17068109889512612,0.03138204580269909,0.027937851597865423,0.059319897400564515,0.04664100032532588,0.044002177240327,0.04119879179634154,0.03183915091212839,0.029645802127197383,0.03033439115388319,0.02777397494064644,0.01768420920416247,0.013318914524279534,"[0.059319897400564515, 0.04664100032532588, 0.044002177240327, 0.04119879179634154, 0.03183915091212839, 0.029645802127197383, 0.03033439115388319, 0.02777397494064644, 0.01768420920416247, 0.013318914524279534]",20
Qwen3-8B,29,3,20,0.05928717060014606,0.2135582975842681,0.2776158607311987,0.28669415294671163,0.017141236331569117,0.04214593426857694,0.05928717060014606,0.027426749793812634,0.0342144630572875,0.01710079315234907,0.012271757635699033,0.008108230084144453,0.012405951870459831,0.011734098148008344,0.013768506454835006,0.017240576787526152,"[0.05928717060014606, 0.027426749793812634, 0.0342144630572875, 0.01710079315234907, 0.012271757635699033, 0.008108230084144453, 0.012405951870459831, 0.011734098148008344, 0.013768506454835006, 0.017240576787526152]",21
Qwen3-8B,27,16,20,0.05687211155891418,0.40040617717313576,0.14203604939471917,0.14181943502327057,0.03817045173491351,0.01870165982400067,0.05687211155891418,0.07412871122360229,0.048219405207782985,0.03302191682159901,0.0318343196879141,0.027801175974309443,0.025635098287602888,0.030232802021782846,0.03173291138373315,0.0409277250058949,"[0.05687211155891418, 0.07412871122360229, 0.048219405207782985, 0.03302191682159901, 0.0318343196879141, 0.027801175974309443, 0.025635098287602888, 0.030232802021782846, 0.03173291138373315, 0.0409277250058949]",22
Qwen3-8B,34,30,20,0.05573862157762051,0.20628163365181534,0.2702064192089066,0.2662569121391431,0.016727001341577206,0.03901162023604331,0.05573862157762051,0.028772322833538054,0.02202342920936644,0.015104648470878602,0.01452047296334058,0.011373798130080104,0.013089320342987775,0.014697382552549243,0.016618888825178146,0.014342748746275901,"[0.05573862157762051, 0.028772322833538054, 0.02202342920936644, 0.015104648470878602, 0.01452047296334058, 0.011373798130080104, 0.013089320342987775, 0.014697382552549243, 0.016618888825178146, 0.014342748746275901]",23
Qwen3-8B,29,0,20,0.05503345155157149,0.22327396038490405,0.2464839673050042,0.25310587115071254,0.018693389870370287,0.0363400616812012,0.05503345155157149,0.029988342395517974,0.02221921113487042,0.02392515210667625,0.011718504812233733,0.019691537451944897,0.01910761265316978,0.013695779986301204,0.015589786358759739,0.012304581933858572,"[0.05503345155157149, 0.029988342395517974, 0.02221921113487042, 0.02392515210667625, 0.011718504812233733, 0.019691537451944897, 0.01910761265316978, 0.013695779986301204, 0.015589786358759739, 0.012304581933858572]",24
Qwen3-8B,33,17,20,0.05106695694848895,0.12583109707638868,0.4058373338149279,0.4268601917150293,0.008307126680877748,0.0427598302676112,0.05106695694848895,0.019405514227401,0.010737633711778471,0.004596411350576091,0.004776681117800763,0.002858162999655178,0.006130458084953716,0.007546081740019872,0.007654124594773748,0.011059072300940897,"[0.05106695694848895, 0.019405514227401, 0.010737633711778471, 0.004596411350576091, 0.004776681117800763, 0.002858162999655178, 0.006130458084953716, 0.007546081740019872, 0.007654124594773748, 0.011059072300940897]",25
Qwen3-8B,21,19,20,0.04935044833691791,0.37648871686851637,0.13108081630545357,0.13221347838488967,0.03634869650351094,0.013001751833406967,0.04935044833691791,0.06706405661534517,0.057121572384494355,0.05068116876063868,0.036306291204527955,0.02884239963022992,0.01846041406679433,0.021256184250160005,0.024473002297418132,0.022933179321989884,"[0.04935044833691791, 0.06706405661534517, 0.057121572384494355, 0.05068116876063868, 0.036306291204527955, 0.02884239963022992, 0.01846041406679433, 0.021256184250160005, 0.024473002297418132, 0.022933179321989884]",26
Qwen3-8B,32,11,20,0.04809042427223176,0.1153831262276924,0.4167890561166809,0.45871736446430267,0.007476966883940071,0.04061345738829169,0.04809042427223176,0.013343407939828467,0.008728045642419602,0.003655797004466876,0.004382366878871835,0.0025223596280739002,0.006354856583129731,0.0083094197446826,0.007573699776185094,0.012422748757802537,"[0.04809042427223176, 0.013343407939828467, 0.008728045642419602, 0.003655797004466876, 0.004382366878871835, 0.0025223596280739002, 0.006354856583129731, 0.0083094197446826, 0.007573699776185094, 0.012422748757802537]",27
