scope,site,layer,rows,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy
adjacent_rank_before_city,pre_marker,28,442,0.9654761904761905,0.9248590796767514,0.945167635076471,305,5,16,16,1.0,1.0,2.3095878162108368,3.6353447984116123,9.903429985046387,4.287964248657227,137,8,4,21,16,0.1
adjacent_rank_before_city,pre_marker,29,442,1.0,1.0,1.0,305,5,16,16,1.0,1.0,4.011263846919077,6.032812292946272,13.900485038757324,3.4653629302978515,137,8,4,21,16,0.1
adjacent_rank_before_city,pre_marker,30,442,1.0,1.0,1.0,305,5,16,16,1.0,1.0,4.121011048181756,6.1500377884342825,13.977032661437988,3.3916513442993166,137,8,4,21,16,0.1
adjacent_rank_before_city,pre_marker,31,442,1.0,1.0,1.0,305,5,16,16,1.0,1.0,4.18723866890245,6.219277159982824,13.849800109863281,3.3076213717460634,137,8,4,21,16,0.1
adjacent_rank_before_city,pre_marker,32,442,1.0,1.0,1.0,305,5,16,16,1.0,1.0,4.334446825179792,6.3693367941282695,13.91027545928955,3.209238922595978,137,8,4,21,16,0.1
adjacent_rank_before_city,pre_marker,33,442,1.0,1.0,1.0,305,5,16,16,1.0,1.0,4.39122007548854,6.425852032567897,14.1183500289917,3.2151315093040465,137,8,4,21,16,0.1
adjacent_rank_before_city,pre_marker,34,442,1.0,1.0,1.0,305,5,16,16,1.0,1.0,4.512331660940505,6.544010132320913,14.68858814239502,3.255210220813751,137,8,4,21,16,0.1
adjacent_rank_before_city,pre_marker,35,442,1.0,1.0,1.0,305,5,16,16,1.0,1.0,4.565643361134619,6.595019841711957,14.935323715209961,3.2712418675422668,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,0,442,0.8765586929358269,0.8758876972648313,0.8762231951003291,305,5,16,16,0.9161506329927382,0.920912537754643,3.179301480600377,5.02331712297628,13.860158920288086,4.35949814915657,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,1,442,0.9093204806976146,0.8745024158795498,0.8919114482885822,305,5,16,16,0.9369944090996721,0.9161506329927382,1.8899592582492342,2.764524422112057,10.545186042785645,5.579583790898323,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,2,442,0.8745447313368192,0.857953158309714,0.8662489448232666,305,5,16,16,0.9066763061499904,0.8556487372276846,1.2382284228969,0.928007687978749,7.3323564529418945,5.921650898456574,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,3,442,0.8826720568428748,0.7867394129620274,0.8347057349024511,305,5,16,16,0.887505301715828,0.7976701368806631,1.0258589642586284,0.11087657798748657,5.42477560043335,5.2880325555801395,137,8,4,21,16,0.1
