scope,site,layer,rows,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy
adjacent_rank_before_city,post_marker,4,442,0.8570452907328422,0.7132909516154184,0.7851681211741304,305,5,16,16,0.8979949874686717,0.8407036822826296,0.939242476365022,-0.27222275089428993,5.369168281555176,5.7164879322052,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,5,442,0.7731881487612493,0.6683170333701117,0.7207525910656805,305,5,16,16,0.8707538075959128,0.7792037786774628,0.8447531075066473,-0.7327020195554356,4.779351234436035,5.65769003033638,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,6,442,0.9269030574331151,0.8846674750663481,0.9057852662497317,305,5,16,16,0.9489473684210527,0.9126836321573164,1.2368254460222794,0.9230841169179588,6.962080478668213,5.628991949558258,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,7,442,0.9039922967698999,0.8417682897022261,0.872880293236063,305,5,16,16,0.9475438596491228,0.8980614999036052,0.756911566939644,-1.209548579287346,4.512901782989502,5.962257653474808,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,8,442,0.8832018679260785,0.8320414897285332,0.8576216788273059,305,5,16,16,0.9823308270676693,0.8469442837863891,0.7739148918419557,-1.1130679646917776,4.48389196395874,5.793779149651527,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,9,442,0.8272852946425031,0.6822008577850818,0.7547430762137924,305,5,16,16,0.9196568343936764,0.640002891844997,0.5827369814271603,-2.3452742000815987,3.627380847930908,6.22473081946373,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,10,442,0.8798940441349883,0.7326718014762702,0.8062829228056292,305,5,16,16,0.9464700212068633,0.7513398881819935,0.6748036589900553,-1.7082257120015878,4.005503177642822,5.935805362462998,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,11,442,0.9151580641053245,0.7625967287871819,0.8388773964462533,305,5,16,16,0.9623308270676691,0.8026585695006748,0.8413944560534078,-0.7500035387517306,4.7920026779174805,5.695310497283936,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,12,442,0.9647755134451705,0.9355338649643917,0.9501546892047812,305,5,16,16,0.9799016772700984,0.9665683439367649,1.353357810316026,1.3141263362776823,6.490480899810791,4.795835107564926,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,13,442,0.9267687769952365,0.8835856512832139,0.9051772141392251,305,5,16,16,0.9590225563909774,0.8163051860420282,1.3387908220911042,1.2671272644578488,6.663985252380371,4.977614980936051,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,14,442,0.9277996901101074,0.8226370990616287,0.875218394585868,305,5,16,16,0.9579236552920763,0.9188027761711973,1.1135398564237171,0.46705766152374795,6.256828308105469,5.618863368034363,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,15,442,0.9337926395813179,0.8650573092766107,0.8994249744289643,305,5,16,16,0.9799016772700984,0.9454694428378639,1.1308869330896263,0.5341918601305636,6.699475288391113,5.924089395999909,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,16,442,0.8181068862895288,0.7053368777516382,0.7617218820205836,305,5,16,16,0.8398380566801619,0.7419307885097359,0.8593693000982434,-0.6582016500640215,5.16782283782959,6.013506460189819,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,17,442,0.8272997229122392,0.6774556998638104,0.7523777113880248,305,5,16,16,0.9025621746674378,0.7225236167341431,0.9007404482361978,-0.45400334590136115,5.216104984283447,5.790907907485962,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,18,442,0.8550744035895412,0.8006817764506259,0.8278780900200835,305,5,16,16,0.8739010989010989,0.7825322922691343,1.0751328566463336,0.31462134338365,6.003282070159912,5.583758354187012,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,19,442,0.8106058153964041,0.7621789023116585,0.7863923588540314,305,5,16,16,0.779626951995373,0.7247667245035666,1.0448049576342082,0.19035224677621704,5.466611862182617,5.2321840763092045,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,20,442,0.6100254227555093,0.6084538044670075,0.6092396136112583,305,5,16,16,0.5953740119529594,0.4842548679390785,0.7552361636757317,-1.219172224854315,4.911623477935791,6.503427290916443,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,21,442,0.6589845298735612,0.6643315054703313,0.6616580176719462,305,5,16,16,0.6284779255831887,0.658789280894544,0.8781052678986948,-0.5645341743432393,5.026871681213379,5.724680018424988,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,22,442,0.6523800728854654,0.6062369487818053,0.6293085108336354,305,5,16,16,0.6066898014266435,0.5885993830730673,0.8282444562793283,-0.818414623163367,4.835258483886719,5.837960577011108,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,23,442,0.6354469775947746,0.5880569246451628,0.6117519511199687,305,5,16,16,0.6337160208212839,0.5804520917678813,0.7889869567609122,-1.029301763261745,4.545614719390869,5.761330628395081,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,24,442,0.5184074848806193,0.5162148440238832,0.5173111644522512,305,5,16,16,0.4461972238288028,0.46479371505687295,0.5495839536709806,-2.599659559592088,3.8649659156799316,7.032530498504639,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,25,442,0.5099840499705084,0.5072372631435842,0.5086106565570463,305,5,16,16,0.4003113553113553,0.34938403701561593,0.554298150094346,-2.5625657081247866,3.7999558448791504,6.855436635017395,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,26,442,0.5029958021702472,0.4833550834044136,0.4931754427873304,305,5,16,16,0.4437680740312319,0.37081260844418734,0.5217017095337111,-2.8257774016119623,3.6347293853759766,6.967064356803894,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,27,442,0.44805507395873506,0.4434548274046267,0.4457549506816809,305,5,16,16,0.4754347406978986,0.38852997879313667,0.49693319947543013,-3.0370198762288165,3.5876669883728027,7.219616222381592,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,28,442,0.4210229767191609,0.41281053222751724,0.4169167544733391,305,5,16,16,0.48245421245421244,0.404120879120879,0.47071734157508777,-3.272398016686799,3.623654842376709,7.698154544830322,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,29,442,0.2560363636046762,0.2334780084312173,0.24475718601794674,305,5,16,16,0.33538461538461534,0.27874301137459034,0.32619525391371457,-4.865223621617129,2.564953327178955,7.8632453918457035,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,30,442,0.2385161453937147,0.19657592350463654,0.21754603444917564,305,5,16,16,0.33736263736263733,0.20476190476190476,0.2947869134453288,-5.30491800136703,2.536470890045166,8.604421615600586,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,31,442,0.2310629912175107,0.2008066477353608,0.21593481947643575,305,5,16,16,0.3362033288349077,0.24255253518411415,0.276002487916514,-5.590870031393344,2.3020577430725098,8.340713739395142,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,32,442,0.22139613090113647,0.18851126919584626,0.20495370004849137,305,5,16,16,0.3260989010989011,0.2512094338410128,0.28932466762919906,-5.386145371140719,2.330390453338623,8.054586124420165,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,33,442,0.21073473440874418,0.21062159135731218,0.21067816288302818,305,5,16,16,0.2938162714478504,0.25175888439046334,0.30667722486605287,-5.133184753454133,2.4481935501098633,7.982964992523193,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,34,442,0.1943088958215669,0.18913970734036506,0.19172430158096598,305,5,16,16,0.30849881113039007,0.2361239637555427,0.3103821203574527,-5.081033043395761,2.6491382122039795,8.535086393356323,137,8,4,21,16,0.1
adjacent_rank_before_city,post_marker,35,442,0.18635725116585494,0.18559956621401705,0.18597840868993598,305,5,16,16,0.26202204228520015,0.21940909967225758,0.299875553435969,-5.230589375102634,2.7402215003967285,9.137862253189088,137,8,4,21,16,0.1
