target,model_label,prompt_mode,selection_rule,selected_spec,coefficient,bootstrap_median,ci95_low,ci95_high,bootstrap_sd,replicates
exact,Qwen3-32B,native_thinking,best,length_factor_log_n__identity__logistic__0.3,t_is_10000,-1.8908104431662824,-2.626655897974303,-0.25802658296864434,0.5557109244646499,500
exact,Qwen3-32B,native_thinking,best,length_factor_log_n__identity__logistic__0.3,t_is_2000,0.7560440789452674,0.21766154432166918,1.228278419262853,0.252466464687407,500
exact,Qwen3-32B,native_thinking,one_se,constant__identity__logistic__0.3,intercept,3.570154447616155,2.741853769705495,6.625014716632036,0.7734422234234619,500
exact,Qwen3-8B,direct,best,quadratic_log_needles__identity__logistic__0.3,intercept,-0.7032642321423686,-1.334434838036791,-0.137998256693809,0.2968429260108432,500
exact,Qwen3-8B,direct,best,quadratic_log_needles__identity__logistic__0.3,log_length,-0.0931282818830074,-0.9851508363227421,0.6272109605054155,0.39830044409002097,500
exact,Qwen3-8B,direct,best,quadratic_log_needles__identity__logistic__0.3,log_needles,-3.6049419980482105,-5.0400875087847545,-2.4630381213470653,0.6614338296595724,500
exact,Qwen3-8B,direct,best,quadratic_log_needles__identity__logistic__0.3,log_needles_sq,1.4580826179142106,-0.1530048658003214,2.6830729883409394,0.6800000333391106,500
exact,Qwen3-8B,direct,one_se,log_needles_only__identity__logistic__0.3,intercept,-0.2831682755951115,-0.8004883122014624,0.18096604174439757,0.26568965092849656,500
exact,Qwen3-8B,direct,one_se,log_needles_only__identity__logistic__0.3,log_needles,-2.690602823070388,-4.393490108340079,-1.4985018588752996,0.7785591818777969,500
exact,Qwen3-8B,enumeration,best,semi_log_needles__identity__logistic__0.3,intercept,3.0589898525064347,2.467170781086417,4.076567056222518,0.4043911478483205,500
exact,Qwen3-8B,enumeration,best,semi_log_needles__identity__logistic__0.3,log_length,-1.2594788423090864,-2.0688746594317218,-0.4942922991458355,0.4042511094556556,500
exact,Qwen3-8B,enumeration,best,semi_log_needles__identity__logistic__0.3,needle_linear,0.46308732165048555,0.08302253995517454,1.0036583649311357,0.24295385120392493,500
exact,Qwen3-8B,enumeration,one_se,constant__identity__logistic__0.3,intercept,3.003514114056987,2.529158624720337,3.8532251960356674,0.42634544190564666,500
exact,Qwen3-8B,native_thinking,best,length_specific_log_n__identity__logistic__0.3,intercept,3.829773821228961,2.7536795252574655,6.431000903678909,0.8448405926140625,500
exact,Qwen3-8B,native_thinking,best,length_specific_log_n__identity__logistic__0.3,log_needles,-1.203223797801356,-1.9387180049476596,-0.02196866064745478,0.4714622771343961,500
exact,Qwen3-8B,native_thinking,best,length_specific_log_n__identity__logistic__0.3,t10000_log_needles,0.6454423816674837,-0.03189960514461707,1.1094701057605216,0.3134955385327372,500
exact,Qwen3-8B,native_thinking,best,length_specific_log_n__identity__logistic__0.3,t2000_log_needles,0.6826913303337334,-0.019358931795313325,1.086509879631788,0.301991296732851,500
exact,Qwen3-8B,native_thinking,best,length_specific_log_n__identity__logistic__0.3,t_is_10000,1.1888241875502934,0.24410968241159983,1.8401261938749682,0.3760710446022005,500
exact,Qwen3-8B,native_thinking,best,length_specific_log_n__identity__logistic__0.3,t_is_2000,1.1697164455335811,0.2506961639808902,1.838060686111988,0.37126039040952297,500
exact,Qwen3-8B,native_thinking,one_se,constant__identity__logistic__0.3,intercept,3.853225196035667,3.078657172815336,6.625014716632036,0.7642065207879941,500
