target,model_label,prompt_mode,candidate,candidate_label,complexity,scheme,n,log_loss,brier,log_loss_fold_se,mae,rmse,mae_fold_se
exact,Qwen3-8B,direct,log_separable,Separate log T + log N,2,length,150,0.4795480117976127,0.12484556344855892,0.11209645777878346,,,
exact,Qwen3-8B,direct,semi_log_needles,Log T + linear N,2,seed,150,0.5783223355196329,0.14424267556057685,0.10909353094751163,,,
exact,Qwen3-8B,direct,semi_log_needles,Log T + linear N,2,needle,150,0.7108481851381739,0.16972396102753096,0.17851750874773553,,,
exact,Qwen3-8B,direct,semi_log_needles,Log T + linear N,2,length,150,0.7245623082841356,0.14836815748516674,0.26063786616664586,,,
exact,Qwen3-8B,direct,piecewise_log_needles,Log T + piecewise log N,3,seed,150,0.37982414471616804,0.10661041042022906,0.05908175620739977,,,
exact,Qwen3-8B,direct,piecewise_log_needles,Log T + piecewise log N,3,needle,150,0.40592144924667684,0.11064694908397174,0.07483570306288059,,,
exact,Qwen3-8B,direct,piecewise_log_needles,Log T + piecewise log N,3,length,150,0.5011780294861743,0.12442311873828421,0.08456429951047505,,,
exact,Qwen3-8B,direct,log_interaction,Log T × log N,3,seed,150,0.4159179793615058,0.11956315853500937,0.06547918945211127,,,
exact,Qwen3-8B,direct,log_interaction,Log T × log N,3,needle,150,0.4561111783165656,0.13002163199582417,0.09120182626114053,,,
exact,Qwen3-8B,direct,log_interaction,Log T × log N,3,length,150,0.5875601903111711,0.19920159851647465,0.24327143415292246,,,
bias,Qwen3-8B,direct,intercept_only,Constant,0,seed,150,,,,1.0429840488448598,1.2409279344419712,0.025880186221343266
bias,Qwen3-8B,direct,intercept_only,Constant,0,needle,150,,,,1.1016621858641757,1.2863974080335439,0.15824267144543236
bias,Qwen3-8B,direct,intercept_only,Constant,0,length,150,,,,1.0594846964447004,1.270709999986838,0.01236038716753675
bias,Qwen3-8B,direct,log_density,Log density,1,seed,150,,,,0.8698483786316331,1.1656033310805063,0.025240474288663408
bias,Qwen3-8B,direct,log_density,Log density,1,needle,150,,,,0.903073252933256,1.1754391670156328,0.16285178307859896
bias,Qwen3-8B,direct,log_density,Log density,1,length,150,,,,1.2067402986518327,1.6138893641925585,0.30036004723332665
bias,Qwen3-8B,direct,log_burden,Log burden,1,seed,150,,,,0.7702759363237532,1.011641749923268,0.014304331512086037
bias,Qwen3-8B,direct,log_burden,Log burden,1,needle,150,,,,0.7988226577404546,1.0221140624410752,0.09603919784337187
bias,Qwen3-8B,direct,log_burden,Log burden,1,length,150,,,,0.9350046547341746,1.1406173481084434,0.1693937712416111
bias,Qwen3-8B,direct,log_separable,Separate log T + log N,2,seed,150,,,,0.7164840055475665,1.0012548386710076,0.010509496190842689
bias,Qwen3-8B,direct,log_separable,Separate log T + log N,2,needle,150,,,,0.7668562113834634,1.0436001620349549,0.1061678488551322
bias,Qwen3-8B,direct,log_separable,Separate log T + log N,2,length,150,,,,0.8512751008982046,1.2363283115920158,0.07314542152533056
bias,Qwen3-8B,direct,semi_log_needles,Log T + linear N,2,seed,150,,,,0.8109877180212952,1.0704426412741597,0.011532858174794172
bias,Qwen3-8B,direct,semi_log_needles,Log T + linear N,2,needle,150,,,,0.8804129250581182,1.2130540882911076,0.11776007717703339
bias,Qwen3-8B,direct,semi_log_needles,Log T + linear N,2,length,150,,,,0.9578785831550489,1.3467880563022492,0.06881168120781286
bias,Qwen3-8B,direct,piecewise_log_needles,Log T + piecewise log N,3,seed,150,,,,0.7115350957933949,1.0029212638383418,0.010455689766966071
bias,Qwen3-8B,direct,piecewise_log_needles,Log T + piecewise log N,3,needle,150,,,,0.8178104425677606,1.0999192887529992,0.10280899674390763
bias,Qwen3-8B,direct,piecewise_log_needles,Log T + piecewise log N,3,length,150,,,,0.8641853870297636,1.2996405593421325,0.07301067917107895
bias,Qwen3-8B,direct,log_interaction,Log T × log N,3,seed,150,,,,0.6856047383282695,0.9170388258979963,0.014822475068299189
bias,Qwen3-8B,direct,log_interaction,Log T × log N,3,needle,150,,,,0.7605850696922942,0.9869299053397292,0.0787407372669856
bias,Qwen3-8B,direct,log_interaction,Log T × log N,3,length,150,,,,0.8132103369179537,1.168974644976091,0.06484960140760071
absolute_error,Qwen3-8B,direct,intercept_only,Constant,0,seed,150,,,,0.7623927718723227,0.8850102019259486,0.011301033153723477
absolute_error,Qwen3-8B,direct,intercept_only,Constant,0,needle,150,,,,0.8229975043615515,0.9493542524423936,0.10871526195540061
absolute_error,Qwen3-8B,direct,intercept_only,Constant,0,length,150,,,,0.7652537800126421,0.8923090840545647,0.0540483708145667
absolute_error,Qwen3-8B,direct,log_density,Log density,1,seed,150,,,,0.561650924415977,0.7216678313766303,0.03753559523030902
absolute_error,Qwen3-8B,direct,log_density,Log density,1,needle,150,,,,0.5824766142184675,0.735468187082036,0.07563252399546386
absolute_error,Qwen3-8B,direct,log_density,Log density,1,length,150,,,,0.8113156266999964,1.0040320189065743,0.19672958970099147
absolute_error,Qwen3-8B,direct,log_burden,Log burden,1,seed,150,,,,0.5171504867981447,0.6254905874175823,0.02122644616388802
absolute_error,Qwen3-8B,direct,log_burden,Log burden,1,needle,150,,,,0.5434753841003036,0.6522589183696954,0.04130878694793518
absolute_error,Qwen3-8B,direct,log_burden,Log burden,1,length,150,,,,0.6631799130502293,0.77118685250597,0.09403849627855171
absolute_error,Qwen3-8B,direct,log_separable,Separate log T + log N,2,seed,150,,,,0.42745421042642107,0.5497320752847722,0.02540575353357162
absolute_error,Qwen3-8B,direct,log_separable,Separate log T + log N,2,needle,150,,,,0.46505190199592733,0.5846167430476271,0.05154689887206425
absolute_error,Qwen3-8B,direct,log_separable,Separate log T + log N,2,length,150,,,,0.483916609965531,0.6337321552973338,0.015964546153250103
absolute_error,Qwen3-8B,direct,semi_log_needles,Log T + linear N,2,seed,150,,,,0.4873941950031914,0.6062287565415899,0.027789352844763478
absolute_error,Qwen3-8B,direct,semi_log_needles,Log T + linear N,2,needle,150,,,,0.5658361721300218,0.7231986852377965,0.08070022659299392
absolute_error,Qwen3-8B,direct,semi_log_needles,Log T + linear N,2,length,150,,,,0.5488466577125145,0.696203719970638,0.0149169620722224
absolute_error,Qwen3-8B,direct,piecewise_log_needles,Log T + piecewise log N,3,seed,150,,,,0.4099332579562159,0.542442627466466,0.028923004937690133
absolute_error,Qwen3-8B,direct,piecewise_log_needles,Log T + piecewise log N,3,needle,150,,,,0.4757352404098503,0.6015622495706315,0.04934223392839359
absolute_error,Qwen3-8B,direct,piecewise_log_needles,Log T + piecewise log N,3,length,150,,,,0.4782065741300354,0.6434141795926815,0.014787201222494363
absolute_error,Qwen3-8B,direct,log_interaction,Log T × log N,3,seed,150,,,,0.41990991198477884,0.5303272508534821,0.02191580980536128
absolute_error,Qwen3-8B,direct,log_interaction,Log T × log N,3,needle,150,,,,0.45632555494630966,0.5681825012695506,0.04751685875998874
absolute_error,Qwen3-8B,direct,log_interaction,Log T × log N,3,length,150,,,,0.44869343173759557,0.5896315085289322,0.0026457905963687737
exact,Qwen3-8B,enumeration,intercept_only,Constant,0,seed,150,0.20442706123124166,0.04563859845738921,0.0792189332793413,,,
exact,Qwen3-8B,enumeration,intercept_only,Constant,0,needle,150,0.19350937204883698,0.044916247413865844,0.04374501364218239,,,
exact,Qwen3-8B,enumeration,intercept_only,Constant,0,length,150,0.20419154970618675,0.045932959299143976,0.06944962096291733,,,
exact,Qwen3-8B,enumeration,log_density,Log density,1,seed,150,0.1989352014527263,0.04591166955716914,0.07559918793847184,,,
exact,Qwen3-8B,enumeration,log_density,Log density,1,needle,150,0.18690114817821196,0.04460828114888376,0.04559734217499627,,,
exact,Qwen3-8B,enumeration,log_density,Log density,1,length,150,0.20402389101525306,0.04564147447392151,0.07896106186684888,,,
exact,Qwen3-8B,enumeration,log_burden,Log burden,1,seed,150,0.20579658191471556,0.04581522208948692,0.07872344452211633,,,
exact,Qwen3-8B,enumeration,log_burden,Log burden,1,needle,150,0.19873679019496057,0.04564596794647854,0.04160574432986468,,,
exact,Qwen3-8B,enumeration,log_burden,Log burden,1,length,150,0.2189579239049255,0.04812856636966219,0.06560628910532523,,,
exact,Qwen3-8B,enumeration,log_separable,Separate log T + log N,2,seed,150,0.19509451155758073,0.045746946052569425,0.07389625751429635,,,
exact,Qwen3-8B,enumeration,log_separable,Separate log T + log N,2,needle,150,0.1840981692339196,0.04433817192724137,0.042725093346134536,,,
exact,Qwen3-8B,enumeration,log_separable,Separate log T + log N,2,length,150,0.4107893041234287,0.1331551104759076,0.24449743350016506,,,
exact,Qwen3-8B,enumeration,semi_log_needles,Log T + linear N,2,seed,150,0.1901500559937683,0.045393810462821794,0.07102986853643861,,,
exact,Qwen3-8B,enumeration,semi_log_needles,Log T + linear N,2,needle,150,0.17820308342938362,0.043949021974400204,0.04307187079777563,,,
exact,Qwen3-8B,enumeration,semi_log_needles,Log T + linear N,2,length,150,0.40243397685889637,0.12892855422253008,0.23625270259602035,,,
exact,Qwen3-8B,enumeration,piecewise_log_needles,Log T + piecewise log N,3,seed,150,0.22108546002793575,0.04802524673355021,0.07375978119751413,,,
exact,Qwen3-8B,enumeration,piecewise_log_needles,Log T + piecewise log N,3,needle,150,0.18961623688245785,0.044884822251821374,0.04621012837694528,,,
exact,Qwen3-8B,enumeration,piecewise_log_needles,Log T + piecewise log N,3,length,150,0.41821832870207887,0.12232632057575583,0.2505450862183785,,,
exact,Qwen3-8B,enumeration,log_interaction,Log T × log N,3,seed,150,0.19527808100341734,0.046046262539745794,0.07581932719702891,,,
exact,Qwen3-8B,enumeration,log_interaction,Log T × log N,3,needle,150,0.1831085999110186,0.04430167966531029,0.042394551173317654,,,
exact,Qwen3-8B,enumeration,log_interaction,Log T × log N,3,length,150,0.44288040459584543,0.1444643930285025,0.2316083575496648,,,
bias,Qwen3-8B,enumeration,intercept_only,Constant,0,seed,149,,,,0.06912154088461031,0.17628423321182543,0.015494935299947794
bias,Qwen3-8B,enumeration,intercept_only,Constant,0,needle,149,,,,0.068483591947185,0.17429592158493634,0.010700991862778432
bias,Qwen3-8B,enumeration,intercept_only,Constant,0,length,149,,,,0.06893427707106944,0.175561227538427,0.007789534709753939
bias,Qwen3-8B,enumeration,log_density,Log density,1,seed,149,,,,0.06922881145060857,0.17695599939099324,0.015511856417496993
bias,Qwen3-8B,enumeration,log_density,Log density,1,needle,149,,,,0.07070515877321343,0.17510540427190446,0.011528900041476687
bias,Qwen3-8B,enumeration,log_density,Log density,1,length,149,,,,0.0701475661587564,0.17502684725918718,0.011461734871077307
bias,Qwen3-8B,enumeration,log_burden,Log burden,1,seed,149,,,,0.0690126373630275,0.17611304554886542,0.01548159220661606
bias,Qwen3-8B,enumeration,log_burden,Log burden,1,needle,149,,,,0.07196342845669766,0.17535370996182728,0.010261515350217423
bias,Qwen3-8B,enumeration,log_burden,Log burden,1,length,149,,,,0.0760876745866053,0.1761270215074424,0.009718425651873221
bias,Qwen3-8B,enumeration,log_separable,Separate log T + log N,2,seed,149,,,,0.0690079655164789,0.17659635084558892,0.015423088060264796
bias,Qwen3-8B,enumeration,log_separable,Separate log T + log N,2,needle,149,,,,0.07267563524726979,0.1748912804135446,0.009170030849871903
bias,Qwen3-8B,enumeration,log_separable,Separate log T + log N,2,length,149,,,,0.08879291901902327,0.17632882973736103,0.02481699773277664
bias,Qwen3-8B,enumeration,semi_log_needles,Log T + linear N,2,seed,149,,,,0.07080890413474894,0.17654397019487247,0.014715847368159339
bias,Qwen3-8B,enumeration,semi_log_needles,Log T + linear N,2,needle,149,,,,0.07083073518200952,0.1732192922038952,0.011072150650654873
bias,Qwen3-8B,enumeration,semi_log_needles,Log T + linear N,2,length,149,,,,0.08850154509473644,0.17581574530829178,0.02461529720045657
bias,Qwen3-8B,enumeration,piecewise_log_needles,Log T + piecewise log N,3,seed,149,,,,0.07544964956132315,0.17682474078329313,0.013610919306075107
bias,Qwen3-8B,enumeration,piecewise_log_needles,Log T + piecewise log N,3,needle,149,,,,0.07649453570489731,0.17174417690694094,0.01411607514893558
bias,Qwen3-8B,enumeration,piecewise_log_needles,Log T + piecewise log N,3,length,149,,,,0.0910476276080751,0.17584092213079894,0.02244603071912553
bias,Qwen3-8B,enumeration,log_interaction,Log T × log N,3,seed,149,,,,0.06888057506867964,0.17685259019958377,0.015384200054237986
bias,Qwen3-8B,enumeration,log_interaction,Log T × log N,3,needle,149,,,,0.07267591911136041,0.17540127242347978,0.009131654116809669
bias,Qwen3-8B,enumeration,log_interaction,Log T × log N,3,length,149,,,,0.09124087637346615,0.1790544179421251,0.023525055976278113
absolute_error,Qwen3-8B,enumeration,intercept_only,Constant,0,seed,149,,,,0.054359923970655886,0.13863691972112532,0.012185832289843095
absolute_error,Qwen3-8B,enumeration,intercept_only,Constant,0,needle,149,,,,0.053858215598825865,0.13707323251906925,0.008415684844791384
absolute_error,Qwen3-8B,enumeration,intercept_only,Constant,0,length,149,,,,0.05421265227305976,0.1380683193552582,0.006125999350851947
absolute_error,Qwen3-8B,enumeration,log_density,Log density,1,seed,149,,,,0.054444285802544005,0.13916522331445205,0.012199139728475123
absolute_error,Qwen3-8B,enumeration,log_density,Log density,1,needle,149,,,,0.05560534395003314,0.13770984184166246,0.009066784705598182
absolute_error,Qwen3-8B,enumeration,log_density,Log density,1,length,149,,,,0.055166830980840485,0.1376480614880415,0.009013963349047676
absolute_error,Qwen3-8B,enumeration,log_burden,Log burden,1,seed,149,,,,0.054274277917665543,0.13850229094659097,0.01217533875150811
absolute_error,Qwen3-8B,enumeration,log_burden,Log burden,1,needle,149,,,,0.05659489718413954,0.1379051192942907,0.008070063067499314
absolute_error,Qwen3-8B,enumeration,log_burden,Log burden,1,length,149,,,,0.059838368078868484,0.13851328219528042,0.007642955767323231
absolute_error,Qwen3-8B,enumeration,log_separable,Separate log T + log N,2,seed,149,,,,0.05427060379206108,0.13888238141981069,0.012129328768123454
absolute_error,Qwen3-8B,enumeration,log_separable,Separate log T + log N,2,needle,149,,,,0.057155004879821815,0.1375414463384404,0.007211676323011359
absolute_error,Qwen3-8B,enumeration,log_separable,Separate log T + log N,2,length,149,,,,0.06983027671597204,0.13867199219934911,0.019517072285552012
absolute_error,Qwen3-8B,enumeration,semi_log_needles,Log T + linear N,2,seed,149,,,,0.055686933421176345,0.13884118719650432,0.011573126609436234
absolute_error,Qwen3-8B,enumeration,semi_log_needles,Log T + linear N,2,needle,149,,,,0.05570410222346429,0.13622652843017066,0.008707578851085106
absolute_error,Qwen3-8B,enumeration,semi_log_needles,Log T + linear N,2,length,149,,,,0.06960112869397253,0.13826848223418078,0.019358446979150578
absolute_error,Qwen3-8B,enumeration,piecewise_log_needles,Log T + piecewise log N,3,seed,149,,,,0.05933659986852706,0.13906199633421182,0.010704167314269306
absolute_error,Qwen3-8B,enumeration,piecewise_log_needles,Log T + piecewise log N,3,needle,149,,,,0.06015833981523204,0.13506643919656622,0.011101441924467442
absolute_error,Qwen3-8B,enumeration,piecewise_log_needles,Log T + piecewise log N,3,length,149,,,,0.07160346906539387,0.13828828228695444,0.017652449695408
absolute_error,Qwen3-8B,enumeration,log_interaction,Log T × log N,3,seed,149,,,,0.05417041888633803,0.1390838982208424,0.01209874569627734
absolute_error,Qwen3-8B,enumeration,log_interaction,Log T × log N,3,needle,149,,,,0.057155228121812444,0.13794252430242845,0.0071814953365228265
absolute_error,Qwen3-8B,enumeration,log_interaction,Log T × log N,3,length,149,,,,0.07175544756673569,0.140815502973127,0.018501037996400158
exact,Qwen3-8B,native_thinking,intercept_only,Constant,0,seed,150,0.11108685881451298,0.019999761928778795,0.059275301122010016,,,
exact,Qwen3-8B,native_thinking,intercept_only,Constant,0,needle,150,0.10413971913122143,0.01981883588899425,0.04156813908865241,,,
exact,Qwen3-8B,native_thinking,intercept_only,Constant,0,length,150,0.2060507231487013,0.020597679845980498,0.17555569124305842,,,
exact,Qwen3-8B,native_thinking,log_density,Log density,1,seed,150,0.11723657725162731,0.02053491051103653,0.06071337183867136,,,
exact,Qwen3-8B,native_thinking,log_density,Log density,1,needle,150,0.09815914261850736,0.01964471538411897,0.04266170376453953,,,
exact,Qwen3-8B,native_thinking,log_density,Log density,1,length,150,0.25285732516607257,0.03651826797921046,0.16164140511168623,,,
exact,Qwen3-8B,native_thinking,log_burden,Log burden,1,seed,150,0.1160295292669363,0.020682042489953333,0.059102890683689964,,,
exact,Qwen3-8B,native_thinking,log_burden,Log burden,1,needle,150,0.09589060338568874,0.019570664199080032,0.042573172561834724,,,
exact,Qwen3-8B,native_thinking,log_burden,Log burden,1,length,150,0.2384069119035392,0.03222613223039801,0.1639808504775632,,,
exact,Qwen3-8B,native_thinking,log_separable,Separate log T + log N,2,seed,150,0.12504670231140808,0.020928256930850844,0.06253606118033907,,,
exact,Qwen3-8B,native_thinking,log_separable,Separate log T + log N,2,needle,150,0.10019908142441722,0.01941555951682135,0.04816364086745765,,,
exact,Qwen3-8B,native_thinking,log_separable,Separate log T + log N,2,length,150,1.0603490046523711,0.317293567371243,0.4028795639488408,,,
exact,Qwen3-8B,native_thinking,semi_log_needles,Log T + linear N,2,seed,150,0.1350463506522004,0.0210650673736683,0.0727737170418381,,,
exact,Qwen3-8B,native_thinking,semi_log_needles,Log T + linear N,2,needle,150,0.10744133819352478,0.022055707294463496,0.050010581237866086,,,
exact,Qwen3-8B,native_thinking,semi_log_needles,Log T + linear N,2,length,150,1.1279642108472923,0.34633121224696406,0.4405152655641686,,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,Log T + piecewise log N,3,seed,150,0.14831426627893957,0.021093565886139698,0.0816583369748638,,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,Log T + piecewise log N,3,needle,150,0.10122704324007299,0.01937397390715573,0.04827347133988682,,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,Log T + piecewise log N,3,length,150,1.0351386096571609,0.306560490169789,0.37528834945461653,,,
exact,Qwen3-8B,native_thinking,log_interaction,Log T × log N,3,seed,150,0.12504814529515185,0.020929028609505445,0.0625363582346061,,,
exact,Qwen3-8B,native_thinking,log_interaction,Log T × log N,3,needle,150,0.10019970376306518,0.01941669301936542,0.04816426744724921,,,
exact,Qwen3-8B,native_thinking,log_interaction,Log T × log N,3,length,150,1.0417471690944076,0.26471121131670716,0.3609361525874756,,,
bias,Qwen3-8B,native_thinking,intercept_only,Constant,0,seed,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,Constant,0,needle,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,Constant,0,length,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,Log density,1,seed,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,Log density,1,needle,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,Log density,1,length,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,Log burden,1,seed,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,Log burden,1,needle,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,Log burden,1,length,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,Separate log T + log N,2,seed,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,Separate log T + log N,2,needle,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,Separate log T + log N,2,length,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,Log T + linear N,2,seed,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,Log T + linear N,2,needle,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,Log T + linear N,2,length,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,Log T + piecewise log N,3,seed,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,Log T + piecewise log N,3,needle,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,Log T + piecewise log N,3,length,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,Log T × log N,3,seed,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,Log T × log N,3,needle,147,,,,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,Log T × log N,3,length,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,Constant,0,seed,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,Constant,0,needle,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,Constant,0,length,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,Log density,1,seed,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,Log density,1,needle,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,Log density,1,length,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,Log burden,1,seed,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,Log burden,1,needle,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,Log burden,1,length,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,Separate log T + log N,2,seed,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,Separate log T + log N,2,needle,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,Separate log T + log N,2,length,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,semi_log_needles,Log T + linear N,2,seed,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,semi_log_needles,Log T + linear N,2,needle,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,semi_log_needles,Log T + linear N,2,length,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,piecewise_log_needles,Log T + piecewise log N,3,seed,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,piecewise_log_needles,Log T + piecewise log N,3,needle,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,piecewise_log_needles,Log T + piecewise log N,3,length,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_interaction,Log T × log N,3,seed,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_interaction,Log T × log N,3,needle,147,,,,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_interaction,Log T × log N,3,length,147,,,,0.0,0.0,0.0
exact,Qwen3-32B,direct,intercept_only,Constant,0,seed,150,0.6976656018056868,0.2522499015156148,0.005177717793975154,,,
exact,Qwen3-32B,direct,intercept_only,Constant,0,needle,150,0.7530678239119336,0.27979054823621424,0.019848440519689883,,,
exact,Qwen3-32B,direct,intercept_only,Constant,0,length,150,0.743892780560701,0.27493209785243616,0.033866038664351276,,,
exact,Qwen3-32B,direct,log_density,Log density,1,seed,150,0.6318078524039255,0.2196645677819875,0.020284091297994394,,,
exact,Qwen3-32B,direct,log_density,Log density,1,needle,150,0.6799307398697965,0.24073123955054077,0.04871176995690335,,,
exact,Qwen3-32B,direct,log_density,Log density,1,length,150,1.204090394437957,0.3483255834764594,0.49773063435634485,,,
exact,Qwen3-32B,direct,log_burden,Log burden,1,seed,150,0.4131344904539536,0.1396041182569448,0.025786844676647144,,,
exact,Qwen3-32B,direct,log_burden,Log burden,1,needle,150,0.43214908656199724,0.1445376560856767,0.06283162105039618,,,
exact,Qwen3-32B,direct,log_burden,Log burden,1,length,150,0.45009497231023365,0.15304827812293983,0.04117358070979457,,,
exact,Qwen3-32B,direct,log_separable,Separate log T + log N,2,seed,150,0.4051905945177959,0.13002895818878987,0.023608094137716713,,,
exact,Qwen3-32B,direct,log_separable,Separate log T + log N,2,needle,150,0.46015629221077553,0.13795668368152722,0.0894712316008702,,,
exact,Qwen3-32B,direct,log_separable,Separate log T + log N,2,length,150,0.5305204609812031,0.14749219439479272,0.1302996125805513,,,
exact,Qwen3-32B,direct,semi_log_needles,Log T + linear N,2,seed,150,0.5175032858541281,0.16241517830566157,0.020304060902130553,,,
exact,Qwen3-32B,direct,semi_log_needles,Log T + linear N,2,needle,150,0.7581269410275217,0.18267538800169386,0.23301943849003687,,,
exact,Qwen3-32B,direct,semi_log_needles,Log T + linear N,2,length,150,0.8904162199796133,0.1763204136598862,0.3738653417638735,,,
exact,Qwen3-32B,direct,piecewise_log_needles,Log T + piecewise log N,3,seed,150,0.39478179415232423,0.13070838425514894,0.028299360743797443,,,
exact,Qwen3-32B,direct,piecewise_log_needles,Log T + piecewise log N,3,needle,150,0.5124335347641616,0.15235599729040014,0.11046231491383422,,,
exact,Qwen3-32B,direct,piecewise_log_needles,Log T + piecewise log N,3,length,150,0.5225824332247911,0.14099121671568735,0.13756356923891927,,,
exact,Qwen3-32B,direct,log_interaction,Log T × log N,3,seed,150,0.39349075617573653,0.13187745405780613,0.02355793237566583,,,
exact,Qwen3-32B,direct,log_interaction,Log T × log N,3,needle,150,0.4986561017566216,0.14834615933725787,0.10660292318103358,,,
exact,Qwen3-32B,direct,log_interaction,Log T × log N,3,length,150,0.5310982057958998,0.13918152035447276,0.18057465622443467,,,
bias,Qwen3-32B,direct,intercept_only,Constant,0,seed,150,,,,0.8652520930258023,1.0536265782111596,0.03154212595347283
bias,Qwen3-32B,direct,intercept_only,Constant,0,needle,150,,,,0.919362395957276,1.112738367101589,0.14597235154026075
bias,Qwen3-32B,direct,intercept_only,Constant,0,length,150,,,,0.9317044226786356,1.1251996256399908,0.06736342261118548
bias,Qwen3-32B,direct,log_density,Log density,1,seed,150,,,,0.7672090934671683,0.9798093972108393,0.016932520798150854
bias,Qwen3-32B,direct,log_density,Log density,1,needle,150,,,,0.8109263797581093,1.0133185228476305,0.12962808397684175
bias,Qwen3-32B,direct,log_density,Log density,1,length,150,,,,1.1630168972883899,1.458037786018763,0.3175794981895003
bias,Qwen3-32B,direct,log_burden,Log burden,1,seed,150,,,,0.5150899055871927,0.694314587206883,0.026740436133855322
bias,Qwen3-32B,direct,log_burden,Log burden,1,needle,150,,,,0.5428500709022896,0.7244644039181584,0.07338857336992094
bias,Qwen3-32B,direct,log_burden,Log burden,1,length,150,,,,0.6042950943964227,0.7888595696064845,0.10208710490189031
bias,Qwen3-32B,direct,log_separable,Separate log T + log N,2,seed,150,,,,0.4959204752715305,0.6878842633587169,0.028157262260424813
bias,Qwen3-32B,direct,log_separable,Separate log T + log N,2,needle,150,,,,0.5461594700591867,0.7437784083943031,0.08367127709843664
bias,Qwen3-32B,direct,log_separable,Separate log T + log N,2,length,150,,,,0.5592898767117948,0.7913555942138794,0.06678762176668852
bias,Qwen3-32B,direct,semi_log_needles,Log T + linear N,2,seed,150,,,,0.5281856556903743,0.7303997153582195,0.02813922605339345
bias,Qwen3-32B,direct,semi_log_needles,Log T + linear N,2,needle,150,,,,0.6156714908959202,0.9195751482917406,0.12984002771951833
bias,Qwen3-32B,direct,semi_log_needles,Log T + linear N,2,length,150,,,,0.5805653493169266,0.8529039964763732,0.05353664476712272
bias,Qwen3-32B,direct,piecewise_log_needles,Log T + piecewise log N,3,seed,150,,,,0.4711899179339995,0.6699609185888404,0.029279380211856224
bias,Qwen3-32B,direct,piecewise_log_needles,Log T + piecewise log N,3,needle,150,,,,0.5154395685929499,0.7569109235221326,0.08127662226838647
