target,model_label,prompt_mode,outer_seed,selection_rule,selected_spec,selected_label,inner_loss,inner_fold_se,best_inner_loss
bias,Qwen3-8B,native_thinking,1238,one_se,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,1234,best,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,1235,best,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,1236,best,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,1237,best,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.0,0.0,0.0
bias,Qwen3-8B,native_thinking,1238,best,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,1234,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,1235,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,1236,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,1237,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,1238,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,1234,best,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,1235,best,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,1236,best,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,1237,best,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.0,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,1238,best,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.0,0.0,0.0
exact,Qwen3-32B,direct,1234,one_se,log_separable__identity__logistic__0.3,Log T + log N; ridge=0.3,0.4116927105171769,0.028220649260370004,0.38616913920879076
exact,Qwen3-32B,direct,1235,one_se,quadratic_log_needles__identity__logistic__0.3,Log T + curved log N; ridge=0.3,0.39963215036611716,0.022555370699008294,0.39963215036611716
exact,Qwen3-32B,direct,1236,one_se,quadratic_log_needles__identity__logistic__0.3,Log T + curved log N; ridge=0.3,0.3474568984512898,0.04234560553374279,0.33096348385585134
exact,Qwen3-32B,direct,1237,one_se,log_separable__identity__logistic__0.3,Log T + log N; ridge=0.3,0.39762113510806557,0.021679262289169252,0.3672282316535668
exact,Qwen3-32B,direct,1238,one_se,log_burden__identity__logistic__0.3,Log burden; ridge=0.3,0.41979034108773555,0.035343286418017913,0.36675250805723447
exact,Qwen3-32B,direct,1234,best,quadratic_log_needles__identity__logistic__0.3,Log T + curved log N; ridge=0.3,0.38616913920879076,0.025818606888443618,0.38616913920879076
exact,Qwen3-32B,direct,1235,best,quadratic_log_needles__identity__logistic__0.3,Log T + curved log N; ridge=0.3,0.39963215036611716,0.022555370699008294,0.39963215036611716
exact,Qwen3-32B,direct,1236,best,quadratic_surface__identity__logistic__0.3,Quadratic log surface; ridge=0.3,0.33096348385585134,0.03600861212296735,0.33096348385585134
exact,Qwen3-32B,direct,1237,best,quadratic_log_needles__identity__logistic__0.3,Log T + curved log N; ridge=0.3,0.3672282316535668,0.031787051802298814,0.3672282316535668
exact,Qwen3-32B,direct,1238,best,quadratic_log_needles__identity__logistic__0.3,Log T + curved log N; ridge=0.3,0.36675250805723447,0.057208737534903166,0.36675250805723447
bias,Qwen3-32B,direct,1234,one_se,log_interaction__asinh__ridge__0.001,Log T x log N; asinh + ridge,1.1739673206830141,0.09698750735172426,1.1651942098690646
bias,Qwen3-32B,direct,1235,one_se,quadratic_surface__asinh__ridge__0.001,Quadratic log surface; asinh + ridge,1.111171379360296,0.07184312449760213,1.0654376719336094
bias,Qwen3-32B,direct,1236,one_se,piecewise_log_needles__asinh__huber__0.01,Log T + piecewise log N; asinh + Huber,1.1022838471471805,0.07434398409893438,1.0207055086330323
bias,Qwen3-32B,direct,1237,one_se,log_interaction__asinh__ridge__0.001,Log T x log N; asinh + ridge,1.0962804560174797,0.10657879463378991,1.080118981801717
bias,Qwen3-32B,direct,1238,one_se,log_interaction__asinh__ridge__0.001,Log T x log N; asinh + ridge,1.0157348104163968,0.07629847924864647,0.9985126807061709
bias,Qwen3-32B,direct,1234,best,quadratic_surface__asinh__ridge__0.001,Quadratic log surface; asinh + ridge,1.1651942098690646,0.08381797052525389,1.1651942098690646
bias,Qwen3-32B,direct,1235,best,quadratic_surface__asinh__huber__0.01,Quadratic log surface; asinh + Huber,1.0654376719336094,0.08346101298959777,1.0654376719336094
bias,Qwen3-32B,direct,1236,best,length_specific_piecewise_n__asinh__huber__0.01,T-specific piecewise N; asinh + Huber,1.0207055086330323,0.13108537207470367,1.0207055086330323
bias,Qwen3-32B,direct,1237,best,length_specific_piecewise_n__asinh__huber__0.01,T-specific piecewise N; asinh + Huber,1.080118981801717,0.1357006055176149,1.080118981801717
bias,Qwen3-32B,direct,1238,best,quadratic_surface__asinh__ridge__0.001,Quadratic log surface; asinh + ridge,0.9985126807061709,0.10711899662250693,0.9985126807061709
absolute_error,Qwen3-32B,direct,1234,one_se,log_burden__log1p__ridge__0.001,Log burden; log1p + ridge,1.1841466303092736,0.09721499593482616,1.104641792190327
absolute_error,Qwen3-32B,direct,1235,one_se,piecewise_log_needles__log1p__huber__0.01,Log T + piecewise log N; log1p + Huber,1.046898243568973,0.12710481457729572,1.0027374551490904
absolute_error,Qwen3-32B,direct,1236,one_se,log_separable__log1p__ridge__0.001,Log T + log N; log1p + ridge,1.0931993113274503,0.08999065595500753,0.963692839746996
absolute_error,Qwen3-32B,direct,1237,one_se,log_separable__sqrt__huber__0.01,Log T + log N; sqrt + Huber,1.081847847704209,0.09642077053535034,1.0329487587730752
absolute_error,Qwen3-32B,direct,1238,one_se,log_interaction__log1p__ridge__0.001,Log T x log N; log1p + ridge,0.9751744009771972,0.07413590580228953,0.9656754066026979
absolute_error,Qwen3-32B,direct,1234,best,piecewise_log_needles__sqrt__huber__0.01,Log T + piecewise log N; sqrt + Huber,1.104641792190327,0.15312986619960917,1.104641792190327
absolute_error,Qwen3-32B,direct,1235,best,quadratic_surface__log1p__huber__0.01,Quadratic log surface; log1p + Huber,1.0027374551490904,0.07199580153259881,1.0027374551490904
absolute_error,Qwen3-32B,direct,1236,best,quadratic_surface__log1p__huber__0.01,Quadratic log surface; log1p + Huber,0.963692839746996,0.13077532074827614,0.963692839746996
absolute_error,Qwen3-32B,direct,1237,best,quadratic_surface__sqrt__huber__0.01,Quadratic log surface; sqrt + Huber,1.0329487587730752,0.07059243792111664,1.0329487587730752
absolute_error,Qwen3-32B,direct,1238,best,quadratic_surface__log1p__ridge__0.001,Quadratic log surface; log1p + ridge,0.9656754066026979,0.08858184876382366,0.9656754066026979
exact,Qwen3-32B,enumeration,1234,one_se,constant__identity__logistic__0.3,Constant; ridge=0.3,0.06152124640634282,0.0488758063709839,0.061354420717653894
exact,Qwen3-32B,enumeration,1235,one_se,log_burden__identity__logistic__0.3,Log burden; ridge=0.3,0.06001156495060424,0.01963891670889871,0.05555412378364795
exact,Qwen3-32B,enumeration,1236,one_se,log_burden__identity__logistic__0.3,Log burden; ridge=0.3,0.06001156495060424,0.01963891670889871,0.05555412378364795
exact,Qwen3-32B,enumeration,1237,one_se,log_burden__identity__logistic__0.3,Log burden; ridge=0.3,0.06001156495060424,0.01963891670889871,0.05555412378364795
exact,Qwen3-32B,enumeration,1238,one_se,constant__identity__logistic__0.3,Constant; ridge=0.3,0.06152124640634282,0.0488758063709839,0.06135442087233005
exact,Qwen3-32B,enumeration,1234,best,log_length_only__identity__logistic__0.3,Log T only; ridge=0.3,0.061354420717653894,0.048628751054164206,0.061354420717653894
exact,Qwen3-32B,enumeration,1235,best,length_factor_log_n__identity__logistic__0.03,T-level intercepts + log N; ridge=0.03,0.05555412378364795,0.01775009386012657,0.05555412378364795
exact,Qwen3-32B,enumeration,1236,best,length_factor_log_n__identity__logistic__0.03,T-level intercepts + log N; ridge=0.03,0.05555412378364795,0.01775009386012657,0.05555412378364795
exact,Qwen3-32B,enumeration,1237,best,length_factor_log_n__identity__logistic__0.03,T-level intercepts + log N; ridge=0.03,0.05555412378364795,0.01775009386012657,0.05555412378364795
exact,Qwen3-32B,enumeration,1238,best,log_length_only__identity__logistic__0.3,Log T only; ridge=0.3,0.06135442087233005,0.04862875100260547,0.06135442087233005
bias,Qwen3-32B,enumeration,1234,one_se,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.04015473473400282,0.01994842175533239,0.025000011334142314
bias,Qwen3-32B,enumeration,1235,one_se,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.05533444954841813,0.01868234561077131,0.033333355669605776
bias,Qwen3-32B,enumeration,1236,one_se,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.05533444954841813,0.01868234561077131,0.033333355669605776
bias,Qwen3-32B,enumeration,1237,one_se,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.05533444954841813,0.01868234561077131,0.033333355669605776
bias,Qwen3-32B,enumeration,1238,one_se,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.01567822246298539,0.005885036956782647,0.008333344667475647
bias,Qwen3-32B,enumeration,1234,best,constant__identity__huber__0.01,Constant; raw bias + Huber,0.025000011334142314,0.024999996221952564,0.025000011334142314
bias,Qwen3-32B,enumeration,1235,best,constant__identity__huber__0.01,Constant; raw bias + Huber,0.033333355669605776,0.023570222159156193,0.033333355669605776
bias,Qwen3-32B,enumeration,1236,best,constant__identity__huber__0.01,Constant; raw bias + Huber,0.033333355669605776,0.023570222159156193,0.033333355669605776
bias,Qwen3-32B,enumeration,1237,best,constant__identity__huber__0.01,Constant; raw bias + Huber,0.033333355669605776,0.023570222159156193,0.033333355669605776
bias,Qwen3-32B,enumeration,1238,best,constant__asinh__huber__0.01,Constant; asinh + Huber,0.008333344667475647,0.008333329555285896,0.008333344667475647
absolute_error,Qwen3-32B,enumeration,1234,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.03664187134291405,0.02111937621902865,0.02500000000000017
absolute_error,Qwen3-32B,enumeration,1235,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.050446165863067896,0.019781130009813134,0.03333333333333393
absolute_error,Qwen3-32B,enumeration,1236,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.050446165863067896,0.019781130009813134,0.03333333333333393
absolute_error,Qwen3-32B,enumeration,1237,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.050446165863067896,0.019781130009813134,0.03333333333333393
absolute_error,Qwen3-32B,enumeration,1238,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.014131853778554589,0.006400493184926247,0.008333333333333503
absolute_error,Qwen3-32B,enumeration,1234,best,constant__sqrt__huber__0.01,Constant; sqrt + Huber,0.02500000000000017,0.024999999999999942,0.02500000000000017
absolute_error,Qwen3-32B,enumeration,1235,best,constant__sqrt__huber__0.01,Constant; sqrt + Huber,0.03333333333333393,0.023570226039551428,0.03333333333333393
absolute_error,Qwen3-32B,enumeration,1236,best,constant__sqrt__huber__0.01,Constant; sqrt + Huber,0.03333333333333393,0.023570226039551428,0.03333333333333393
absolute_error,Qwen3-32B,enumeration,1237,best,constant__sqrt__huber__0.01,Constant; sqrt + Huber,0.03333333333333393,0.023570226039551428,0.03333333333333393
absolute_error,Qwen3-32B,enumeration,1238,best,constant__sqrt__huber__0.01,Constant; sqrt + Huber,0.008333333333333503,0.008333333333333276,0.008333333333333503
exact,Qwen3-32B,native_thinking,1234,one_se,log_burden__identity__logistic__0.3,Log burden; ridge=0.3,0.060011564950604245,0.01963891670889871,0.05555412366867004
exact,Qwen3-32B,native_thinking,1235,one_se,constant__identity__logistic__0.3,Constant; ridge=0.3,0.13042967438127084,0.0635657350843534,0.10446061079766701
exact,Qwen3-32B,native_thinking,1236,one_se,constant__identity__logistic__0.3,Constant; ridge=0.3,0.13042967438127084,0.0635657350843534,0.10446061079766737
exact,Qwen3-32B,native_thinking,1237,one_se,constant__identity__logistic__0.3,Constant; ridge=0.3,0.15279081021466484,0.04624700230804534,0.11419084749915266
exact,Qwen3-32B,native_thinking,1238,one_se,constant__identity__logistic__0.3,Constant; ridge=0.3,0.15279081021466484,0.04624700230804534,0.11419084749915266
exact,Qwen3-32B,native_thinking,1234,best,length_factor_log_n__identity__logistic__0.03,T-level intercepts + log N; ridge=0.03,0.05555412366867004,0.01775009392285109,0.05555412366867004
exact,Qwen3-32B,native_thinking,1235,best,log_length_only__identity__logistic__0.001,Log T only; ridge=0.001,0.10446061079766701,0.047508461563225704,0.10446061079766701
exact,Qwen3-32B,native_thinking,1236,best,log_length_only__identity__logistic__0.001,Log T only; ridge=0.001,0.10446061079766737,0.04750846156322657,0.10446061079766737
exact,Qwen3-32B,native_thinking,1237,best,length_factor_log_n__identity__logistic__0.3,T-level intercepts + log N; ridge=0.3,0.11419084749915266,0.04046852670329048,0.11419084749915266
exact,Qwen3-32B,native_thinking,1238,best,length_factor_log_n__identity__logistic__0.3,T-level intercepts + log N; ridge=0.3,0.11419084749915266,0.04046852670329048,0.11419084749915266
bias,Qwen3-32B,native_thinking,1234,one_se,constant__asinh__huber__0.01,Constant; asinh + Huber,0.025000022336272448,0.015957114163812704,0.02500002233627244
bias,Qwen3-32B,native_thinking,1235,one_se,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.08414300335160191,0.05808945715827184,0.07500001125597382
bias,Qwen3-32B,native_thinking,1236,one_se,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.07747554910392312,0.0559308589612007,0.06666667792264049
bias,Qwen3-32B,native_thinking,1237,one_se,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.09383518742296036,0.05623620748701221,0.08333335549998103
bias,Qwen3-32B,native_thinking,1238,one_se,constant__asinh__ridge__0.001,Constant; asinh + ridge,0.09383518742296036,0.05623620748701221,0.08333335549998103
bias,Qwen3-32B,native_thinking,1234,best,constant__identity__huber__0.01,Constant; raw bias + Huber,0.02500002233627244,0.015957114163812704,0.02500002233627244
bias,Qwen3-32B,native_thinking,1235,best,constant__asinh__huber__0.01,Constant; asinh + Huber,0.07500001125597382,0.05506729876365145,0.07500001125597382
bias,Qwen3-32B,native_thinking,1236,best,constant__asinh__huber__0.01,Constant; asinh + Huber,0.06666667792264049,0.05610836119865894,0.06666667792264049
bias,Qwen3-32B,native_thinking,1237,best,constant__asinh__huber__0.01,Constant; asinh + Huber,0.08333335549998103,0.05181877366058082,0.08333335549998103
bias,Qwen3-32B,native_thinking,1238,best,constant__asinh__huber__0.01,Constant; asinh + Huber,0.08333335549998103,0.05181877366058082,0.08333335549998103
absolute_error,Qwen3-32B,native_thinking,1234,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.0397236453164493,0.012787099205837383,0.025000000000000598
absolute_error,Qwen3-32B,native_thinking,1235,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.1058063232413209,0.047662126404884354,0.0750000000000013
absolute_error,Qwen3-32B,native_thinking,1236,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.09414428682799784,0.048941308769102035,0.06666666666666797
absolute_error,Qwen3-32B,native_thinking,1237,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.11900108967319321,0.04516239550815461,0.08333333333333552
absolute_error,Qwen3-32B,native_thinking,1238,one_se,constant__log1p__ridge__0.001,Constant; log1p + ridge,0.11900108967319321,0.04516239550815461,0.08333333333333552
absolute_error,Qwen3-32B,native_thinking,1234,best,constant__sqrt__huber__0.01,Constant; sqrt + Huber,0.025000000000000598,0.015957118462605457,0.025000000000000598
absolute_error,Qwen3-32B,native_thinking,1235,best,constant__sqrt__huber__0.01,Constant; sqrt + Huber,0.0750000000000013,0.055067298893330126,0.0750000000000013
absolute_error,Qwen3-32B,native_thinking,1236,best,constant__sqrt__huber__0.01,Constant; sqrt + Huber,0.06666666666666797,0.056108360768677784,0.06666666666666797
absolute_error,Qwen3-32B,native_thinking,1237,best,constant__sqrt__huber__0.01,Constant; sqrt + Huber,0.08333333333333552,0.05181877251715952,0.08333333333333552
absolute_error,Qwen3-32B,native_thinking,1238,best,constant__sqrt__huber__0.01,Constant; sqrt + Huber,0.08333333333333552,0.05181877251715952,0.08333333333333552
