target,model_label,prompt_mode,n,event_count,failure_count,selected_spec,selected_label,best_spec,best_label,outer_choice_stability,best_outer_choice_stability,parsimonious_oof_loss,parsimonious_baseline_loss,parsimonious_gain_pct,parsimonious_rmse,parsimonious_brier,parsimonious_ece,parsimonious_request_r2,parsimonious_cell_r2,parsimonious_spearman,parsimonious_calibration_intercept,parsimonious_calibration_slope,parsimonious_cell_cluster_gain,parsimonious_cell_cluster_gain_ci95_low,parsimonious_cell_cluster_gain_ci95_high,parsimonious_cell_cluster_gain_p,best_oof_loss,best_baseline_loss,best_gain_pct,best_rmse,best_brier,best_ece,best_request_r2,best_cell_r2,best_spearman,best_calibration_intercept,best_calibration_slope,best_cell_cluster_gain,best_cell_cluster_gain_ci95_low,best_cell_cluster_gain_ci95_high,best_cell_cluster_gain_p,parsimonious_leave_n_loss,parsimonious_leave_n_baseline_loss,parsimonious_leave_n_gain_pct,parsimonious_leave_t_loss,parsimonious_leave_t_baseline_loss,parsimonious_leave_t_gain_pct,best_leave_n_loss,best_leave_n_baseline_loss,best_leave_n_gain_pct,best_leave_t_loss,best_leave_t_baseline_loss,best_leave_t_gain_pct,parsimonious_cell_cluster_gain_q,parsimonious_evidence,best_cell_cluster_gain_q,best_evidence,nested_oof_loss,nested_baseline_loss,nested_gain_pct,nested_rmse,nested_brier,nested_ece,nested_request_r2,nested_cell_r2,nested_spearman,calibration_intercept,calibration_slope,leave_n_loss,leave_n_baseline_loss,leave_n_gain_pct,leave_t_loss,leave_t_baseline_loss,leave_t_gain_pct,cell_cluster_gain,cell_cluster_gain_ci95_low,cell_cluster_gain_ci95_high,cell_cluster_gain_p,cell_cluster_gain_q,evidence
bias,Qwen3-8B,direct,150,,,log_interaction__asinh__ridge__0.001,Log T x log N; asinh + ridge,log_interaction__asinh__ridge__0.001,Log T x log N; asinh + ridge,0.8,0.4,1.7622262352828724,2.5733333333333333,31.519705882789932,2.9490809273050274,,,0.491651286546844,0.7799589275615868,0.6495511342822976,0.36145283279559515,1.107490876111666,0.811107098050461,0.27218437028782644,1.4703142296724694,0.0009995002498750624,1.835322441442006,2.5733333333333333,28.67917973670961,2.9982432319539383,,,0.47456128145859755,0.8502234349656606,0.669883273134226,0.39780371275110105,1.0376804061139826,0.7380108918913267,0.2643442177236103,1.4057701740240767,0.0004997501249375312,1.8648152491964227,2.7266666666666666,31.608242694507723,3.1702835506257836,2.5733333333333333,-23.197547304110767,1.8648152491964227,2.7266666666666666,31.608242694507723,3.1702835506257836,2.5733333333333333,-23.197547304110767,0.004497751124437781,strong_within_grid,0.0022488755622188904,strong_within_grid,1.7622262352828724,2.5733333333333333,31.519705882789932,2.9490809273050274,,,0.491651286546844,0.7799589275615868,0.6495511342822976,0.36145283279559515,1.107490876111666,1.8648152491964227,2.7266666666666666,31.608242694507723,3.1702835506257836,2.5733333333333333,-23.197547304110767,0.811107098050461,0.27218437028782644,1.4703142296724694,0.0009995002498750624,0.004497751124437781,strong_within_grid
absolute_error,Qwen3-8B,direct,150,,,log_separable__sqrt__huber__0.01,Log T + log N; sqrt + Huber,log_interaction__sqrt__huber__0.01,Log T x log N; sqrt + Huber,0.2,0.6,1.6044377916646555,2.46,34.77895155834733,2.9122922919901555,,,0.46495898475990727,0.7655765616545533,0.7962784380093938,0.09145098343956147,1.2169263680903621,0.8555622083353445,0.4739663264652184,1.3243904776459454,0.0004997501249375312,1.5542310859909414,2.46,36.81987455321376,2.7118228782399694,,,0.5360835262770847,0.935865986463353,0.7985292697367323,0.4124405118492533,0.9476412911747512,0.9057689140090586,0.4568825082938142,1.423279274489957,0.0004997501249375312,1.5221667549737652,2.76,44.84903061689256,1.7383539400861059,2.46,29.33520568755667,1.4336644459490029,2.76,48.05563601634047,1.516161849010957,2.46,38.36740451174972,0.0022488755622188904,strong_generalizing,0.0022488755622188904,strong_generalizing,1.6044377916646555,2.46,34.77895155834733,2.9122922919901555,,,0.46495898475990727,0.7655765616545533,0.7962784380093938,0.09145098343956147,1.2169263680903621,1.5221667549737652,2.76,44.84903061689256,1.7383539400861059,2.46,29.33520568755667,0.8555622083353445,0.4739663264652184,1.3243904776459454,0.0004997501249375312,0.0022488755622188904,strong_generalizing
exact,Qwen3-8B,enumeration,150,143.0,7.0,constant__identity__logistic__0.3,Constant; ridge=0.3,semi_log_needles__identity__logistic__0.3,Log T + linear N; ridge=0.3,1.0,0.6,0.20395882038105956,0.20287088035658693,-0.5362721463821478,0.21361408238704319,0.045630976194058474,0.04545691641080242,-0.025671293073242563,-8.054358205100698e-05,-0.19990007493755463,11.064264912893636,-2.543326809477898,-0.0010879400244726473,-0.004159245515163641,0.0015809935857325802,0.7476261869065467,0.21628959730896796,0.20287088035658693,-6.614412541018654,0.217857610930526,0.047461938640356444,0.057975922819313824,-0.0668267926154047,0.2956778552189795,-0.006207290694212645,2.9023072801579035,0.03183151853115988,-0.013418716952381044,-0.06343779691001097,0.01810789514395953,0.7001499250374813,0.19341879492881447,0.19325651935746221,-0.0839690023869793,0.2037504011342891,0.20269993911172993,-0.5182349965976828,0.1771242451775578,0.19325651935746221,8.347596362358635,0.1995077752234888,0.20269993911172993,1.5748223222117346,0.7476261869065467,ceiling_limited,0.7876686656671664,ceiling_limited,0.20395882038105956,0.20287088035658693,-0.5362721463821478,0.21361408238704319,0.045630976194058474,0.04545691641080242,-0.025671293073242563,-8.054358205100698e-05,-0.19990007493755463,11.064264912893636,-2.543326809477898,0.19341879492881447,0.19325651935746221,-0.0839690023869793,0.2037504011342891,0.20269993911172993,-0.5182349965976828,-0.0010879400244726473,-0.004159245515163641,0.0015809935857325802,0.7476261869065467,0.7476261869065467,ceiling_limited
bias,Qwen3-8B,enumeration,149,,,constant__asinh__huber__0.01,Constant; asinh + Huber,log_length_only__asinh__huber__0.01,Log T only; asinh + Huber,1.0,0.4,0.040268510098141475,0.040268456375838924,-0.0001334103846682237,0.2006700116055444,,,-0.04195796903966986,-0.24999929205843063,-0.22202989488492694,-0.04026918741550799,-12.929520373986854,-5.371813383945328e-08,-5.5786373902063285e-08,-5.122539796390338e-08,1.0,0.04026851046751025,0.040268456375838924,-0.0001343276504684604,0.20067001160554673,,,-0.041957969039694065,-0.24999913104503246,-0.12132550093436285,-0.04026920479357349,-13.150964078414601,-5.4182121802244185e-08,-6.04474142782094e-08,-4.77883098600251e-08,1.0,0.04026850889026227,0.040268456375838924,-0.00013041081797238638,0.04026850991081651,0.040268456375838924,-0.00013294519434816263,0.04026850832529213,0.040268456375838924,-0.00012900780879109935,0.04026854260490998,0.040268456375838924,-0.00021413552645845973,1.0,not_supported,1.0,not_supported,0.040268510098141475,0.040268456375838924,-0.0001334103846682237,0.2006700116055444,,,-0.04195796903966986,-0.24999929205843063,-0.22202989488492694,-0.04026918741550799,-12.929520373986854,0.04026850889026227,0.040268456375838924,-0.00013041081797238638,0.04026850991081651,0.040268456375838924,-0.00013294519434816263,-5.371813383945328e-08,-5.5786373902063285e-08,-5.122539796390338e-08,1.0,1.0,not_supported
absolute_error,Qwen3-8B,enumeration,149,,,constant__log1p__huber__0.01,Constant; log1p + Huber,constant__sqrt__huber__0.01,Constant; sqrt + Huber,0.6,1.0,0.05137529940482766,0.040268456375838924,-27.58199352198869,0.1995664938510081,,,-0.03052967852531796,-0.12448191369245953,-0.12390432336274951,0.044943888805901853,-0.39288727655243794,-0.01113130440603118,-0.012017865650472529,-0.009949222327334119,1.0,0.040268456375842324,0.040268456375838924,-8.44347739873778e-12,0.20067001862719505,,,-0.04195804195803898,-0.24999999999995626,,0.04026845637556867,-1.1985289265405573e-06,-3.3863094044757066e-15,-3.4910235024280818e-15,-3.242625484556463e-15,1.0,0.0402685088902638,0.040268456375838924,-0.000130410821780567,0.04026850991081829,0.040268456375838924,-0.00013294519875944877,0.04026845637584198,0.040268456375838924,-7.581898072335965e-12,0.04026845637584247,0.040268456375838924,-8.805340715826542e-12,1.0,not_supported,1.0,not_supported,0.05137529940482766,0.040268456375838924,-27.58199352198869,0.1995664938510081,,,-0.03052967852531796,-0.12448191369245953,-0.12390432336274951,0.044943888805901853,-0.39288727655243794,0.0402685088902638,0.040268456375838924,-0.000130410821780567,0.04026850991081829,0.040268456375838924,-0.00013294519875944877,-0.01113130440603118,-0.012017865650472529,-0.009949222327334119,1.0,1.0,not_supported
exact,Qwen3-8B,native_thinking,150,147.0,3.0,constant__identity__logistic__0.3,Constant; ridge=0.3,length_specific_log_n__identity__logistic__0.3,T-specific log-N slopes; ridge=0.3,1.0,0.0,0.10997522468864751,0.1083771774250483,-1.4745237895722076,0.14140141777416704,0.01999436094854452,0.03246693453397466,-0.020120456558394118,-0.0002653216324324248,-0.18823081310526069,15.839282267779161,-2.865003517860002,-0.0015980472635992913,-0.00731734879246805,0.003058789656176526,0.6816591704147926,0.12664100696568664,0.1083771774250483,-16.85209928378997,0.14485763182296085,0.020983733497356483,0.03276149950297772,-0.0705986478243108,0.43555915056309513,-0.09355229416367089,6.473969455259922,-0.5339117278628936,-0.01826382954063842,-0.05796911792829273,0.009911062455249614,0.8355822088955522,0.10380652475085497,0.10337280550488986,-0.4195680322757538,0.14711414932342848,0.1312324538335299,-12.101957271975351,0.07710921001532704,0.10337280550488986,25.406677666613653,0.1600980711633817,0.1312324538335299,-21.995791808075317,0.7476261869065467,ceiling_limited,0.8355822088955522,ceiling_limited,0.10997522468864751,0.1083771774250483,-1.4745237895722076,0.14140141777416704,0.01999436094854452,0.03246693453397466,-0.020120456558394118,-0.0002653216324324248,-0.18823081310526069,15.839282267779161,-2.865003517860002,0.10380652475085497,0.10337280550488986,-0.4195680322757538,0.14711414932342848,0.1312324538335299,-12.101957271975351,-0.0015980472635992913,-0.00731734879246805,0.003058789656176526,0.6816591704147926,0.7476261869065467,ceiling_limited
bias,Qwen3-8B,native_thinking,147,,,constant__asinh__ridge__0.001,Constant; asinh + ridge,constant__asinh__ridge__0.001,Constant; asinh + ridge,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,not_supported,1.0,not_supported,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,not_supported
absolute_error,Qwen3-8B,native_thinking,147,,,constant__log1p__ridge__0.001,Constant; log1p + ridge,constant__log1p__ridge__0.001,Constant; log1p + ridge,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,not_supported,1.0,not_supported,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,not_supported
exact,Qwen3-32B,direct,150,72.0,78.0,quadratic_log_needles__identity__logistic__0.3,Log T + curved log N; ridge=0.3,quadratic_log_needles__identity__logistic__0.3,Log T + curved log N; ridge=0.3,0.4,0.8,0.3975720588603709,0.6976167238580073,43.00995872609089,0.3598896466157906,0.12952055774123863,0.08545250283429298,0.4810875090495247,0.77295572556338,0.6815350572062324,-0.004846992966790168,0.9708851785496966,0.3000446649976364,0.15477688768602768,0.44037046240151856,0.0004997501249375312,0.38069608257231485,0.6976167238580073,45.429048709302215,0.3522776819895149,0.1240995652279058,0.0638785235832214,0.5028062290548645,0.8142683127185445,0.6863026607805816,-0.015659951338746612,0.9591627300597669,0.3169206412856924,0.1809791820585461,0.44464428139662054,0.0004997501249375312,0.4112675601622768,0.7525948467075576,45.35339140820789,0.4706903388731547,0.7432651230069195,36.67261865201594,0.4112675601622768,0.7525948467075576,45.35339140820789,0.4706903388731547,0.7432651230069195,36.67261865201594,0.004497751124437781,strong_generalizing,0.0033733133433283356,strong_generalizing,0.3975720588603709,0.6976167238580073,43.00995872609089,0.3598896466157906,0.12952055774123863,0.08545250283429298,0.4810875090495247,0.77295572556338,0.6815350572062324,-0.004846992966790168,0.9708851785496966,0.4112675601622768,0.7525948467075576,45.35339140820789,0.4706903388731547,0.7432651230069195,36.67261865201594,0.3000446649976364,0.15477688768602768,0.44037046240151856,0.0004997501249375312,0.004497751124437781,strong_generalizing
bias,Qwen3-32B,direct,150,,,log_interaction__asinh__ridge__0.001,Log T x log N; asinh + ridge,length_specific_piecewise_n__asinh__huber__0.01,T-specific piecewise N; asinh + Huber,0.6,0.4,1.1924155835518575,2.0,40.37922082240713,2.1745850651606418,,,0.6078257061213859,0.8711021682041853,0.764911323511362,0.18004588061489993,1.057568868945864,0.8075844164481425,0.31212069323332436,1.420184509854607,0.0004997501249375312,1.1088221688066973,2.0,44.558891559665135,2.076119923954216,,,0.6425369193989312,0.9158904219170125,0.7770603461141912,0.25339139511365294,0.9154766793153774,0.8911778311933028,0.39273225847841703,1.55342364411403,0.0004997501249375312,1.2312493322520135,2.2533333333333334,45.35875744443727,1.305321374668908,2.1066666666666665,38.03854234166575,1.2217473778984593,2.2533333333333334,45.780441809239974,1.4352605472832802,2.1066666666666665,31.87054364161644,0.004497751124437781,strong_generalizing,0.0022488755622188904,strong_generalizing,1.1924155835518575,2.0,40.37922082240713,2.1745850651606418,,,0.6078257061213859,0.8711021682041853,0.764911323511362,0.18004588061489993,1.057568868945864,1.2312493322520135,2.2533333333333334,45.35875744443727,1.305321374668908,2.1066666666666665,38.03854234166575,0.8075844164481425,0.31212069323332436,1.420184509854607,0.0004997501249375312,0.004497751124437781,strong_generalizing
absolute_error,Qwen3-32B,direct,150,,,log_interaction__log1p__ridge__0.001,Log T x log N; log1p + ridge,quadratic_surface__sqrt__huber__0.01,Quadratic log surface; sqrt + Huber,0.2,0.2,1.216560694911461,1.9533333333333334,37.718735755385964,2.348487768487908,,,0.5325654918127287,0.8186969725241926,0.7758251329490745,-0.011805333683954573,1.2247649628288226,0.7367726384218726,0.3173430270482806,1.209758082183287,0.0004997501249375312,1.0913553743715694,1.9533333333333334,44.12856445196744,2.0284084388292287,,,0.6512975626363297,0.9462207540463653,0.7800548127024571,0.2655661425558035,0.9152293665246785,0.8619779589617643,0.3265846747064933,1.5017099716738875,0.0004997501249375312,1.0903852256406765,2.2533333333333334,51.610123122455185,0.967885770198856,2.0933333333333333,53.763418621073754,0.9754847059863259,2.2533333333333334,56.70925861007429,1.0067416894141221,2.0933333333333333,51.90724413626805,0.0022488755622188904,strong_generalizing,0.0022488755622188904,strong_generalizing,1.216560694911461,1.9533333333333334,37.718735755385964,2.348487768487908,,,0.5325654918127287,0.8186969725241926,0.7758251329490745,-0.011805333683954573,1.2247649628288226,1.0903852256406765,2.2533333333333334,51.610123122455185,0.967885770198856,2.0933333333333333,53.763418621073754,0.7367726384218726,0.3173430270482806,1.209758082183287,0.0004997501249375312,0.0022488755622188904,strong_generalizing
exact,Qwen3-32B,enumeration,150,148.0,2.0,log_burden__identity__logistic__0.3,Log burden; ridge=0.3,length_factor_log_n__identity__logistic__0.03,T-level intercepts + log N; ridge=0.03,0.6,0.6,0.07736085567610283,0.07588757087984882,-1.9414046057510959,0.1196943066865775,0.014326727053180471,0.02486194387420232,-0.08902486046135283,0.6381199959029085,0.05830406717811855,2.9453013717003356,0.27160348232307563,-0.0014732847962540495,-0.016688068251136893,0.010077203804441682,0.5417291354322838,0.06909524849937772,0.07588757087984882,8.950507048414085,0.12244805037707307,0.014993525041146226,0.00573857282194142,-0.1397105183303713,0.7960935320950442,0.1508946008912866,1.7405727915106368,0.49826649570455495,0.0067923223804711086,-0.0033934431915160807,0.012920583181108223,0.07546226886556721,0.04405302233726811,0.07700885153454634,42.7948586955542,0.08582218286869804,0.08907430766364156,3.6510244988084013,0.04543931951736099,0.07700885153454634,40.994679686948956,0.11450304238404181,0.08907430766364156,-28.547777004816144,0.6965088884129365,ceiling_limited,0.11319340329835081,ceiling_limited,0.07736085567610283,0.07588757087984882,-1.9414046057510959,0.1196943066865775,0.014326727053180471,0.02486194387420232,-0.08902486046135283,0.6381199959029085,0.05830406717811855,2.9453013717003356,0.27160348232307563,0.04405302233726811,0.07700885153454634,42.7948586955542,0.08582218286869804,0.08907430766364156,3.6510244988084013,-0.0014732847962540495,-0.016688068251136893,0.010077203804441682,0.5417291354322838,0.6965088884129365,ceiling_limited
bias,Qwen3-32B,enumeration,150,,,constant__asinh__ridge__0.001,Constant; asinh + ridge,constant__asinh__huber__0.01,Constant; asinh + Huber,1.0,0.2,0.04436673167074785,0.02666666666666667,-66.37524376530443,0.25793661232654747,,,-0.008729218002798245,-0.00595063093201631,-0.1381559694825671,-0.14118379668722225,-6.362043914540781,-0.017700065004081198,-0.018000053372747387,-0.01720405937112998,1.0,0.026666684564089244,0.02666666666666667,-6.71153346570516e-05,0.2581988885798523,,,-0.01078166201960773,-0.05633795127261543,,-0.02666671686896404,-2.758556515728776,-1.7897422573162602e-08,-1.819882060094551e-08,-1.744532553113853e-08,1.0,0.04439991074095202,0.02666666666666667,-66.49966527857008,0.04466763561210087,0.02666666666666667,-67.50363354537824,0.026666684586784152,0.02666666666666667,-6.720044056374858e-05,0.026666684965799665,0.02666666666666667,-6.862174873906862e-05,1.0,not_supported,1.0,not_supported,0.04436673167074785,0.02666666666666667,-66.37524376530443,0.25793661232654747,,,-0.008729218002798245,-0.00595063093201631,-0.1381559694825671,-0.14118379668722225,-6.362043914540781,0.04439991074095202,0.02666666666666667,-66.49966527857008,0.04466763561210087,0.02666666666666667,-67.50363354537824,-0.017700065004081198,-0.018000053372747387,-0.01720405937112998,1.0,1.0,not_supported
absolute_error,Qwen3-32B,enumeration,150,,,constant__log1p__ridge__0.001,Constant; log1p + ridge,constant__sqrt__huber__0.01,Constant; sqrt + Huber,1.0,1.0,0.040404781579865115,0.02666666666666667,-51.51793092449417,0.2578702402479267,,,-0.008210153722559621,-0.012770987274307588,-0.1381559694825671,0.14115655078703238,-8.195246317885559,-0.013738114913198448,-0.013970279803724802,-0.01335102428183175,1.0,0.026666666666667022,0.02666666666666667,-1.3270634591222574e-12,0.2581988897471611,,,-0.010781671159030282,-0.05633802816901268,,0.02666666666648889,-9.406363030454595e-08,-3.604604967895527e-16,-3.6290390992816117e-16,-3.564253027400983e-16,1.0,0.04042534600045554,0.02666666666666667,-51.59504750170826,0.040674736317242936,0.02666666666666667,-52.530261189661,0.02666666666666701,0.02666666666666667,-1.2750217548429532e-12,0.026666666666667165,0.02666666666666667,-1.8604909279851256e-12,1.0,not_supported,1.0,not_supported,0.040404781579865115,0.02666666666666667,-51.51793092449417,0.2578702402479267,,,-0.008210153722559621,-0.012770987274307588,-0.1381559694825671,0.14115655078703238,-8.195246317885559,0.04042534600045554,0.02666666666666667,-51.59504750170826,0.040674736317242936,0.02666666666666667,-52.530261189661,-0.013738114913198448,-0.013970279803724802,-0.01335102428183175,1.0,1.0,not_supported
exact,Qwen3-32B,native_thinking,150,146.0,4.0,constant__identity__logistic__0.3,Constant; ridge=0.3,length_factor_log_n__identity__logistic__0.3,T-level intercepts + log N; ridge=0.3,0.8,0.4,0.12472962390602013,0.12937341209624803,3.5894455552993594,0.16000051842606663,0.025600165896610086,0.02234822873820356,0.013692238572385329,0.1193775337776175,-0.024049747944363258,2.4693440225834937,0.2995763503809499,0.004643788190227846,-0.0213490568578446,0.033453705969134426,0.35332333833083457,0.11551721012638443,0.12937341209624803,10.710239256544622,0.16189376680030296,0.026209591728790876,0.013417202617890867,-0.009787352564716967,0.4692610506433478,0.16562654135440952,1.5180044531396053,0.46056767880476623,0.013856201969863572,-0.03220043180061311,0.058307019501743565,0.26436781609195403,0.13296210892877375,0.13211181837292016,-0.6436143006172403,0.1957935014764733,0.17346073299316456,-12.874826537363234,0.1006178738014862,0.13211181837292016,23.83885481201543,0.18168664986248184,0.17346073299316456,-4.74223573680012,0.5299850074962519,ceiling_limited,0.33990147783251234,ceiling_limited,0.12472962390602013,0.12937341209624803,3.5894455552993594,0.16000051842606663,0.025600165896610086,0.02234822873820356,0.013692238572385329,0.1193775337776175,-0.024049747944363258,2.4693440225834937,0.2995763503809499,0.13296210892877375,0.13211181837292016,-0.6436143006172403,0.1957935014764733,0.17346073299316456,-12.874826537363234,0.004643788190227846,-0.0213490568578446,0.033453705969134426,0.35332333833083457,0.5299850074962519,ceiling_limited
bias,Qwen3-32B,native_thinking,150,,,constant__asinh__ridge__0.001,Constant; asinh + ridge,constant__identity__huber__0.01,Constant; raw bias + Huber,0.8,0.2,0.07054170443892681,0.06666666666666667,-5.812556658390214,0.5293415654718737,,,-0.001358972532530478,-0.0033075516726002174,-0.09005201105110888,0.010039214896520666,-3.705362239673219,-0.0038750377722601426,-0.003875038076212371,-0.003875037164355689,1.0,0.06666668448948128,0.06666666666666667,-2.6734221919566536e-05,0.5291502632144639,,,-0.0006353278031396847,-0.0029069847819753747,,0.013333254754695002,-4.262854584062015,-1.7822814588220535e-08,-1.843331690231333e-08,-1.6755085004624708e-08,1.0,0.07406380366409239,0.06666666666666667,-11.095705496138587,0.0714307210927915,0.06666666666666667,-7.14608163918725,0.06666668498047189,0.06666666666666667,-2.747070783348793e-05,0.06666668534702763,0.06666666666666667,-2.8020541449624847e-05,1.0,not_supported,1.0,not_supported,0.07054170443892681,0.06666666666666667,-5.812556658390214,0.5293415654718737,,,-0.001358972532530478,-0.0033075516726002174,-0.09005201105110888,0.010039214896520666,-3.705362239673219,0.07406380366409239,0.06666666666666667,-11.095705496138587,0.0714307210927915,0.06666666666666667,-7.14608163918725,-0.0038750377722601426,-0.003875038076212371,-0.003875037164355689,1.0,1.0,not_supported
absolute_error,Qwen3-32B,native_thinking,150,,,constant__log1p__ridge__0.001,Constant; log1p + ridge,constant__sqrt__huber__0.01,Constant; sqrt + Huber,1.0,1.0,0.09548131809568186,0.06666666666666667,-43.22197714352279,0.5276297784093533,,,-0.010297841765616766,-0.023615964857873983,-0.1506870318255222,0.37594760348804585,-10.304874377982346,-0.02881465142901518,-0.030013072016161886,-0.02724079775030839,1.0,0.06666666666666807,0.06666666666666667,-2.10248485288389e-12,0.529150262212918,,,-0.016129032258064058,-0.07812499999999667,,0.06666666666622223,-7.19497555422705e-07,-1.392122746704781e-15,-1.4400747598670926e-15,-1.3310607246395086e-15,1.0,0.09551313626077866,0.06666666666666667,-43.26970439116799,0.09686959220533589,0.06666666666666667,-45.30438830800384,0.06666666666666805,0.06666666666666667,-2.0816681711721685e-12,0.06666666666666878,0.06666666666666667,-3.164135620181696e-12,1.0,not_supported,1.0,not_supported,0.09548131809568186,0.06666666666666667,-43.22197714352279,0.5276297784093533,,,-0.010297841765616766,-0.023615964857873983,-0.1506870318255222,0.37594760348804585,-10.304874377982346,0.09551313626077866,0.06666666666666667,-43.26970439116799,0.09686959220533589,0.06666666666666667,-45.30438830800384,-0.02881465142901518,-0.030013072016161886,-0.02724079775030839,1.0,1.0,not_supported
