model_label,parsed_requests,reference_condition,reference_condition_parsed_n,equation,reference_intercept,reference_intercept_ci95_low,reference_intercept_ci95_high,length_slope,length_slope_ci95_low,length_slope_ci95_high,needle_slope,needle_slope_ci95_low,needle_slope_ci95_high,density_slope,density_slope_ci95_low,density_slope_ci95_high,interaction_slope,interaction_slope_ci95_low,interaction_slope_ci95_high
Qwen3-8B,890,direct|query_last,150,"asinh(b)=α(q,o)+βL·log₂(T/5000)+βN·log₂(N/5)",0.9694968327313355,0.7815965310264872,1.1549299639655464,0.27916823127247137,0.18733816958442304,0.3741976367422165,0.05965874152345818,-0.01838319982198351,0.14515219700653342,,,,,,
Qwen3-1.7B,880,direct|query_first,150,"asinh(b)=α(q,o)+βL·log₂(T/5000)+βN·log₂(N/5)",-1.761250931527143,-1.905731593987858,-1.5992673631519736,0.24699432394244203,0.07733323551758198,0.41143671423681555,-0.23773952929628017,-0.35966247267740975,-0.09175268839739735,,,,,,
Qwen3-32B,898,direct|query_last,150,"asinh(b)=α(q,o)+βL·log₂(T/5000)+βN·log₂(N/5)",0.8040715220675152,0.6720827889956302,0.924777632181728,0.047096521959257565,-0.07002735269976727,0.1426588329359918,0.2903013041176217,0.2327077459191047,0.3668177625360876,,,,,,
Gemma4-E4B,852,enumeration|query_first,150,"asinh(b)=α(q,o)+βL·log₂(T/5000)+βN·log₂(N/5)",0.30253826995230254,0.1016090423555315,0.5136972020242008,-0.08502382010052514,-0.1548063144658668,-0.01947360965188908,-0.19408851659977666,-0.2523391702513109,-0.12078107899091067,,,,,,
Gemma4-12B,486,enumeration|query_first,150,"asinh(b)=α(q,o)+βL·log₂(T/5000)+βN·log₂(N/5)",0.007013010983528314,-0.008768439877373387,0.031495621091853526,-0.057584491521651605,-0.0906833251726675,-0.02812730627409192,-0.07235358533714809,-0.10234416295614665,-0.045956309114675506,,,,,,
OLMo-Hybrid-7B,583,direct|query_first,150,"asinh(b)=α(q,o)+βL·log₂(T/5000)+βN·log₂(N/5)",-0.2566802335763684,-0.41105019401454607,-0.062988103693904,0.19766049320413726,-0.02469423031231593,0.4302878792829108,-0.03828084654697113,-0.20764728305185282,0.11808322042652697,,,,,,
Llama3.1-8B,433,direct|query_last,150,"asinh(b)=α(q,o)+βL·log₂(T/5000)+βN·log₂(N/5)",0.21254096385054216,0.014306176590288926,0.38933420243873873,-0.19081219135176544,-0.33663850593135874,-0.0486658075656609,-0.3384254115913083,-0.4582872753418814,-0.2372225928578429,,,,,,
Llama3.2-3B,363,direct|query_last,150,"asinh(b)=α(q,o)+βL·log₂(T/5000)+βN·log₂(N/5)",-0.3086893704513617,-0.46942621336049145,-0.11633279148742787,-0.5924279093825285,-0.8771447338108489,-0.3155465620451755,-0.3123543638614864,-0.5003154808422857,-0.09511706328659579,,,,,,
