model_label,target,candidate,candidate_label,selection_metric,n_parameters,seed_mae,seed_rmse,seed_mean_residual,seed_raw_scale_mae,seed_raw_scale_rmse,needle_level_mae,needle_level_rmse,needle_level_mean_residual,needle_level_raw_scale_mae,needle_level_raw_scale_rmse,length_level_mae,length_level_rmse,length_level_mean_residual,length_level_raw_scale_mae,length_level_raw_scale_rmse,cell_block_mae,cell_block_rmse,cell_block_mean_residual,cell_block_raw_scale_mae,cell_block_raw_scale_rmse,selection_score
Qwen3-1.7B,capped_bias,condition_only,Condition only,mae,6,6.707517687964399,9.607057272667197,0.011610508858569043,,,6.864545411709068,9.755570534304333,-0.003712695922644649,,,6.789594048592484,9.634250176157963,-0.0015678845191587404,,,6.761624292592526,9.633226785760662,-0.007366433308225829,,,6.780820360214619
Qwen3-1.7B,capped_bias,log_density,Log density,mae,7,6.573635099538346,9.574287272994182,0.011550045968578716,,,6.961749064034001,10.052429866902363,-0.4532386072241276,,,6.604887220201216,9.577827341944092,-0.20869457460434931,,,6.875529775406655,9.940518626350523,-0.5122175826980518,,,6.753950289795054
Qwen3-1.7B,capped_bias,log_separable,Separate log L + log N,mae,8,6.641006594615291,9.613006951095745,0.012773788756423763,,,7.122046037669186,10.228351189669898,-0.6606089955846928,,,6.810765208705427,9.672765888296428,0.7524424649585152,,,6.998874097341693,10.082650127622939,-0.7232017280696212,,,6.893172984582899
Qwen3-1.7B,capped_bias,log_interaction,Log L + log N + interaction,mae,9,6.627992784243489,9.597200141821888,0.012761520089473639,,,7.100890282080859,10.203743963482252,-0.6599441253815563,,,6.839722594543181,9.823512273904726,0.7505343399724551,,,6.974702856981199,10.056391699037874,-0.7220087295026972,,,6.885827129462181
Qwen3-1.7B,capped_bias,raw_separable,Raw normalized L + N,mae,8,6.371992536156132,9.438370762775307,0.012764681383541091,,,6.7271062761388265,9.851041558492735,-0.568832947413559,,,6.451292459086347,9.456093023463314,0.40863164506974564,,,6.6553912813185825,9.758956997331085,-0.6132674659241959,,,6.551445638174972
Qwen3-1.7B,raw_bias,condition_only,Condition only,rmse,6,33.28930780337163,80.6711666494342,0.05886557378433899,,,33.0522404595801,80.25302266540488,-0.02012511674420652,,,33.18710786453126,80.59337088873241,-0.05453587698300117,,,32.60403246488289,79.161962121166,-0.05121172555540222,,,80.16988058118437
Qwen3-1.7B,raw_bias,log_density,Log density,rmse,7,33.13390639990643,80.65037690629316,0.05880068609637822,,,34.60354623330469,81.23794702287654,-2.1507779184276603,,,33.37974933632578,80.68889488832481,-0.7130234459358633,,,34.612768564208274,80.2246811966731,-2.5067558247147845,,,80.7004750035419
Qwen3-1.7B,raw_bias,log_separable,Separate log L + log N,rmse,8,36.54420912863104,80.34854078491783,0.05948763502592207,,,38.15391203970733,81.14725604356016,-3.221057847929005,,,38.57988759185558,80.3711786336577,7.4333244279924005,,,37.74951271109086,79.89605615002505,-3.4975533784023645,,,80.44075790304018
Qwen3-1.7B,raw_bias,log_interaction,Log L + log N + interaction,rmse,9,36.441576431871354,80.36216826281927,0.060894077919131206,,,37.997479534041325,81.29532671287683,-3.228310204795205,,,38.83574987960997,80.61871920726583,7.427901637369175,,,37.666604180359535,80.03492171569675,-3.503539166724711,,,80.57778397466467
Qwen3-1.7B,raw_bias,raw_separable,Raw normalized L + N,rmse,8,36.272348083878576,80.24428442204648,0.061715529172421665,,,37.246583056019105,80.59388823080243,-2.612042450472768,,,36.88886048674746,79.47468516918495,3.1506466441557017,,,37.095513186708565,79.5690631294187,-3.124113648710546,,,79.97048023786314
Qwen3-32B,asinh_bias,condition_only,Condition only,mae,6,0.9093608473231901,1.6445812646333415,0.00011812618459587744,59.3341421878522,252.94762460448877,0.9167861369312553,1.6378221536251865,-0.0003156838447652129,59.213311037093575,252.98664104323555,0.8927330402813077,1.5897146824867623,2.8266490359385987e-05,58.96791874918582,252.58332957915601,0.886938452243641,1.5865403369820381,-0.00023282621544897666,58.96307339296715,252.53692435514387,0.9014546191948486
Qwen3-32B,asinh_bias,log_density,Log density,mae,7,0.9824706859941392,1.6170741545933833,0.00012858570101122361,59.290931808608924,252.19572071699653,0.9943593757130129,1.6024166703855445,-0.012751817242549984,59.13997335054248,251.81153971495775,1.0399622977357306,1.592536177914888,-0.02420256493109159,58.94288267962853,251.18527905961687,0.9707634877180483,1.562215994399805,-0.017578240716748898,58.93920012207506,251.11162547635945,0.9968889617902328
Qwen3-32B,asinh_bias,log_separable,Separate log L + log N,mae,8,0.9730030683700633,1.5957326249805168,5.4324031944115556e-05,59.26571783441028,251.85130421583634,1.0030493247014278,1.590504414882662,-0.014552885823899533,59.16189669091598,251.05968590083407,0.9641907984639894,1.5469844859154034,0.11218204719136195,58.89379010343722,251.6297617408579,0.9720783032485414,1.5564285259942028,-0.017695602372813108,59.014777614177724,250.37169568199184,0.9780803736960055
Qwen3-32B,asinh_bias,log_interaction,Log L + log N + interaction,mae,9,0.9721589365215809,1.5965875239017076,5.124570742709692e-05,59.27692200441137,251.90087133957442,1.0023433098860224,1.591809986757357,-0.014552467851495117,59.18856502337144,251.1428526090909,0.9515934403720995,1.5497366705898536,0.1127090544844162,58.90888286021089,251.88371914229768,0.9713250411770049,1.5577827373584294,-0.017694930755162215,59.04407867883251,250.47181951058334,0.9743551819891769
Qwen3-32B,asinh_bias,raw_separable,Raw normalized L + N,mae,8,0.962887627559204,1.6194925985296889,-2.9698149484211995e-05,59.422601484416624,252.2923978160019,1.0311093887753797,1.6832578600198858,-0.11151222802642605,59.7449442367051,248.9155262774008,0.9615410609789519,1.5667910266756777,0.09435513305981827,59.017198568595646,251.9578908306413,0.999587603440199,1.6398115842317278,-0.10115111574533102,59.58725215878076,248.12740117797307,0.9887814201884337
Qwen3-32B,capped_bias,condition_only,Condition only,mae,6,3.3087073597322356,6.731364283874143,0.00031457224466156,,,3.298870104601441,6.617624839289008,-0.0008182874498346618,,,3.2143211672196723,6.448421803970757,0.00018817326485128538,,,3.2072002441080625,6.44542413354341,-0.0006908958139901975,,,3.257274718915353
Qwen3-32B,capped_bias,log_density,Log density,mae,7,3.5712506251748772,6.673581247432248,0.0005655459646121486,,,3.5685374402716716,6.53903630359205,-0.0506929792205162,,,3.764430082127479,6.452841219657433,-0.09924728223580422,,,3.4936416621992104,6.396115603619,-0.06798408178891369,,,3.5994649524433093
Qwen3-32B,capped_bias,log_separable,Separate log L + log N,mae,8,3.5826430002894485,6.62867660820123,0.0004040393836001522,,,3.6564490420421056,6.518318133989006,-0.046334231338083856,,,3.5761898283288507,6.408739993796724,0.5922189588479824,,,3.5531461359275935,6.393986292505224,-0.053150696867285414,,,3.5921070016469994
Qwen3-32B,capped_bias,log_interaction,Log L + log N + interaction,mae,9,3.575116705737461,6.628875960003692,0.00040083937999375906,,,3.6514479393299344,6.5241511909607945,-0.04632972971074573,,,3.549143825855652,6.418567197652374,0.5947679922561709,,,3.5489527008824804,6.400063622627877,-0.05314511146282774,,,3.5811652929513818
Qwen3-32B,capped_bias,raw_separable,Raw normalized L + N,mae,8,3.4708253453269897,6.680565560310643,0.00019579571928889382,,,3.65137915082045,6.705828638934446,-0.32576176804884144,,,3.512929211775236,6.449614012571243,0.5534106977982659,,,3.5504136162883855,6.552532527358315,-0.2893523007136206,,,3.5463868310527653
Qwen3-32B,raw_bias,condition_only,Condition only,rmse,6,68.18990632038555,219.09817275008785,0.0003145722446565118,,,69.71446030504687,221.67598001976725,-0.0008182874498387446,,,66.76247261488113,214.18018280699155,0.00018817326485605663,,,66.20961301322461,215.54671894884166,-0.0006908958139923972,,,217.6252636314221
Qwen3-32B,raw_bias,log_density,Log density,rmse,7,93.82355395077997,215.90736300789254,-0.03232163721595108,,,96.41163531310838,216.5323095425853,1.5535657646346355,,,100.06210326419001,211.6494425585459,4.5654133994335755,,,93.38426663539443,210.9463341739106,1.4007823820308405,,,213.75886232073358
Qwen3-32B,raw_bias,log_separable,Separate log L + log N,rmse,8,96.29152205043356,215.11058547452856,-0.055657629590317025,,,101.70744576481219,215.90726686965473,1.5837205759381483,,,97.68841968555479,211.0229608817847,18.322896552607936,,,96.75349231526029,210.63808817041203,1.4261465848804418,,,213.16972534909502
Qwen3-32B,raw_bias,log_interaction,Log L + log N + interaction,rmse,9,96.27819528428087,215.29165921034325,-0.056502422329918096,,,101.78813902824945,216.55922454730307,1.583794846678955,,,90.86517333062176,213.21264043213122,18.46014193836905,,,96.79921717509251,211.30494443809852,1.4259882965933843,,,214.09211715696904
Qwen3-32B,raw_bias,raw_separable,Raw normalized L + N,rmse,8,93.79789321377993,216.65434140195939,-0.0856409325529426,,,104.03606780365905,220.05210547753163,-8.391830076255127,,,101.51174782412423,213.1377976816311,21.62633381220381,,,99.91591316531989,214.67978255310487,-7.618515924139861,,,216.13100677855675
Gemma4-E4B,asinh_bias,condition_only,Condition only,mae,6,0.5180775743470742,0.9253136601419611,-7.747180939205657e-05,6.141636162126097,87.01447033605297,0.5371144295914719,0.9500890085841661,-0.0005526321544157525,6.165626194892597,87.01622471822358,0.5201301438227076,0.9247285565387152,-0.002302481434476478,6.144393624946752,87.01156796461211,0.5315614137288571,0.9434124461627817,-0.001408941074323793,6.159450356898609,87.01869771107461,0.5267208903725278
Gemma4-E4B,asinh_bias,log_density,Log density,mae,7,0.5206629622011829,0.9082704343511688,-0.0001075185934441334,6.139041781091227,87.02285011318949,0.5351853609670253,0.9255371343866062,-0.01043578483540894,6.159458219439104,87.02182165793462,0.5733212422065861,0.9455971570396342,0.0487601081857167,6.1971586127118,87.02036183147685,0.5324637440305199,0.9196061246935749,-0.014443255682716068,6.155493590371079,87.02439679096274,0.5404083273513286
Gemma4-E4B,asinh_bias,log_separable,Separate log L + log N,mae,8,0.5089747335675321,0.8864465392225109,-0.00023592362770460287,6.119671241450741,87.03017166412293,0.5319832105801894,0.9021455380912534,-0.02431877858386568,6.151487382675424,87.02833972822272,0.5091261655810427,0.8828427621068112,0.003436773089386541,6.120537413989622,87.02549715739816,0.526265989482594,0.8962417275355534,-0.024833678398100564,6.143970187000909,87.0307458986045,0.5190875248028396
Gemma4-E4B,asinh_bias,log_interaction,Log L + log N + interaction,mae,9,0.5037151185692453,0.8827897050871586,-0.0002716886368617928,6.112322115810234,87.03011428550153,0.5256573598699418,0.8983158234692753,-0.024047989142387063,6.143201582180085,87.02847800267989,0.5100039854643008,0.8956237465832194,0.002266041493360573,6.125084214157216,87.02694648180419,0.5211114633265275,0.8938378555874855,-0.024456168234524792,6.136853935490662,87.03101459766242,0.5151219818075039
Gemma4-E4B,asinh_bias,raw_separable,Raw normalized L + N,mae,8,0.5050565141036336,0.8861475776397412,-0.00019195825940970983,6.112009804901532,87.03604433372652,0.5265036641371887,0.9056578149847007,0.03260415365754576,6.1365453036877415,87.04557713283273,0.514100765279038,0.8864707221740066,0.048187738466192426,6.12027843387019,87.0336292364746,0.5219410026280081,0.9015601029358022,0.029237327017587904,6.13101321519407,87.04808957938229,0.5169004865369671
Gemma4-E4B,capped_bias,condition_only,Condition only,mae,6,1.1956341591487687,3.0222707699828177,0.0006094823636920913,,,1.2431188909310709,3.0660683475746024,-0.003050451535168249,,,1.1922110869231846,3.0117265183361286,-0.005505548168260403,,,1.225670808094414,3.0621000432193397,-0.004158091754791244,,,1.2141587362743596
Gemma4-E4B,capped_bias,log_density,Log density,mae,7,1.2346286329474525,3.00232996473736,0.0004801949523609447,,,1.2811056327051018,3.033366470286733,-0.042604608476721546,,,1.3226664238474104,3.037916193158486,0.1340901904616362,,,1.272287662037632,3.0302034208442064,-0.05019754442061338,,,1.2776720878843992
Gemma4-E4B,capped_bias,log_separable,Separate log L + log N,mae,8,1.2184547505933983,2.9883821419991534,0.00020476043099341152,,,1.282666822198896,3.0181209187981217,-0.08786334500930923,,,1.2092914509974453,2.9752560838528486,0.10354370843474765,,,1.2613252407633457,3.0108633329119985,-0.08615445211097393,,,1.2429345661382711
Gemma4-E4B,capped_bias,log_interaction,Log L + log N + interaction,mae,9,1.2080553030539225,2.9795263920458863,0.00010900351036000392,,,1.2717540662196865,3.010230674340946,-0.0870478353775461,,,1.2632140276876327,3.0161828844809104,0.10034414573295873,,,1.2577390975862264,3.005051239952194,-0.0851286969175614,,,1.250190623636867
Gemma4-E4B,capped_bias,raw_separable,Raw normalized L + N,mae,8,1.2062738996997762,2.9780353558560573,0.0004293135014923521,,,1.2587945215718253,2.982196856612709,0.03593462933436917,,,1.2286570794833698,2.9787315141754362,0.17635147945129134,,,1.2572345336774615,2.984073789975649,0.02565097618670209,,,1.237740008608108
Gemma4-E4B,raw_bias,condition_only,Condition only,rmse,6,11.138963580119038,86.56008456180778,0.0006094823636917244,,,11.204499520386817,86.64184309357792,-0.0030504515351676862,,,11.061765077533513,86.24582178844359,-0.00550554816826062,,,11.2491058628675,87.01424519967075,-0.0041580917547926035,,,86.61549866087502
Gemma4-E4B,raw_bias,log_density,Log density,rmse,7,13.126181807862945,86.717499837061,-0.0003557127660773335,,,12.965506358141274,86.70199634300852,0.31308675939724484,,,14.615125497088103,86.56556527420048,-0.6502981990522491,,,12.98593195341394,87.09806819499813,0.44045047114515623,,,86.77078241231703
Gemma4-E4B,raw_bias,log_separable,Separate log L + log N,rmse,8,13.763620720596098,86.86560503111924,-0.0016272670833494224,,,13.445309934614045,86.76651654712495,0.5565066756554943,,,15.540462990727265,86.76954547198768,-4.241633950478991,,,13.403798838606953,87.14294203127105,0.7832252323545351,,,86.88615227037573
Gemma4-E4B,raw_bias,log_interaction,Log L + log N + interaction,rmse,9,13.76287075543244,86.87161109424729,-0.00317411236998138,,,13.489868458074167,86.7739500450842,0.5586217113389196,,,24.578815003215084,89.86530617920003,-4.268799610669673,,,13.42705449661741,87.14932426166237,0.786101366379228,,,87.66504789504847
Gemma4-E4B,raw_bias,raw_separable,Raw normalized L + N,rmse,8,14.475335625443424,87.12997560441002,0.0032939210650742763,,,13.458116084117483,86.92795300140631,1.5714436843128567,,,15.713710974407137,87.15511196107524,-4.620051209721857,,,13.429004324351217,87.23696369865935,1.4747570530377605,,,87.11250106638772
Gemma4-12B,asinh_bias,condition_only,Condition only,mae,5,0.1496544071483381,0.42475606043102954,-0.0020128385530100846,0.2559780817519153,1.2786893311340235,0.14939360643302407,0.42628141531808306,0.0010142118346828002,0.25569866934556745,1.2795878583748337,0.15779692045566684,0.4361800071556622,-0.004074671358171952,0.26434304445198764,1.2850050185514117,0.14897638996048626,0.4231608919059316,0.00048071914575347976,0.25528818859238245,1.2755955790916436,0.15145533099937883
Gemma4-12B,asinh_bias,log_density,Log density,mae,6,0.17073756464901063,0.42200089924777817,-0.002351246283934937,0.27713528028083056,1.2759418316532285,0.16903347243507377,0.42231381765265297,-0.0006290038848323678,0.275357721040746,1.2765341768782288,0.223322247180129,0.462933108985644,0.048681428934021324,0.331957955925179,1.294431886451147,0.16889484456198806,0.4191640920670519,-0.0024905853187994187,0.2752181632922894,1.272614152217446,0.18299703220655034
Gemma4-12B,asinh_bias,log_separable,Separate log L + log N,mae,7,0.19039584891748484,0.41218869400739466,-0.0009399537559419679,0.29688472509380204,1.2660330563214233,0.19587333758441236,0.4146903490353019,-0.010951140532622647,0.30242661754667294,1.2678504046384194,0.22621629994114056,0.4505373312152196,-0.08571719072548081,0.3344286228596883,1.2863404621540109,0.19322319562245927,0.411347149693287,-0.012017999770063476,0.29975632154012316,1.263820145535146,0.20142717051637427
Gemma4-12B,asinh_bias,log_interaction,Log L + log N + interaction,mae,8,0.19344531947212568,0.40521642709855515,-0.0012792891134211998,0.30003149370468835,1.2570287912934903,0.199253513835688,0.4076970157276738,-0.012136932460356681,0.3060704844718408,1.2588774384660817,0.2441358723074927,0.43234065427422763,-0.08666001018321275,0.3518159457450801,1.268187070143423,0.19584363599484372,0.4039845365304828,-0.013547239784218039,0.30256779697410896,1.2546149016107906,0.20816958540253755
Gemma4-12B,asinh_bias,raw_separable,Raw normalized L + N,mae,7,0.19371185955613865,0.40816591035557015,-0.0008793123539240445,0.30023502250089384,1.258550286238555,0.19888203703067547,0.40699790906534383,0.0026572031282398397,0.3054613444030839,1.2565172794183017,0.21625717711316478,0.43959626129345075,-0.05572940524415835,0.32382261677223634,1.2781662762077632,0.19667810359946702,0.404649259679966,0.001599425200497619,0.3032088190724117,1.253620784447594,0.20138229432486146
Gemma4-12B,capped_bias,condition_only,Condition only,mae,5,0.2706514026788466,1.2906643010002434,-0.0027262168615955333,,,0.27057712795078015,1.2917762903385825,0.0018852095872897159,,,0.297618418004068,1.3098214072824597,-0.005111345307690413,,,0.26760719848332876,1.2781700703107066,0.0007206517094897266,,,0.2766135367792559
Gemma4-12B,capped_bias,log_density,Log density,mae,6,0.31489907164146586,1.2876596510590803,-0.003401590935255689,,,0.30997281637790147,1.2881096962958387,-0.007479095689001186,,,0.43341673623225957,1.334967700700625,0.08135577004296866,,,0.3070003761911835,1.2749913894832554,-0.011183003560657033,,,0.3413222501107026
Gemma4-12B,capped_bias,log_separable,Separate log L + log N,mae,7,0.3664274886727185,1.2772232619005293,-0.0003485404869865844,,,0.37946738521326107,1.2833895893142107,-0.032274634046903686,,,0.5855732349937262,1.395914018220517,-0.3209844873744583,,,0.3703704152455655,1.2695009431872284,-0.03429840641355736,,,0.42545963103131784
Gemma4-12B,capped_bias,log_interaction,Log L + log N + interaction,mae,8,0.3773580241593101,1.2681497150080303,-0.0011026777762510544,,,0.39083767013779735,1.2764810081970641,-0.03425115636461682,,,0.6252536658468659,1.3781639761421223,-0.3230415287393491,,,0.3764830835365842,1.2614677716461877,-0.03703876094382626,,,0.44248311092013937
Gemma4-12B,capped_bias,raw_separable,Raw normalized L + N,mae,7,0.39046861018452483,1.2659882958124185,-0.00012144506761385745,,,0.39277631142274044,1.262267056997152,-0.006733196035911436,,,0.5521377907552943,1.3585339915615477,-0.2405851259947608,,,0.3855001333963015,1.2531654443883191,-0.012006545647521408,,,0.4302207114397153
Gemma4-12B,raw_bias,condition_only,Condition only,rmse,5,0.2706514026788466,1.2906643010002434,-0.0027262168615955333,,,0.27057712795078015,1.2917762903385825,0.0018852095872897159,,,0.297618418004068,1.3098214072824597,-0.005111345307690413,,,0.26760719848332876,1.2781700703107066,0.0007206517094897266,,,1.2926080172329981
Gemma4-12B,raw_bias,log_density,Log density,rmse,6,0.31489907164146586,1.2876596510590803,-0.003401590935255689,,,0.30997281637790147,1.2881096962958387,-0.007479095689001186,,,0.43341673623225957,1.334967700700625,0.08135577004296866,,,0.3070003761911835,1.2749913894832554,-0.011183003560657033,,,1.2964321093847
Gemma4-12B,raw_bias,log_separable,Separate log L + log N,rmse,7,0.3664274886727185,1.2772232619005293,-0.0003485404869865844,,,0.37946738521326107,1.2833895893142107,-0.032274634046903686,,,0.5855732349937262,1.395914018220517,-0.3209844873744583,,,0.3703704152455655,1.2695009431872284,-0.03429840641355736,,,1.3065069531556213
Gemma4-12B,raw_bias,log_interaction,Log L + log N + interaction,rmse,8,0.3773580241593101,1.2681497150080303,-0.0011026777762510544,,,0.39083767013779735,1.2764810081970641,-0.03425115636461682,,,0.6252536658468659,1.3781639761421223,-0.3230415287393491,,,0.3764830835365842,1.2614677716461877,-0.03703876094382626,,,1.2960656177483512
