model_label,target,candidate,candidate_label,selection_metric,n_parameters,seed_mae,seed_rmse,seed_mean_residual,seed_raw_scale_mae,seed_raw_scale_rmse,needle_level_mae,needle_level_rmse,needle_level_mean_residual,needle_level_raw_scale_mae,needle_level_raw_scale_rmse,length_level_mae,length_level_rmse,length_level_mean_residual,length_level_raw_scale_mae,length_level_raw_scale_rmse,cell_block_mae,cell_block_rmse,cell_block_mean_residual,cell_block_raw_scale_mae,cell_block_raw_scale_rmse,selection_score
Gemma4-12B,raw_bias,raw_separable,Raw normalized L + N,rmse,7,0.39046861018452483,1.2659882958124185,-0.00012144506761385745,,,0.39277631142274044,1.262267056997152,-0.006733196035911436,,,0.5521377907552943,1.3585339915615477,-0.2405851259947608,,,0.3855001333963015,1.2531654443883191,-0.012006545647521408,,,1.2849886971898594
OLMo-Hybrid-7B,asinh_bias,condition_only,Condition only,mae,4,1.8600065754980502,2.436680715979499,-0.006485685233971494,62.332805587127446,187.53912997539078,1.8409350377884417,2.4086787050329037,-9.861346751282549e-05,62.26411675808072,187.48881740524152,1.8233290190347071,2.3981587314622272,0.0007555909332410198,62.23283977474879,187.44755322067894,1.8436378242757927,2.4025320739356157,0.0002024280449565851,62.26059082740119,187.47048333321104,1.841977114149248
OLMo-Hybrid-7B,asinh_bias,log_density,Log density,mae,5,1.8669984948800635,2.447033981445291,-0.006129653841270183,62.38597329534291,187.59180125667615,1.8769520372461326,2.4456996705428504,-0.08079773868052068,62.44817467637381,187.5101654455968,1.8429859638075643,2.3982245272306932,-0.08052641244232212,62.30955727328807,187.40985307260357,1.8845714508579734,2.448826902121625,-0.10091442056067884,62.4570265095345,187.479080695864,1.8678769866979335
OLMo-Hybrid-7B,asinh_bias,log_separable,Separate log L + log N,mae,6,1.8758291299617407,2.445520923094067,-0.004654837440732424,62.38345938849458,187.55414105891083,1.8948255243619208,2.4553085945872324,-0.1100523178838254,62.4701074205394,187.42013285389518,1.8532526917559569,2.402160381969365,0.056369724165506965,62.255215066222874,187.50060201951138,1.8960281858716657,2.450650612690111,-0.11702159840764798,62.45695768424637,187.40064817836577,1.879983882987821
OLMo-Hybrid-7B,asinh_bias,log_interaction,Log L + log N + interaction,mae,7,1.868344215360976,2.442196193960833,-0.004532591055510778,62.376327230829794,187.50984584216272,1.8913701134371095,2.4481779927209146,-0.11000107454409704,62.463132621258566,187.34022640498864,1.916280440215107,2.489385143680619,0.0647422101772295,62.67916103472663,187.5992892118858,1.8891210304566595,2.4398594180667375,-0.11698003007837242,62.43278645660543,187.32870865635516,1.891278949867463
OLMo-Hybrid-7B,asinh_bias,raw_separable,Raw normalized L + N,mae,6,1.8610787149717896,2.4341348201836444,-0.0046186771484344495,62.41312538696524,187.56404894326678,1.8458439038120444,2.4031544498994437,-0.06426966650129105,62.37043553880631,187.4720548727682,1.8503599409792846,2.3821950219367487,-0.036202711526234936,62.31456444679859,187.40681026637736,1.8501632478948427,2.4020306482579734,-0.06806669037171888,62.37805533727255,187.43388209534626,1.8518614519144903
OLMo-Hybrid-7B,capped_bias,condition_only,Condition only,mae,4,7.044791770195204,10.06799479849778,-0.028105797938507437,,,6.955251753880283,9.923317371875942,-0.0009989523403589643,,,6.914467827772033,9.924691352077256,0.007462771256746899,,,6.9415358134397005,9.881553576463006,-0.0002029800949096461,,,6.964011791321805
OLMo-Hybrid-7B,capped_bias,log_density,Log density,mae,5,7.078244707220557,10.114362625876765,-0.026229777470847544,,,7.155776457536392,10.076248706745556,-0.3172712168275959,,,7.027871139266082,9.963626148916333,-0.40481530297565244,,,7.191137426023895,10.06929720152464,-0.3971293069814656,,,7.113257432511732
OLMo-Hybrid-7B,capped_bias,log_separable,Separate log L + log N,mae,6,7.19503550265563,10.075480427041775,-0.022716938332470966,,,7.310360222857171,10.07798322218631,-0.4257974543675172,,,7.227706533887544,9.896270512602305,-0.09906085662607782,,,7.3124396399091,10.047069475530582,-0.4525845573452889,,,7.261385474827362
OLMo-Hybrid-7B,capped_bias,log_interaction,Log L + log N + interaction,mae,7,7.153495526858571,10.054118257491677,-0.022527183473896484,,,7.25904565876237,10.046620672905316,-0.4252316703808361,,,7.390973572665873,10.100625799514663,-0.06606177426688378,,,7.235049186479796,10.000117389793484,-0.45199629754762904,,,7.259640986191653
OLMo-Hybrid-7B,capped_bias,raw_separable,Raw normalized L + N,mae,6,7.124139447844154,10.077073840281171,-0.02469396502259411,,,7.097296555797197,9.943712168103458,-0.25008531125330974,,,7.304598966116133,9.907707971089785,-0.5756123485217346,,,7.1057252578426775,9.928540663419634,-0.28536252546659685,,,7.15794005690004
OLMo-Hybrid-7B,raw_bias,condition_only,Condition only,rmse,4,90.82039920293187,172.1773973081835,-0.5530854418226442,,,88.728554311528,169.69965250091445,0.05022830586662374,,,88.60719584784331,169.48588181939556,0.0827609810117741,,,88.54988112139398,168.81980936399782,0.06843262916964656,,,170.04568524812282
OLMo-Hybrid-7B,raw_bias,log_density,Log density,rmse,5,96.20936626771541,172.31054376257956,-0.5503912128383973,,,95.74259217743088,170.0776924660977,-3.397996231234525,,,99.92478200642343,171.97319301363322,-7.6650325866038616,,,96.1533882647647,169.7310688154843,-4.279175638480569,,,171.02312451444868
OLMo-Hybrid-7B,raw_bias,log_separable,Separate log L + log N,rmse,6,102.00068400036695,170.48242973524793,-0.30168961687663703,,,103.07885469101151,168.12167135749417,-3.4897744077009194,,,100.45069684509598,168.94727153823086,13.007941921521756,,,102.87511215424458,167.92163057416118,-3.7919689704730026,,,168.86825080128355
OLMo-Hybrid-7B,raw_bias,log_interaction,Log L + log N + interaction,rmse,7,102.74143029604213,169.81275576508344,-0.29977338894370115,,,103.24152321690882,167.29452474523526,-3.4721778885269723,,,102.45713376988633,172.67228014091583,13.731344376205543,,,102.62657391742995,166.8247458201182,-3.783521383846001,,,169.15107661783819
OLMo-Hybrid-7B,raw_bias,raw_separable,Raw normalized L + N,rmse,6,99.89699724193251,171.56513150282993,-0.2911387137245526,,,105.91509989293719,173.37673607449852,-8.455303681307875,,,100.5926810467713,169.50782357961137,5.329388516821712,,,105.8847032525495,172.70417923158718,-8.409603194464571,,,171.78846759713176
Llama3.1-8B,asinh_bias,condition_only,Condition only,mae,4,1.0375299856781408,1.5302796123547744,0.0014969675350764659,10.019281240823013,45.547140412623065,1.064322803994426,1.5556950866417345,-0.021266518060748817,10.062820774119848,45.54132902977068,1.0511010817229056,1.5364130845631028,0.014431007758535312,10.097366434069107,45.5150793501932,1.0437180999904685,1.5346009672513663,-0.008377921751813807,10.042424637331576,45.5206366552255,1.0491679928464852
Llama3.1-8B,asinh_bias,log_density,Log density,mae,5,1.0522486359237109,1.5029916144048725,0.0028174681372736114,10.018845063012362,45.50205171638585,1.099459034878369,1.5430692827872539,-0.05697429121587593,10.099282959343675,45.49388353662584,1.1522898425007888,1.5689900187526964,0.05112216496560539,10.334743605924777,45.465891186390664,1.0833086244843304,1.5201049525025911,-0.0593171681602132,10.085022671836093,45.46671468395685,1.0968265344467998
Llama3.1-8B,asinh_bias,log_separable,Separate log L + log N,mae,6,0.9955991997455226,1.4468193761559214,0.0023809975457532674,9.836130255586838,45.414837263194286,1.0595796023289303,1.4926353304885458,-0.07402564233399404,9.956891779350736,45.378165007278646,0.9773762840150946,1.4376042594016378,0.1282085039460045,9.806296329413431,45.39285971682619,1.0500687073371284,1.4723241137590766,-0.08092797387859936,9.951326708103656,45.34872914215959,1.0206559483566688
Llama3.1-8B,asinh_bias,log_interaction,Log L + log N + interaction,mae,7,0.9970690665322132,1.450715863161075,0.0033582256596638408,9.840341723905413,45.420405370355056,1.0568264275742882,1.4939444028427888,-0.07329686533000289,9.957318147389872,45.37362696429581,0.9823830355994674,1.458091518109283,0.13265444864793643,9.858282863265744,45.437793413569935,1.0468383642050916,1.472745686516793,-0.08000603674910277,9.950193556922203,45.34402686419281,1.020779223477765
Llama3.1-8B,asinh_bias,raw_separable,Raw normalized L + N,mae,6,0.9918516782303121,1.4336640352788874,0.0010119943852970568,9.833017788579658,45.40447642080465,0.9955320007668814,1.4304977810472106,-0.03257472935816775,9.80199532314475,45.3749270904066,0.9874550492116844,1.4535875357900985,0.22999569163354358,9.822220389427947,45.380449021872295,0.9710226643307894,1.3966670148002283,-0.024373735309800394,9.774034107152607,45.338385362194124,0.9864653481349168
Llama3.1-8B,capped_bias,condition_only,Condition only,mae,4,3.5701727232844345,6.403388944103827,0.005497500841598282,,,3.691425727904392,6.48140467409304,-0.09396575931059906,,,3.559053886463976,6.3228660947388144,0.05621006273628008,,,3.630028385048115,6.380206807536987,-0.040075885531845164,,,3.6126701806752295
Llama3.1-8B,capped_bias,log_density,Log density,mae,5,3.6062554342216053,6.266529701758006,0.008022711957285059,,,3.7822973021700474,6.3440224005876855,-0.20413842490595605,,,3.970613597924223,6.407919126493304,0.27115764857448676,,,3.7092152320424856,6.248193256208431,-0.21924819630925382,,,3.7670953915895904
Llama3.1-8B,capped_bias,log_separable,Separate log L + log N,mae,6,3.452096955997006,6.068631566094789,0.005839136623284503,,,3.691354540725912,6.160082341999663,-0.28246303044676657,,,3.3851685870463206,5.892617786055457,0.18749646729547592,,,3.6179632948358496,6.0757234648798875,-0.3085183944148944,,,3.536645844651272
Llama3.1-8B,capped_bias,log_interaction,Log L + log N + interaction,mae,7,3.4612016202767637,6.080597558178953,0.009524351940756268,,,3.7064116053642575,6.161543504737488,-0.2818641630735742,,,3.5200883251890493,6.115014880375924,0.23607697137132708,,,3.6303709997775964,6.078817267092184,-0.3092819069449709,,,3.5795181376519167
Llama3.1-8B,capped_bias,raw_separable,Raw normalized L + N,mae,6,3.391639765280754,6.036110756744623,0.0008356038983560221,,,3.3842453585901127,5.949773702008578,0.03536989380650867,,,3.3999072749619748,5.89330983641564,0.5392762762545221,,,3.287444373093797,5.826655234656911,0.061379999063459936,,,3.365809192981659
Llama3.1-8B,raw_bias,condition_only,Condition only,rmse,4,16.830370169550854,45.86655929527432,0.08728582313516405,,,17.376241006436743,45.25942799634772,-0.6613608529602527,,,16.166174512289153,43.49236784479854,0.2311303103815973,,,16.64231845654022,44.455440936876066,-0.10233203807271007,,,44.76844901832416
Llama3.1-8B,raw_bias,log_density,Log density,rmse,5,18.45999475126053,45.637043310336956,0.08988756332034073,,,19.349775214213224,45.126102465601996,-1.2851867296383237,,,18.910898504215425,43.59076236805849,0.7798532851208865,,,18.840792544686696,44.539813690956265,-1.3244301607224869,,,44.72343045873843
Llama3.1-8B,raw_bias,log_separable,Separate log L + log N,rmse,6,18.892800657254238,45.44471870750841,0.08330790160799803,,,20.258496611162236,44.96083346204691,-1.59865690245709,,,17.71746037916856,42.69763904048112,2.292370020552469,,,19.456648788034723,44.40079721043098,-1.6227626850146746,,,44.37599710511685
Llama3.1-8B,raw_bias,log_interaction,Log L + log N + interaction,rmse,7,18.922208264194875,45.47925555260795,0.09142991477399089,,,20.292535868101734,44.98004501691574,-1.5994382935852045,,,17.230599207210183,42.91766270313866,2.381196308331427,,,19.490906037966152,44.42315420240938,-1.6329337195929954,,,44.45002936876793
Llama3.1-8B,raw_bias,raw_separable,Raw normalized L + N,rmse,6,18.953632993380708,45.63897204785644,0.05478195265287464,,,19.504441701981204,44.60226940151229,0.8573925869307838,,,17.80521501396392,42.71563173728428,3.3428420675585713,,,18.82874668411071,43.97532678343379,0.9360081828126231,,,44.2330499925217
Llama3.2-3B,asinh_bias,condition_only,Condition only,mae,4,1.818563981834865,2.256112355478394,-0.014794413271276938,51.15949587224944,129.92769280611415,1.8971602766871507,2.344014535232948,0.006140358088980144,53.20330576319075,131.29802410626897,1.9106414395905187,2.3315460003358113,0.10460117588372193,51.8549755026165,131.90368215134583,1.8458754851667418,2.2783864847100146,-0.0033726313322439546,51.571979861451865,129.85797014968293,1.8680602958198191
Llama3.2-3B,asinh_bias,log_density,Log density,mae,5,1.830398579168971,2.2814431642489152,-0.0173126007440829,51.349351500295946,130.4621014983311,1.9359014726691244,2.4440083694178223,-0.1096169777035168,55.22732713068371,132.59714443718903,1.9484256801258264,2.3690135763815627,0.13007131944166841,51.83703058670206,132.70132779852716,1.8750474083121957,2.3658213552477605,-0.12899103384832253,52.88402967821782,130.4166641604637,1.8974432850690295
Llama3.2-3B,asinh_bias,log_separable,Separate log L + log N,mae,6,1.7175586328992078,2.1757035196339567,-0.014456468670303254,48.32197972187129,127.37266694141941,1.8647981074279303,2.361747568095797,-0.15900311165974493,51.644776811794436,128.58276052891696,1.8153980415309923,2.349246278468127,-0.4299879097451514,46.03105480420784,119.19164359910461,1.8031394083363392,2.2834727082587167,-0.17351833458598012,49.5374241243641,126.36527917083852,1.8002235475486175
Llama3.2-3B,asinh_bias,log_interaction,Log L + log N + interaction,mae,7,1.7205144234915963,2.182859705384528,-0.013770562153014526,48.726615501162485,127.88759633286082,1.866392212767231,2.3701885806932785,-0.16214759250449554,52.93818261067608,129.7208142217606,1.8480170638335147,2.490303473918706,-0.45265042958660406,53.76942231903315,139.2887695599968,1.8022628454590723,2.29224157633838,-0.17720711287470253,50.57174587913924,127.310846692828,1.8092966363878535
Llama3.2-3B,asinh_bias,raw_separable,Raw normalized L + N,mae,6,1.635494183791079,2.0895463808323123,-0.013509543188047524,45.91597299476421,124.64154969660896,1.712012997278885,2.1733176091181767,-0.09087732336951325,47.637016362763696,126.20530872072725,1.671295290728019,2.116836554259534,-0.1130300279758248,44.3115270879514,122.63517682056708,1.661465772860341,2.1141611446827424,-0.09906315042431554,46.20881406961101,124.62705728339535,1.670067061164581
Llama3.2-3B,capped_bias,condition_only,Condition only,mae,4,6.8955834158646185,9.63167239990611,-0.038502078584156225,,,7.183010880023341,10.026373458173946,0.04353883600624289,,,7.027305405589707,9.795828183097452,0.38568197720619696,,,6.976090437307071,9.728587223686349,-0.027034953466456287,,,7.020497534696185
Llama3.2-3B,capped_bias,log_density,Log density,mae,5,7.0020845349944025,9.740467748485296,-0.05123168524738928,,,7.413589554759424,10.335737942837502,-0.44165213952469357,,,7.253085363545958,9.919194359417235,0.3175713501500783,,,7.179267893283955,10.011654500430572,-0.5537103476615762,,,7.212006836645935
Llama3.2-3B,capped_bias,log_separable,Separate log L + log N,mae,6,6.768752092650867,9.492221044106504,-0.05086780140319356,,,7.366677273803499,10.205196180293852,-0.6524308636857371,,,7.717183892724229,10.595569027902645,-2.491769682018868,,,7.1073052285209775,9.87169468156429,-0.7469195439326569,,,7.239979621924894
Llama3.2-3B,capped_bias,log_interaction,Log L + log N + interaction,mae,7,6.782937418273924,9.513724115248214,-0.051919680405245285,,,7.364175609612365,10.228758858154906,-0.6633332323758283,,,7.730165669012638,10.867024872397105,-2.553976278413987,,,7.109328388898976,9.895381144369761,-0.760832799317402,,,7.246651771449476
Llama3.2-3B,capped_bias,raw_separable,Raw normalized L + N,mae,6,6.653204733607056,9.11739935808491,-0.04228934176467881,,,6.865686046057885,9.35889054362936,-0.2549693772444089,,,7.024239155224489,9.545573937609243,-1.510384585805393,,,6.635594905385667,9.100068592227029,-0.3211595237993278,,,6.794681210068774
Llama3.2-3B,raw_bias,condition_only,Condition only,rmse,4,42.61954978661769,102.23117762202001,-1.3528572597157733,,,43.37606019972037,103.0016666359966,0.03832780146314176,,,42.63854311243446,102.86084995993123,2.5230132794100038,,,41.52067206008631,101.15276163992428,-0.034721475637465256,,,102.31161396446802
Llama3.2-3B,raw_bias,log_density,Log density,rmse,5,44.55273362840126,103.33773229184669,-1.4565189464800636,,,46.49201334868073,105.61318759846212,-3.305900311312835,,,44.58575186132665,103.24141870459079,-1.0242604162821785,,,45.24612666009455,103.89830927767227,-4.037690127165856,,,104.02266196814296
Llama3.2-3B,raw_bias,log_separable,Separate log L + log N,rmse,6,46.795389589429426,103.02159280860414,-1.4367039491777396,,,49.63717546101014,105.58956808905967,-4.364001093423648,,,57.100814488960395,106.28190337784623,-15.477102625143168,,,47.66122442072764,103.63419841134447,-4.674621899697047,,,104.63181567171362
Llama3.2-3B,raw_bias,log_interaction,Log L + log N + interaction,rmse,7,47.36744226233691,103.16072511037639,-1.3518103024556403,,,50.62776282224099,106.32347378614462,-4.5629649572949065,,,57.8172289163306,105.9749817559915,-15.2687149924054,,,48.62784357060411,104.49939094470415,-4.8998243402624215,,,104.98964289930416
Llama3.2-3B,raw_bias,raw_separable,Raw normalized L + N,rmse,6,49.10817666565342,102.4510126399816,-1.3701173198564915,,,51.63669325735296,105.83751302562253,-6.0770283772288645,,,51.7092847832844,102.82500812423375,-8.544448773832077,,,50.247140067935156,104.40938285496044,-6.312454775056364,,,103.88072916119958
