sweep,site_kind,layer,status,reason,confirmation_states,raw_silhouette,raw_marker_kind_nmi,raw_occurrence_nmi,raw_seed_nmi,raw_mean_trajectory_purity,centered_silhouette,centered_marker_kind_nmi,raw_vs_centered_band_nmi
selected_site_across_layers,item_end,7,ok,,544,0.4479626417160034,0.31860036729397617,0.0008846812999507695,0.1432095677997182,0.9904880952380952,0.6536434292793274,0.04414319859381427,0.1105121217744146
selected_site_across_layers,item_end,8,ok,,544,0.4495837390422821,0.31672173745392196,0.0009899259680993804,0.1448977724562912,0.9904880952380952,0.6548300385475159,0.04525297641210246,0.11379287879476688
selected_site_across_layers,item_end,9,ok,,544,0.4340759217739105,0.31860036729397617,0.0009681724023515049,0.14878164683568382,0.9929880952380953,0.6341317296028137,0.0474628417964411,0.0859744175555206
selected_site_across_layers,item_end,10,ok,,544,0.5514455437660217,0.5456119273718717,0.00965528152280132,0.13486594595233636,0.9951388888888889,0.634881317615509,0.0474628417964411,0.0628793848881852
selected_site_across_layers,item_end,11,ok,,544,0.5193878412246704,0.5290414231530541,0.006357686796494926,0.11667541569592621,0.9905714285714285,0.5812157988548279,0.06692570644114824,0.10042421455408558
selected_site_across_layers,item_end,12,ok,,544,0.5144513249397278,0.5424062530831854,0.006341051912398593,0.11736229121304366,0.9930714285714285,0.5583764314651489,0.0664156978082837,0.10546478415658792
selected_site_across_layers,item_end,13,ok,,544,0.5391342639923096,0.5512039766120499,0.005346049224117252,0.11601527686568636,0.9907103174603175,0.5326588749885559,0.0674358142503372,0.10578045579595702
selected_site_across_layers,item_end,14,ok,,544,0.48052024841308594,0.5424062530831855,0.006341051912398593,0.11736229121304366,0.9930714285714285,0.46062055230140686,0.02173403980296214,0.028718927878430743
selected_site_across_layers,item_end,15,ok,,544,0.472292959690094,0.5424062530831855,0.006341051912398593,0.11736229121304366,0.9930714285714285,0.4656682312488556,0.014836547828728303,0.02137103761641121
selected_site_across_layers,item_end,16,ok,,544,0.4678241014480591,0.5424062530831855,0.006341051912398593,0.11736229121304366,0.9930714285714285,0.4392392635345459,0.02001332939478031,0.027930071163337556
selected_site_across_layers,item_end,17,ok,,544,0.45093899965286255,0.5424062530831854,0.006341051912398593,0.11736229121304366,0.9930714285714285,0.40802890062332153,0.022723904367527532,0.028412652643728168
selected_site_across_layers,item_end,18,ok,,544,0.44866079092025757,0.5512039766120499,0.006447891411888921,0.11496813154517198,0.9885714285714287,0.4009567201137543,0.02089536876804936,0.027595444697213718
selected_site_across_layers,item_end,19,ok,,544,0.42344680428504944,0.5216333277985375,0.004608338369775853,0.11032510314853335,0.9930714285714285,0.3634883165359497,0.015536677573800986,0.017051817691222607
selected_site_across_layers,item_end,20,ok,,544,0.40627798438072205,0.4993937609699966,0.007692286860158097,0.10807763834100027,0.9833809523809524,0.3577929139137268,0.009647235858900535,0.012419313122371529
selected_site_across_layers,item_end,21,ok,,544,0.3804377615451813,0.4474728087919979,0.014672407274951364,0.10160276086255081,0.971575396825397,0.3728969097137451,0.018729799988261554,0.020750631592572445
selected_site_across_layers,item_end,22,ok,,544,0.41203072667121887,0.49870238683926227,0.003914132329406511,0.11344899130036765,0.9925714285714285,0.35979369282722473,0.008254617451388162,0.004515339203975151
selected_site_across_layers,item_end,23,ok,,544,0.3904351592063904,0.487945578679369,0.005224595603660724,0.10914023251809042,0.988781746031746,0.46508923172950745,0.003976225287172584,0.005451294971801629
selected_site_across_layers,item_end,24,ok,,544,0.3915471136569977,0.4424599512310506,0.004622758162041766,0.12183587614459912,0.9836825396825397,0.4935823380947113,0.0030790971033635185,0.009144786478112314
selected_site_across_layers,item_end,25,ok,,544,0.41560977697372437,0.46513744305540505,0.003512911826547363,0.1251339453625898,0.9871150793650793,0.48788344860076904,0.0030790971033635185,0.012989998078720937
selected_site_across_layers,item_end,26,ok,,544,0.42108383774757385,0.4587586569474481,0.005360181718800317,0.12840016704836515,0.987654761904762,0.5093300342559814,0.004038633706999244,0.013736423822939601
selected_site_across_layers,item_end,27,ok,,544,0.43614330887794495,0.45791921721493767,0.003162048718760024,0.1343347471838258,0.9934047619047618,0.516411304473877,0.0036987475614542998,0.014043350382980935
selected_site_across_layers,item_end,28,ok,,544,0.4388715624809265,0.45791921721493767,0.003162048718760024,0.1343347471838258,0.9934047619047618,0.5201855897903442,0.0036987475614542998,0.014043350382980935
selected_site_across_layers,item_end,29,ok,,544,0.44505438208580017,0.45213147669956627,0.0033481465827297683,0.13478748528285667,0.9921547619047618,0.5060871243476868,0.0036987475614542998,0.014377626101541611
selected_site_across_layers,item_end,30,ok,,544,0.449101060628891,0.46455441723109586,0.0033828685337483934,0.13736989341364855,0.9934047619047618,0.49025553464889526,0.0036987475614542998,0.013385581801272538
selected_site_across_layers,item_end,31,ok,,544,0.4483577609062195,0.4679365718014576,0.0035630408135130915,0.1345520391034771,0.9934047619047618,0.491192102432251,0.0036987475614542998,0.013062083031262234
selected_site_across_layers,item_end,32,ok,,544,0.46948468685150146,0.4544943529269913,0.0035559238693290626,0.13733214632230825,0.9900714285714285,0.49052220582962036,0.0037886890485598593,0.014849419203320611
selected_site_across_layers,item_end,33,ok,,544,0.4709183871746063,0.46822922219608143,0.004524790226869142,0.1336210267284562,0.986142857142857,0.4787801206111908,0.003561878755215714,0.012752681278479786
selected_site_across_layers,item_end,34,ok,,544,0.47938454151153564,0.4612705367123247,0.003943708083384031,0.13454078774213768,0.9900714285714285,0.37263575196266174,0.006989248277165907,0.00805017044602422
selected_site_across_layers,item_end,35,ok,,544,0.48746412992477417,0.4612705367123247,0.003943708083384031,0.13454078774213768,0.9900714285714285,0.45796138048171997,0.004120629701747459,0.01153316762453809
