model,pooling,layer,full_space_discovery_cv_r2,pca3_discovery_cv_r2,pca3_ridge_alpha,pca_evr_pc1,pca_evr_pc1_2,pca_evr_pc1_3,pca_evr_pc1_6,count_signal_capture_pc1_3,discovery_loo_noise_to_signal,discovery_compactness,centroid_step_cv,centroid_path_to_chord,centroid_successive_cosine,manifold_fidelity_m3,within_decodability_gate,probe_optimal,manifold_display
Gemma4-E4B,span_end,7,0.8792288899421692,0.4386439183396881,10.0,0.3004494905471802,0.4083802327513695,0.5037790760397911,0.6492023281753063,0.9081967768180037,1.646021931932471,0.3779258168391935,1.0772632360458374,1.7501232035768863,-0.1709000095768493,0.172912600446037,False,False,False
Gemma4-E4B,span_end,8,0.8903424143791199,0.3790121139494887,10.0,0.32479941844940186,0.4518932104110718,0.5465627312660217,0.7038198113441467,0.9119598400356299,1.5602972593736801,0.3905796470854434,1.1160403490066528,1.7571647199497114,-0.194295861123096,0.19468179296365423,False,False,False
Gemma4-E4B,span_end,9,0.9128640174865724,0.3945206432747016,10.0,0.38550031185150146,0.5215486288070679,0.6095376312732697,0.7448000535368919,0.9258471226990905,1.3451392266989837,0.426413915478954,1.183424711227417,1.7454363939342197,-0.2584464474673413,0.24064185855845266,True,False,True
Gemma4-E4B,span_end,10,0.9238387465476988,0.39349078839188334,1.0,0.3582487404346466,0.5366449058055878,0.6240409538149834,0.7429160643368959,0.9055284714527424,1.3596250204640226,0.42379615037449847,1.0320900678634644,2.0066799466859795,-0.3421971349331387,0.23948163209460646,True,False,False
Gemma4-E4B,span_end,11,0.9129171013832093,0.47124605939096414,1.0,0.3377722203731537,0.4710879623889923,0.5464837849140167,0.6782847307622433,0.8768202571085153,1.6690403215109064,0.3746665016412768,0.9730464220046996,1.75163527264232,-0.1364661531394971,0.17952821803856914,True,False,False
Gemma4-E4B,span_end,12,0.915679144859314,0.46963719323011077,1.0,0.3606622517108917,0.47486674785614014,0.5378877967596054,0.6510259546339512,0.8633552430543369,1.50920494819838,0.39853261118347644,0.9290361404418944,1.8469589255101309,-0.1907216958789403,0.1850738616790883,True,False,False
Gemma4-E4B,span_end,13,0.8926514625549317,0.44273014197454386,1.0,0.3686716556549072,0.47879890352487564,0.5398166254162788,0.6495836060494184,0.8708161403949713,1.4220821787865001,0.412867907108344,0.8947007656097412,1.910858272461724,-0.2576380304312079,0.19408137113727483,False,False,False
Gemma4-E4B,span_end,14,0.8769608974456787,0.38939373786862175,1.0,0.3457515835762024,0.4468202292919159,0.5102193057537079,0.6258827466517687,0.8597930816087341,1.5105578755092761,0.3983178439163233,0.8556358218193054,2.026167590168164,-0.272980624924368,0.17473527834974167,False,False,False
Gemma4-E4B,span_end,15,0.9085709810256958,0.36075832540806296,1.0,0.3110518157482147,0.4144720211625099,0.47665126249194145,0.6056532114744186,0.841515723801088,1.5547432530939118,0.3914287663893246,0.8515294194221497,2.1408622575291893,-0.3025051423944235,0.1570058093590604,False,False,False
Gemma4-E4B,span_end,16,0.9135003566741944,0.4114754190030506,1.0,0.2922254800796509,0.39226190000772476,0.4615524113178253,0.5877298191189766,0.8283229474118315,1.5656587569472744,0.38976344663615387,0.8141656517982483,2.17498130385195,-0.2936561226512704,0.14901219918377312,True,False,False
