model_label,grammar_class,layer,rows,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy
Gemma4-E4B,same_unit_rank_before_city,13,508,0.571219739356162,0.5199123231316752,0.5455660312439186,296,5,16,16,0.5008488358488359,0.45074353574353576,0.25590705747519643,-5.919177368550201,4.0309739112854,15.751710605621337,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,14,508,0.5938020711674962,0.6377350753791381,0.6157685732733171,296,5,16,16,0.5362542412542413,0.473032058032058,0.2628435235202757,-5.803027195550431,4.04087495803833,15.373690414428712,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,15,508,0.6278773228898067,0.6671488997774826,0.6475131113336446,296,5,16,16,0.4958488358488358,0.5336626886626886,0.2659190842806342,-5.7525049343055095,3.816157817840576,14.350823402404785,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,16,508,0.7218550534340008,0.7101976951792193,0.71602637430661,296,5,16,16,0.6584532584532585,0.6235614835614836,0.3297746820195344,-4.817826897505621,4.49744176864624,13.63792314529419,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,17,508,0.6010515373673269,0.5479166639847755,0.5744841006760512,296,5,16,16,0.48152685152685154,0.4894085644085644,0.2719248012152009,-5.655511802767913,3.5768074989318848,13.153664112091064,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,18,508,0.560214508387883,0.5293490728165651,0.5447817906022241,296,5,16,16,0.5249034749034749,0.632955422955423,0.25131407505775677,-5.997831876957686,3.5593101978302,14.162796878814698,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,19,508,0.5607832195138697,0.5193979905125417,0.5400906050132057,296,5,16,16,0.5743564993564994,0.5229150579150579,0.25544274500074937,-5.927064274929114,3.410874128341675,13.352793121337891,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,20,508,0.5830522067673771,0.6126743175659585,0.5978632621666677,296,5,16,16,0.5473522873522874,0.5375874575874576,0.24852162419379914,-6.046358167517459,3.1562037467956543,12.699915981292724,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,21,508,0.6415705660257742,0.6144210655046569,0.6279958157652156,296,5,16,16,0.6303550953550954,0.5962671112671113,0.3024478345974553,-5.193495205160048,3.541170120239258,11.708366584777831,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,22,508,0.6586322430874513,0.619001842995651,0.6388170430415512,296,5,16,16,0.6407476307476307,0.5990405990405991,0.3339742918985316,-4.7628696227919205,3.788977861404419,11.34511833190918,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,23,508,0.4608871156339448,0.46050476999443346,0.46069594281418913,296,5,16,16,0.48332221832221833,0.4407727857727858,0.20866087506138742,-6.805589756487889,2.578625202178955,12.35797176361084,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,24,508,0.44302068295277114,0.37289152445549134,0.40795610370413127,296,5,16,16,0.45363987363987357,0.4344653094653094,0.22921603829086742,-6.397549979719511,2.6433513164520264,11.532139444351197,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,25,508,0.41017944586105975,0.4104111259659048,0.4102952859134823,296,5,16,16,0.4177161577161577,0.40475839475839476,0.2069829745480263,-6.840653761079912,2.4595789909362793,11.883001470565796,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,26,508,0.43133227289623977,0.36634529442978464,0.3988387836630122,296,5,16,16,0.39137709137709137,0.39938165438165435,0.21006243155542706,-6.776516116924523,2.5098624229431152,11.948173713684081,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,27,508,0.40205127582237343,0.4115020777909023,0.40677667680663787,296,5,16,16,0.39398326898326896,0.43811044811044814,0.199031247461886,-7.0107873497251525,2.3358397483825684,11.736045360565186,212,10,2,44,16,0.1
