model_label,endpoint,mode,layer,pca_components,pca_explained_variance_ratio_sum,discovery_rows,confirmation_rows,discovery_support_min,discovery_support_max,confirmation_support_min,confirmation_support_max,discovery_isotropic_snr,discovery_isotropic_snr_db,confirmation_isotropic_snr,confirmation_isotropic_snr_db,discovery_fisher_trace,confirmation_fisher_trace,confirmation_fisher_trace_frozen,confirmation_fisher_noise_calibration,discovery_covariance_ridge,confirmation_covariance_ridge,discovery_covariance_condition,confirmation_covariance_condition,discovery_mahalanobis_silhouette,confirmation_mahalanobis_silhouette,discovery_ordinal_rsa,confirmation_ordinal_rsa,discovery_cv_fold_count,discovery_oof_isotropic_snr_db,discovery_oof_isotropic_snr_db_fold_sd,discovery_oof_fisher_trace,discovery_oof_fisher_trace_fold_sd,discovery_oof_fisher_noise_calibration,discovery_oof_mahalanobis_silhouette,discovery_oof_mahalanobis_silhouette_fold_sd,discovery_oof_ordinal_rsa,discovery_oof_ordinal_rsa_fold_sd
Gemma4-E4B,final_count,native_thinking,0,16,0.8657073378562927,200,100,20,20,10,10,0.09692197378940606,-10.135777501564975,0.1825960954383682,-7.385085134813542,3.3973890282509416,5.765136689000894,5.424979368222391,1.0215184632707928,0.00012112380700986025,0.00010242454821289132,31.613791158439202,88.79910867488874,-0.04616797660110693,-0.09246521656674948,0.9110107186977348,0.9437799301028587,5,-4.8765812452912165,0.7471917056627544,7.139224702435996,2.102232194577871,1.1025075343595327,-0.14866770368762278,0.029891798673444114,0.6916301729127808,0.08772222915662031
Gemma4-E4B,final_count,native_thinking,1,16,0.8320474624633789,200,100,20,20,10,10,0.11661960867637736,-9.332284202119654,0.19559029423613458,-7.086526999792556,5.39334554530866,9.29908138012902,6.872189603550228,0.8979156180921755,0.00011612647726128254,8.565367268430806e-05,23.937168993476565,41.672914879466006,-0.041358289147157994,-0.07397798035091327,0.944978803690851,0.960697368511195,5,-4.9430731736654305,0.4295919826520967,8.668702468213976,1.3490773609938211,1.1043627282518873,-0.15484753392792977,0.015211919248823922,0.8159800056228752,0.07420379074822774
Gemma4-E4B,final_count,native_thinking,2,16,0.8502722978591919,200,100,20,20,10,10,0.11504023631293175,-9.391502348428263,0.2007448919051096,-6.973554968370687,6.44547455839694,11.04375990810647,8.375140908938722,0.9218610831505193,0.00011595609545433626,8.979574964262973e-05,30.7013349576965,44.34004784555449,-0.03785245715190192,-0.05913694847382156,0.952238649307027,0.9524384615716922,5,-4.73962048828309,0.4553284263213297,9.94173877434428,1.0855317459522262,1.1014949068988211,-0.14393930370257982,0.02129624501863669,0.8584734139083816,0.04551438992236432
Gemma4-E4B,final_count,native_thinking,3,16,0.8349744081497192,200,100,20,20,10,10,0.13397230894274556,-8.729849577256923,0.24073598502434007,-6.18458986877417,9.204083839801593,17.33803267727106,12.169583378318883,0.8283961021748698,0.00011040744688873038,8.377681288917957e-05,44.342982499839984,67.09209890738838,-0.03493496305810976,-0.0460570483999493,0.9490416530723808,0.9610969930405258,5,-4.622993447415773,0.6453557333030092,12.737536686276908,1.5458545346136292,1.1018447087155188,-0.12951528040612462,0.010783879092994001,0.8634021164367944,0.026597865424270523
Gemma4-E4B,final_count,native_thinking,4,16,0.8468936681747437,200,100,20,20,10,10,0.13368591478582317,-8.73914347809325,0.24575978790285904,-6.094891764559457,9.782011168630802,16.51157614570554,12.596635246656868,0.7934173337273414,0.00011324100775601504,8.198585907941478e-05,59.05438017226127,156.0315555286681,-0.03292835474923685,-0.04220654688037227,0.9425810565148663,0.963361532040067,5,-4.449754988903363,0.6917208267833627,15.55283174188279,5.024085697541297,1.5680805148183612,-0.13633598850715406,0.023616631749655583,0.8021130344550972,0.10768051048131491
Gemma4-E4B,final_count,native_thinking,5,16,0.805487871170044,200,100,20,20,10,10,0.11350525517932124,-9.449840306070186,0.2154548987226908,-6.666436270615877,10.072221046027982,20.766484967886292,10.362754188343072,0.7275916059083605,0.00010671201059920397,7.880400094564058e-05,42.77556082238963,77.28353430894964,-0.027273726023116902,-0.02627540215988484,0.9200022706076774,0.9501739225721512,5,-5.212253858912553,0.6486073788070298,13.826769187103391,2.169664133790583,1.197366141519963,-0.13452228574418762,0.016894822134723594,0.8883520078846795,0.05066453519032726
Gemma4-E4B,final_count,native_thinking,6,16,0.7997118830680847,200,100,20,20,10,10,0.11229328699268176,-9.49646205529967,0.17915647646001873,-7.467674875815504,11.068544450841518,12.203544653367729,11.266851340910005,0.858816737689719,0.00010686919917170743,8.824084577063668e-05,51.80285955927735,66.01288314913194,-0.017653587005256162,-0.04677040250715174,0.8910294922311958,0.9204018951370081,5,-5.061682977070175,0.539833990640049,14.646436866611527,1.2156619931571933,1.1537240206038166,-0.11928518756256708,0.015476961728252851,0.8620167514017811,0.042075669237359684
Gemma4-E4B,final_count,native_thinking,7,16,0.8265044093132019,200,100,20,20,10,10,0.11847453128282803,-9.263750008111654,0.19177199332069647,-7.172148175740992,9.350413936044607,11.993574941266145,9.599892319995739,0.8142822746454149,0.00010924964533893253,9.271887407382583e-05,44.5889473649517,136.4361891593979,-0.01979477228349159,-0.04504627852706518,0.8750445110579647,0.895158945700947,5,-4.901511632629985,0.632984038444741,13.021867359207695,1.7092446613350367,1.1391612883022495,-0.12317087778529176,0.013479438474691734,0.825198011432772,0.02727547604033617
Gemma4-E4B,final_count,native_thinking,8,16,0.8419232964515686,200,100,20,20,10,10,0.1143861407141559,-9.41626592465976,0.17675983360270484,-7.526164159435364,8.174476671059578,8.629861769724018,8.02864716759147,0.8475875854652124,0.00011206228637483122,9.565162988375163e-05,38.61933711469079,79.22042105035813,-0.02143248838385085,-0.055123764879831984,0.892627990348519,0.9160060253143695,5,-5.061795405571636,0.36981207768173185,11.720810252139856,1.9541783203154393,1.1933297400130218,-0.13221989377697038,0.01629128396608612,0.8405036309061409,0.02648132815623465
Gemma4-E4B,final_count,native_thinking,9,16,0.8703107833862305,200,100,20,20,10,10,0.12097457724567921,-9.17305886889845,0.18070069682065684,-7.430401727031376,10.579427765926875,12.155217385899757,10.517189553531416,0.8806961492145499,0.00011685904365159365,0.00010342163793504276,61.835566234463016,84.78557524785228,-0.014434102072595111,-0.05516264467323158,0.898822170553146,0.9383849989568931,5,-4.87223177732473,0.42843281170955777,14.276365376163081,2.2634466347958733,1.1717866723867054,-0.1190453762644863,0.00922632385149932,0.8404636684532077,0.030607220120339902
