model_label,layer,metric,primary_layer,estimand,mean,ci95_low,ci95_high,p_value,seed_count,holm_p_primary_family
Gemma4-E4B,11,normalized_noise,False,specificity,1.3134105104279805,1.2416717993837398,1.377526805944215,0.001953125,10,
Gemma4-E4B,12,continuous_absolute_error,False,needle_only_improvement,-3.300610096922071,-3.6360700816696343,-2.9058965406722375,0.001953125,10,
Gemma4-E4B,12,continuous_absolute_error,False,matched_nonneedle_improvement,-3.2153389966167616,-3.601608537894939,-2.72430824044196,0.001953125,10,
Gemma4-E4B,12,continuous_absolute_error,False,specificity,-0.08527110030530913,-0.6485333675741415,0.33752164509539373,0.86328125,10,
Gemma4-E4B,12,nearest_centroid_accuracy,False,needle_only_improvement,-0.22000000000000003,-0.30000000000000004,-0.13999999999999999,0.0078125,10,
Gemma4-E4B,12,nearest_centroid_accuracy,False,matched_nonneedle_improvement,-0.1,-0.2,0.0,0.1875,10,
Gemma4-E4B,12,nearest_centroid_accuracy,False,specificity,-0.12,-0.18,-0.06000000000000001,0.03125,10,
Gemma4-E4B,12,normalized_noise,False,needle_only_improvement,-1.6255321846819935,-1.7592453660386884,-1.4362803016546128,0.001953125,10,
Gemma4-E4B,12,normalized_noise,False,matched_nonneedle_improvement,-2.5956428232163598,-2.7691785856833833,-2.3653890124855685,0.001953125,10,
Gemma4-E4B,12,normalized_noise,False,specificity,0.9701106385343662,0.888953715338077,1.0492877878042954,0.001953125,10,
Gemma4-E4B,13,continuous_absolute_error,False,needle_only_improvement,-2.6617091613779267,-3.0236593081827574,-2.279829115726475,0.001953125,10,
Gemma4-E4B,13,continuous_absolute_error,False,matched_nonneedle_improvement,-3.320020662200875,-3.6534407938375373,-2.924950768709344,0.001953125,10,
Gemma4-E4B,13,continuous_absolute_error,False,specificity,0.6583115008229488,0.1054003009527908,1.0784680610857573,0.044921875,10,
Gemma4-E4B,13,nearest_centroid_accuracy,False,needle_only_improvement,-0.2,-0.3,-0.1,0.015625,10,
Gemma4-E4B,13,nearest_centroid_accuracy,False,matched_nonneedle_improvement,-0.12,-0.2,-0.04,0.0625,10,
Gemma4-E4B,13,nearest_centroid_accuracy,False,specificity,-0.08,-0.14,-0.02,0.125,10,
Gemma4-E4B,13,normalized_noise,False,needle_only_improvement,-1.6838043005669099,-1.831219540029136,-1.4858493227876222,0.001953125,10,
Gemma4-E4B,13,normalized_noise,False,matched_nonneedle_improvement,-2.2854872331914784,-2.446636149648377,-2.0694859932552183,0.001953125,10,
Gemma4-E4B,13,normalized_noise,False,specificity,0.6016829326245684,0.5399611677374297,0.6614328059800432,0.001953125,10,
Gemma4-E4B,14,continuous_absolute_error,False,needle_only_improvement,-3.4174274597742076,-3.754140685658636,-3.0544677079152933,0.001953125,10,
Gemma4-E4B,14,continuous_absolute_error,False,matched_nonneedle_improvement,-3.6724736405278096,-4.0159509486352984,-3.274352589159681,0.001953125,10,
Gemma4-E4B,14,continuous_absolute_error,False,specificity,0.2550461807536016,-0.20334474553781393,0.5982130112863481,0.291015625,10,
Gemma4-E4B,14,nearest_centroid_accuracy,False,needle_only_improvement,-0.2,-0.32,-0.07999999999999999,0.0390625,10,
Gemma4-E4B,14,nearest_centroid_accuracy,False,matched_nonneedle_improvement,-0.1,-0.2,0.0,0.1875,10,
Gemma4-E4B,14,nearest_centroid_accuracy,False,specificity,-0.1,-0.16,-0.04,0.0625,10,
Gemma4-E4B,14,normalized_noise,False,needle_only_improvement,-1.8910884661698013,-2.066693953425826,-1.6687708418786733,0.001953125,10,
Gemma4-E4B,14,normalized_noise,False,matched_nonneedle_improvement,-2.0797842670842366,-2.232966853317172,-1.8866897902245974,0.001953125,10,
Gemma4-E4B,14,normalized_noise,False,specificity,0.18869580091443539,0.1265220950131372,0.25293161415259474,0.001953125,10,
Gemma4-E4B,15,continuous_absolute_error,False,needle_only_improvement,-3.2838092623978503,-3.731179372602214,-2.8246399216472,0.001953125,10,
Gemma4-E4B,15,continuous_absolute_error,False,matched_nonneedle_improvement,-3.0495129462330115,-3.3045984192320668,-2.79633203308815,0.001953125,10,
Gemma4-E4B,15,continuous_absolute_error,False,specificity,-0.23429631616483904,-0.7097672914957978,0.15625564845779136,0.392578125,10,
Gemma4-E4B,15,nearest_centroid_accuracy,False,needle_only_improvement,-0.3,-0.42000000000000004,-0.19999999999999998,0.00390625,10,
Gemma4-E4B,15,nearest_centroid_accuracy,False,matched_nonneedle_improvement,-0.22000000000000003,-0.34,-0.1,0.015625,10,
Gemma4-E4B,15,nearest_centroid_accuracy,False,specificity,-0.08,-0.14,-0.02,0.125,10,
Gemma4-E4B,15,normalized_noise,False,needle_only_improvement,-1.9341187357942247,-2.0939234621356584,-1.7337233626452615,0.001953125,10,
Gemma4-E4B,15,normalized_noise,False,matched_nonneedle_improvement,-2.0091199861068767,-2.149119122107082,-1.843607636540637,0.001953125,10,
Gemma4-E4B,15,normalized_noise,False,specificity,0.07500125031265228,0.0040720625085234104,0.14458022503783857,0.083984375,10,
Gemma4-E4B,16,continuous_absolute_error,False,needle_only_improvement,-2.862937179113687,-3.31652083890981,-2.4401711585377632,0.001953125,10,
Gemma4-E4B,16,continuous_absolute_error,False,matched_nonneedle_improvement,-2.0548332664197466,-2.3557591643445406,-1.7687631172809524,0.001953125,10,
Gemma4-E4B,16,continuous_absolute_error,False,specificity,-0.8081039126939398,-1.3301457545656108,-0.3878000706759977,0.00390625,10,
Gemma4-E4B,16,nearest_centroid_accuracy,False,needle_only_improvement,-0.27999999999999997,-0.36,-0.2,0.00390625,10,
Gemma4-E4B,16,nearest_centroid_accuracy,False,matched_nonneedle_improvement,-0.24000000000000005,-0.36,-0.13999999999999999,0.0078125,10,
Gemma4-E4B,16,nearest_centroid_accuracy,False,specificity,-0.04,-0.12000000000000002,0.06000000000000001,0.6875,10,
Gemma4-E4B,16,normalized_noise,False,needle_only_improvement,-1.7842825452355928,-1.9521774982676798,-1.5926636282645026,0.001953125,10,
Gemma4-E4B,16,normalized_noise,False,matched_nonneedle_improvement,-1.6680423450928021,-1.8191164319613333,-1.4812062953923162,0.001953125,10,
Gemma4-E4B,16,normalized_noise,False,specificity,-0.11624020014279068,-0.22074580212984096,-0.02591450141190125,0.037109375,10,
Gemma4-E4B,17,continuous_absolute_error,False,needle_only_improvement,-3.24027806523429,-3.9182312867896876,-2.5668687057887847,0.001953125,10,
Gemma4-E4B,17,continuous_absolute_error,False,matched_nonneedle_improvement,-2.637915838694111,-2.997573809265145,-2.3002301919288524,0.001953125,10,
Gemma4-E4B,17,continuous_absolute_error,False,specificity,-0.6023622265401787,-1.22249780150089,-0.025364012521643654,0.107421875,10,
Gemma4-E4B,17,nearest_centroid_accuracy,False,needle_only_improvement,-0.18000000000000002,-0.3,-0.06000000000000001,0.046875,10,
Gemma4-E4B,17,nearest_centroid_accuracy,False,matched_nonneedle_improvement,-0.1,-0.2,0.0,0.1875,10,
Gemma4-E4B,17,nearest_centroid_accuracy,False,specificity,-0.08,-0.14,-0.02,0.125,10,
Gemma4-E4B,17,normalized_noise,False,needle_only_improvement,-1.6698293822802537,-1.8004966285568018,-1.5182200084851958,0.001953125,10,
Gemma4-E4B,17,normalized_noise,False,matched_nonneedle_improvement,-1.6885627170698623,-1.855370420229731,-1.4931081393779102,0.001953125,10,
Gemma4-E4B,17,normalized_noise,False,specificity,0.018733334789608612,-0.06964454743817694,0.10414227881098921,0.689453125,10,
Gemma4-E4B,18,continuous_absolute_error,False,needle_only_improvement,-3.5317036873637493,-4.127509060676743,-2.937755162357485,0.001953125,10,
Gemma4-E4B,18,continuous_absolute_error,False,matched_nonneedle_improvement,-3.708842083639772,-4.060509563993452,-3.383497140893204,0.001953125,10,
Gemma4-E4B,18,continuous_absolute_error,False,specificity,0.17713839627602387,-0.3792800381012257,0.6992830730988554,0.5546875,10,
Gemma4-E4B,18,nearest_centroid_accuracy,False,needle_only_improvement,-0.2,-0.31999999999999995,-0.1,0.03125,10,
Gemma4-E4B,18,nearest_centroid_accuracy,False,matched_nonneedle_improvement,-0.18,-0.3,-0.06000000000000001,0.0625,10,
Gemma4-E4B,18,nearest_centroid_accuracy,False,specificity,-0.02,-0.06000000000000001,0.0,1.0,10,
Gemma4-E4B,18,normalized_noise,False,needle_only_improvement,-1.665806167535759,-1.8045856612236033,-1.4993777552416157,0.001953125,10,
Gemma4-E4B,18,normalized_noise,False,matched_nonneedle_improvement,-1.688878264853227,-1.8451913788448358,-1.5133328349648003,0.001953125,10,
Gemma4-E4B,18,normalized_noise,False,specificity,0.023072097317467823,-0.06994747002292229,0.11635282157953887,0.6640625,10,
Gemma4-E4B,19,continuous_absolute_error,False,needle_only_improvement,-2.8742829159388927,-3.5803464886021854,-2.1943494757068387,0.001953125,10,
Gemma4-E4B,19,continuous_absolute_error,False,matched_nonneedle_improvement,-2.901058395551124,-3.2593967016768626,-2.5115775832537195,0.001953125,10,
Gemma4-E4B,19,continuous_absolute_error,False,specificity,0.026775479612231524,-0.5339558774689126,0.5133975598445497,0.92578125,10,
Gemma4-E4B,19,nearest_centroid_accuracy,False,needle_only_improvement,-0.13999999999999999,-0.24000000000000005,-0.04,0.0625,10,
