model_label,seed,gold_count,layer,normalized_depth,clean_correct,clean_absolute_error,absolute_error_specificity,candidate_absolute_error_damage_from_clean,control_absolute_error_damage_from_clean,accuracy_damage_specificity,candidate_correct_damage_from_clean,control_correct_damage_from_clean
Gemma4-E4B,1255,10,32,0.7804878048780488,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1255,10,36,0.8780487804878049,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1255,10,40,0.975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1255,10,41,1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,4,0.0975609756097561,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,8,0.1951219512195122,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,9,0.2195121951219512,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,12,0.2926829268292683,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,16,0.3902439024390244,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,20,0.4878048780487805,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,24,0.5853658536585366,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,28,0.6829268292682927,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,32,0.7804878048780488,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,36,0.8780487804878049,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,40,0.975609756097561,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,2,41,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,4,0.0975609756097561,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,8,0.1951219512195122,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,9,0.2195121951219512,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,12,0.2926829268292683,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,16,0.3902439024390244,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,20,0.4878048780487805,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,24,0.5853658536585366,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,28,0.6829268292682927,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,32,0.7804878048780488,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,36,0.8780487804878049,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,40,0.975609756097561,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,3,41,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,4,0.0975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,8,0.1951219512195122,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,9,0.2195121951219512,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,12,0.2926829268292683,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,16,0.3902439024390244,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,20,0.4878048780487805,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,24,0.5853658536585366,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,28,0.6829268292682927,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,32,0.7804878048780488,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,36,0.8780487804878049,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,40,0.975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,4,41,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,4,0.0975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,8,0.1951219512195122,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,9,0.2195121951219512,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,12,0.2926829268292683,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,16,0.3902439024390244,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,20,0.4878048780487805,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,24,0.5853658536585366,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,28,0.6829268292682927,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,32,0.7804878048780488,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,36,0.8780487804878049,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,40,0.975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,5,41,1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,4,0.0975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,8,0.1951219512195122,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,9,0.2195121951219512,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,12,0.2926829268292683,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,16,0.3902439024390244,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,20,0.4878048780487805,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,24,0.5853658536585366,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,28,0.6829268292682927,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,32,0.7804878048780488,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,36,0.8780487804878049,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,40,0.975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,6,41,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,4,0.0975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,8,0.1951219512195122,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,9,0.2195121951219512,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,12,0.2926829268292683,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,16,0.3902439024390244,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,20,0.4878048780487805,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,24,0.5853658536585366,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,28,0.6829268292682927,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,32,0.7804878048780488,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,36,0.8780487804878049,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,40,0.975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,7,41,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,4,0.0975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,8,0.1951219512195122,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,9,0.2195121951219512,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,12,0.2926829268292683,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,16,0.3902439024390244,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,20,0.4878048780487805,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,24,0.5853658536585366,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,28,0.6829268292682927,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,32,0.7804878048780488,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,36,0.8780487804878049,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,40,0.975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,8,41,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,4,0.0975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,8,0.1951219512195122,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,9,0.2195121951219512,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,12,0.2926829268292683,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,16,0.3902439024390244,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,20,0.4878048780487805,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,24,0.5853658536585366,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,28,0.6829268292682927,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,32,0.7804878048780488,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,36,0.8780487804878049,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,40,0.975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,9,41,1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,4,0.0975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,8,0.1951219512195122,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,9,0.2195121951219512,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,12,0.2926829268292683,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,16,0.3902439024390244,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,20,0.4878048780487805,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,24,0.5853658536585366,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,28,0.6829268292682927,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,32,0.7804878048780488,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,36,0.8780487804878049,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,40,0.975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1256,10,41,1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,4,0.0975609756097561,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,8,0.1951219512195122,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,9,0.2195121951219512,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,12,0.2926829268292683,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,16,0.3902439024390244,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,20,0.4878048780487805,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,24,0.5853658536585366,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,28,0.6829268292682927,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,32,0.7804878048780488,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,36,0.8780487804878049,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,40,0.975609756097561,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,2,41,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,4,0.0975609756097561,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,8,0.1951219512195122,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,9,0.2195121951219512,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,12,0.2926829268292683,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,16,0.3902439024390244,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,20,0.4878048780487805,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,24,0.5853658536585366,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,28,0.6829268292682927,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,32,0.7804878048780488,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,36,0.8780487804878049,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,40,0.975609756097561,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,3,41,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,4,0.0975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,8,0.1951219512195122,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,9,0.2195121951219512,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,12,0.2926829268292683,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,16,0.3902439024390244,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,20,0.4878048780487805,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,24,0.5853658536585366,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,28,0.6829268292682927,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,32,0.7804878048780488,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,36,0.8780487804878049,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,40,0.975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,4,41,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,4,0.0975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,8,0.1951219512195122,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,9,0.2195121951219512,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,12,0.2926829268292683,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,16,0.3902439024390244,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,20,0.4878048780487805,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,24,0.5853658536585366,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,28,0.6829268292682927,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,32,0.7804878048780488,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,36,0.8780487804878049,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,40,0.975609756097561,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,5,41,1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,4,0.0975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,8,0.1951219512195122,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,9,0.2195121951219512,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,12,0.2926829268292683,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,16,0.3902439024390244,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,20,0.4878048780487805,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,24,0.5853658536585366,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,28,0.6829268292682927,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,32,0.7804878048780488,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,36,0.8780487804878049,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,40,0.975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,6,41,1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,4,0.0975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,8,0.1951219512195122,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,9,0.2195121951219512,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,12,0.2926829268292683,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,16,0.3902439024390244,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,20,0.4878048780487805,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,24,0.5853658536585366,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,28,0.6829268292682927,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,32,0.7804878048780488,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,36,0.8780487804878049,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,40,0.975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,7,41,1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,4,0.0975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,8,0.1951219512195122,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,9,0.2195121951219512,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,12,0.2926829268292683,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,16,0.3902439024390244,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,20,0.4878048780487805,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,24,0.5853658536585366,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,28,0.6829268292682927,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,32,0.7804878048780488,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,36,0.8780487804878049,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,40,0.975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,8,41,1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,4,0.0975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,8,0.1951219512195122,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,9,0.2195121951219512,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,12,0.2926829268292683,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,16,0.3902439024390244,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,20,0.4878048780487805,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,24,0.5853658536585366,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,28,0.6829268292682927,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,32,0.7804878048780488,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,36,0.8780487804878049,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,40,0.975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,9,41,1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,4,0.0975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,8,0.1951219512195122,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,9,0.2195121951219512,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,12,0.2926829268292683,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,16,0.3902439024390244,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,20,0.4878048780487805,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,24,0.5853658536585366,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,28,0.6829268292682927,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,32,0.7804878048780488,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,36,0.8780487804878049,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,40,0.975609756097561,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
Gemma4-E4B,1257,10,41,1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0
