model_label,site_kind,layer,pca_dim,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy
Gemma4-E4B,city_end,15,16,0.3837547519912717,0.3139492062057437,0.3488519790985077,728,5,16,16,0.48223956975228155,0.4220272164276402,0.2699303380333208,-5.687483014382354,3.0886027812957764,11.442221736907959,313,10,4,62,16,0.1
Gemma4-E4B,city_end,16,16,0.49247729440763865,0.4185720494300299,0.4555246719188343,728,5,16,16,0.5444467079530639,0.4499318774445893,0.27760971244934896,-5.5656534373097735,2.982062816619873,10.741925382614136,313,10,4,62,16,0.1
Gemma4-E4B,city_end,17,16,0.37386091608609956,0.3326379342872669,0.35324942518668323,728,5,16,16,0.5329589308996089,0.40678503911342895,0.2536811942847071,-5.957117263970936,2.6545748710632324,10.464216232299805,313,10,4,62,16,0.1
Gemma4-E4B,city_end,18,16,0.3992675609472962,0.32593913500904365,0.36260334797816995,728,5,16,16,0.4891993155149935,0.41964520860495436,0.23911802517031513,-6.2138768470838945,2.5467326641082764,10.650525665283203,313,10,4,62,16,0.1
Gemma4-E4B,city_end,19,16,0.4453637681548367,0.37963337398670394,0.4124985710707703,728,5,16,16,0.5204441003911343,0.42915743155149944,0.24590683091407145,-6.092294070600506,2.590000629425049,10.53244686126709,313,10,4,62,16,0.1
Gemma4-E4B,city_end,20,16,0.4170858053286356,0.34581677432029545,0.3814512898244655,728,5,16,16,0.5546941003911343,0.44708751629726196,0.27621150718021475,-5.587582323440342,2.873490810394287,10.403226280212403,313,10,4,62,16,0.1
Gemma4-E4B,city_end,21,16,0.4218824669925138,0.3534637851198427,0.38767312605617826,728,5,16,16,0.46016704693611477,0.41088037809647976,0.2747103160946716,-5.611250313735132,2.676116466522217,9.741594362258912,313,10,4,62,16,0.1
Gemma4-E4B,city_end,22,16,0.43161590860559373,0.3863136861471258,0.40896479737635977,728,5,16,16,0.4681696544980444,0.4167151238591916,0.3002026679248346,-5.225854524662155,2.6364197731018066,8.782133054733276,313,10,4,62,16,0.1
Gemma4-E4B,city_end,23,16,0.5047132794527258,0.42375027497509415,0.46423177721390996,728,5,16,16,0.5191442307692308,0.44008751629726206,0.2677932340568104,-5.722003998740924,2.572291135787964,9.605512046813965,313,10,4,62,16,0.1
Gemma4-E4B,city_end,24,16,0.5087676950623595,0.40306940928451124,0.45591855217343535,728,5,16,16,0.4623671773142112,0.4328899934810952,0.2505253290620436,-6.011483587557217,2.3406898975372314,9.343126726150512,313,10,4,62,16,0.1
Gemma4-E4B,city_end,25,16,0.4923498734517822,0.4207823847071362,0.4565661290794592,728,5,16,16,0.5550865384615384,0.44216003911342894,0.2685240299843891,-5.710168435858478,2.473323345184326,9.21080822944641,313,10,4,62,16,0.1
Gemma4-E4B,city_end,26,16,0.505452274376273,0.40661563156035474,0.4560339529683139,728,5,16,16,0.4847666232073012,0.4186652910375573,0.2344280758519427,-6.299903770507181,2.2895150184631348,9.766385746002197,313,10,4,62,16,0.1
Gemma4-E4B,city_end,27,16,0.5111271341344431,0.3851072979129063,0.4481172160236747,728,5,16,16,0.4875743155149935,0.3949328552803129,0.23787303008579755,-6.2365479524264416,2.3147575855255127,9.731063604354858,313,10,4,62,16,0.1
Gemma4-E4B,city_end,28,16,0.4601616424549383,0.32581799802280026,0.3929898202388693,728,5,16,16,0.47458653846153853,0.41522473924380704,0.23081007555188499,-6.367452368461288,2.3661575317382812,10.251534843444825,313,10,4,62,16,0.1
Gemma4-E4B,city_end,29,16,0.4518907087861341,0.37415503102653125,0.41302286990633263,728,5,16,16,0.5034517969045716,0.3584406779661017,0.2031430386841019,-6.921980555077953,2.2331702709198,10.993092775344849,313,10,4,62,16,0.1
Gemma4-E4B,city_end,30,16,0.429975518260912,0.3933889361166566,0.41168222718878433,728,5,16,16,0.43326059322033894,0.32660169491525426,0.1824200369109102,-7.389274607339279,2.1334633827209473,11.695334672927856,313,10,4,62,16,0.1
Gemma4-E4B,city_end,31,16,0.42155458121090705,0.394288152049251,0.40792136663007905,728,5,16,16,0.4901818774445893,0.35990840938722296,0.16946985407652243,-7.709075444968537,2.2552363872528076,13.307596206665039,313,10,4,62,16,0.1
Gemma4-E4B,city_end,32,16,0.40571205716017184,0.3975808590449476,0.4016464581025597,728,5,16,16,0.4418645697522816,0.37844605606258147,0.16554509689934413,-7.8108367761860436,2.2385411262512207,13.52224359512329,313,10,4,62,16,0.1
Gemma4-E4B,city_end,33,16,0.39266596948710114,0.37654830386922267,0.38460713667816193,728,5,16,16,0.4326897001303781,0.4102956323337679,0.1470376396527563,-8.325714774895944,2.165977954864502,14.730772066116334,313,10,4,62,16,0.1
Gemma4-E4B,city_end,34,16,0.42373294018951224,0.3996125519534509,0.4116727460714816,728,5,16,16,0.46432431551499354,0.3844460560625815,0.14411578221696925,-8.412884566986543,2.2145116329193115,15.36619791984558,313,10,4,62,16,0.1
Gemma4-E4B,city_end,35,16,0.41264618060216113,0.4079583857214672,0.41030228316181416,728,5,16,16,0.40407692307692306,0.34294067796610167,0.13948973348822766,-8.554577554978241,2.2263545989990234,15.96070580482483,313,10,4,62,16,0.1
Gemma4-E4B,city_end,36,16,0.41718157013628243,0.37440811648512146,0.3957948433107019,728,5,16,16,0.5024615384615385,0.3664406779661017,0.14004381621718026,-8.537360631492128,2.1890170574188232,15.630944061279298,313,10,4,62,16,0.1
Gemma4-E4B,city_end,37,16,0.45768387864670246,0.3967747790606902,0.42722932885369636,728,5,16,16,0.5289519230769231,0.39563298565840943,0.13983273060476753,-8.54391161513854,2.1876602172851562,15.644836568832398,313,10,4,62,16,0.1
Gemma4-E4B,city_end,38,16,0.44128393023923324,0.3830962036979891,0.41219006696861116,728,5,16,16,0.5289038461538462,0.3713559322033898,0.1442752569296375,-8.408081436141744,2.1418986320495605,14.845917987823487,313,10,4,62,16,0.1
