model_label,endpoint,mode,selector,discovery_metric,confirmation_metric,selected_layer,discovery_value,confirmation_value,pca_components,discovery_rows,confirmation_rows
Gemma4-E4B,final_count,native_thinking,fisher_trace,discovery_oof_fisher_trace,confirmation_fisher_trace_frozen,38,555.7525850453743,538.25564809518,8,200,100
Gemma4-E4B,final_count,non_thinking,fisher_trace,discovery_oof_fisher_trace,confirmation_fisher_trace_frozen,41,288.4991382826869,282.42451748293087,8,200,100
Gemma4-E4B,final_count,native_thinking,isotropic_snr,discovery_oof_isotropic_snr_db,confirmation_isotropic_snr_db,36,4.959646292315523,2.918553660780285,8,200,100
Gemma4-E4B,final_count,non_thinking,isotropic_snr,discovery_oof_isotropic_snr_db,confirmation_isotropic_snr_db,41,0.013621720955692206,1.9266852402274353,8,200,100
Gemma4-E4B,final_count,native_thinking,mahalanobis_silhouette,discovery_oof_mahalanobis_silhouette,confirmation_mahalanobis_silhouette,41,0.3286367358239989,0.26731481822688397,8,200,100
Gemma4-E4B,final_count,non_thinking,mahalanobis_silhouette,discovery_oof_mahalanobis_silhouette,confirmation_mahalanobis_silhouette,41,0.018757806659627018,0.14071846300889912,8,200,100
Gemma4-E4B,final_count,native_thinking,ordinal_rsa,discovery_oof_ordinal_rsa,confirmation_ordinal_rsa,3,0.9082133469924193,0.9789468886839674,8,200,100
Gemma4-E4B,final_count,non_thinking,ordinal_rsa,discovery_oof_ordinal_rsa,confirmation_ordinal_rsa,6,0.9398902513507057,0.9761495169786519,8,200,100
Gemma4-E4B,running_index,native_thinking,fisher_trace,discovery_oof_fisher_trace,confirmation_fisher_trace_frozen,16,32.67970920394261,28.12838588590565,8,1045,519
Gemma4-E4B,running_index,non_thinking,fisher_trace,discovery_oof_fisher_trace,confirmation_fisher_trace_frozen,10,113.27923271722617,111.37236238324748,8,1100,550
Gemma4-E4B,running_index,native_thinking,isotropic_snr,discovery_oof_isotropic_snr_db,confirmation_isotropic_snr_db,16,-0.48295154823069736,-1.2503716081047997,8,1045,519
Gemma4-E4B,running_index,non_thinking,isotropic_snr,discovery_oof_isotropic_snr_db,confirmation_isotropic_snr_db,22,-3.269973295936894,-4.983963421839445,8,1100,550
Gemma4-E4B,running_index,native_thinking,mahalanobis_silhouette,discovery_oof_mahalanobis_silhouette,confirmation_mahalanobis_silhouette,16,0.17361977093386052,0.1460369561434654,8,1045,519
Gemma4-E4B,running_index,non_thinking,mahalanobis_silhouette,discovery_oof_mahalanobis_silhouette,confirmation_mahalanobis_silhouette,22,0.13785389631495198,0.09062387562246826,8,1100,550
Gemma4-E4B,running_index,native_thinking,ordinal_rsa,discovery_oof_ordinal_rsa,confirmation_ordinal_rsa,23,0.7286087626935225,0.7374404647917326,8,1045,519
Gemma4-E4B,running_index,non_thinking,ordinal_rsa,discovery_oof_ordinal_rsa,confirmation_ordinal_rsa,6,0.6656812201415689,0.6925493093302417,8,1100,550
Qwen3-8B,final_count,native_thinking,fisher_trace,discovery_oof_fisher_trace,confirmation_fisher_trace_frozen,35,711.5929800431084,678.8223389221819,8,200,100
Qwen3-8B,final_count,non_thinking,fisher_trace,discovery_oof_fisher_trace,confirmation_fisher_trace_frozen,26,96.18806245651085,85.18069527196901,8,200,100
Qwen3-8B,final_count,native_thinking,isotropic_snr,discovery_oof_isotropic_snr_db,confirmation_isotropic_snr_db,34,12.791779132072632,15.6018313840449,8,200,100
Qwen3-8B,final_count,non_thinking,isotropic_snr,discovery_oof_isotropic_snr_db,confirmation_isotropic_snr_db,35,0.9022026816844331,0.5660505795528677,8,200,100
Qwen3-8B,final_count,native_thinking,mahalanobis_silhouette,discovery_oof_mahalanobis_silhouette,confirmation_mahalanobis_silhouette,35,0.7214808131702471,0.826339898256818,8,200,100
Qwen3-8B,final_count,non_thinking,mahalanobis_silhouette,discovery_oof_mahalanobis_silhouette,confirmation_mahalanobis_silhouette,35,0.06419655755779481,0.16514224962462104,8,200,100
Qwen3-8B,final_count,native_thinking,ordinal_rsa,discovery_oof_ordinal_rsa,confirmation_ordinal_rsa,14,0.8702356958883508,0.894226488465842,8,200,100
Qwen3-8B,final_count,non_thinking,ordinal_rsa,discovery_oof_ordinal_rsa,confirmation_ordinal_rsa,17,0.9708211899209083,0.967624193686262,8,200,100
Qwen3-8B,running_index,native_thinking,fisher_trace,discovery_oof_fisher_trace,confirmation_fisher_trace_frozen,19,10.93590447228952,11.093977189067147,8,1107,544
Qwen3-8B,running_index,non_thinking,fisher_trace,discovery_oof_fisher_trace,confirmation_fisher_trace_frozen,13,155.61522359679648,144.50036291041775,8,1100,550
Qwen3-8B,running_index,native_thinking,isotropic_snr,discovery_oof_isotropic_snr_db,confirmation_isotropic_snr_db,18,-4.187947503080289,-4.110241011544744,8,1107,544
