model_label,layer,rows_discovery,rows_confirmation,frozen_pc1_variance_fraction,frozen_pc2_variance_fraction,frozen_pc3_variance_fraction,frozen_pc3_total_variance_fraction,trajectory_line_r2,centroid_distance_vs_count_gap_spearman,adjacent_step_pairwise_cosine_mean,adjacent_step_cosine_to_mean_mean,adjacent_step_length_cv,second_difference_over_step_norm,discovery_confirmation_same_step_cosine_mean,discovery_confirmation_same_step_cosine_min,frozen_pc3_ridge_r2,frozen_pc3_ridge_mad,frozen_pc3_nearest_centroid_accuracy,frozen_pc3_nearest_centroid_mad,confirmation_seed_projection_spearman_mean,confirmation_seed_projection_spearman_min,confirmation_adjacent_increment_positive_fraction
Qwen3-8B,22,200,100,0.26623467,0.08049961,0.05272366,0.39945794,0.4455745121984226,0.6241469107264564,0.3094264833417931,0.40230643419931966,1.554153800742098,1.0038360992513005,0.4121931361015797,-0.4509575775718557,0.6143276956068084,1.4626683732639882,0.34,1.55,0.8218181818181817,0.5757575757575757,0.7
Qwen3-8B,23,200,100,0.20712252,0.06146159,0.04388621,0.31247032,0.41732843052862345,0.5934424260562082,0.26475950312935104,0.4016829434137152,1.630041316363695,1.027277603408259,0.26421563230029776,-0.6251211654060742,0.5401578026662346,1.645432040529943,0.28,1.72,0.7636363636363634,0.3939393939393939,0.7000000000000001
Qwen3-8B,24,200,100,0.18099585,0.05578302,0.03594904,0.27272791,0.41548929740076834,0.5576760306811035,0.23482537776073606,0.43498238933607525,1.6803378865654932,1.0573290724814541,0.17715227531695726,-0.7128964803758677,0.5022865409766141,1.7027522967579793,0.29,1.85,0.7454545454545454,0.34545454545454546,0.7
Qwen3-8B,25,200,100,0.16299751,0.04800694,0.03434014,0.24534459,0.41202635441894253,0.522775488452882,0.14739727412039436,0.4172611095167456,1.7154943303365517,1.0827135571559405,0.09131583804410003,-0.9311468159051386,0.44640875235800315,1.8049778293869045,0.25,2.09,0.6799999999999999,0.2606060606060606,0.6444444444444445
Qwen3-8B,26,200,100,0.14569826,0.04382377,0.03402382,0.22354585,0.4054484260325488,0.5009293475161327,0.1375519390481606,0.4220918824428025,1.7502711775977742,1.083949290692414,0.09213174085876777,-0.9458362285717312,0.42250179304912105,1.835003178723293,0.25,2.08,0.6472727272727272,0.16363636363636364,0.6888888888888889
Qwen3-8B,27,200,100,0.13109909,0.04260133,0.03056028,0.2042607,0.39469293881568246,0.46656163799368566,0.09721311215430954,0.3919749441683156,1.7909818965806412,1.0825039624025994,0.06944791336890851,-0.987872745715456,0.40877575542990596,1.8477754394503005,0.25,2.13,0.6363636363636364,0.11515151515151514,0.7
Qwen3-8B,28,200,100,0.11147855,0.04330358,0.03065449,0.18543662,0.3952221201262298,0.42639937279594226,0.03800401869292983,0.3798243082970774,1.7736902210006464,1.1015232698378006,0.19506493698326524,-0.9456247919006335,0.391718172681207,1.8813835033248683,0.27,2.4,0.5757575757575757,0.01818181818181818,0.6444444444444446
Qwen3-8B,29,200,100,0.1008967,0.04645859,0.030425,0.17778029,0.38756766055508807,0.398292447566344,0.009153925951653432,0.30280873534891983,1.7708602074698434,1.105534666687666,0.329446054971468,-0.13751602613973657,0.3867897651719159,1.8830646291310538,0.29,2.39,0.5733333333333333,0.01818181818181818,0.6666666666666667
Qwen3-8B,30,200,100,0.09428226,0.05176873,0.02976649,0.17581748,0.3962084424357334,0.39422959818481446,0.02552303586345848,0.31109195853586374,1.6979928026134454,1.0751758300057799,0.25662725828072047,-0.29490054388966613,0.38409799741138706,1.8899385066780214,0.29,2.34,0.5696969696969697,0.12727272727272726,0.6333333333333334
Qwen3-8B,31,200,100,0.09063413,0.05129998,0.03019229,0.17212639999999998,0.39733181320375976,0.3722502490716216,0.04016486719152445,0.3304999124996427,1.6173741923779736,1.1017369857534043,0.2290074724738615,-0.4892217386864992,0.3822337059126514,1.8868172478900391,0.28,2.32,0.5393939393939394,0.10303030303030303,0.6222222222222223
