model_label,layer,rows_discovery,rows_confirmation,frozen_pc1_variance_fraction,frozen_pc2_variance_fraction,frozen_pc3_variance_fraction,frozen_pc3_total_variance_fraction,trajectory_line_r2,centroid_distance_vs_count_gap_spearman,adjacent_step_pairwise_cosine_mean,adjacent_step_cosine_to_mean_mean,adjacent_step_length_cv,second_difference_over_step_norm,discovery_confirmation_same_step_cosine_mean,discovery_confirmation_same_step_cosine_min,frozen_pc3_ridge_r2,frozen_pc3_ridge_mad,frozen_pc3_nearest_centroid_accuracy,frozen_pc3_nearest_centroid_mad,confirmation_seed_projection_spearman_mean,confirmation_seed_projection_spearman_min,confirmation_adjacent_increment_positive_fraction,position_control_rows,position_count_spearman,all_token_pc3_grouped_ridge_r2,all_token_pc3_grouped_ridge_mad,position_cubic_grouped_ridge_r2,position_cubic_grouped_ridge_mad,position_residual_pc3_grouped_ridge_r2,position_residual_pc3_grouped_ridge_mad
Qwen3-8B,8,200,100,0.61732209,0.06501069,0.04240991,0.72474269,0.6332696542107332,0.6481909865745251,0.7606871682961445,0.7866166861292144,1.4382815860159017,0.7136925594062343,0.8173552861913306,0.23341336198791007,0.8372065974906215,0.9221189298200663,0.42,1.08,0.9442424242424241,0.9030303030303028,0.7555555555555556,100,0.9646433269453931,0.7478364291356709,1.1819535896427504,0.9090009360949848,0.6821314300927022,0.04340728504134028,2.45467013236255
Gemma4-E4B,9,200,100,0.38550031,0.13604836,0.08798905,0.6095377200000001,0.403272509997335,0.4880081544011041,0.08411424941310425,0.43075747291997174,1.729257329693402,1.144200603342795,0.4118366267300871,-0.42024975972919354,0.40608452280469587,1.87703719465517,0.27,1.86,0.6896969696969697,0.19999999999999998,0.7,100,0.964887443038581,0.3723954885499712,1.9227082979308108,0.9098612438058592,0.659063659015112,0.0044296387999865905,2.492156409987689
