endpoint,model_label,mode,analysis_group,selector,token_site,layer,retained_labels,retained_class_count,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy,evaluation_split_role
final_count,Gemma4-E4B,non_thinking,all_counts,independent_layer_search,prompt_final_total_query,38,1 2 3 4 5 6 7 8 9 10,10,0.605,0.5599999999999999,0.5825,200,5,16,16,0.55,0.58,0.8184260594687011,-0.8702055072395523,4.314944267272949,5.272246915102005,100,10,10,10,16,0.1,registered_confirmation
final_count,Gemma4-E4B,native_thinking,all_counts,independent_layer_search,answer_query_v3,34,1 2 3 4 5 6 7 8 9 10,10,0.745,0.78,0.7625,200,5,16,16,0.7099999999999999,0.7,0.7604672327299833,-1.1891949423575374,5.909433364868164,7.770792889595032,100,10,10,10,16,0.1,registered_confirmation
