model,pooling,layer,full_space_discovery_cv_r2,pca3_discovery_cv_r2,pca3_ridge_alpha,pca_evr_pc1,pca_evr_pc1_2,pca_evr_pc1_3,pca_evr_pc1_6,count_signal_capture_pc1_3,discovery_loo_noise_to_signal,discovery_compactness,centroid_step_cv,centroid_path_to_chord,centroid_successive_cosine,manifold_fidelity_m3,within_decodability_gate,probe_optimal,manifold_display
Qwen3-8B,span_end,12,0.9817358374595642,0.854132254310646,1.0,0.5449729561805725,0.640289306640625,0.6849278323352337,0.773061141371727,0.9495289453515204,0.8389587519069702,0.5437859870228281,0.8270948529243469,1.6621124612139244,0.1434226782897599,0.3536560032163668,True,False,False
Qwen3-8B,span_end,13,0.9824634552001952,0.8136313466737842,1.0,0.5343358516693115,0.6373809576034546,0.6828608885407448,0.7670697998255491,0.9408598067310041,0.8582832558117613,0.5381310932402316,0.8965749740600586,1.6508216285985775,0.15874230565411,0.34573650793401317,True,False,False
Qwen3-8B,span_end,14,0.9801239967346193,0.862860813790987,1.0,0.5174924731254578,0.6226707845926285,0.6700861267745495,0.7551170717924833,0.9332449389065719,0.8557934695268994,0.5388530655056846,0.807776927947998,1.8506189442971868,-0.0160039795954829,0.3369741820480048,True,False,False
Qwen3-8B,span_end,15,0.97629154920578,0.8568875643042837,0.1,0.5157897472381592,0.6236758977174759,0.6685143634676933,0.7493074759840965,0.9389743233185025,0.8593050973172547,0.5378353458197234,0.8611903190612793,1.8099132445093389,-0.0148803568628589,0.3376088319079506,True,False,False
Qwen3-8B,span_end,16,0.9714869856834412,0.8245542212103537,1.0,0.49166855216026306,0.6030950099229813,0.6468518190085888,0.7248464990407228,0.937713373999596,0.9041529942894992,0.5251678846179754,0.8768545389175415,1.873915303970008,-0.0761878096588046,0.3185466732449445,True,False,False
Qwen3-8B,span_end,17,0.9653451800346374,0.8018372583487958,1.0,0.4747973382472992,0.5816716998815536,0.6232632957398891,0.702400017529726,0.9344266089937722,0.9628889871110313,0.5094531614198897,0.8238052129745483,1.9000339922641007,-0.0826500772902348,0.29670236665073507,False,False,False
Qwen3-8B,span_end,18,0.9614511847496032,0.8033465602036163,1.0,0.4725387394428253,0.5763846561312675,0.6150867938995361,0.6909181643277407,0.9329527977811809,0.9738654599604099,0.5066201421955361,0.8048276901245117,1.9368091428091203,-0.1116914995298131,0.2907224209994224,False,False,False
Qwen3-8B,span_end,19,0.949189841747284,0.7472446894931967,1.0,0.41640496253967285,0.5356121957302094,0.5759155824780464,0.6494954731315374,0.9148502960768665,1.0067831955775044,0.49830993313267397,0.7399626970291138,2.260468552818712,-0.242190768558397,0.2625478139872998,False,False,False
Qwen3-8B,span_end,20,0.9358604788780212,0.6352063551961191,1.0,0.35909631848335266,0.4640638157725334,0.5077164322137833,0.6060131564736366,0.8931496182500874,1.1749935579264998,0.4597714767271937,0.7825705409049988,2.249898769930171,-0.2312815485290393,0.2084910715980893,False,False,False
Qwen3-8B,span_end,21,0.9301247715950012,0.6368846825300374,1.0,0.3509722054004669,0.4541405737400055,0.495840135961771,0.5940250493586063,0.8950825828501635,1.205257544888142,0.45346177471109084,0.7995076775550842,2.2332246668864024,-0.2301924409217337,0.2012544387870806,False,False,False
Qwen3-8B,span_end,22,0.9132128953933716,0.5621099389296844,1.0,0.2662346065044403,0.34673435240983963,0.39945803582668304,0.5094100460410118,0.8601828518135451,1.526584331426656,0.3957912615706526,0.7354443669319153,2.4240534685636708,-0.2673071098065156,0.13599662918957986,False,False,False
Qwen3-8B,span_end,23,0.8548906207084656,0.49574793368855213,1.0,0.20712246000766754,0.26858406141400337,0.31247028708457947,0.40439569763839245,0.8198638464644509,1.796448223351273,0.35759646527679906,0.6540475487709045,2.65080580703954,-0.3180917420502925,0.09161016797514808,False,False,False
Qwen3-8B,span_end,24,0.8290543556213379,0.479577161555265,1.0,0.1809958815574646,0.23677892610430717,0.27272799238562584,0.3523098062723875,0.7914923308904641,1.9533074923621085,0.3386034141674093,0.6110793352127075,2.742711400007509,-0.3364384512650369,0.07309164892265428,False,False,False
Qwen3-8B,span_end,25,0.8009818315505981,0.4429156812874678,1.0,0.16299743950366974,0.21100438758730888,0.2453446201980114,0.3221260290592909,0.7549737686185177,2.098538085189263,0.3227328412646955,0.5713691711425781,2.84313604694302,-0.3490073587401919,0.059779401585072826,False,False,False
Qwen3-8B,span_end,26,0.7659903168678284,0.42413154692693916,1.0,0.14569827914237976,0.18952205032110214,0.2235458344221115,0.29904929362237453,0.727255133370533,2.230263320394259,0.3095722858525194,0.527056872844696,2.9850022726252985,-0.3634679061874725,0.05032866967861842,False,False,False
Qwen3-8B,span_end,27,0.7403032779693604,0.41234730598472924,1.0,0.13109911978244781,0.1737004891037941,0.20426075719296932,0.2791505828499794,0.7071629781291336,2.3410652358618056,0.29930573915958175,0.4884274005889892,3.1165602774607395,-0.376041453753153,0.043233410656297246,False,False,False
Qwen3-8B,span_end,28,0.7112354159355163,0.3872645356581558,1.0,0.1114785224199295,0.15478207170963287,0.18543659150600433,0.2578555326908827,0.6661640879701421,2.524481724435865,0.283729659616851,0.4305748641490936,3.323683508782736,-0.3893063107524843,0.03504946471999704,False,False,False
Qwen3-8B,span_end,29,0.6769483923912049,0.37868794283916796,1.0,0.10089675337076187,0.1473553478717804,0.17778034135699272,0.24912551790475845,0.650033989082944,2.6192363354060713,0.27630138165260265,0.4012828469276428,3.470948768205109,-0.4009960681791059,0.03193028964212349,False,False,False
Qwen3-8B,span_end,30,0.6562754154205322,0.3652383858149415,1.0,0.09428225457668304,0.14605095982551575,0.17581740953028202,0.2493989411741495,0.6235235015300916,2.7757928664556872,0.2648450366237102,0.3435820937156677,3.650614095448757,-0.4168240937990079,0.029033977947836173,False,False,False
Qwen3-8B,span_end,31,0.6258610010147094,0.36132981214181825,1.0,0.09063419699668884,0.14193419367074966,0.17212648689746857,0.24590608291327953,0.6048393740887136,2.8616118714950627,0.25895922046998465,0.3092056214809418,3.777064230867362,-0.4289583584122968,0.02695995352812276,False,False,False
Qwen3-8B,span_end,32,0.6341006636619568,0.3607639357399763,1.0,0.09714677929878235,0.14948320761322975,0.1802601795643568,0.25340285152196884,0.6158946753945446,2.8230437194855034,0.2615716882606244,0.3080720007419586,3.74293179901865,-0.4347540661589944,0.029040024892598625,False,False,False
Qwen3-8B,span_end,33,0.6482376098632813,0.36499303779448394,1.0,0.09628657251596451,0.1506669484078884,0.1824187934398651,0.2544788774102926,0.616673845023045,2.825382871170692,0.2614117419556405,0.306982159614563,3.736779056633604,-0.4317396271220046,0.029406964621190912,False,False,False
Qwen3-8B,span_end,34,0.6317975163459778,0.376676075031682,1.0,0.11224103718996048,0.17198147252202034,0.20531409606337547,0.2746003679931164,0.6737065987876781,2.673179121198699,0.27224373410727154,0.3490617573261261,3.447338370862251,-0.4220708927801111,0.03765715114292703,False,False,False
Qwen3-8B,span_end,35,0.6044049859046936,0.3649787441716496,1.0,0.20557646453380585,0.3271353766322136,0.3581221494823694,0.4195354077965021,0.7705156877880502,2.4675139549975844,0.2883910527768003,0.4544084072113037,3.231680252799785,-0.4084522470363788,0.07957826209259915,False,False,False
Qwen3-8B,span_mean,0,0.9993658304214478,0.23453967093745115,100.0,0.1656109094619751,0.2790326476097107,0.38342512398958206,0.6136997193098068,0.421908563849868,0.6332713449498861,0.6122681348032118,0.1250878423452377,9.206670318784065,-0.4779205887659637,0.0990468264239129,True,True,False
Qwen3-8B,span_mean,1,0.9983813405036926,0.6205991908959273,1.0,0.16791175305843353,0.27719421684741974,0.35624225437641144,0.5521507374942303,0.39403723648231603,0.9293023225939201,0.5183220837341418,0.0955908372998237,6.9133548248823,-0.47877663621782,0.07275827732585853,True,False,False
Qwen3-8B,span_mean,2,0.9976778507232666,0.6648821542540478,1.0,0.2454807460308075,0.4000055342912674,0.47099119424819946,0.6175000853836536,0.45863198549513484,1.0484379348898902,0.4881768605079817,0.1689863353967666,4.680287926174716,-0.4452356023353894,0.10545187769156782,True,False,False
Qwen3-8B,span_mean,3,0.9964596033096312,0.703328791856179,1.0,0.3316499888896942,0.44307996332645416,0.5080697387456894,0.6387160569429398,0.6189131849545138,0.9835820870654557,0.5041384505944075,0.265471488237381,3.4322656945244683,-0.3898906931016297,0.15852687026999043,True,False,False
Qwen3-8B,span_mean,4,0.9961938977241516,0.6834125357780263,1.0,0.3758404552936554,0.45879293978214264,0.5216073393821716,0.6430965512990952,0.6483660251478203,0.9130095765579153,0.5227365363216337,0.304676204919815,3.2416461826676226,-0.3854674530723713,0.17678556420593544,True,False,False
Qwen3-8B,span_mean,5,0.9960957765579224,0.8279416295733423,1.0,0.37126705050468445,0.44435668736696243,0.5050343573093414,0.6365123689174652,0.7158072742645956,0.8703020684030763,0.5346729904725134,0.3078206777572632,3.41693703323543,-0.4005137947600057,0.19328817137235912,True,False,False
Qwen3-8B,span_mean,6,0.9956553339958192,0.8566135354930463,1.0,0.3809988796710968,0.45523911714553833,0.5082730613648891,0.635556772351265,0.709339006264173,0.8047109509873862,0.5541053537980052,0.2924963235855102,3.56092955471518,-0.410507760685212,0.19977598521367837,True,False,False
Qwen3-8B,span_mean,7,0.9968378901481628,0.9032397579774447,0.1,0.4384135901927948,0.5222713500261307,0.5727190710604191,0.6708141975104809,0.7878337964368998,0.7702675731582957,0.5648863568211453,0.402216225862503,3.0073826294336503,-0.3706553626618876,0.25488092697781,True,False,False
Qwen3-8B,span_mean,8,0.9943049907684326,0.8737965731713793,1.0,0.47132331132888794,0.5532000213861465,0.5974584184587002,0.6876732464879751,0.8158983513061412,0.7496369015138655,0.5715471588046379,0.4324663877487182,2.81600222638464,-0.3405826810655458,0.2786094292893862,True,False,False
Qwen3-8B,span_mean,9,0.9953248500823976,0.8737085392333203,0.1,0.4783910810947418,0.5636378452181816,0.6090904027223587,0.6905797403305769,0.8454032088111342,0.769084293367371,0.5652641899253685,0.4978908598423004,2.613866247996585,-0.2967643961248638,0.2910697827390735,True,False,False
Qwen3-8B,span_mean,10,0.9922876119613648,0.8902708377907146,1.0,0.4441586136817932,0.5373512208461761,0.5904313623905182,0.6791650000959635,0.849024800947206,0.8248605061361959,0.5479870908693809,0.5155867338180542,2.609938935338355,-0.2817835502569012,0.27470092549045727,True,False,False
Qwen3-8B,span_mean,11,0.9925421118736268,0.8852453158586562,1.0,0.4381573498249054,0.5375456884503365,0.5906494855880737,0.6812264136970043,0.8531712929083709,0.8261234225079938,0.5476081121760118,0.541066586971283,2.604640774162719,-0.2829851774366341,0.2759535193863027,True,False,False
Qwen3-8B,span_mean,12,0.9938472867012024,0.8929304293008918,1.0,0.4396694004535675,0.5345319136977196,0.5832899659872055,0.6704255547374487,0.8286150592943752,0.8038968434008833,0.5543554242906162,0.4680143594741821,2.768306014732838,-0.3244642128044538,0.26793264344378737,True,False,False
Qwen3-8B,span_mean,13,0.993989908695221,0.8562414735522246,1.0,0.4587407112121582,0.5683048143982887,0.6150566339492798,0.6988182738423347,0.8547333394322983,0.7562624840892794,0.5693909703472122,0.5344446301460266,2.6964165153598145,-0.3052348579688381,0.2993341914651593,True,False,False
Qwen3-8B,span_mean,14,0.9918260693550108,0.8732884185666101,1.0,0.4458409547805786,0.5485992431640625,0.5980421155691147,0.6833886280655861,0.8478897598669534,0.7876072679923103,0.5594069893904133,0.4924872517585754,2.765092104441268,-0.3183706429775794,0.2836606198909249,True,False,False
Qwen3-8B,span_mean,15,0.9904897093772888,0.8525814798126529,1.0,0.44386669993400574,0.5492559373378754,0.5985283069312572,0.6848847791552544,0.854744644886489,0.7967138383946137,0.5565716580073277,0.5291634798049927,2.744457327186334,-0.3083904906519591,0.2847358629015626,True,False,False
Qwen3-8B,span_mean,16,0.9904234647750856,0.8170910880178182,0.1,0.9555200934410095,0.9757646899670362,0.9805400664918125,0.9855741895735264,0.9445765657631335,3.655580408541358,0.21479598938197922,0.5554055571556091,4.702046332641135,-0.3103906334059942,0.19894300760024408,True,False,False
Qwen3-8B,span_mean,17,0.9892953038215636,0.8130498518709999,1.0,0.9447382092475891,0.9694612547755241,0.9756572102196515,0.9819087863434106,0.938623395149786,3.474786762596525,0.22347433588539165,0.5217347741127014,4.463372968979312,-0.3005541649614465,0.20465213913955388,True,False,False
Qwen3-8B,span_mean,18,0.9889454364776612,0.830931946924049,0.1,0.9305554628372192,0.9606802761554718,0.9682366419583559,0.9764159480109811,0.9141714269801364,3.322508868945242,0.2313471250884941,0.4543820917606354,4.490213690874302,-0.326669934553861,0.2047732692910615,True,False,False
Qwen3-8B,span_mean,19,0.9883289694786072,0.8323466819972761,0.1,0.8940841555595398,0.9366911798715591,0.9467984782531857,0.9598130704835057,0.8862249100446525,3.058606453730445,0.24638998912566548,0.3933529257774353,4.314699962820025,-0.3375325753315654,0.20674002414033302,True,False,False
Qwen3-8B,span_mean,20,0.9897013068199156,0.8279219277045409,0.1,0.8770021200180054,0.9244586266577244,0.9368246961385012,0.9520072201266885,0.8784664817002176,2.9459370161078393,0.2534252310459764,0.3786326646804809,4.215465100091539,-0.3446761022756915,0.2085611329900085,True,False,False
Qwen3-8B,span_mean,21,0.9894437074661256,0.8233594592350764,0.1,0.8588836789131165,0.9146046489477158,0.9301084354519844,0.9463821891695261,0.876310402439102,2.8144479798945117,0.2621611319045056,0.3764305710792541,4.038698300786159,-0.3332107045777332,0.21367802148018084,True,False,False
Qwen3-8B,span_mean,22,0.9892992377281188,0.8192207316743936,0.1,0.8308283686637878,0.898893304169178,0.9163480587303638,0.9354268806055188,0.87189495670021,2.615168415456772,0.2766122860900386,0.3809801340103149,3.81729496119557,-0.3398461924286292,0.22100194490886108,True,False,False
Qwen3-8B,span_mean,23,0.9908741474151612,0.8080773726583013,0.1,0.7813882231712341,0.8669616654515266,0.8888889420777559,0.9129995838738978,0.845576838870538,2.3791172350259253,0.2959352784906641,0.3713747859001159,3.720000104663304,-0.3560749103057752,0.22243202868435522,True,False,False
Qwen3-8B,span_mean,24,0.9910192728042604,0.8092139449045058,0.1,0.7346947193145752,0.8404809013009071,0.8652143888175488,0.8929970092140138,0.8324001516111978,2.1628740430429363,0.31616813897461454,0.3808799982070923,3.5664275416865494,-0.3589538664583545,0.22770574440423288,True,False,False
Qwen3-8B,span_mean,25,0.9916039228439332,0.8079419926060837,0.1,0.6973727941513062,0.8263331949710846,0.8536373842507601,0.882422030903399,0.835882129365835,1.978066564101065,0.3357883306083361,0.407952070236206,3.352640254422001,-0.3560793470863701,0.23959848414912455,True,False,False
Qwen3-8B,span_mean,26,0.9910013675689696,0.8056037758179408,0.1,0.6672598719596863,0.8089573681354523,0.838785745203495,0.8700381079688668,0.8316818812708453,1.881388267638596,0.3470549287755436,0.4133550524711609,3.3086885302928084,-0.3609029179766111,0.24210652704771438,True,False,False
Qwen3-8B,span_mean,27,0.9903193116188048,0.8096571791198921,0.1,0.6244253516197205,0.7885808944702148,0.8208236619830132,0.855873697437346,0.8322956533528121,1.7133191367580338,0.368552296872396,0.4307016730308532,3.1694840689152763,-0.3580772981629931,0.25178312303280037,True,False,False
Qwen3-8B,span_mean,28,0.9896407127380372,0.8084815997713919,0.1,0.5778076648712158,0.7636968493461609,0.7996790893375874,0.8381830668076873,0.8382283481918036,1.5572511863544045,0.3910448865313037,0.4627682268619537,3.0186698615536045,-0.3470452722969538,0.2621227377724145,True,False,False
Qwen3-8B,span_mean,29,0.9905073523521424,0.811941596982504,0.1,0.548068642616272,0.7470731139183044,0.7856583222746849,0.8260625433176756,0.8431325581090138,1.4333643434985204,0.4109536669557138,0.4854820370674133,2.9055535522801264,-0.3340432865267221,0.2722215079829429,True,False,False
Qwen3-8B,span_mean,30,0.9899319887161256,0.8064933247081825,0.1,0.5073254108428955,0.7202910631895065,0.7600971646606922,0.8034322541207075,0.853861691662525,1.3196970460948663,0.43109077613538677,0.5231854319572449,2.767107945317621,-0.330082955128651,0.27978560904652083,True,False,False
Qwen3-8B,span_mean,31,0.989399528503418,0.7985755752059438,0.1,0.4891127943992615,0.7036556601524353,0.7461223229765892,0.791024973616004,0.8593091343914692,1.240923033467289,0.44624468804389983,0.535632312297821,2.6829778040944,-0.3224678784680121,0.28610966014086625,True,False,False
Qwen3-8B,span_mean,32,0.9907570719718932,0.8012661302527713,0.1,0.47687476873397827,0.687915101647377,0.7333210967481136,0.7807742925360799,0.8699515926348461,1.1404494379001882,0.46719160111579855,0.5602056384086609,2.5575445213434818,-0.3131335374015415,0.298046683436071,True,False,False
Qwen3-8B,span_mean,33,0.9905856847763062,0.7956850611349034,0.1,0.488227516412735,0.6796927452087402,0.7279033623635769,0.7758798124268651,0.8829373157732401,1.0499857041537732,0.4878082798205642,0.5658058524131775,2.4123524993848213,-0.2928454787493169,0.31351098673779004,True,False,False
Qwen3-8B,span_mean,34,0.992020893096924,0.8561371019698141,1.0,0.6821731925010681,0.7343821451067924,0.7546174712479115,0.7942909076809883,0.9312497509339208,0.6276916708154192,0.6143669700656719,0.6580531597137451,1.8919147743196332,-0.1365189709955733,0.4317386055050308,True,False,False
Qwen3-8B,span_mean,35,0.990138578414917,0.8911191308271432,1.0,0.8417900800704956,0.871960012242198,0.8833042262122035,0.9025442260317504,0.9758071013997952,0.5281312142969585,0.6543940668472413,0.7457320094108582,1.5646340042032716,0.0867185653020614,0.5640448467842247,True,False,True
Gemma4-E4B,span_end,0,0.8668220639228821,0.014196841631958956,100.0,0.22403937578201294,0.36481720209121704,0.45933321863412857,0.6208408586680889,0.17181184794683707,2.1804039143926017,0.31442547139204535,0.2154867649078369,10.535818691995836,-0.5760402646032989,0.02481410891231726,False,False,False
Gemma4-E4B,span_end,1,0.8077703833580017,-0.0019958909553874802,1000.0,0.2587694525718689,0.40768279135227203,0.49314799904823303,0.6351545117795467,0.2112804964064184,3.1228356758971416,0.24255150547138823,0.1740612238645553,9.51232475636861,-0.4906668863854923,0.025272060841491098,False,False,False
Gemma4-E4B,span_end,2,0.6823188662528992,0.0008973886276118393,1000.0,0.25877833366394043,0.3969043344259262,0.48523224145174026,0.6203308664262295,0.25032933671808255,4.053750585503779,0.1978728437585362,0.1572493761777877,9.272195283906765,-0.454436033602675,0.02403519190386286,False,False,False
Gemma4-E4B,span_end,3,0.6844059586524963,0.0005022207867527495,1000.0,0.26051396131515503,0.3650040775537491,0.46548783779144287,0.6175665147602558,0.2222284154990203,3.9257527530329557,0.20301465585828796,0.1559197753667831,6.92223205053827,-0.4321288962450926,0.021000774868930015,False,False,False
Gemma4-E4B,span_end,4,0.7075383305549622,-0.004231995708596092,1000.0,0.2343522310256958,0.3895822912454605,0.47861310839653015,0.6218164972960949,0.27396306248846897,4.1389790530489226,0.19459118040317883,0.1587737947702407,6.553498226071802,-0.4066609855458008,0.025515245648966976,False,False,False
Gemma4-E4B,span_end,5,0.8444567322731018,0.49947619179920466,1.0,0.4374227821826935,0.5309602618217468,0.5981103479862213,0.7272869814187288,0.9445853314774607,1.1559408396686486,0.46383461994889075,1.3765616416931152,1.4344625068905066,-0.0471890683365096,0.2620509110999053,False,False,False
Gemma4-E4B,span_end,6,0.8705081224441529,0.4573636026935454,1.0,0.3658512234687805,0.4632267504930496,0.5522946268320084,0.698736771941185,0.92449262228319,1.3620612235927239,0.4233590518365091,1.2697144746780396,1.5291866043458202,-0.0802151091186996,0.21616387531912581,False,False,False
Gemma4-E4B,span_end,7,0.8792288899421692,0.41601609827273994,10.0,0.3004494905471802,0.40838029235601425,0.5037789344787598,0.6492019668221474,0.908196519335249,1.646021931932471,0.3779258168391935,1.0772632360458374,1.7501232035768863,-0.1709000095768493,0.17291250283548545,False,False,False
Gemma4-E4B,span_end,8,0.8903424143791199,0.34024119278983517,10.0,0.32479944825172424,0.45189324021339417,0.5465626269578934,0.7038196511566639,0.91195972577863,1.5602972593736801,0.3905796470854434,1.1160403490066528,1.7571647199497114,-0.194295861123096,0.19468173141867953,False,False,False
Gemma4-E4B,span_end,9,0.9128640174865724,0.36914797849000996,10.0,0.3855002522468567,0.5215486735105515,0.6095376685261726,0.7447999864816666,0.9258471938449183,1.3451392266989837,0.426413915478954,1.183424711227417,1.7454363939342197,-0.2584464474673413,0.2406418917575711,True,False,True
Gemma4-E4B,span_end,10,0.9238387465476988,0.3851278543294231,1.0,0.3582487404346466,0.536644920706749,0.6240409910678864,0.7429161574691534,0.9055283128652369,1.3596250204640226,0.42379615037449847,1.0320900678634644,2.0066799466859795,-0.3421971349331387,0.23948160444973102,True,False,False
Gemma4-E4B,span_end,11,0.9129171013832093,0.4622772546505246,1.0,0.33777210116386414,0.4710876792669296,0.5464835315942764,0.6782844439148903,0.8768199392290813,1.6690403215109064,0.3746665016412768,0.9730464220046996,1.75163527264232,-0.1364661531394971,0.17952806973367008,True,False,False
Gemma4-E4B,span_end,12,0.915679144859314,0.458549426808302,1.0,0.3606622517108917,0.47486669570207596,0.5378878265619278,0.6510261222720146,0.8633551439063551,1.50920494819838,0.39853261118347644,0.9290361404418944,1.8469589255101309,-0.1907216958789403,0.18507385067938853,True,False,False
Gemma4-E4B,span_end,13,0.8926514625549317,0.44240698361945496,0.1,0.36867156624794006,0.4787988141179085,0.5398165322840214,0.6495834216475487,0.8708159165204891,1.4220821787865001,0.412867907108344,0.8947007656097412,1.910858272461724,-0.2576380304312079,0.19408128775768457,False,False,False
Gemma4-E4B,span_end,14,0.8769608974456787,0.3941415928743547,1.0,0.3457515835762024,0.44682028889656067,0.5102193206548691,0.6258827671408653,0.8597930816087341,1.5105578755092761,0.3983178439163233,0.8556358218193054,2.026167590168164,-0.272980624924368,0.17473528345295616,False,False,False
Gemma4-E4B,span_end,15,0.9085709810256958,0.36293787761769336,1.0,0.3110519349575043,0.41447215527296066,0.4766514264047146,0.6056532822549343,0.8415152828273356,1.5547432530939118,0.3914287663893246,0.8515294194221497,2.1408622575291893,-0.3025051423944235,0.15700578107614307,False,False,False
Gemma4-E4B,span_end,16,0.9135003566741944,0.4062072942827875,1.0,0.2922256290912628,0.39226216822862625,0.46155258268117905,0.587730061262846,0.8283233310395592,1.5656587569472744,0.38976344663615387,0.8141656517982483,2.17498130385195,-0.2936561226512704,0.1490123235216516,True,False,False
Gemma4-E4B,span_end,17,0.867231833934784,0.4949824593659334,10.0,0.24272534251213074,0.358814500272274,0.43845444172620773,0.5726070925593376,0.8313939260468587,1.7099266265646302,0.36901368110755767,0.7905306220054626,2.1377282480681883,-0.2241235129026036,0.13451595188078855,False,False,False
Gemma4-E4B,span_end,18,0.8593220829963684,0.47081211325315575,10.0,0.23776687681674957,0.36847609281539917,0.45052923262119293,0.5790091641247272,0.8248180529564142,1.7448674777453244,0.3643163133039177,0.7805854082107544,2.1961074510908247,-0.2412626315589198,0.13538163407284107,False,False,False
Gemma4-E4B,span_end,19,0.8726391434669495,0.4399319875264771,10.0,0.24372979998588562,0.3506094813346863,0.43218961358070374,0.5625931955873966,0.7987573379800348,1.7531788078397466,0.36321651073024197,0.7730935215950012,2.265119250599203,-0.2514668093265513,0.12538765163502474,False,False,False
Gemma4-E4B,span_end,20,0.8744944930076599,0.4396869836418865,10.0,0.2637144923210144,0.3598180264234543,0.4391435831785202,0.5681597515940666,0.789642078454124,1.642454283668324,0.37843606460119106,0.7723982930183411,2.273275768141207,-0.2899370462064006,0.13122885565289258,False,False,False
Gemma4-E4B,span_end,21,0.8861764073371887,0.4865282444233225,10.0,0.25768229365348816,0.3635038435459137,0.43860479444265366,0.5579315461218357,0.787797105470898,1.6258046328738103,0.380835644617456,0.7261129021644592,2.3184975263676115,-0.2902027884945058,0.1315907448641424,False,False,False
Gemma4-E4B,span_end,22,0.9319474697113036,0.5555173058925754,0.1,0.22585266828536987,0.3179042786359787,0.3802642486989498,0.5053473208099604,0.7100889708164101,1.6160127946762777,0.38226112732898404,0.5585633516311646,2.7413052557230158,-0.3787329469047675,0.1032187034965656,True,True,False
