model,protocol,layer_set,alpha,paired_rows,aligned_effect,aligned_effect_low,aligned_effect_high,p_raw,moved_effect,moved_effect_low,moved_effect_high,target_hit_effect,target_hit_effect_low,target_hit_effect_high,valid_effect,p_holm
Qwen3-8B,single_layer,26,1.0,60,1.0000000000000002,0.7833333333333334,1.1833333333333333,0.001953125,0.35,0.2833333333333333,0.4166666666666667,0.06666666666666667,0.016666666666666666,0.11666666666666667,0.0,0.00390625
Qwen3-8B,multi_layer,9+18+26,1.0,60,0.95,0.7166666666666666,1.1666666666666665,0.001953125,0.3333333333333333,0.25,0.41666666666666663,0.06666666666666667,0.016666666666666666,0.11666666666666667,0.0,0.00390625
Gemma4-E4B,single_layer,31,1.0,60,1.3833333333333333,1.2166666666666663,1.5666666666666669,0.001953125,0.4833333333333333,0.41666666666666663,0.55,0.03333333333333333,0.0,0.08333333333333333,0.0,0.00390625
Gemma4-E4B,multi_layer,10+20+31,1.0,60,1.3666666666666667,1.2,1.5500000000000003,0.001953125,0.5166666666666667,0.4499999999999999,0.5833333333333334,0.03333333333333333,0.0,0.08333333333333333,0.0,0.00390625
