model,design_variant,pooling,head_rank,layer,head,metric,confirmation_examples,correct_examples,wrong_examples,counts_with_both_outcomes,wrong_minus_correct_count_adjusted,bootstrap_valid_replicates,bootstrap_ci_low,bootstrap_ci_high,descriptive_only_small_wrong_group
Qwen3-8B,v4.4,span_sum,7,24,16,pool_min_to_mean,100,44,56,5,-0.0727164564631921,995,-0.1466021655369482,0.0111654489545829,False
Qwen3-8B,v4.4,span_sum,8,26,26,pool_primary,100,44,56,5,-0.0022701588004565,997,-0.0755760424349254,0.1034979115518493,False
Qwen3-8B,v4.4,span_sum,8,26,26,pool_coverage,100,44,56,5,0.0722645305875571,991,-0.0106111528639264,0.2252383218378919,False
Qwen3-8B,v4.4,span_sum,8,26,26,pool_enrichment,100,44,56,5,-4.868223890502629,993,-9.714946129142852,0.9102837433182818,False
Qwen3-8B,v4.4,span_sum,8,26,26,pool_min_to_mean,100,44,56,5,-0.0012333214886044,987,-0.1068990929495052,0.1170729092819322,False
Gemma4-E4B,v4.1,span_end,1,5,2,pool_primary,100,43,57,6,0.0001215975538534,1000,-0.0014529814155804,0.001701079560452,False
Gemma4-E4B,v4.1,span_end,1,5,2,pool_coverage,100,43,57,6,-0.0318081138205607,1000,-0.0667245463449802,0.0319785289954741,False
Gemma4-E4B,v4.1,span_end,1,5,2,pool_enrichment,100,43,57,6,0.9923414865346752,1000,-3.78513179781616,3.598550090773708,False
Gemma4-E4B,v4.1,span_end,1,5,2,pool_min_to_mean,100,43,57,6,-0.1367038604286141,1000,-0.2536564978539808,0.066559718683328,False
Gemma4-E4B,v4.1,span_end,2,29,6,pool_primary,100,43,57,6,-0.0001527376307025,999,-0.0014615084561362,0.0007261071916155,False
Gemma4-E4B,v4.1,span_end,2,29,6,pool_coverage,100,43,57,6,-0.0350164560720498,1000,-0.0872889287856922,0.0380819063499078,False
Gemma4-E4B,v4.1,span_end,2,29,6,pool_enrichment,100,43,57,6,0.0765464804894676,1000,-3.451567634190984,2.0371670127858623,False
Gemma4-E4B,v4.1,span_end,2,29,6,pool_min_to_mean,100,43,57,6,-0.0642549642181172,1000,-0.2225094150682918,0.193730506859085,False
Gemma4-E4B,v4.1,span_end,3,29,2,pool_primary,100,43,57,6,-0.00011081545183,1000,-0.0040566794166783,0.0023717388635271,False
Gemma4-E4B,v4.1,span_end,3,29,2,pool_coverage,100,43,57,6,-0.0063846777151475,1000,-0.0768645622501772,0.1255941723523219,False
Gemma4-E4B,v4.1,span_end,3,29,2,pool_enrichment,100,43,57,6,-1.8774784708680512,999,-12.628222237225051,4.633797500765504,False
Gemma4-E4B,v4.1,span_end,3,29,2,pool_min_to_mean,100,43,57,6,-0.0572823434972044,1000,-0.2166068830988795,0.1604688320888977,False
Gemma4-E4B,v4.1,span_end,4,5,1,pool_primary,100,43,57,6,0.0002251529487997,1000,-0.0008685389136043,0.0010011753217471,False
Gemma4-E4B,v4.1,span_end,4,5,1,pool_coverage,100,43,57,6,-0.0042936006161108,1000,-0.0631887130584851,0.0278198495519172,False
Gemma4-E4B,v4.1,span_end,4,5,1,pool_enrichment,100,43,57,6,0.5440624958960716,1000,-1.6296688901364833,2.401744535623655,False
Gemma4-E4B,v4.1,span_end,4,5,1,pool_min_to_mean,100,43,57,6,-0.0488537301014006,1000,-0.2226288117816854,0.1074178665430281,False
Gemma4-E4B,v4.1,span_end,5,35,2,pool_primary,100,43,57,6,0.000603557483354,1000,-0.003281654506342,0.0035189366455568,False
Gemma4-E4B,v4.1,span_end,5,35,2,pool_coverage,100,43,57,6,-0.0176308108104452,999,-0.1423071379828048,0.2026715559954018,False
Gemma4-E4B,v4.1,span_end,5,35,2,pool_enrichment,100,43,57,6,-0.1667204981849963,1000,-13.420000361859824,8.22593542045991,False
Gemma4-E4B,v4.1,span_end,5,35,2,pool_min_to_mean,100,43,57,6,-0.0569530477792726,999,-0.2934041109114198,0.3222445122481177,False
Gemma4-E4B,v4.1,span_end,6,29,0,pool_primary,100,43,57,6,0.0004037130838411,1000,-0.0006353471151899,0.0011436183350148,False
Gemma4-E4B,v4.1,span_end,6,29,0,pool_coverage,100,43,57,6,-0.0206776972431778,1000,-0.07791604967245,0.0662481899232581,False
Gemma4-E4B,v4.1,span_end,6,29,0,pool_enrichment,100,43,57,6,0.7948832928915298,1000,-1.990150587040104,2.7577362219273898,False
Gemma4-E4B,v4.1,span_end,6,29,0,pool_min_to_mean,100,43,57,6,-0.0317562211538608,1000,-0.1490561299728666,0.1041024658564101,False
Gemma4-E4B,v4.1,span_end,7,23,2,pool_primary,100,43,57,6,0.0005186602035839,1000,-0.0007286138425007,0.0014698712297068,False
Gemma4-E4B,v4.1,span_end,7,23,2,pool_coverage,100,43,57,6,-0.0359813694468062,1000,-0.1538689979756227,0.0592796833189895,False
Gemma4-E4B,v4.1,span_end,7,23,2,pool_enrichment,100,43,57,6,1.9984732975865025,1000,-1.641626354186491,6.992698247831141,False
Gemma4-E4B,v4.1,span_end,7,23,2,pool_min_to_mean,100,43,57,6,-0.0361368048228242,999,-0.1502916239212661,0.0230647821956177,False
Gemma4-E4B,v4.1,span_end,8,41,3,pool_primary,100,43,57,6,0.000248367823255,1000,-0.000973497692048,0.0011368903102584,False
Gemma4-E4B,v4.1,span_end,8,41,3,pool_coverage,100,43,57,6,-0.0121016385734122,1000,-0.0799370454550509,0.0577309942061497,False
Gemma4-E4B,v4.1,span_end,8,41,3,pool_enrichment,100,43,57,6,0.1161820648100461,1000,-2.608058028596353,1.9588837954098368,False
Gemma4-E4B,v4.1,span_end,8,41,3,pool_min_to_mean,100,43,57,6,0.0656903885942664,1000,-0.1657225756814037,0.2168128180995629,False
Gemma4-E4B,v4.1,span_mean,1,35,2,pool_primary,100,43,57,6,0.0001593744322872,1000,-0.0017234170667929,0.0017425728603999,False
Gemma4-E4B,v4.1,span_mean,1,35,2,pool_coverage,100,43,57,6,0.1022235892649913,1000,0.0358071257798783,0.1797263965064579,False
Gemma4-E4B,v4.1,span_mean,1,35,2,pool_enrichment,100,43,57,6,-3.279523669037856,1000,-9.695399811069494,0.5869551561822143,False
Gemma4-E4B,v4.1,span_mean,1,35,2,pool_min_to_mean,100,43,57,6,0.0805232817844246,1000,0.0090435609137559,0.1464689662491593,False
Gemma4-E4B,v4.1,span_mean,2,35,7,pool_primary,100,43,57,6,0.0001072231869754,1000,-0.0017886530968814,0.0013507981288358,False
Gemma4-E4B,v4.1,span_mean,2,35,7,pool_coverage,100,43,57,6,0.0839909092380841,1000,0.0427069797465905,0.1026644614279533,False
Gemma4-E4B,v4.1,span_mean,2,35,7,pool_enrichment,100,43,57,6,-2.4538631382535274,1000,-7.483490692187227,0.4878972222841209,False
Gemma4-E4B,v4.1,span_mean,2,35,7,pool_min_to_mean,100,43,57,6,0.083651906683902,999,-0.0039243533807427,0.1470281414956432,False
Gemma4-E4B,v4.1,span_mean,3,35,1,pool_primary,100,43,57,6,0.0001509116860227,1000,-0.0017100482077231,0.0012628523846211,False
Gemma4-E4B,v4.1,span_mean,3,35,1,pool_coverage,100,43,57,6,0.0747202982220507,1000,0.0222381703788224,0.1428282511200067,False
Gemma4-E4B,v4.1,span_mean,3,35,1,pool_enrichment,100,43,57,6,-2.1552812867203475,999,-7.501615572857592,0.7057301677792875,False
Gemma4-E4B,v4.1,span_mean,3,35,1,pool_min_to_mean,100,43,57,6,0.0987798443639809,1000,0.0272197999023968,0.1757115996323368,False
Gemma4-E4B,v4.1,span_mean,4,35,3,pool_primary,100,43,57,6,0.0005622427164981,1000,-0.0019350318240818,0.0025361834885634,False
Gemma4-E4B,v4.1,span_mean,4,35,3,pool_coverage,100,43,57,6,0.0732794173272702,1000,-0.0066871794149512,0.2044092810106073,False
Gemma4-E4B,v4.1,span_mean,4,35,3,pool_enrichment,100,43,57,6,-2.060068498576296,1000,-12.703273340464872,3.8641182300259223,False
Gemma4-E4B,v4.1,span_mean,4,35,3,pool_min_to_mean,100,43,57,6,0.0330219692544389,1000,-0.0024355412239077,0.0858379029521969,False
Gemma4-E4B,v4.1,span_mean,5,29,4,pool_primary,100,43,57,6,0.0007389128810815,1000,-0.0005980570597195,0.0015460926742716,False
Gemma4-E4B,v4.1,span_mean,5,29,4,pool_coverage,100,43,57,6,0.0380219024814381,1000,-0.0211404423280503,0.1300557203894656,False
Gemma4-E4B,v4.1,span_mean,5,29,4,pool_enrichment,100,43,57,6,0.325740246725168,1000,-3.2070418628832087,2.5114723483160404,False
Gemma4-E4B,v4.1,span_mean,5,29,4,pool_min_to_mean,100,43,57,6,0.0376390463136725,1000,-0.0177579366084944,0.1179854291038261,False
Gemma4-E4B,v4.1,span_mean,6,41,1,pool_primary,100,43,57,6,-0.0002008090306419,999,-0.0010754352238483,0.0005296280805068,False
Gemma4-E4B,v4.1,span_mean,6,41,1,pool_coverage,100,43,57,6,0.0292289779257158,1000,-0.0013010877366774,0.0533022219145762,False
Gemma4-E4B,v4.1,span_mean,6,41,1,pool_enrichment,100,43,57,6,-0.8337064352436767,1000,-2.451685452258803,0.4170962559729594,False
Gemma4-E4B,v4.1,span_mean,6,41,1,pool_min_to_mean,100,43,57,6,0.1050198793469003,1000,0.0160005361618622,0.174234038970535,False
Gemma4-E4B,v4.1,span_mean,7,35,0,pool_primary,100,43,57,6,1.4832221091981914e-05,1000,-0.0013507265940178,0.0016389568162111,False
Gemma4-E4B,v4.1,span_mean,7,35,0,pool_coverage,100,43,57,6,0.0533761620506894,1000,0.0023211394012533,0.1126202936280055,False
Gemma4-E4B,v4.1,span_mean,7,35,0,pool_enrichment,100,43,57,6,-0.8750024614225802,999,-6.05082703215791,3.933754141319759,False
Gemma4-E4B,v4.1,span_mean,7,35,0,pool_min_to_mean,100,43,57,6,0.0803150333773238,1000,0.0135938919344913,0.1448511860846372,False
Gemma4-E4B,v4.1,span_mean,8,29,0,pool_primary,100,43,57,6,0.0001842618711084,1000,-0.000719545276468,0.0006554813641013,False
Gemma4-E4B,v4.1,span_mean,8,29,0,pool_coverage,100,43,57,6,0.0020952706368734,1000,-0.0180911331758093,0.0379875880668201,False
Gemma4-E4B,v4.1,span_mean,8,29,0,pool_enrichment,100,43,57,6,0.0859658372211696,999,-2.132665892252973,1.053498173470523,False
Gemma4-E4B,v4.1,span_mean,8,29,0,pool_min_to_mean,100,43,57,6,-0.045520955321149,1000,-0.1661240819458282,0.086340070400972,False
Gemma4-E4B,v4.1,span_sum,1,35,2,pool_primary,100,43,57,6,0.005259357415394,1000,-0.0632974393200607,0.0554286611626947,False
Gemma4-E4B,v4.1,span_sum,1,35,2,pool_coverage,100,43,57,6,0.1022235899883415,1000,0.0437401410712978,0.1823832808723534,False
Gemma4-E4B,v4.1,span_sum,1,35,2,pool_enrichment,100,43,57,6,-3.279523669037856,1000,-9.170420870739928,0.7821611029373903,False
Gemma4-E4B,v4.1,span_sum,1,35,2,pool_min_to_mean,100,43,57,6,0.0805232803482074,999,0.0045637466988685,0.1455694074710303,False
Gemma4-E4B,v4.1,span_sum,2,35,7,pool_primary,100,43,57,6,0.003538364401501,1000,-0.0636798893981037,0.0460287335672057,False
Gemma4-E4B,v4.1,span_sum,2,35,7,pool_coverage,100,43,57,6,0.0839909126755459,1000,0.0412882162759289,0.1029732207332494,False
Gemma4-E4B,v4.1,span_sum,2,35,7,pool_enrichment,100,43,57,6,-2.4538631382535274,1000,-7.310340828109565,0.4881202712345368,False
Gemma4-E4B,v4.1,span_sum,2,35,7,pool_min_to_mean,100,43,57,6,0.0836519091026993,999,-0.0089598680423472,0.1515293978036238,False
Gemma4-E4B,v4.1,span_sum,3,35,1,pool_primary,100,43,57,6,0.0049800843416626,1000,-0.0487923224800335,0.0425296652842694,False
Gemma4-E4B,v4.1,span_sum,3,35,1,pool_coverage,100,43,57,6,0.0747202989800773,1000,0.0218383111687265,0.1408008628070937,False
Gemma4-E4B,v4.1,span_sum,3,35,1,pool_enrichment,100,43,57,6,-2.1552812867203475,1000,-7.134874541254876,0.7392216815734457,False
Gemma4-E4B,v4.1,span_sum,3,35,1,pool_min_to_mean,100,43,57,6,0.0987798494500828,1000,0.0310223164928069,0.1740809887228741,False
Gemma4-E4B,v4.1,span_sum,4,35,3,pool_primary,100,43,57,6,0.0185540094763096,1000,-0.0645766677092241,0.0866846496909272,False
Gemma4-E4B,v4.1,span_sum,4,35,3,pool_coverage,100,43,57,6,0.0732794182049319,1000,-0.0027403233782258,0.199846542548344,False
Gemma4-E4B,v4.1,span_sum,4,35,3,pool_enrichment,100,43,57,6,-2.060068498576296,1000,-13.447418132784632,3.568111893295789,False
Gemma4-E4B,v4.1,span_sum,4,35,3,pool_min_to_mean,100,43,57,6,0.0330219686271278,1000,-0.0033917010629653,0.0860541986253931,False
Gemma4-E4B,v4.1,span_sum,5,29,4,pool_primary,100,43,57,6,0.0243841242080085,1000,-0.0153694831312865,0.049334793124047,False
Gemma4-E4B,v4.1,span_sum,5,29,4,pool_coverage,100,43,57,6,0.0380219021441677,1000,-0.018376259066698,0.1272879942206622,False
Gemma4-E4B,v4.1,span_sum,5,29,4,pool_enrichment,100,43,57,6,0.325740246725168,999,-3.232982519068376,2.5290321825579563,False
Gemma4-E4B,v4.1,span_sum,5,29,4,pool_min_to_mean,100,43,57,6,0.0376390456435587,1000,-0.0139880079438897,0.1093966249632426,False
Gemma4-E4B,v4.1,span_sum,6,41,1,pool_primary,100,43,57,6,-0.0066266968751042,1000,-0.0323783028222748,0.0171073680045791,False
Gemma4-E4B,v4.1,span_sum,6,41,1,pool_coverage,100,43,57,6,0.0292289780866297,1000,-0.0033756492889198,0.0563152849426445,False
Gemma4-E4B,v4.1,span_sum,6,41,1,pool_enrichment,100,43,57,6,-0.8337064352436767,1000,-2.3664120544806933,0.4831481249342456,False
Gemma4-E4B,v4.1,span_sum,6,41,1,pool_min_to_mean,100,43,57,6,0.1050198799867231,1000,0.0036688877541149,0.1708794166593581,False
Gemma4-E4B,v4.1,span_sum,7,35,0,pool_primary,100,43,57,6,0.0004894634914082,999,-0.0458698470283901,0.0549403020466986,False
Gemma4-E4B,v4.1,span_sum,7,35,0,pool_coverage,100,43,57,6,0.0533761632308296,1000,0.0036712408510377,0.111786250681391,False
Gemma4-E4B,v4.1,span_sum,7,35,0,pool_enrichment,100,43,57,6,-0.8750024614225802,1000,-5.4360212322314565,3.741306184468025,False
Gemma4-E4B,v4.1,span_sum,7,35,0,pool_min_to_mean,100,43,57,6,0.0803150324437534,1000,0.0079520190903219,0.142478922553385,False
Gemma4-E4B,v4.1,span_sum,8,29,0,pool_primary,100,43,57,6,0.0060806417123115,999,-0.02452000946031,0.0217187328278791,False
Gemma4-E4B,v4.1,span_sum,8,29,0,pool_coverage,100,43,57,6,0.0020952704492798,1000,-0.0190057254339448,0.0383715181664449,False
Gemma4-E4B,v4.1,span_sum,8,29,0,pool_enrichment,100,43,57,6,0.0859658372211696,1000,-1.9793844660397648,0.969722053450688,False
Gemma4-E4B,v4.1,span_sum,8,29,0,pool_min_to_mean,100,43,57,6,-0.0455209536041818,1000,-0.1472812806357489,0.0795100187813966,False
Gemma4-E4B,v4.2,span_end,1,29,6,pool_primary,100,37,63,3,0.0004850274547159,990,-0.002142871059623,0.0022386213455055,False
Gemma4-E4B,v4.2,span_end,1,29,6,pool_coverage,100,37,63,3,0.0661438892771131,999,-0.0301025207718974,0.1294900255948553,False
Gemma4-E4B,v4.2,span_end,1,29,6,pool_enrichment,100,37,63,3,0.0382109136007815,990,-6.498543444848742,4.261521028628508,False
Gemma4-E4B,v4.2,span_end,1,29,6,pool_min_to_mean,100,37,63,3,0.168402709337551,996,-0.0442817563281994,0.3427380382030641,False
Gemma4-E4B,v4.2,span_end,2,29,2,pool_primary,100,37,63,3,-0.001452435253645,999,-0.0029971042967937,0.0012109344830267,False
Gemma4-E4B,v4.2,span_end,2,29,2,pool_coverage,100,37,63,3,0.0620505672730099,995,-0.0615847620807711,0.1443585166633698,False
Gemma4-E4B,v4.2,span_end,2,29,2,pool_enrichment,100,37,63,3,-4.424695899105532,997,-8.8269683211371,4.184395645042544,False
Gemma4-E4B,v4.2,span_end,2,29,2,pool_min_to_mean,100,37,63,3,0.1818597564622215,993,-0.0136140330403793,0.4105398543622987,False
Gemma4-E4B,v4.2,span_end,3,5,2,pool_primary,100,37,63,3,-0.0011496395857285,995,-0.0035979370269136,0.0021085599994871,False
Gemma4-E4B,v4.2,span_end,3,5,2,pool_coverage,100,37,63,3,0.0490190835629087,996,-0.1434491251607623,0.3081809556951701,False
Gemma4-E4B,v4.2,span_end,3,5,2,pool_enrichment,100,37,63,3,-2.461275459886324,993,-6.433275291719294,3.582790196391898,False
Gemma4-E4B,v4.2,span_end,3,5,2,pool_min_to_mean,100,37,63,3,0.0081821674051018,998,-0.2649574822440549,0.403596882868933,False
Gemma4-E4B,v4.2,span_end,4,35,2,pool_primary,100,37,63,3,-0.0017148098650221,994,-0.0030723432957629,0.000984585341852,False
Gemma4-E4B,v4.2,span_end,4,35,2,pool_coverage,100,37,63,3,-0.0323132143685411,991,-0.1555252157195518,0.1093930179254761,False
Gemma4-E4B,v4.2,span_end,4,35,2,pool_enrichment,100,37,63,3,-3.1058650307396163,992,-7.96080200123895,7.138442206278373,False
Gemma4-E4B,v4.2,span_end,4,35,2,pool_min_to_mean,100,37,63,3,0.0877772609935027,995,-0.1437057062943145,0.3650635056914409,False
Gemma4-E4B,v4.2,span_end,5,29,0,pool_primary,100,37,63,3,-0.0008695401042813,992,-0.0019052488611859,0.0004577117651083,False
Gemma4-E4B,v4.2,span_end,5,29,0,pool_coverage,100,37,63,3,0.0005303595437141,997,-0.0855081364070119,0.0583674609920739,False
Gemma4-E4B,v4.2,span_end,5,29,0,pool_enrichment,100,37,63,3,-2.085068700616083,993,-4.470246815667168,1.516173159926307,False
Gemma4-E4B,v4.2,span_end,5,29,0,pool_min_to_mean,100,37,63,3,0.0705474925789892,993,-0.085118102401706,0.1702785851508711,False
Gemma4-E4B,v4.2,span_end,6,41,3,pool_primary,100,37,63,3,0.0003817295791542,995,-0.0013317805158166,0.0010894479827407,False
Gemma4-E4B,v4.2,span_end,6,41,3,pool_coverage,100,37,63,3,-0.0005756235353461,998,-0.0553364807982349,0.0546774977803578,False
Gemma4-E4B,v4.2,span_end,6,41,3,pool_enrichment,100,37,63,3,1.0601480975938629,992,-3.168975589242372,2.82242950500693,False
Gemma4-E4B,v4.2,span_end,6,41,3,pool_min_to_mean,100,37,63,3,0.0710508590079316,998,-0.0777003931561855,0.2374542269771394,False
Gemma4-E4B,v4.2,span_end,7,29,4,pool_primary,100,37,63,3,-0.0021905468350207,997,-0.003590677097822,-0.0001498820156355,False
Gemma4-E4B,v4.2,span_end,7,29,4,pool_coverage,100,37,63,3,0.063517952852635,996,-0.1259486041750844,0.167159424982437,False
Gemma4-E4B,v4.2,span_end,7,29,4,pool_enrichment,100,37,63,3,-7.127980240549798,999,-11.982721526715924,1.5266194050427424,False
Gemma4-E4B,v4.2,span_end,7,29,4,pool_min_to_mean,100,37,63,3,0.0717997294223883,991,-0.215129727949592,0.2255202472882248,False
Gemma4-E4B,v4.2,span_end,8,35,3,pool_primary,100,37,63,3,-0.0014867375325288,996,-0.0023774757830179,0.0003984548312651,False
Gemma4-E4B,v4.2,span_end,8,35,3,pool_coverage,100,37,63,3,-0.0268468465815391,999,-0.1511357826863382,0.0794889712199266,False
Gemma4-E4B,v4.2,span_end,8,35,3,pool_enrichment,100,37,63,3,-3.5728151962097545,995,-6.924455004031555,2.6983780148085823,False
Gemma4-E4B,v4.2,span_end,8,35,3,pool_min_to_mean,100,37,63,3,0.0309097151105235,995,-0.1940641279053623,0.2211721136208989,False
Gemma4-E4B,v4.2,span_mean,1,35,2,pool_primary,100,37,63,3,-0.000703032016648,996,-0.003226739706122,0.0017547615919488,False
Gemma4-E4B,v4.2,span_mean,1,35,2,pool_coverage,100,37,63,3,-0.004318442888553,993,-0.0743044059937329,0.0888824237824716,False
Gemma4-E4B,v4.2,span_mean,1,35,2,pool_enrichment,100,37,63,3,-2.048399218706992,991,-9.091731397052111,3.6118575255891514,False
Gemma4-E4B,v4.2,span_mean,1,35,2,pool_min_to_mean,100,37,63,3,0.0551799677292711,991,-0.0418247390826965,0.1395316483854964,False
Gemma4-E4B,v4.2,span_mean,2,35,7,pool_primary,100,37,63,3,-0.0007594280571286,991,-0.0039363417428458,0.0007251517389442,False
Gemma4-E4B,v4.2,span_mean,2,35,7,pool_coverage,100,37,63,3,-0.0178575440173963,997,-0.0473705137504738,0.0229817054140494,False
Gemma4-E4B,v4.2,span_mean,2,35,7,pool_enrichment,100,37,63,3,-1.9380975885998413,997,-11.389987559989198,2.1114847915787958,False
Gemma4-E4B,v4.2,span_mean,2,35,7,pool_min_to_mean,100,37,63,3,0.0013665979764985,989,-0.0650845893453005,0.0646296090106404,False
Gemma4-E4B,v4.2,span_mean,3,35,1,pool_primary,100,37,63,3,-0.0009728825918747,994,-0.0030319295802864,0.0010407355066138,False
Gemma4-E4B,v4.2,span_mean,3,35,1,pool_coverage,100,37,63,3,-0.0618201418315416,992,-0.1748639685040504,0.0597026911308775,False
Gemma4-E4B,v4.2,span_mean,3,35,1,pool_enrichment,100,37,63,3,-1.137941862690618,995,-6.766674611915225,2.196736087412288,False
Gemma4-E4B,v4.2,span_mean,3,35,1,pool_min_to_mean,100,37,63,3,-0.0109129297610342,995,-0.1511895154161346,0.0735114693063032,False
Gemma4-E4B,v4.2,span_mean,4,29,4,pool_primary,100,37,63,3,-0.0004474756699255,998,-0.0025685520980643,0.0011694135326253,False
Gemma4-E4B,v4.2,span_mean,4,29,4,pool_coverage,100,37,63,3,-0.0408141925927002,989,-0.0912074013297723,0.0094658655328131,False
Gemma4-E4B,v4.2,span_mean,4,29,4,pool_enrichment,100,37,63,3,-0.0087595421494456,990,-7.630923230172998,5.316665809525874,False
Gemma4-E4B,v4.2,span_mean,4,29,4,pool_min_to_mean,100,37,63,3,-0.0426024740774112,993,-0.1292229024611561,0.0472630235753181,False
Gemma4-E4B,v4.2,span_mean,5,35,3,pool_primary,100,37,63,3,-0.0009257714745398,995,-0.0030666042502944,0.001476807778536,False
Gemma4-E4B,v4.2,span_mean,5,35,3,pool_coverage,100,37,63,3,0.0127440787515679,990,-0.0709689869273404,0.1591500144632608,False
Gemma4-E4B,v4.2,span_mean,5,35,3,pool_enrichment,100,37,63,3,-4.17861359802108,993,-8.986199386795786,0.3335529855884615,False
Gemma4-E4B,v4.2,span_mean,5,35,3,pool_min_to_mean,100,37,63,3,0.0404688938742583,998,-0.0375650518168836,0.0935607599003021,False
Gemma4-E4B,v4.2,span_mean,6,41,1,pool_primary,100,37,63,3,0.0007604852121561,997,-0.0012998264522734,0.0018899091846194,False
Gemma4-E4B,v4.2,span_mean,6,41,1,pool_coverage,100,37,63,3,-0.0243254736547561,993,-0.0582972001500337,0.0434929429125954,False
Gemma4-E4B,v4.2,span_mean,6,41,1,pool_enrichment,100,37,63,3,2.080712456585923,993,-4.3624828183559705,4.944372599886161,False
Gemma4-E4B,v4.2,span_mean,6,41,1,pool_min_to_mean,100,37,63,3,-0.0894770104817714,994,-0.2060284865264664,0.2023303847164507,False
Gemma4-E4B,v4.2,span_mean,7,29,2,pool_primary,100,37,63,3,0.0005255658106341,996,-0.000623585032662,0.0015260525996732,False
Gemma4-E4B,v4.2,span_mean,7,29,2,pool_coverage,100,37,63,3,-0.0262537197534189,997,-0.1317837629489102,0.0505125650702039,False
Gemma4-E4B,v4.2,span_mean,7,29,2,pool_enrichment,100,37,63,3,1.891336174507468,996,-0.2341626338864247,4.517888980988854,False
Gemma4-E4B,v4.2,span_mean,7,29,2,pool_min_to_mean,100,37,63,3,-0.1274731165961554,993,-0.3056963503221046,-0.0001977491410611,False
Gemma4-E4B,v4.2,span_mean,8,35,0,pool_primary,100,37,63,3,-0.0009042662873823,997,-0.0025627917213805,0.0009839981341431,False
Gemma4-E4B,v4.2,span_mean,8,35,0,pool_coverage,100,37,63,3,-0.070182041771515,996,-0.1514322169695359,0.0331445932506316,False
Gemma4-E4B,v4.2,span_mean,8,35,0,pool_enrichment,100,37,63,3,-1.0401312353628085,994,-4.738624003192205,3.1696168551249326,False
Gemma4-E4B,v4.2,span_mean,8,35,0,pool_min_to_mean,100,37,63,3,0.0499525262901569,993,-0.043413130656143,0.1314315267673794,False
Gemma4-E4B,v4.2,span_sum,1,35,2,pool_primary,100,37,63,3,-0.0232000537815799,996,-0.1033680900747322,0.0545326258604418,False
Gemma4-E4B,v4.2,span_sum,1,35,2,pool_coverage,100,37,63,3,-0.0043184433467036,995,-0.0801122608570211,0.0839311722183187,False
Gemma4-E4B,v4.2,span_sum,1,35,2,pool_enrichment,100,37,63,3,-2.048399218706992,996,-8.627243494643508,3.555560923595994,False
Gemma4-E4B,v4.2,span_sum,1,35,2,pool_min_to_mean,100,37,63,3,0.0551799689747251,996,-0.0388509550943331,0.1284838653172054,False
Gemma4-E4B,v4.2,span_sum,2,35,7,pool_primary,100,37,63,3,-0.0250611269832897,996,-0.133798662888424,0.0251437158331052,False
Gemma4-E4B,v4.2,span_sum,2,35,7,pool_coverage,100,37,63,3,-0.0178575438102144,999,-0.0505111274310252,0.0220184563502676,False
Gemma4-E4B,v4.2,span_sum,2,35,7,pool_enrichment,100,37,63,3,-1.9380975885998413,995,-11.262461488996475,1.952322074771592,False
Gemma4-E4B,v4.2,span_sum,2,35,7,pool_min_to_mean,100,37,63,3,0.0013666013786194,995,-0.0631573486736363,0.078821522701234,False
Gemma4-E4B,v4.2,span_sum,3,35,1,pool_primary,100,37,63,3,-0.0321051257302288,998,-0.1043299408685517,0.037236618933047,False
Gemma4-E4B,v4.2,span_sum,3,35,1,pool_coverage,100,37,63,3,-0.0618201416950587,992,-0.1734443133057407,0.0574662230939278,False
Gemma4-E4B,v4.2,span_sum,3,35,1,pool_enrichment,100,37,63,3,-1.137941862690618,992,-6.236168402751808,2.004887994879329,False
Gemma4-E4B,v4.2,span_sum,3,35,1,pool_min_to_mean,100,37,63,3,-0.0109129259892419,998,-0.1307723264352481,0.0857020637242929,False
Gemma4-E4B,v4.2,span_sum,4,29,4,pool_primary,100,37,63,3,-0.0147666959651785,990,-0.0910545937233413,0.0396281191542855,False
Gemma4-E4B,v4.2,span_sum,4,29,4,pool_coverage,100,37,63,3,-0.0408141940758949,993,-0.0914699639587511,0.0083130777810588,False
Gemma4-E4B,v4.2,span_sum,4,29,4,pool_enrichment,100,37,63,3,-0.0087595421494456,993,-6.598470679617681,5.492973036677894,False
Gemma4-E4B,v4.2,span_sum,4,29,4,pool_min_to_mean,100,37,63,3,-0.0426024789423024,997,-0.1313563290233305,0.0432021867927138,False
Gemma4-E4B,v4.2,span_sum,5,35,3,pool_primary,100,37,63,3,-0.0305504602298363,994,-0.1007022850631314,0.0530512917882476,False
Gemma4-E4B,v4.2,span_sum,5,35,3,pool_coverage,100,37,63,3,0.0127440804567899,997,-0.0751177380019213,0.1647556292402636,False
Gemma4-E4B,v4.2,span_sum,5,35,3,pool_enrichment,100,37,63,3,-4.17861359802108,995,-9.12366543215592,0.0051224203365731,False
Gemma4-E4B,v4.2,span_sum,5,35,3,pool_min_to_mean,100,37,63,3,0.0404688950032557,994,-0.0270639930532125,0.0928472408299207,False
Gemma4-E4B,v4.2,span_sum,6,41,1,pool_primary,100,37,63,3,0.025096008726331,991,-0.041789193879523,0.0671935726515512,False
Gemma4-E4B,v4.2,span_sum,6,41,1,pool_coverage,100,37,63,3,-0.0243254738652072,993,-0.0574726530831146,0.0462268891551479,False
Gemma4-E4B,v4.2,span_sum,6,41,1,pool_enrichment,100,37,63,3,2.080712456585923,989,-4.501429649579779,4.941082584038083,False
