model,design_variant,pooling,head_rank,layer,head,metric,confirmation_examples,correct_examples,wrong_examples,counts_with_both_outcomes,wrong_minus_correct_count_adjusted,bootstrap_valid_replicates,bootstrap_ci_low,bootstrap_ci_high,descriptive_only_small_wrong_group
Qwen3-8B,v4.2,span_sum,8,26,26,pool_coverage,100,45,55,2,0.0527834147967048,999,-0.08196768902874,0.170706767979249,False
Qwen3-8B,v4.2,span_sum,8,26,26,pool_enrichment,100,45,55,2,0.3697386560233379,1000,-14.960855621580924,10.95841023339046,False
Qwen3-8B,v4.2,span_sum,8,26,26,pool_min_to_mean,100,45,55,2,0.068061422185083,999,-0.1262280515129785,0.2739903884669449,False
Qwen3-8B,v4.3,span_end,1,29,3,pool_primary,100,48,52,5,-0.0018131438535299,1000,-0.0074051220423612,0.0038241476450886,False
Qwen3-8B,v4.3,span_end,1,29,3,pool_coverage,100,48,52,5,-0.0064245321203663,1000,-0.0297225772638136,0.0056519075551791,False
Qwen3-8B,v4.3,span_end,1,29,3,pool_enrichment,100,48,52,5,-18.281593996498604,1000,-72.08861587515291,36.16520102124336,False
Qwen3-8B,v4.3,span_end,1,29,3,pool_min_to_mean,100,48,52,5,-0.0013332833108373,1000,-0.0055839051877247,0.0005318823684305,False
Qwen3-8B,v4.3,span_end,2,24,29,pool_primary,100,48,52,5,-0.0001385027921275,1000,-0.0025326469615107,0.002493526526689,False
Qwen3-8B,v4.3,span_end,2,24,29,pool_coverage,100,48,52,5,-0.0015877398519967,1000,-0.1208976203279589,0.085164325878345,False
Qwen3-8B,v4.3,span_end,2,24,29,pool_enrichment,100,48,52,5,-1.627386323253869,1000,-9.999151578920763,6.412377092853969,False
Qwen3-8B,v4.3,span_end,2,24,29,pool_min_to_mean,100,48,52,5,-0.0274206157689262,1000,-0.1515380374318411,0.0339629808748768,False
Qwen3-8B,v4.3,span_end,3,24,30,pool_primary,100,48,52,5,-0.0002005940505855,1000,-0.001243543502353,0.0008969046848031,False
Qwen3-8B,v4.3,span_end,3,24,30,pool_coverage,100,48,52,5,-0.0279458731051418,1000,-0.0826806413119991,0.0263702518511182,False
Qwen3-8B,v4.3,span_end,3,24,30,pool_enrichment,100,48,52,5,1.3287544884611366,1000,-4.993272774650608,6.853462647293381,False
Qwen3-8B,v4.3,span_end,3,24,30,pool_min_to_mean,100,48,52,5,-0.0072044869279519,1000,-0.0239648010860489,0.0071980038401758,False
Qwen3-8B,v4.3,span_end,4,8,16,pool_primary,100,48,52,5,0.0004104123902639,1000,-0.0003118008833932,0.0013823096871355,False
Qwen3-8B,v4.3,span_end,4,8,16,pool_coverage,100,48,52,5,0.016073852286326,1000,-0.0550862582982996,0.0852228690766596,False
Qwen3-8B,v4.3,span_end,4,8,16,pool_enrichment,100,48,52,5,1.0183953208411567,1000,-0.4348052812844717,2.586532137828482,False
Qwen3-8B,v4.3,span_end,4,8,16,pool_min_to_mean,100,48,52,5,0.0423622203632429,1000,-0.0506871828169827,0.1438295089043879,False
Qwen3-8B,v4.3,span_end,5,8,18,pool_primary,100,48,52,5,0.0003300994989723,1000,-0.0001905119038238,0.0009629763213023,False
Qwen3-8B,v4.3,span_end,5,8,18,pool_coverage,100,48,52,5,0.0267332173738348,1000,-0.0443039186985557,0.0855393907826548,False
Qwen3-8B,v4.3,span_end,5,8,18,pool_enrichment,100,48,52,5,0.6823560907049564,1000,-0.918774092601482,2.764518229085392,False
Qwen3-8B,v4.3,span_end,5,8,18,pool_min_to_mean,100,48,52,5,0.0111196404647435,1000,-0.0664217020912504,0.0965822186448567,False
Qwen3-8B,v4.3,span_end,6,29,0,pool_primary,100,48,52,5,0.0001635130387477,1000,-0.000284553074334,0.0006687558306414,False
Qwen3-8B,v4.3,span_end,6,29,0,pool_coverage,100,48,52,5,-0.008461135899482,1000,-0.0864776786012966,0.04803228714817,False
Qwen3-8B,v4.3,span_end,6,29,0,pool_enrichment,100,48,52,5,1.7068155513088357,1000,-3.690250114257392,7.929692723527315,False
Qwen3-8B,v4.3,span_end,6,29,0,pool_min_to_mean,100,48,52,5,-0.0030417824379624,1000,-0.0121549489978758,0.0014596578607222,False
Qwen3-8B,v4.3,span_end,7,22,0,pool_primary,100,48,52,5,-0.000902859283937,1000,-0.0022977470476474,0.0001903892096935,False
Qwen3-8B,v4.3,span_end,7,22,0,pool_coverage,100,48,52,5,-0.0970979634514827,1000,-0.1708115446090113,-0.0076168895820557,False
Qwen3-8B,v4.3,span_end,7,22,0,pool_enrichment,100,48,52,5,-1.6682937115929068,1000,-4.82298406955565,0.9773800078654452,False
Qwen3-8B,v4.3,span_end,7,22,0,pool_min_to_mean,100,48,52,5,-0.0954957607197727,1000,-0.1800332727796801,-0.0138295467060476,False
Qwen3-8B,v4.3,span_end,8,6,12,pool_primary,100,48,52,5,-0.0001098070183634,1000,-0.00090277528085,0.0008563948412139,False
Qwen3-8B,v4.3,span_end,8,6,12,pool_coverage,100,48,52,5,-0.0840158775216227,1000,-0.1762938447231352,-0.0025373057759464,False
Qwen3-8B,v4.3,span_end,8,6,12,pool_enrichment,100,48,52,5,0.3594468927799502,1000,-1.5292043259936006,2.355305036034547,False
Qwen3-8B,v4.3,span_end,8,6,12,pool_min_to_mean,100,48,52,5,-0.1059951646133674,1000,-0.2287421489176556,-0.0285949505959111,False
Qwen3-8B,v4.3,span_mean,1,27,18,pool_primary,100,48,52,5,-0.0004531830946042,1000,-0.0024265364414382,0.0020922239416944,False
Qwen3-8B,v4.3,span_mean,1,27,18,pool_coverage,100,48,52,5,0.0100037537350528,1000,-0.0198075984188298,0.0396240943979286,False
Qwen3-8B,v4.3,span_mean,1,27,18,pool_enrichment,100,48,52,5,-1.0262597290397275,1000,-5.407092093730215,3.8774403814918057,False
Qwen3-8B,v4.3,span_mean,1,27,18,pool_min_to_mean,100,48,52,5,0.0236064943893418,1000,-0.0296517254119831,0.0810420575313525,False
Qwen3-8B,v4.3,span_mean,2,28,19,pool_primary,100,48,52,5,-3.1966889534011404e-05,1000,-0.0009806431979602,0.0010929777303368,False
Qwen3-8B,v4.3,span_mean,2,28,19,pool_coverage,100,48,52,5,0.0077766939677116,1000,-0.0141628958834413,0.0274903393221555,False
Qwen3-8B,v4.3,span_mean,2,28,19,pool_enrichment,100,48,52,5,-0.2163333174050674,1000,-2.64026438910278,3.744073729392259,False
Qwen3-8B,v4.3,span_mean,2,28,19,pool_min_to_mean,100,48,52,5,0.0188153064368079,1000,-0.0136042763208773,0.0448813651698963,False
Qwen3-8B,v4.3,span_mean,3,23,29,pool_primary,100,48,52,5,-0.000217213757337,1000,-0.0016833021500567,0.0013345944471248,False
Qwen3-8B,v4.3,span_mean,3,23,29,pool_coverage,100,48,52,5,0.0316469649182153,1000,0.0028464947983561,0.0572506442230966,False
Qwen3-8B,v4.3,span_mean,3,23,29,pool_enrichment,100,48,52,5,-1.8213113033880732,1000,-5.338885034720968,2.873059988176372,False
Qwen3-8B,v4.3,span_mean,3,23,29,pool_min_to_mean,100,48,52,5,0.0415475647853816,1000,-0.0052193716756199,0.0885444933701026,False
Qwen3-8B,v4.3,span_mean,4,23,13,pool_primary,100,48,52,5,-0.0008124762320141,1000,-0.0020532193438492,0.0004663759583515,False
Qwen3-8B,v4.3,span_mean,4,23,13,pool_coverage,100,48,52,5,-0.0171425936749165,1000,-0.0542631118381686,0.0141406269408839,False
Qwen3-8B,v4.3,span_mean,4,23,13,pool_enrichment,100,48,52,5,-1.2795473426096078,1000,-4.0274761781197,1.9593215873728635,False
Qwen3-8B,v4.3,span_mean,4,23,13,pool_min_to_mean,100,48,52,5,0.0058196890297731,1000,-0.0076354940075003,0.0220500944393733,False
Qwen3-8B,v4.3,span_mean,5,23,28,pool_primary,100,48,52,5,-0.0013476989394016,1000,-0.0029382364552789,0.0003493810192888,False
Qwen3-8B,v4.3,span_mean,5,23,28,pool_coverage,100,48,52,5,-0.0283004503388444,1000,-0.0638602698959187,0.0116887775348021,False
Qwen3-8B,v4.3,span_mean,5,23,28,pool_enrichment,100,48,52,5,-1.262261751189537,1000,-4.238517675940632,2.5173824749225653,False
Qwen3-8B,v4.3,span_mean,5,23,28,pool_min_to_mean,100,48,52,5,0.0147986521184684,1000,-0.0107611573441181,0.03845341839796,False
Qwen3-8B,v4.3,span_mean,6,23,12,pool_primary,100,48,52,5,0.0001529974096687,1000,-0.0011215232810794,0.0020511947792597,False
Qwen3-8B,v4.3,span_mean,6,23,12,pool_coverage,100,48,52,5,0.0223324733536152,1000,-0.0213925403373783,0.0603192610720685,False
Qwen3-8B,v4.3,span_mean,6,23,12,pool_enrichment,100,48,52,5,-0.4021767318926394,1000,-4.310777025693998,5.310621976452342,False
Qwen3-8B,v4.3,span_mean,6,23,12,pool_min_to_mean,100,48,52,5,0.0074562904929139,1000,-0.0072197379846691,0.0219170798294465,False
Qwen3-8B,v4.3,span_mean,7,24,16,pool_primary,100,48,52,5,-0.0012314725541542,1000,-0.0032812117898538,0.0007284053910638,False
Qwen3-8B,v4.3,span_mean,7,24,16,pool_coverage,100,48,52,5,-0.0214396098852376,1000,-0.071698584974876,0.0255964592081964,False
Qwen3-8B,v4.3,span_mean,7,24,16,pool_enrichment,100,48,52,5,-1.2836564026106292,1000,-5.444209790756729,2.50729134252233,False
Qwen3-8B,v4.3,span_mean,7,24,16,pool_min_to_mean,100,48,52,5,0.0025203289619125,1000,-0.1049416707930035,0.1239485984091211,False
Qwen3-8B,v4.3,span_mean,8,26,26,pool_primary,100,48,52,5,-0.0013592393644518,1000,-0.004107955017742,0.001777027755675,False
Qwen3-8B,v4.3,span_mean,8,26,26,pool_coverage,100,48,52,5,-0.0069654839892499,1000,-0.0865469408527409,0.0754734684127653,False
Qwen3-8B,v4.3,span_mean,8,26,26,pool_enrichment,100,48,52,5,-3.633891086836521,1000,-8.874756399998525,7.579860252887205,False
Qwen3-8B,v4.3,span_mean,8,26,26,pool_min_to_mean,100,48,52,5,-0.055971560459683,1000,-0.1528435004477035,0.0136444528569381,False
Qwen3-8B,v4.3,span_sum,1,27,18,pool_primary,100,48,52,5,-0.014087490753343,1000,-0.0745622351622472,0.0507748029486127,False
Qwen3-8B,v4.3,span_sum,1,27,18,pool_coverage,100,48,52,5,0.0078447290915168,1000,-0.0230081819178065,0.0383409717963691,False
Qwen3-8B,v4.3,span_sum,1,27,18,pool_enrichment,100,48,52,5,-1.0262597290397275,1000,-5.59878012968651,3.941340068819511,False
Qwen3-8B,v4.3,span_sum,1,27,18,pool_min_to_mean,100,48,52,5,0.0234958872091833,1000,-0.0294194731910051,0.0766875526079007,False
Qwen3-8B,v4.3,span_sum,2,28,19,pool_primary,100,48,52,5,-0.0021095423922225,1000,-0.0282732633202786,0.0317826125849109,False
Qwen3-8B,v4.3,span_sum,2,28,19,pool_coverage,100,48,52,5,0.006883071724488,1000,-0.013759214003669,0.027258741809024,False
Qwen3-8B,v4.3,span_sum,2,28,19,pool_enrichment,100,48,52,5,-0.2163333174050674,1000,-2.693984587234568,3.400621171066209,False
Qwen3-8B,v4.3,span_sum,2,28,19,pool_min_to_mean,100,48,52,5,0.0189204701498747,1000,-0.0098381359616426,0.0431981635339151,False
Qwen3-8B,v4.3,span_sum,3,23,29,pool_primary,100,48,52,5,-0.0072144112927593,1000,-0.0479981557104913,0.0378108479713296,False
Qwen3-8B,v4.3,span_sum,3,23,29,pool_coverage,100,48,52,5,0.0323721152577502,1000,0.0025302658844102,0.0572547519887471,False
Qwen3-8B,v4.3,span_sum,3,23,29,pool_enrichment,100,48,52,5,-1.8213113033880732,1000,-5.542549865443539,3.0125131167919323,False
Qwen3-8B,v4.3,span_sum,3,23,29,pool_min_to_mean,100,48,52,5,0.0422058298776649,1000,-0.0120834302089807,0.0874364607857329,False
Qwen3-8B,v4.3,span_sum,4,23,13,pool_primary,100,48,52,5,-0.0255328656979101,1000,-0.0635152318463178,0.0213689076773071,False
Qwen3-8B,v4.3,span_sum,4,23,13,pool_coverage,100,48,52,5,-0.0175084421446059,1000,-0.0549352777059761,0.0125769396981428,False
Qwen3-8B,v4.3,span_sum,4,23,13,pool_enrichment,100,48,52,5,-1.2795473426096078,1000,-4.254271378675739,1.8188568061898704,False
Qwen3-8B,v4.3,span_sum,4,23,13,pool_min_to_mean,100,48,52,5,0.0059776911321438,1000,-0.0080147280789304,0.0217532471998299,False
Qwen3-8B,v4.3,span_sum,5,23,28,pool_primary,100,48,52,5,-0.0416430699527336,1000,-0.0953620645856021,0.0164145924450269,False
Qwen3-8B,v4.3,span_sum,5,23,28,pool_coverage,100,48,52,5,-0.0292872070421951,1000,-0.0688747754277668,0.0100616604376308,False
Qwen3-8B,v4.3,span_sum,5,23,28,pool_enrichment,100,48,52,5,-1.262261751189537,1000,-3.986259691455501,1.885829038322757,False
Qwen3-8B,v4.3,span_sum,5,23,28,pool_min_to_mean,100,48,52,5,0.0154221210096682,1000,-0.0096264134817832,0.0386185135151015,False
Qwen3-8B,v4.3,span_sum,6,23,12,pool_primary,100,48,52,5,0.0037264879961585,1000,-0.0389077146205485,0.0540857313880817,False
Qwen3-8B,v4.3,span_sum,6,23,12,pool_coverage,100,48,52,5,0.0218354704930059,1000,-0.0227600720949516,0.0580754626467766,False
Qwen3-8B,v4.3,span_sum,6,23,12,pool_enrichment,100,48,52,5,-0.4021767318926394,1000,-4.509378806972775,5.238903471122439,False
Qwen3-8B,v4.3,span_sum,6,23,12,pool_min_to_mean,100,48,52,5,0.0075843619143391,1000,-0.005798916098618,0.0214156817624738,False
Qwen3-8B,v4.3,span_sum,7,24,16,pool_primary,100,48,52,5,-0.0375475626316898,1000,-0.101067052930365,0.0297343513196783,False
Qwen3-8B,v4.3,span_sum,7,24,16,pool_coverage,100,48,52,5,-0.0221832528188267,1000,-0.0705967118876472,0.0255977042162027,False
Qwen3-8B,v4.3,span_sum,7,24,16,pool_enrichment,100,48,52,5,-1.2836564026106292,999,-5.376200842296623,2.6063580421145685,False
Qwen3-8B,v4.3,span_sum,7,24,16,pool_min_to_mean,100,48,52,5,0.004607258276323,1000,-0.1023329392984268,0.1359538573799624,False
Qwen3-8B,v4.3,span_sum,8,26,26,pool_primary,100,48,52,5,-0.0403105469437455,1000,-0.1253027291440565,0.0630680733410445,False
Qwen3-8B,v4.3,span_sum,8,26,26,pool_coverage,100,48,52,5,-0.0093228822289886,1000,-0.1027260361038872,0.0668050028195713,False
Qwen3-8B,v4.3,span_sum,8,26,26,pool_enrichment,100,48,52,5,-3.633891086836521,1000,-8.931242534784165,7.816066856654406,False
Qwen3-8B,v4.3,span_sum,8,26,26,pool_min_to_mean,100,48,52,5,-0.0586616204069777,1000,-0.1608698282585756,0.0192621057242736,False
Qwen3-8B,v4.4,span_end,1,29,3,pool_primary,100,44,56,5,0.0147409853493344,996,0.0005078648302249,0.0372519647292212,False
Qwen3-8B,v4.4,span_end,1,29,3,pool_coverage,100,44,56,5,-0.0039770819959348,995,-0.0167911303283318,0.0064344097319152,False
Qwen3-8B,v4.4,span_end,1,29,3,pool_enrichment,100,44,56,5,149.2158234507814,996,5.974208368429454,346.93295394102086,False
Qwen3-8B,v4.4,span_end,1,29,3,pool_min_to_mean,100,44,56,5,0.0004332915409026,993,-0.0017508410932367,0.0034752046286483,False
Qwen3-8B,v4.4,span_end,2,24,30,pool_primary,100,44,56,5,-0.0002894762145274,996,-0.0022954173239331,0.0015449075164042,False
Qwen3-8B,v4.4,span_end,2,24,30,pool_coverage,100,44,56,5,-0.0139778551341577,997,-0.0788769923811395,0.0601796225222742,False
Qwen3-8B,v4.4,span_end,2,24,30,pool_enrichment,100,44,56,5,-0.2116398664763914,996,-12.539009791305272,8.235034358174993,False
Qwen3-8B,v4.4,span_end,2,24,30,pool_min_to_mean,100,44,56,5,-0.001145807922334,995,-0.0183815813277889,0.0188404517086114,False
Qwen3-8B,v4.4,span_end,3,24,29,pool_primary,100,44,56,5,0.0005323942022623,996,-0.0020090680598618,0.0036690810568181,False
Qwen3-8B,v4.4,span_end,3,24,29,pool_coverage,100,44,56,5,0.0333675363864689,989,-0.0287698852637981,0.1370460294196063,False
Qwen3-8B,v4.4,span_end,3,24,29,pool_enrichment,100,44,56,5,-6.545240342937968,994,-30.421088675641663,8.328071533214825,False
Qwen3-8B,v4.4,span_end,3,24,29,pool_min_to_mean,100,44,56,5,-0.0047017633164943,992,-0.068886811004303,0.0872955823687551,False
Qwen3-8B,v4.4,span_end,4,8,16,pool_primary,100,44,56,5,0.0007432318652088,994,-0.0001879496381338,0.0022739637763597,False
Qwen3-8B,v4.4,span_end,4,8,16,pool_coverage,100,44,56,5,0.0033786631275103,993,-0.0620950610333339,0.0673375410053177,False
Qwen3-8B,v4.4,span_end,4,8,16,pool_enrichment,100,44,56,5,1.3720671149933923,990,-0.647390968655029,3.767897831296346,False
Qwen3-8B,v4.4,span_end,4,8,16,pool_min_to_mean,100,44,56,5,0.0202838397063031,997,-0.1160216938553675,0.1424658404260963,False
Qwen3-8B,v4.4,span_end,5,8,18,pool_primary,100,44,56,5,0.0007211374671285,992,9.822828266371884e-05,0.0015364783724597,False
Qwen3-8B,v4.4,span_end,5,8,18,pool_coverage,100,44,56,5,0.0014237724254463,995,-0.1043702708319221,0.0720610940205417,False
Qwen3-8B,v4.4,span_end,5,8,18,pool_enrichment,100,44,56,5,1.879597642229268,992,0.1787997115974232,3.6493119854160265,False
Qwen3-8B,v4.4,span_end,5,8,18,pool_min_to_mean,100,44,56,5,0.0781027845932861,993,-0.0491189282275469,0.1959274680351156,False
Qwen3-8B,v4.4,span_end,6,29,0,pool_primary,100,44,56,5,0.0021060160772658,997,-0.0002795368248846,0.0063508025186721,False
Qwen3-8B,v4.4,span_end,6,29,0,pool_coverage,100,44,56,5,-0.0003240218444062,995,-0.0732057625432534,0.0667115071578443,False
Qwen3-8B,v4.4,span_end,6,29,0,pool_enrichment,100,44,56,5,21.029359325001785,996,-2.7337283866904194,65.00985819848303,False
Qwen3-8B,v4.4,span_end,6,29,0,pool_min_to_mean,100,44,56,5,0.0003428167704824,992,-0.0090603739118324,0.0114928164819413,False
Qwen3-8B,v4.4,span_end,7,22,0,pool_primary,100,44,56,5,-0.0004184387381154,991,-0.0016125042016485,0.00128657162181,False
Qwen3-8B,v4.4,span_end,7,22,0,pool_coverage,100,44,56,5,-0.0617159529679182,993,-0.1327870695722547,0.0278088111801311,False
Qwen3-8B,v4.4,span_end,7,22,0,pool_enrichment,100,44,56,5,-2.1267613455367487,992,-4.643243781552928,0.7706005439648742,False
Qwen3-8B,v4.4,span_end,7,22,0,pool_min_to_mean,100,44,56,5,-0.0263787801292921,987,-0.1169938369156285,0.0715001401868262,False
Qwen3-8B,v4.4,span_end,8,6,12,pool_primary,100,44,56,5,1.957525174903613e-05,995,-0.0007361586617003,0.0007296731175752,False
Qwen3-8B,v4.4,span_end,8,6,12,pool_coverage,100,44,56,5,-0.0395752563267653,991,-0.0889096501367996,0.0081089637824713,False
Qwen3-8B,v4.4,span_end,8,6,12,pool_enrichment,100,44,56,5,0.2344718454336024,994,-1.217695031001249,1.6320063746828877,False
Qwen3-8B,v4.4,span_end,8,6,12,pool_min_to_mean,100,44,56,5,-0.0136273344375012,991,-0.0562000347666824,0.0416872876872464,False
Qwen3-8B,v4.4,span_mean,1,27,18,pool_primary,100,44,56,5,-0.000746185847228,993,-0.0023920353934996,0.0004847413271677,False
Qwen3-8B,v4.4,span_mean,1,27,18,pool_coverage,100,44,56,5,0.0107387213899718,995,-0.0099870753468715,0.0310260730251634,False
Qwen3-8B,v4.4,span_mean,1,27,18,pool_enrichment,100,44,56,5,-2.148408604873986,995,-5.712110285784222,0.7351465482193824,False
Qwen3-8B,v4.4,span_mean,1,27,18,pool_min_to_mean,100,44,56,5,0.0573575878645005,992,0.0247991136504003,0.1152082595312828,False
Qwen3-8B,v4.4,span_mean,2,28,19,pool_primary,100,44,56,5,-0.0019196673354191,998,-0.0044314204583427,-0.0002626468095964,False
Qwen3-8B,v4.4,span_mean,2,28,19,pool_coverage,100,44,56,5,0.0217208193865052,993,-0.036105714348534,0.0741794612046667,False
Qwen3-8B,v4.4,span_mean,2,28,19,pool_enrichment,100,44,56,5,-6.108077040789294,995,-8.317827491855443,-4.396026497888262,False
Qwen3-8B,v4.4,span_mean,2,28,19,pool_min_to_mean,100,44,56,5,0.0318604201153596,992,0.0094759599134892,0.0519733140660668,False
Qwen3-8B,v4.4,span_mean,3,23,29,pool_primary,100,44,56,5,-0.0012935049030147,989,-0.0025926519429698,9.017742793888122e-05,False
Qwen3-8B,v4.4,span_mean,3,23,29,pool_coverage,100,44,56,5,0.0115239899978677,989,-0.0103366881619786,0.0339209675064016,False
Qwen3-8B,v4.4,span_mean,3,23,29,pool_enrichment,100,44,56,5,-4.035829953410887,996,-7.642662783863551,-0.6461915213551515,False
Qwen3-8B,v4.4,span_mean,3,23,29,pool_min_to_mean,100,44,56,5,0.0430883106359029,996,0.0129344569627744,0.0826881289174479,False
Qwen3-8B,v4.4,span_mean,4,23,13,pool_primary,100,44,56,5,-0.0013673631538343,996,-0.0030449690763196,0.0002444117862986,False
Qwen3-8B,v4.4,span_mean,4,23,13,pool_coverage,100,44,56,5,-0.0424280436485169,993,-0.0806201656298828,-0.0022982308579607,False
Qwen3-8B,v4.4,span_mean,4,23,13,pool_enrichment,100,44,56,5,-0.5672470918325118,993,-3.647649282104258,2.1705618239212674,False
Qwen3-8B,v4.4,span_mean,4,23,13,pool_min_to_mean,100,44,56,5,-0.0121494879497755,990,-0.0379136713901628,0.0035591819794509,False
Qwen3-8B,v4.4,span_mean,5,23,12,pool_primary,100,44,56,5,-0.000722476741105,997,-0.0026882484228025,0.000857483287776,False
Qwen3-8B,v4.4,span_mean,5,23,12,pool_coverage,100,44,56,5,-0.0293246768892451,994,-0.0819696084285713,0.0146773215488905,False
Qwen3-8B,v4.4,span_mean,5,23,12,pool_enrichment,100,44,56,5,0.6259078816837451,995,-3.188468936438682,3.940191863039841,False
Qwen3-8B,v4.4,span_mean,5,23,12,pool_min_to_mean,100,44,56,5,-0.0034142501045782,995,-0.0172287577082805,0.0086643736341583,False
Qwen3-8B,v4.4,span_mean,6,23,28,pool_primary,100,44,56,5,-0.00099416317772,992,-0.0030525438130424,0.0005298531361422,False
Qwen3-8B,v4.4,span_mean,6,23,28,pool_coverage,100,44,56,5,-0.0218727424351534,995,-0.0586179161743605,0.0089518881502395,False
Qwen3-8B,v4.4,span_mean,6,23,28,pool_enrichment,100,44,56,5,-1.356171082637754,993,-5.929187340791069,1.2854659579999097,False
Qwen3-8B,v4.4,span_mean,6,23,28,pool_min_to_mean,100,44,56,5,-0.0088615624934814,993,-0.0548080757704985,0.0266846569718709,False
Qwen3-8B,v4.4,span_mean,7,24,16,pool_primary,100,44,56,5,-0.0017105670525199,994,-0.0034656368756063,-0.0003492381684368,False
Qwen3-8B,v4.4,span_mean,7,24,16,pool_coverage,100,44,56,5,-0.029593747083361,991,-0.0686931314731734,0.0025787802714157,False
Qwen3-8B,v4.4,span_mean,7,24,16,pool_enrichment,100,44,56,5,0.8551343865748428,993,-6.142154066028813,9.226339291413469,False
Qwen3-8B,v4.4,span_mean,7,24,16,pool_min_to_mean,100,44,56,5,-0.0720821367817389,991,-0.1367323678657131,0.0039748727663133,False
Qwen3-8B,v4.4,span_mean,8,26,26,pool_primary,100,44,56,5,-0.0001509302020948,996,-0.0023458515369733,0.0035368918578331,False
Qwen3-8B,v4.4,span_mean,8,26,26,pool_coverage,100,44,56,5,0.0712314740976988,998,-0.0133770849725189,0.2003221634572024,False
Qwen3-8B,v4.4,span_mean,8,26,26,pool_enrichment,100,44,56,5,-4.868223890502629,996,-9.772853198315753,0.3244588427447523,False
Qwen3-8B,v4.4,span_mean,8,26,26,pool_min_to_mean,100,44,56,5,-0.0021358574805668,996,-0.1118526069923147,0.1269073434004535,False
Qwen3-8B,v4.4,span_sum,1,27,18,pool_primary,100,44,56,5,-0.0203032402444512,993,-0.0709533128388441,0.0160933886500833,False
Qwen3-8B,v4.4,span_sum,1,27,18,pool_coverage,100,44,56,5,0.0085025023634143,993,-0.0108221989273105,0.0309065052878393,False
Qwen3-8B,v4.4,span_sum,1,27,18,pool_enrichment,100,44,56,5,-2.148408604873986,996,-5.317147098742312,0.8004156705952176,False
Qwen3-8B,v4.4,span_sum,1,27,18,pool_min_to_mean,100,44,56,5,0.0540662280283021,996,0.0262050776228208,0.1084465977697156,False
Qwen3-8B,v4.4,span_sum,2,28,19,pool_primary,100,44,56,5,-0.0556488968067468,994,-0.1190110495475573,-0.0116278986921527,False
Qwen3-8B,v4.4,span_sum,2,28,19,pool_coverage,100,44,56,5,0.0245805924535894,996,-0.0218120201593453,0.0776089159227252,False
Qwen3-8B,v4.4,span_sum,2,28,19,pool_enrichment,100,44,56,5,-6.108077040789294,996,-8.189788825656292,-4.317191227478109,False
Qwen3-8B,v4.4,span_sum,2,28,19,pool_min_to_mean,100,44,56,5,0.0345695272995969,995,0.0120463170263063,0.0551122217074353,False
Qwen3-8B,v4.4,span_sum,3,23,29,pool_primary,100,44,56,5,-0.0367096336209981,993,-0.0795718246822247,0.0025998669417991,False
Qwen3-8B,v4.4,span_sum,3,23,29,pool_coverage,100,44,56,5,0.0121246240089737,993,-0.0092828954757053,0.0357527310587304,False
Qwen3-8B,v4.4,span_sum,3,23,29,pool_enrichment,100,44,56,5,-4.035829953410887,993,-7.44925954076137,-0.5432915656079335,False
Qwen3-8B,v4.4,span_sum,3,23,29,pool_min_to_mean,100,44,56,5,0.0444286600045275,994,0.0149523828826221,0.0815164087798881,False
Qwen3-8B,v4.4,span_sum,4,23,13,pool_primary,100,44,56,5,-0.0399223092833974,993,-0.0959778206863562,0.0048710019116013,False
Qwen3-8B,v4.4,span_sum,4,23,13,pool_coverage,100,44,56,5,-0.0426936631491438,992,-0.0861249410961721,-0.0009476363354544,False
Qwen3-8B,v4.4,span_sum,4,23,13,pool_enrichment,100,44,56,5,-0.5672470918325118,997,-3.9073061979130688,2.3755245963309606,False
Qwen3-8B,v4.4,span_sum,4,23,13,pool_min_to_mean,100,44,56,5,-0.0118278280581083,993,-0.0364462130746267,0.0055086671914774,False
Qwen3-8B,v4.4,span_sum,5,23,12,pool_primary,100,44,56,5,-0.0205641915527091,993,-0.0751783257118173,0.024054497688311,False
Qwen3-8B,v4.4,span_sum,5,23,12,pool_coverage,100,44,56,5,-0.028737033347749,997,-0.0769485377083801,0.0165941051977374,False
Qwen3-8B,v4.4,span_sum,5,23,12,pool_enrichment,100,44,56,5,0.6259078816837451,995,-2.868852564638276,4.233214313730607,False
Qwen3-8B,v4.4,span_sum,5,23,12,pool_min_to_mean,100,44,56,5,-0.0029912643715868,991,-0.0148132633911667,0.0083581602677439,False
Qwen3-8B,v4.4,span_sum,6,23,28,pool_primary,100,44,56,5,-0.0290641778156277,994,-0.0793883606597747,0.0168416003184607,False
Qwen3-8B,v4.4,span_sum,6,23,28,pool_coverage,100,44,56,5,-0.0236369044218272,994,-0.0648510354248387,0.0077979149186783,False
Qwen3-8B,v4.4,span_sum,6,23,28,pool_enrichment,100,44,56,5,-1.356171082637754,994,-5.756292133281165,1.3246356791411658,False
Qwen3-8B,v4.4,span_sum,6,23,28,pool_min_to_mean,100,44,56,5,-0.0087889918347914,993,-0.0583995498784637,0.0269852138377061,False
Qwen3-8B,v4.4,span_sum,7,24,16,pool_primary,100,44,56,5,-0.0516287514840707,995,-0.1047443046884611,-0.0098529621346926,False
Qwen3-8B,v4.4,span_sum,7,24,16,pool_coverage,100,44,56,5,-0.0319860444526231,993,-0.0763139732821528,-0.0014260667026485,False
Qwen3-8B,v4.4,span_sum,7,24,16,pool_enrichment,100,44,56,5,0.8551343865748428,998,-5.920882593660749,9.061748616299862,False
