model,variant,pooling,layer,head,layer_type,examples,seeds,pool_sum,pool_coverage,pool_primary,pool_enrichment,pool_effective_number,positive_contrast,density_enrichment_gt_one,is_broad_candidate,candidate_rank
Qwen3-8B,v4.1,span_end,2,31,full_attention,180,20,3.951986630757499e-05,0.9116767069470378,3.536324408273209e-05,0.0701390494424579,5.328295066842417,False,False,False,
Qwen3-8B,v4.1,span_end,3,0,full_attention,180,20,4.803902573054413e-05,0.5214827847626613,1.780608479498993e-05,0.0566679546484578,2.8412447106459005,False,False,False,
Qwen3-8B,v4.1,span_end,3,1,full_attention,180,20,1.5069378746880424e-05,0.4461506529871776,5.242759017308155e-06,0.0175701891838664,2.427332190764635,False,False,False,
Qwen3-8B,v4.1,span_end,3,2,full_attention,180,20,2.048744095696343e-06,0.4280862838810693,5.57972886142769e-07,0.0025362752646909,2.292900743110872,False,False,False,
Qwen3-8B,v4.1,span_end,3,3,full_attention,180,20,5.8084726333618166e-06,0.2355052800186822,1.1197850392784654e-06,0.0068508798841964,1.4680147048390848,False,False,False,
Qwen3-8B,v4.1,span_end,3,4,full_attention,180,20,5.546775129106132e-05,0.8266911544618788,4.585354783900542e-05,0.0993070091207467,4.953079532834212,False,False,False,
Qwen3-8B,v4.1,span_end,3,5,full_attention,180,20,8.34465026855469e-08,0.213774250440917,1.8191374378439823e-08,0.0001838543003505,0.9944444444444444,False,False,False,
Qwen3-8B,v4.1,span_end,3,6,full_attention,180,20,1.655684577094184e-08,0.0168616645176638,1.933675849877776e-09,1.764120121144343e-05,0.1535813718080313,False,False,False,
Qwen3-8B,v4.1,span_end,3,7,full_attention,180,20,2.4504131740993933e-08,0.0680643738977072,4.691369108842584e-09,4.100132427488975e-05,0.4111111111111111,False,False,False,
Qwen3-8B,v4.1,span_end,3,8,full_attention,180,20,6.816022925906e-05,0.4779390971028747,3.0689212418990855e-05,0.1419804212280053,2.5474025210116347,True,False,False,
Qwen3-8B,v4.1,span_end,3,9,full_attention,180,20,5.650619665781013e-05,0.8456839677851651,4.7098658553869866e-05,0.0939798202611349,5.003679538679152,False,False,False,
Qwen3-8B,v4.1,span_end,3,10,full_attention,180,20,0.0002023233307732,0.5604726624399743,0.0001077947928302,0.4089768332248261,3.11727783197895,True,False,False,
Qwen3-8B,v4.1,span_end,3,11,full_attention,180,20,1.0061595175001356e-05,0.7606155420214163,7.441075201840787e-06,0.0194879359720649,4.27266114587672,False,False,False,
Qwen3-8B,v4.1,span_end,3,12,full_attention,180,20,3.6411152945624455e-05,0.8085992404841237,2.8869984420865643e-05,0.0626199823128797,4.737403079933371,False,False,False,
Qwen3-8B,v4.1,span_end,3,13,full_attention,180,20,1.8798642688327365e-06,0.7985294526225208,1.4217939755699824e-06,0.0027148845780011,4.641945987274962,False,False,False,
Qwen3-8B,v4.1,span_end,3,14,full_attention,180,20,2.8461217880249023e-06,0.8478303934028915,2.340175201041543e-06,0.0047314697788766,4.97353398662025,False,False,False,
Qwen3-8B,v4.1,span_end,3,15,full_attention,180,20,5.553166071573893e-07,0.6426468339844434,3.738249633304135e-07,0.0007806293330537,3.8915687361554734,False,False,False,
Qwen3-8B,v4.1,span_end,3,16,full_attention,180,20,7.959173785314053e-05,0.7357656202734587,5.917773559424718e-05,0.1282183395951915,4.446710866815005,False,False,False,
Qwen3-8B,v4.1,span_end,3,17,full_attention,180,20,3.530250655280219e-06,0.6921443182686371,2.0543097054776287e-06,0.0055170231167038,3.69695701707806,False,False,False,
Qwen3-8B,v4.1,span_end,3,18,full_attention,180,20,3.342264228396946e-05,0.597293577665535,1.917782630622937e-05,0.0571608061000647,3.4328473798696533,True,False,False,
Qwen3-8B,v4.1,span_end,3,19,full_attention,180,20,0.0008270846472845,0.903114211657138,0.000737687934157,1.45651158323772,5.364419783675495,True,True,True,91.0
Qwen3-8B,v4.1,span_end,3,20,full_attention,180,20,8.66462786992258e-05,0.8006598880434764,6.687275177724161e-05,0.1657846063789266,4.587489616360075,False,False,False,
Qwen3-8B,v4.1,span_end,3,21,full_attention,180,20,4.5819414986504446e-05,0.8573012298036123,3.950479864333004e-05,0.0795720420523857,5.197547386495078,False,False,False,
Qwen3-8B,v4.1,span_end,3,22,full_attention,180,20,0.0003864937358431,0.5248842523003714,0.0001918993224565,0.8064683999833964,2.7503238575458058,True,False,False,
Qwen3-8B,v4.1,span_end,3,23,full_attention,180,20,0.0002038104666603,0.7311555406182184,0.0001453856808144,0.398924261912667,4.215611451078987,True,False,False,
Qwen3-8B,v4.1,span_end,3,24,full_attention,180,20,4.864401287502713e-07,0.6155855991978652,2.8466128958862736e-07,0.0008014839671335,3.495286047693653,False,False,False,
Qwen3-8B,v4.1,span_end,3,25,full_attention,180,20,1.507666375901964e-06,0.4052204811458013,6.010355188210241e-07,0.0020701581933466,2.362767374600162,False,False,False,
Qwen3-8B,v4.1,span_end,3,26,full_attention,180,20,9.867880079481338e-07,0.5102156961998923,3.996108790203054e-07,0.00139171762024,2.6517606952279094,False,False,False,
Qwen3-8B,v4.1,span_end,3,27,full_attention,180,20,2.319282955593533e-06,0.6002979132018296,1.1504224238032085e-06,0.0031036970308178,3.2111617604625526,False,False,False,
Qwen3-8B,v4.1,span_end,3,28,full_attention,180,20,1.3046794467502174e-07,0.0351220706100684,1.5046718507331107e-08,0.0001477588576593,0.3119579803632503,False,False,False,
Qwen3-8B,v4.1,span_end,3,29,full_attention,180,20,0.0002270436949199,0.362027023248793,2.612410686915241e-05,0.2574153236770123,1.7201114778476645,True,False,False,
Qwen3-8B,v4.1,span_end,3,30,full_attention,180,20,5.706151326497396e-06,0.2305947698017074,8.264627309082852e-07,0.006555222537823,1.1885471797564084,False,False,False,
Qwen3-8B,v4.1,span_end,3,31,full_attention,180,20,8.957915835910373e-06,0.4445982155176747,1.8315803028250373e-06,0.010567387499886,2.0678835594593505,False,False,False,
Qwen3-8B,v4.1,span_end,4,0,full_attention,180,20,0.0001364651653501,0.676764385277311,9.07037640305101e-05,0.2733738139689368,3.773378308015393,True,False,False,
Qwen3-8B,v4.1,span_end,4,1,full_attention,180,20,0.0002488878038193,0.7698395966860773,0.0001893081362503,0.4596620383210261,4.411971725199987,True,False,False,
Qwen3-8B,v4.1,span_end,4,2,full_attention,180,20,2.05536683400472e-05,0.7687227374373821,1.5326947608180497e-05,0.0393418345587428,4.3060470232482215,False,False,False,
Qwen3-8B,v4.1,span_end,4,3,full_attention,180,20,0.0003661659028794,0.814858830850135,0.0002921052068286,0.6825460902902788,4.748137771491896,True,False,False,
Qwen3-8B,v4.1,span_end,4,4,full_attention,180,20,0.0001600288682513,0.7233944366755993,0.0001189634359625,0.285652361449935,4.407804222619461,True,False,False,
Qwen3-8B,v4.1,span_end,4,5,full_attention,180,20,5.043546358744303e-06,0.4428618500075653,1.479320774452105e-06,0.0057400180176116,2.3904252442336897,True,False,False,
Qwen3-8B,v4.1,span_end,4,6,full_attention,180,20,3.1749407450358072e-06,0.5348667641214073,1.0281382968217426e-06,0.0035915219716617,2.9035570469405183,False,False,False,
Qwen3-8B,v4.1,span_end,4,7,full_attention,180,20,6.074607372283936e-05,0.4108505195979072,2.474142591414021e-05,0.1257776704072084,2.256487222324876,True,False,False,
Qwen3-8B,v4.1,span_end,4,8,full_attention,180,20,1.590781741672092e-06,0.0511626260530968,2.810425975418854e-07,0.0016801590008236,0.469844510208791,False,False,False,
Qwen3-8B,v4.1,span_end,4,9,full_attention,180,20,1.1918279859754774e-05,0.0321845818812281,1.4274289085550477e-06,0.0126955309028291,0.2983474881710946,True,False,False,
Qwen3-8B,v4.1,span_end,4,10,full_attention,180,20,4.28160031636556e-07,0.0408354393774755,5.467551472997856e-08,0.0004575442010886,0.369348837873539,False,False,False,
Qwen3-8B,v4.1,span_end,4,11,full_attention,180,20,4.478295644124349e-06,0.2290343871077075,8.96772182677225e-07,0.0047862511094375,1.4349199447777832,False,False,False,
Qwen3-8B,v4.1,span_end,4,12,full_attention,180,20,2.0467572742038303e-06,0.0336873626413199,3.483238837823995e-07,0.0021303802259464,0.3245279474008541,False,False,False,
Qwen3-8B,v4.1,span_end,4,13,full_attention,180,20,7.092952728271485e-07,0.0375460791384068,1.1493115077372509e-07,0.0007484459908283,0.3558739214100507,False,False,False,
Qwen3-8B,v4.1,span_end,4,14,full_attention,180,20,1.4265378316243172e-05,0.0869481670530468,2.3483333827081354e-06,0.0151451237702761,0.6996917919354925,False,False,False,
Qwen3-8B,v4.1,span_end,4,15,full_attention,180,20,4.701813062032064e-06,0.0891573171056967,8.193272118841136e-07,0.0049398002639626,0.7265640309225128,False,False,False,
Qwen3-8B,v4.1,span_end,4,16,full_attention,180,20,6.414122051662869e-06,0.0555698729754163,1.1201170871910313e-06,0.0066780259173147,0.4867167213257862,True,False,False,
Qwen3-8B,v4.1,span_end,4,17,full_attention,180,20,1.523560947842068e-06,0.0377096752404472,1.9715177450444562e-07,0.0016216495103791,0.3348051684212356,False,False,False,
Qwen3-8B,v4.1,span_end,4,18,full_attention,180,20,5.082951651679145e-06,0.076434204607411,8.595865312128194e-07,0.0053473133829136,0.6242952441300049,False,False,False,
Qwen3-8B,v4.1,span_end,4,19,full_attention,180,20,1.4927652147081163e-06,0.1051837443716924,2.6316952640316944e-07,0.0015839323479799,0.7911090481134323,False,False,False,
Qwen3-8B,v4.1,span_end,4,20,full_attention,180,20,0.000353220436308,0.8261771695940404,0.0002937986973727,0.5543319038547116,4.999780047048724,True,False,False,
Qwen3-8B,v4.1,span_end,4,21,full_attention,180,20,0.0004675024085574,0.8624047064405066,0.0003996251282569,0.8348939303717382,5.14557918466941,True,False,False,
Qwen3-8B,v4.1,span_end,4,22,full_attention,180,20,0.0004430770874022,0.8413202367382322,0.0003569245166864,0.7383182396115378,4.8390262179375005,True,False,False,
Qwen3-8B,v4.1,span_end,4,23,full_attention,180,20,0.0002919299734962,0.782482686138397,0.0002223448821249,0.4810846859379861,4.619300963457946,True,False,False,
Qwen3-8B,v4.1,span_end,4,24,full_attention,180,20,4.30444876352946e-06,0.24339050491241,9.228748817621422e-07,0.0052971221603648,1.4846958715815473,False,False,False,
Qwen3-8B,v4.1,span_end,4,25,full_attention,180,20,9.801321559482153e-06,0.3935944765084125,4.4262777711472815e-06,0.0134148520472622,2.6055433048088887,False,False,False,
Qwen3-8B,v4.1,span_end,4,26,full_attention,180,20,1.5613105561998154e-06,0.157518085634926,2.7495365823768617e-07,0.0016981230457784,1.034056100461208,False,False,False,
Qwen3-8B,v4.1,span_end,4,27,full_attention,180,20,3.377596537272136e-07,0.2875957821457308,1.0168905967391753e-07,0.0004971398845862,1.7566048627673865,False,False,False,
Qwen3-8B,v4.1,span_end,4,28,full_attention,180,20,1.0841422610812718e-06,0.7796431488633574,8.48524701585016e-07,0.0018454675192251,4.71071034437166,False,False,False,
Qwen3-8B,v4.1,span_end,4,29,full_attention,180,20,6.641215748256537e-05,0.6759084842283138,4.375234250151472e-05,0.1241530871197156,3.908993996384421,False,False,False,
Qwen3-8B,v4.1,span_end,4,30,full_attention,180,20,0.0001083877351548,0.640720814303923,6.256765845252623e-05,0.1526456022386743,3.640244646477746,False,False,False,
